student_id,cohort,application_date,efc_dollars,need_index,eligible_flag
S201302888,2013,2013-03-04,10527,1.548,1
S201302889,2013,2013-04-15,5183,0.762,1
S201302890,2013,2013-03-25,0,0.1,1
S201302891,2013,2013-02-25,379,0.1,1
S201302892,2013,2013-03-12,7976,1.173,1
S201302893,2013,2013-04-23,41,0.1,1
S201302894,2013,2013-02-12,16660,2.45,1
S201302895,2013,2013-04-09,10102,1.486,1
S201302896,2013,2013-04-20,14160,2.082,1
S201302897,2013,2013-03-03,10187,1.498,1
S201302898,2013,2013-03-18,2189,0.322,1
S201302899,2013,2013-04-15,19717,2.9,1
S201302900,2013,2013-02-01,8084,1.189,1
S201302901,2013,2013-03-12,4273,0.628,1
S201302902,2013,2013-02-08,12228,1.798,1
S201302903,2013,2013-02-22,15075,2.217,1
S201302904,2013,2013-02-06,21948,3.228,0
S201302905,2013,2013-02-12,4823,0.709,1
S201302906,2013,2013-03-15,11803,1.736,1
S201302907,2013,2013-03-18,13738,2.02,1
S201302908,2013,2013-03-02,16229,2.387,1
S201302909,2013,2013-03-04,10374,1.526,1
S201302910,2013,2013-02-08,9305,1.368,1
S201302911,2013,2013-02-03,12806,1.883,1
S201302912,2013,2013-04-19,4501,0.662,1
S201302913,2013,2013-02-10,9048,1.331,1
S201302914,2013,2013-03-06,10563,1.553,1
S201302915,2013,2013-04-26,16301,2.397,1
S201302916,2013,2013-02-27,13739,2.02,1
S201302917,2013,2013-04-19,0,0.1,1
S201302918,2013,2013-03-20,9716,1.429,1
S201302919,2013,2013-03-15,10401,1.53,1
S201302920,2013,2013-04-24,1497,0.22,1
S201302921,2013,2013-03-11,9439,1.388,1
S201302922,2013,2013-02-15,11558,1.7,1
S201302923,2013,2013-04-09,7168,1.054,1
S201302924,2013,2013-03-07,12148,1.786,1
S201302925,2013,2013-02-15,6819,1.003,1
S201302926,2013,2013-03-03,9746,1.433,1
S201302927,2013,2013-02-18,11833,1.74,1
S201302928,2013,2013-02-21,7226,1.063,1
S201302929,2013,2013-04-19,372,0.1,1
S201302930,2013,2013-03-06,7848,1.154,1
S201302931,2013,2013-02-26,5220,0.768,1
S201302932,2013,2013-03-20,7373,1.084,1
S201302933,2013,2013-02-01,7719,1.135,1
S201302934,2013,2013-02-04,7143,1.05,1
S201302935,2013,2013-02-19,8378,1.232,1
S201302936,2013,2013-04-02,2690,0.396,1
S201302937,2013,2013-04-01,6883,1.012,1
S201302938,2013,2013-04-23,0,0.1,1
S201302939,2013,2013-03-24,13240,1.947,1
S201302940,2013,2013-03-15,3953,0.581,1
S201302941,2013,2013-04-20,24934,3.667,0
S201302942,2013,2013-03-15,979,0.144,1
S201302943,2013,2013-03-11,15821,2.327,1
S201302944,2013,2013-03-07,15654,2.302,1
S201302945,2013,2013-02-09,13124,1.93,1
S201302946,2013,2013-04-06,19499,2.868,1
S201302947,2013,2013-03-07,9233,1.358,1
S201302948,2013,2013-04-12,12194,1.793,1
S201400001,2014,2014-04-27,11944,1.756,1
S201400002,2014,2014-04-22,17784,2.615,1
S201400003,2014,2014-04-08,12340,1.815,1
S201400004,2014,2014-04-01,4107,0.604,1
S201400005,2014,2014-02-15,392,0.1,1
S201400006,2014,2014-03-12,6788,0.998,1
S201400007,2014,2014-03-01,23036,3.388,0
S201400008,2014,2014-02-15,6186,0.91,1
S201400009,2014,2014-02-10,9737,1.432,1
S201400010,2014,2014-02-11,11240,1.653,1
S201400011,2014,2014-04-20,2296,0.338,1
S201400012,2014,2014-04-11,0,0.1,1
S201400013,2014,2014-02-26,1916,0.282,1
S201400014,2014,2014-02-07,18326,2.695,1
S201400015,2014,2014-03-03,18639,2.741,1
S201400016,2014,2014-04-22,10523,1.548,1
S201400017,2014,2014-03-17,7610,1.119,1
S201400018,2014,2014-04-20,0,0.1,1
S201400019,2014,2014-04-01,14525,2.136,1
S201400020,2014,2014-04-13,5199,0.765,1
S201400021,2014,2014-04-26,7017,1.032,1
S201400022,2014,2014-03-13,355,0.1,1
S201400023,2014,2014-04-02,1392,0.205,1
S201400024,2014,2014-04-09,15201,2.235,1
S201400025,2014,2014-02-23,6267,0.922,1
S201400026,2014,2014-04-19,11287,1.66,1
S201400027,2014,2014-04-06,16648,2.448,1
S201400028,2014,2014-02-06,17278,2.541,1
S201400029,2014,2014-04-12,5198,0.764,1
S201400030,2014,2014-04-04,16995,2.499,1
S201400031,2014,2014-04-26,14573,2.143,1
S201400032,2014,2014-03-07,1037,0.152,1
S201400033,2014,2014-03-12,4236,0.623,1
S201400034,2014,2014-03-19,14853,2.184,1
S201400035,2014,2014-03-22,13342,1.962,1
S201400036,2014,2014-04-21,21080,3.1,0
S201400037,2014,2014-04-15,0,0.1,1
S201400038,2014,2014-02-21,18363,2.7,1
S201400039,2014,2014-02-19,19816,2.914,1
S201400040,2014,2014-02-23,16844,2.477,1
S201400041,2014,2014-03-21,21219,3.12,0
S201400042,2014,2014-03-09,521,0.1,1
S201400043,2014,2014-04-05,13668,2.01,1
S201400044,2014,2014-02-19,23901,3.515,0
S201400045,2014,2014-03-07,8606,1.266,1
S201400046,2014,2014-02-19,10710,1.575,1
S201400047,2014,2014-03-18,3115,0.458,1
S201400048,2014,2014-03-03,15889,2.337,1
S201400049,2014,2014-04-26,7694,1.131,1
S201400050,2014,2014-03-03,12292,1.808,1
S201400051,2014,2014-04-05,6983,1.027,1
S201400052,2014,2014-02-04,4777,0.702,1
S201400053,2014,2014-03-10,2049,0.301,1
S201400054,2014,2014-03-05,14744,2.168,1
S201400055,2014,2014-02-09,11236,1.652,1
S201400056,2014,2014-02-05,20125,2.96,1
S201400057,2014,2014-04-04,7319,1.076,1
S201400058,2014,2014-03-22,9238,1.359,1
S201400059,2014,2014-02-20,5370,0.79,1
S201400060,2014,2014-03-09,5835,0.858,1
S201400061,2014,2014-02-20,17717,2.605,1
S201400062,2014,2014-03-26,4301,0.632,1
S201400063,2014,2014-02-15,22272,3.275,0
S201400064,2014,2014-03-19,7163,1.053,1
S201400065,2014,2014-02-09,417,0.1,1
S201400066,2014,2014-04-06,9960,1.465,1
S201400067,2014,2014-03-24,13846,2.036,1
S201400068,2014,2014-04-18,17512,2.575,1
S201400069,2014,2014-04-06,3875,0.57,1
S201400070,2014,2014-03-21,942,0.139,1
S201400071,2014,2014-04-23,9474,1.393,1
S201400072,2014,2014-03-02,30914,4.546,0
S201400073,2014,2014-02-07,8308,1.222,1
S201400074,2014,2014-04-22,12219,1.797,1
S201400075,2014,2014-02-02,3133,0.461,1
S201400076,2014,2014-04-23,15099,2.22,1
S201400077,2014,2014-02-10,6833,1.005,1
S201400078,2014,2014-04-02,22962,3.377,0
S201400079,2014,2014-03-02,13741,2.021,1
S201400080,2014,2014-03-05,21758,3.2,0
S201400081,2014,2014-03-14,94,0.1,1
S201400082,2014,2014-04-04,16474,2.423,1
S201400083,2014,2014-03-06,15901,2.338,1
S201400084,2014,2014-03-01,0,0.1,1
S201400085,2014,2014-02-21,0,0.1,1
S201400086,2014,2014-04-16,17343,2.55,1
S201400087,2014,2014-02-23,2590,0.381,1
S201400088,2014,2014-04-13,3128,0.46,1
S201400089,2014,2014-03-22,4934,0.726,1
S201400090,2014,2014-04-17,12915,1.899,1
S201400091,2014,2014-04-14,3078,0.453,1
S201400092,2014,2014-03-24,5842,0.859,1
S201400093,2014,2014-02-23,6492,0.955,1
S201400094,2014,2014-03-16,15415,2.267,1
S201400095,2014,2014-03-03,21709,3.192,0
S201400096,2014,2014-03-15,22360,3.288,0
S201400097,2014,2014-02-22,19297,2.838,1
S201400098,2014,2014-03-16,4784,0.704,1
S201400099,2014,2014-03-22,10993,1.617,1
S201400100,2014,2014-02-16,9164,1.348,1
S201400101,2014,2014-03-03,0,0.1,1
S201400102,2014,2014-02-10,13425,1.974,1
S201400103,2014,2014-04-13,19104,2.809,1
S201400104,2014,2014-02-11,16335,2.402,1
S201400105,2014,2014-03-02,15948,2.345,1
S201400106,2014,2014-03-03,2548,0.375,1
S201400107,2014,2014-03-18,16484,2.424,1
S201400108,2014,2014-03-06,9317,1.37,1
S201400109,2014,2014-02-23,14048,2.066,1
S201400110,2014,2014-03-04,6240,0.918,1
S201400111,2014,2014-03-05,10144,1.492,1
S201400112,2014,2014-03-17,3028,0.445,1
S201400113,2014,2014-02-16,0,0.1,1
S201400114,2014,2014-02-21,16248,2.389,1
S201400115,2014,2014-02-24,1865,0.274,1
S201400116,2014,2014-03-26,14343,2.109,1
S201400117,2014,2014-04-25,7584,1.115,1
S201400118,2014,2014-04-12,9906,1.457,1
S201400119,2014,2014-02-20,12233,1.799,1
S201400120,2014,2014-04-25,6714,0.987,1
S201400121,2014,2014-04-14,5286,0.777,1
S201400122,2014,2014-04-04,16066,2.363,1
S201400123,2014,2014-02-26,14681,2.159,1
S201400124,2014,2014-03-23,9632,1.416,1
S201400125,2014,2014-02-11,15681,2.306,1
S201400126,2014,2014-03-22,7256,1.067,1
S201400127,2014,2014-02-23,4434,0.652,1
S201400128,2014,2014-03-15,8706,1.28,1
S201400129,2014,2014-03-23,10680,1.571,1
S201400130,2014,2014-02-06,24140,3.55,0
S201400131,2014,2014-02-14,20474,3.011,0
S201400132,2014,2014-04-27,2510,0.369,1
S201400133,2014,2014-03-04,11085,1.63,1
S201400134,2014,2014-02-27,8342,1.227,1
S201400135,2014,2014-04-06,8024,1.18,1
S201400136,2014,2014-03-04,12068,1.775,1
S201400137,2014,2014-04-22,9589,1.41,1
S201400138,2014,2014-02-02,1772,0.261,1
S201400139,2014,2014-03-20,4617,0.679,1
S201400140,2014,2014-02-22,11174,1.643,1
S201400141,2014,2014-02-21,7286,1.071,1
S201400142,2014,2014-02-26,15882,2.336,1
S201400143,2014,2014-02-05,0,0.1,1
S201400144,2014,2014-03-04,11031,1.622,1
S201400145,2014,2014-02-06,6770,0.996,1
S201400146,2014,2014-03-16,5720,0.841,1
S201400147,2014,2014-02-16,6844,1.006,1
S201400148,2014,2014-03-17,4964,0.73,1
S201400149,2014,2014-04-15,16704,2.456,1
S201400150,2014,2014-02-24,15413,2.267,1
S201400151,2014,2014-04-08,17434,2.564,1
S201400152,2014,2014-04-07,638,0.1,1
S201400153,2014,2014-03-15,0,0.1,1
S201400154,2014,2014-02-15,17601,2.588,1
S201400155,2014,2014-02-25,12663,1.862,1
S201400156,2014,2014-03-20,9102,1.339,1
S201400157,2014,2014-03-27,0,0.1,1
S201400158,2014,2014-03-12,13005,1.912,1
S201400159,2014,2014-02-05,13290,1.954,1
S201400160,2014,2014-03-12,24163,3.553,0
S201400161,2014,2014-03-22,2076,0.305,1
S201400162,2014,2014-02-14,15588,2.292,1
S201400163,2014,2014-04-19,0,0.1,1
S201400164,2014,2014-03-10,17866,2.627,1
S201400165,2014,2014-02-06,11401,1.677,1
S201400166,2014,2014-04-27,9464,1.392,1
S201400167,2014,2014-03-10,4146,0.61,1
S201400168,2014,2014-03-24,17440,2.565,1
S201400169,2014,2014-04-19,12179,1.791,1
S201400170,2014,2014-02-26,12407,1.825,1
S201400171,2014,2014-03-25,7532,1.108,1
S201400172,2014,2014-04-23,9680,1.424,1
S201400173,2014,2014-03-15,6368,0.936,1
S201400174,2014,2014-03-24,12262,1.803,1
S201400175,2014,2014-02-19,7154,1.052,1
S201400176,2014,2014-03-18,0,0.1,1
S201400177,2014,2014-03-06,9624,1.415,1
S201400178,2014,2014-04-10,13059,1.92,1
S201400179,2014,2014-02-24,10017,1.473,1
S201400180,2014,2014-02-12,0,0.1,1
S201400181,2014,2014-03-23,16041,2.359,1
S201400182,2014,2014-04-19,19822,2.915,1
S201400183,2014,2014-04-21,9027,1.328,1
S201400184,2014,2014-04-02,12916,1.899,1
S201400185,2014,2014-03-01,20023,2.945,1
S201400186,2014,2014-04-17,7696,1.132,1
S201400187,2014,2014-02-26,17526,2.577,1
S201400188,2014,2014-04-14,2756,0.405,1
S201400189,2014,2014-03-26,14988,2.204,1
S201400190,2014,2014-03-09,4272,0.628,1
S201400191,2014,2014-04-14,0,0.1,1
S201400192,2014,2014-02-10,10930,1.607,1
S201400193,2014,2014-03-01,16501,2.427,1
S201400194,2014,2014-04-17,6814,1.002,1
S201400195,2014,2014-03-17,10408,1.531,1
S201400196,2014,2014-03-23,15888,2.336,1
S201400197,2014,2014-02-21,0,0.1,1
S201400198,2014,2014-02-20,17480,2.571,1
S201400199,2014,2014-03-13,16368,2.407,1
S201400200,2014,2014-02-06,0,0.1,1
S201400201,2014,2014-03-02,17167,2.525,1
S201400202,2014,2014-03-15,18105,2.662,1
S201400203,2014,2014-02-15,21676,3.188,0
S201400204,2014,2014-02-09,14557,2.141,1
S201400205,2014,2014-02-05,13371,1.966,1
S201400206,2014,2014-03-19,22157,3.258,0
S201400207,2014,2014-03-27,11464,1.686,1
S201400208,2014,2014-03-23,18543,2.727,1
S201400209,2014,2014-02-07,12955,1.905,1
S201400210,2014,2014-02-12,4518,0.664,1
S201400211,2014,2014-03-03,18825,2.768,1
S201400212,2014,2014-04-06,9492,1.396,1
S201400213,2014,2014-02-16,7792,1.146,1
S201400214,2014,2014-03-12,3276,0.482,1
S201400215,2014,2014-03-02,14406,2.119,1
S201400216,2014,2014-02-10,1245,0.183,1
S201400217,2014,2014-02-23,6049,0.89,1
S201400218,2014,2014-02-16,13330,1.96,1
S201400219,2014,2014-02-25,13716,2.017,1
S201400220,2014,2014-04-20,668,0.1,1
S201400221,2014,2014-04-10,9377,1.379,1
S201400222,2014,2014-03-02,8670,1.275,1
S201400223,2014,2014-02-02,8730,1.284,1
S201400224,2014,2014-04-18,660,0.1,1
S201400225,2014,2014-03-06,4990,0.734,1
S201400226,2014,2014-04-05,0,0.1,1
S201400227,2014,2014-02-06,15819,2.326,1
S201400228,2014,2014-04-21,8311,1.222,1
S201400229,2014,2014-02-18,4551,0.669,1
S201400230,2014,2014-03-23,26701,3.927,0
S201400231,2014,2014-03-22,8219,1.209,1
S201400232,2014,2014-04-25,15608,2.295,1
S201400233,2014,2014-04-01,0,0.1,1
S201400234,2014,2014-04-09,10839,1.594,1
S201400235,2014,2014-04-07,13220,1.944,1
S201400236,2014,2014-04-11,15443,2.271,1
S201400237,2014,2014-03-17,11261,1.656,1
S201400238,2014,2014-02-04,21536,3.167,0
S201400239,2014,2014-02-26,13683,2.012,1
S201400240,2014,2014-04-03,15250,2.243,1
S201400241,2014,2014-04-27,14131,2.078,1
S201400242,2014,2014-04-12,7813,1.149,1
S201400243,2014,2014-04-02,11019,1.62,1
S201400244,2014,2014-03-08,15484,2.277,1
S201400245,2014,2014-02-16,17393,2.558,1
S201400246,2014,2014-04-22,889,0.131,1
S201400247,2014,2014-02-21,2192,0.322,1
S201400248,2014,2014-02-13,13121,1.93,1
S201400249,2014,2014-02-07,22585,3.321,0
S201400250,2014,2014-03-09,15672,2.305,1
S201400251,2014,2014-03-10,2671,0.393,1
S201400252,2014,2014-04-22,9737,1.432,1
S201400253,2014,2014-03-11,21688,3.189,0
S201400254,2014,2014-04-04,21492,3.161,0
S201400255,2014,2014-02-14,16958,2.494,1
S201400256,2014,2014-03-06,8952,1.316,1
S201400257,2014,2014-04-10,2972,0.437,1
S201400258,2014,2014-02-18,1401,0.206,1
S201400259,2014,2014-02-09,11516,1.694,1
S201400260,2014,2014-03-16,8488,1.248,1
S201400261,2014,2014-02-25,8999,1.323,1
S201400262,2014,2014-03-16,17924,2.636,1
S201400263,2014,2014-02-24,15706,2.31,1
S201400264,2014,2014-04-09,20308,2.986,1
S201400265,2014,2014-03-07,5937,0.873,1
S201400266,2014,2014-04-20,8267,1.216,1
S201400267,2014,2014-03-05,24139,3.55,0
S201400268,2014,2014-02-20,10519,1.547,1
S201400269,2014,2014-02-10,0,0.1,1
S201400270,2014,2014-04-08,11472,1.687,1
S201400271,2014,2014-04-12,11879,1.747,1
S201400272,2014,2014-02-19,14205,2.089,1
S201400273,2014,2014-04-02,16640,2.447,1
S201400274,2014,2014-02-19,13687,2.013,1
S201400275,2014,2014-03-26,15831,2.328,1
S201400276,2014,2014-02-11,2527,0.372,1
S201400277,2014,2014-03-12,0,0.1,1
S201400278,2014,2014-04-18,8279,1.218,1
S201400279,2014,2014-03-05,26339,3.873,0
S201400280,2014,2014-04-21,3886,0.571,1
S201400281,2014,2014-03-04,0,0.1,1
S201400282,2014,2014-03-06,5316,0.782,1
S201400283,2014,2014-03-06,16418,2.414,1
S201400284,2014,2014-03-06,16322,2.4,1
S201400285,2014,2014-02-02,7273,1.07,1
S201400286,2014,2014-03-23,7553,1.111,1
S201400287,2014,2014-03-01,19911,2.928,1
S201400288,2014,2014-03-02,4650,0.684,1
S201400289,2014,2014-02-02,20613,3.031,0
S201400290,2014,2014-02-13,16455,2.42,1
S201400291,2014,2014-04-20,10089,1.484,1
S201400292,2014,2014-04-20,0,0.1,1
S201400293,2014,2014-04-16,11593,1.705,1
S201400294,2014,2014-04-18,16582,2.439,1
S201400295,2014,2014-03-25,971,0.143,1
S201400296,2014,2014-04-10,0,0.1,1
S201400297,2014,2014-03-16,0,0.1,1
S201400298,2014,2014-02-11,21217,3.12,0
S201400299,2014,2014-04-27,0,0.1,1
S201400300,2014,2014-02-14,17181,2.527,1
S201400301,2014,2014-02-13,17228,2.534,1
S201400302,2014,2014-03-01,13911,2.046,1
S201400303,2014,2014-03-08,15678,2.306,1
S201400304,2014,2014-03-25,4906,0.721,1
S201400305,2014,2014-03-11,1346,0.198,1
S201400306,2014,2014-02-23,12459,1.832,1
S201400307,2014,2014-02-11,11244,1.654,1
S201400308,2014,2014-04-24,30867,4.539,0
S201400309,2014,2014-03-06,1933,0.284,1
S201400310,2014,2014-02-21,4886,0.719,1
S201400311,2014,2014-04-03,19478,2.864,1
S201400312,2014,2014-03-01,10478,1.541,1
S201400313,2014,2014-02-19,9108,1.339,1
S201400314,2014,2014-03-25,5886,0.866,1
S201400315,2014,2014-03-17,16708,2.457,1
S201400316,2014,2014-02-23,4102,0.603,1
S201400317,2014,2014-04-14,7247,1.066,1
S201400318,2014,2014-03-19,0,0.1,1
S201400319,2014,2014-03-19,5770,0.849,1
S201400320,2014,2014-04-11,7331,1.078,1
S201400321,2014,2014-04-26,9786,1.439,1
S201400322,2014,2014-04-20,12974,1.908,1
S201400323,2014,2014-04-13,12695,1.867,1
S201400324,2014,2014-04-24,18545,2.727,1
S201400325,2014,2014-04-13,12205,1.795,1
S201400326,2014,2014-03-14,16042,2.359,1
S201400327,2014,2014-02-26,5866,0.863,1
S201400328,2014,2014-03-01,14580,2.144,1
S201400329,2014,2014-02-12,5934,0.873,1
S201400330,2014,2014-04-01,2808,0.413,1
S201400331,2014,2014-04-23,18250,2.684,1
S201400332,2014,2014-03-06,7838,1.153,1
S201400333,2014,2014-02-17,19468,2.863,1
S201400334,2014,2014-03-15,10323,1.518,1
S201400335,2014,2014-02-22,22172,3.261,0
S201400336,2014,2014-04-02,6542,0.962,1
S201400337,2014,2014-03-24,3477,0.511,1
S201400338,2014,2014-04-22,25683,3.777,0
S201400339,2014,2014-02-03,9994,1.47,1
S201400340,2014,2014-02-21,10882,1.6,1
S201400341,2014,2014-04-16,20328,2.989,1
S201400342,2014,2014-02-14,6843,1.006,1
S201400343,2014,2014-04-15,11738,1.726,1
S201400344,2014,2014-02-23,24031,3.534,0
S201400345,2014,2014-02-05,19885,2.924,1
S201400346,2014,2014-02-21,2953,0.434,1
S201400347,2014,2014-02-16,14233,2.093,1
S201400348,2014,2014-03-22,22147,3.257,0
S201400349,2014,2014-02-21,0,0.1,1
S201400350,2014,2014-04-09,13772,2.025,1
S201400351,2014,2014-03-05,11009,1.619,1
S201400352,2014,2014-02-23,5108,0.751,1
S201400353,2014,2014-03-07,14317,2.105,1
S201400354,2014,2014-03-26,0,0.1,1
S201400355,2014,2014-03-16,0,0.1,1
S201400356,2014,2014-02-25,9723,1.43,1
S201400357,2014,2014-04-19,2872,0.422,1
S201400358,2014,2014-03-12,9073,1.334,1
S201400359,2014,2014-03-14,4393,0.646,1
S201400360,2014,2014-04-10,17648,2.595,1
S201400361,2014,2014-02-11,7665,1.127,1
S201400362,2014,2014-02-22,8692,1.278,1
S201400363,2014,2014-04-14,14081,2.071,1
S201400364,2014,2014-03-21,6597,0.97,1
S201400365,2014,2014-02-16,7929,1.166,1
S201400366,2014,2014-02-27,18215,2.679,1
S201400367,2014,2014-03-27,12720,1.871,1
S201400368,2014,2014-03-11,0,0.1,1
S201400369,2014,2014-02-08,7152,1.052,1
S201400370,2014,2014-04-22,16697,2.455,1
S201400371,2014,2014-04-18,8489,1.248,1
S201400372,2014,2014-03-26,26393,3.881,0
S201400373,2014,2014-04-14,6106,0.898,1
S201400374,2014,2014-03-07,21542,3.168,0
S201400375,2014,2014-03-23,7149,1.051,1
S201400376,2014,2014-03-25,10381,1.527,1
S201400377,2014,2014-03-24,21561,3.171,0
S201400378,2014,2014-03-27,12485,1.836,1
S201400379,2014,2014-02-18,2314,0.34,1
S201400380,2014,2014-04-22,0,0.1,1
S201400381,2014,2014-03-18,5512,0.811,1
S201400382,2014,2014-02-07,12455,1.832,1
S201400383,2014,2014-02-09,3186,0.469,1
S201400384,2014,2014-03-11,15754,2.317,1
S201400385,2014,2014-04-26,1672,0.246,1
S201400386,2014,2014-03-27,11551,1.699,1
S201400387,2014,2014-02-25,6607,0.972,1
S201400388,2014,2014-04-18,6020,0.885,1
S201400389,2014,2014-04-09,4312,0.634,1
S201400390,2014,2014-02-06,11631,1.71,1
S201400391,2014,2014-02-18,478,0.1,1
S201400392,2014,2014-04-07,0,0.1,1
S201400393,2014,2014-02-25,3096,0.455,1
S201400394,2014,2014-02-23,0,0.1,1
S201400395,2014,2014-04-02,10029,1.475,1
S201400396,2014,2014-02-25,10027,1.475,1
S201400397,2014,2014-03-12,5716,0.841,1
S201400398,2014,2014-03-13,17420,2.562,1
S201400399,2014,2014-03-25,11177,1.644,1
S201400400,2014,2014-02-14,5077,0.747,1
S201400401,2014,2014-02-09,11148,1.639,1
S201400402,2014,2014-02-10,16054,2.361,1
S201400403,2014,2014-04-18,0,0.1,1
S201400404,2014,2014-02-01,7215,1.061,1
S201400405,2014,2014-04-16,18927,2.783,1
S201400406,2014,2014-04-06,18656,2.744,1
S201400407,2014,2014-02-05,18416,2.708,1
S201400408,2014,2014-03-07,0,0.1,1
S201400409,2014,2014-02-23,4506,0.663,1
S201400410,2014,2014-02-02,5461,0.803,1
S201400411,2014,2014-03-15,6616,0.973,1
S201400412,2014,2014-02-05,10655,1.567,1
S201400413,2014,2014-03-24,785,0.115,1
S201400414,2014,2014-03-17,5692,0.837,1
S201400415,2014,2014-03-16,5533,0.814,1
S201400416,2014,2014-03-02,2606,0.383,1
S201400417,2014,2014-04-12,11709,1.722,1
S201400418,2014,2014-03-15,16874,2.481,1
S201400419,2014,2014-04-26,12324,1.812,1
S201400420,2014,2014-03-13,16568,2.436,1
S201400421,2014,2014-04-10,18436,2.711,1
S201400422,2014,2014-04-10,4363,0.642,1
S201400423,2014,2014-02-04,0,0.1,1
S201400424,2014,2014-04-08,6899,1.015,1
S201400425,2014,2014-04-24,3351,0.493,1
S201400426,2014,2014-02-12,13657,2.008,1
S201400427,2014,2014-04-03,2780,0.409,1
S201400428,2014,2014-03-07,8632,1.269,1
S201400429,2014,2014-03-12,10618,1.561,1
S201400430,2014,2014-04-02,8816,1.296,1
S201400431,2014,2014-03-07,0,0.1,1
S201400432,2014,2014-02-18,18445,2.712,1
S201400433,2014,2014-02-05,17080,2.512,1
S201400434,2014,2014-02-06,0,0.1,1
S201400435,2014,2014-02-02,14839,2.182,1
S201400436,2014,2014-03-07,4160,0.612,1
S201400437,2014,2014-04-14,29249,4.301,0
S201400438,2014,2014-02-27,5411,0.796,1
S201400439,2014,2014-02-12,9039,1.329,1
S201400440,2014,2014-02-25,0,0.1,1
S201400441,2014,2014-02-16,12889,1.895,1
S201400442,2014,2014-04-04,14679,2.159,1
S201400443,2014,2014-02-20,6221,0.915,1
S201400444,2014,2014-02-12,3326,0.489,1
S201400445,2014,2014-03-23,3340,0.491,1
S201400446,2014,2014-04-04,11313,1.664,1
S201400447,2014,2014-04-22,2583,0.38,1
S201400448,2014,2014-04-11,1502,0.221,1
S201400449,2014,2014-03-27,11121,1.635,1
S201400450,2014,2014-02-10,21954,3.229,0
S201400451,2014,2014-03-01,5491,0.808,1
S201400452,2014,2014-04-01,13845,2.036,1
S201400453,2014,2014-04-14,21972,3.231,0
S201400454,2014,2014-03-17,1878,0.276,1
S201400455,2014,2014-02-18,0,0.1,1
S201400456,2014,2014-04-20,1263,0.186,1
S201400457,2014,2014-04-13,14078,2.07,1
S201400458,2014,2014-02-01,5639,0.829,1
S201400459,2014,2014-04-04,16369,2.407,1
S201400460,2014,2014-03-23,5389,0.792,1
S201400461,2014,2014-04-25,15474,2.276,1
S201400462,2014,2014-04-13,4113,0.605,1
S201400463,2014,2014-02-18,13898,2.044,1
S201400464,2014,2014-02-16,16287,2.395,1
S201400465,2014,2014-03-19,12772,1.878,1
S201400466,2014,2014-03-05,24372,3.584,0
S201400467,2014,2014-04-05,7940,1.168,1
S201400468,2014,2014-04-04,11335,1.667,1
S201400469,2014,2014-03-21,2176,0.32,1
S201400470,2014,2014-04-27,9124,1.342,1
S201400471,2014,2014-04-07,10136,1.491,1
S201400472,2014,2014-04-11,2969,0.437,1
S201400473,2014,2014-03-20,11142,1.639,1
S201400474,2014,2014-03-23,2273,0.334,1
S201400475,2014,2014-02-12,2695,0.396,1
S201400476,2014,2014-02-04,15041,2.212,1
S201400477,2014,2014-04-27,12237,1.8,1
S201400478,2014,2014-04-14,14522,2.136,1
S201400479,2014,2014-03-12,11415,1.679,1
S201400480,2014,2014-02-08,6401,0.941,1
S201400481,2014,2014-02-25,16982,2.497,1
S201400482,2014,2014-02-05,230,0.1,1
S201400483,2014,2014-03-18,4337,0.638,1
S201400484,2014,2014-03-20,12566,1.848,1
S201400485,2014,2014-03-12,20724,3.048,0
S201400486,2014,2014-04-17,19271,2.834,1
S201400487,2014,2014-03-25,8468,1.245,1
S201400488,2014,2014-04-08,3884,0.571,1
S201400489,2014,2014-04-05,6653,0.978,1
S201400490,2014,2014-04-18,15269,2.245,1
S201400491,2014,2014-04-14,0,0.1,1
S201400492,2014,2014-03-05,0,0.1,1
S201400493,2014,2014-03-17,7061,1.038,1
S201400494,2014,2014-03-09,21533,3.167,0
S201400495,2014,2014-02-20,10442,1.536,1
S201400496,2014,2014-03-24,3569,0.525,1
S201400497,2014,2014-02-15,9580,1.409,1
S201400498,2014,2014-03-12,8042,1.183,1
S201400499,2014,2014-02-08,26694,3.926,0
S201400500,2014,2014-04-15,7993,1.175,1
S201400501,2014,2014-03-08,10847,1.595,1
S201400502,2014,2014-03-26,9688,1.425,1
S201400503,2014,2014-03-17,17132,2.519,1
S201400504,2014,2014-03-09,648,0.1,1
S201400505,2014,2014-04-05,9384,1.38,1
S201400506,2014,2014-04-15,0,0.1,1
S201400507,2014,2014-03-17,13272,1.952,1
S201400508,2014,2014-04-08,10956,1.611,1
S201400509,2014,2014-04-26,7141,1.05,1
S201400510,2014,2014-02-18,4783,0.703,1
S201400511,2014,2014-02-13,13420,1.974,1
S201400512,2014,2014-04-09,25574,3.761,0
S201400513,2014,2014-03-11,3842,0.565,1
S201400514,2014,2014-04-16,2865,0.421,1
S201400515,2014,2014-04-18,13490,1.984,1
S201400516,2014,2014-02-23,8015,1.179,1
S201400517,2014,2014-04-06,8433,1.24,1
S201400518,2014,2014-04-26,24043,3.536,0
S201400519,2014,2014-04-11,8246,1.213,1
S201400520,2014,2014-04-22,0,0.1,1
S201400521,2014,2014-02-06,0,0.1,1
S201400522,2014,2014-02-14,25223,3.709,0
S201400523,2014,2014-03-22,13376,1.967,1
