run_id,model_version,scored_at,n_features_used,feature_drift_psi,auroc_holdout,calibration_brier,decision_threshold,flagged_count,override_count
RSC-2022-00823,v2.2.1,2022-03-14 06:23:33,36,0.0348,0.7917,0.15,0.5414,823,53
RSC-2022-00824,v2.2.1,2022-10-01 18:03:59,34,0.016,0.7849,0.1198,0.5088,1101,114
RSC-2022-00825,v2.2.0,2022-06-14 01:34:20,50,0.0825,0.8041,0.1696,0.5229,1544,70
RSC-2022-00826,v2.1.3,2022-07-17 07:08:49,38,0.0365,0.7909,0.1444,0.5447,993,75
RSC-2022-00827,v2.2.0,2022-05-02 11:14:03,43,0.0744,0.8284,0.1524,0.5116,1293,56
RSC-2022-00828,v2.2.1,2022-02-03 19:14:59,54,0.0375,0.7981,0.1461,0.4952,1402,62
RSC-2022-00829,v2.1.4,2022-10-05 05:51:31,39,0.0425,0.8374,0.1487,0.5479,1281,92
RSC-2022-00830,v2.2.0,2022-09-27 10:18:34,34,0.0259,0.8015,0.1322,0.5038,1008,23
RSC-2022-00831,v2.2.1,2022-03-07 16:05:22,46,0.0915,0.8385,0.1574,0.5304,905,97
RSC-2022-00832,v2.1.3,2022-07-06 05:12:03,54,0.0434,0.8169,0.1332,0.4899,983,33
RSC-2022-00833,v2.1.3,2022-12-23 19:52:26,45,0.0375,0.8077,0.1638,0.5255,1256,83
RSC-2022-00834,v2.3.0,2022-06-27 03:34:41,53,0.0535,0.8182,0.1164,0.5065,1153,26
RSC-2022-00835,v2.3.0,2022-09-23 13:10:52,52,0.0636,0.8114,0.1304,0.4873,1580,80
RSC-2022-00836,v2.1.3,2022-11-30 01:52:51,47,0.0422,0.8116,0.1296,0.5481,1219,46
RSC-2022-00837,v2.2.1,2022-09-03 10:37:16,39,0.0479,0.7923,0.1503,0.5256,859,42
RSC-2022-00838,v2.3.0,2022-08-22 11:36:36,54,0.0248,0.8233,0.1312,0.4909,1535,107
RSC-2022-00839,v2.3.0,2022-01-20 13:40:17,47,0.0376,0.8124,0.1419,0.5373,1381,90
RSC-2022-00840,v2.3.0,2022-04-11 19:22:15,37,0.0098,0.8001,0.1532,0.5498,886,73
RSC-2022-00841,v2.1.3,2022-09-30 02:50:08,57,0.037,0.7942,0.1206,0.5333,1262,25
RSC-2022-00842,v2.3.0,2022-09-19 03:18:30,37,0.0243,0.7923,0.1387,0.5458,1486,90
RSC-2022-00843,v2.2.0,2022-09-17 20:52:04,55,0.0441,0.8117,0.146,0.5137,1597,64
RSC-2022-00844,v2.2.1,2022-06-19 08:13:18,57,0.096,0.813,0.1329,0.5139,938,107
RSC-2022-00845,v2.3.0,2022-11-30 07:54:23,37,0.0148,0.8205,0.1453,0.543,1179,101
RSC-2022-00846,v2.3.0,2022-04-09 21:16:28,57,0.04,0.7829,0.1592,0.495,1061,55
RSC-2022-00847,v2.2.1,2022-10-15 05:48:43,38,0.0034,0.8277,0.1526,0.4955,1520,100
RSC-2022-00848,v2.3.0,2022-05-28 11:34:13,39,0.0079,0.8333,0.147,0.5245,975,112
RSC-2022-00849,v2.3.0,2022-12-04 16:17:30,46,0.056,0.8467,0.1393,0.5474,1042,121
RSC-2022-00850,v2.1.4,2022-10-04 16:11:52,43,0.0282,0.7995,0.1603,0.4713,917,78
RSC-2022-00851,v2.3.0,2022-09-06 00:19:44,53,0.0624,0.8224,0.1362,0.4983,918,49
RSC-2022-00852,v2.1.4,2022-05-20 12:22:22,51,0.0421,0.7842,0.1275,0.5145,1139,83
RSC-2022-00853,v2.2.0,2022-04-27 06:57:27,39,0.0229,0.8435,0.1331,0.5178,1368,70
RSC-2022-00854,v2.2.0,2022-02-26 13:07:33,45,0.0681,0.8093,0.1476,0.5313,1479,50
RSC-2022-00855,v2.3.0,2022-05-20 20:45:22,49,0.006,0.8125,0.1487,0.5384,1486,111
RSC-2022-00856,v2.3.0,2022-01-31 01:39:52,56,0.1194,0.8126,0.129,0.5094,1529,43
RSC-2022-00857,v2.1.3,2022-10-28 00:03:10,47,0.0235,0.7978,0.1386,0.5459,835,28
RSC-2022-00858,v2.2.1,2022-04-22 08:37:35,40,0.0428,0.7883,0.1565,0.5236,1479,72
RSC-2022-00859,v2.2.1,2022-12-03 06:55:14,56,0.0727,0.7908,0.1686,0.515,832,126
RSC-2022-00860,v2.3.0,2022-04-19 23:40:48,49,0.0558,0.7727,0.129,0.4908,1395,110
RSC-2022-00861,v2.1.4,2022-04-27 17:21:53,49,0.0677,0.8197,0.1568,0.5064,1357,109
RSC-2022-00862,v2.1.4,2022-10-31 07:09:59,55,0.0165,0.8087,0.137,0.5054,1013,41
RSC-2022-00863,v2.2.1,2022-05-11 07:55:46,55,0.0283,0.819,0.1457,0.5017,1296,112
RSC-2022-00864,v2.1.4,2022-02-22 20:44:16,48,0.0337,0.8372,0.1603,0.5203,1208,98
RSC-2022-00865,v2.2.1,2022-03-24 10:08:12,49,0.0107,0.8001,0.1489,0.5079,1505,115
RSC-2022-00866,v2.3.0,2022-02-15 01:23:53,46,0.0144,0.7878,0.1486,0.5192,1445,78
RSC-2022-00867,v2.2.1,2022-10-12 04:15:38,37,0.0516,0.8445,0.1307,0.5105,1060,101
RSC-2022-00868,v2.2.0,2022-03-17 12:26:13,45,0.0432,0.8065,0.1624,0.5261,1200,111
RSC-2022-00869,v2.2.1,2022-06-15 00:17:15,45,0.0675,0.7793,0.139,0.5206,1059,57
RSC-2022-00870,v2.1.3,2022-10-08 21:46:24,43,0.0284,0.8015,0.1502,0.5465,1193,85
RSC-2022-00871,v2.1.4,2022-01-07 02:36:48,42,0.0271,0.786,0.109,0.5412,989,127
RSC-2022-00872,v2.1.4,2022-04-04 12:53:46,49,0.0665,0.8274,0.1373,0.5216,1586,101
RSC-2022-00873,v2.2.0,2022-10-31 00:37:52,35,0.0059,0.8363,0.1274,0.4963,1140,22
RSC-2022-00874,v2.3.0,2022-06-01 07:37:38,34,0.0222,0.8072,0.1355,0.5297,1508,48
RSC-2022-00875,v2.3.0,2022-08-04 17:03:23,36,0.0696,0.8163,0.133,0.5099,1320,101
RSC-2022-00876,v2.1.4,2022-08-29 22:12:46,37,0.0564,0.7803,0.1385,0.5096,1252,27
RSC-2022-00877,v2.1.4,2022-09-14 00:34:03,49,0.0532,0.8128,0.1295,0.5167,937,82
RSC-2022-00878,v2.2.1,2022-04-06 07:04:16,41,0.0588,0.7698,0.1329,0.5303,1350,49
RSC-2022-00879,v2.1.4,2022-02-05 23:23:40,46,0.1029,0.7857,0.1605,0.4662,1395,117
RSC-2022-00880,v2.1.4,2022-04-09 19:29:49,51,0.0147,0.8192,0.1371,0.5267,1565,47
RSC-2022-00881,v2.1.4,2022-01-26 11:03:16,53,0.028,0.823,0.1471,0.4854,846,62
RSC-2022-00882,v2.3.0,2022-07-14 09:25:39,37,0.0358,0.8262,0.1433,0.5384,1025,80
RSC-2022-00883,v2.1.4,2022-11-19 07:46:00,52,0.0176,0.8443,0.1375,0.5205,1001,43
RSC-2022-00884,v2.1.3,2022-12-13 13:43:07,52,0.0139,0.8093,0.137,0.5167,1170,128
RSC-2022-00885,v2.3.0,2022-04-20 07:28:09,38,0.0091,0.79,0.1488,0.4996,1364,107
RSC-2022-00886,v2.1.4,2022-11-21 11:26:11,54,0.0146,0.7893,0.1322,0.5255,1011,48
RSC-2022-00887,v2.2.1,2022-10-31 15:00:25,54,0.0298,0.8266,0.1425,0.4961,1169,73
RSC-2022-00888,v2.3.0,2022-09-23 00:27:06,38,0.0346,0.8027,0.1381,0.5187,890,72
RSC-2022-00889,v2.1.3,2022-03-23 03:11:27,51,0.0261,0.813,0.1272,0.5086,1519,105
RSC-2022-00890,v2.2.0,2022-11-03 23:15:36,35,0.075,0.8255,0.1321,0.5149,1048,79
RSC-2022-00891,v2.1.4,2022-06-15 11:39:05,57,0.0692,0.8427,0.1458,0.5139,1402,79
RSC-2022-00892,v2.1.3,2022-03-31 10:27:09,39,0.0461,0.8237,0.1479,0.5218,1467,101
RSC-2022-00893,v2.1.3,2022-07-10 23:44:20,51,0.0492,0.7938,0.1412,0.5055,1349,50
RSC-2022-00894,v2.2.0,2022-01-02 20:49:33,51,0.0216,0.7873,0.1415,0.506,1195,63
RSC-2022-00895,v2.2.0,2022-07-05 14:40:44,47,0.0839,0.8198,0.1276,0.4813,1250,54
RSC-2022-00896,v2.2.0,2022-11-11 15:44:50,51,0.0436,0.8233,0.1464,0.546,1062,126
RSC-2022-00897,v2.2.1,2022-07-04 05:35:23,40,0.0725,0.7884,0.1435,0.5261,1188,94
RSC-2022-00898,v2.1.3,2022-04-04 16:15:42,49,0.0729,0.7942,0.1267,0.5277,1332,54
RSC-2022-00899,v2.2.0,2022-11-14 20:53:24,43,0.0497,0.8193,0.1495,0.5165,1525,102
RSC-2022-00900,v2.1.3,2022-12-14 00:49:22,43,0.0435,0.8226,0.1364,0.5227,873,29
RSC-2022-00901,v2.2.1,2022-11-29 23:07:10,36,0.0026,0.8037,0.1573,0.5026,1480,57
RSC-2022-00902,v2.1.4,2022-01-27 13:45:58,53,0.0348,0.7888,0.1493,0.5417,1078,51
RSC-2022-00903,v2.1.4,2022-05-20 11:04:36,55,0.0282,0.8163,0.1288,0.5005,1305,41
RSC-2022-00904,v2.1.4,2022-04-06 20:35:33,49,0.0377,0.8229,0.1556,0.5192,1333,79
RSC-2022-00905,v2.1.4,2022-06-14 06:03:03,35,0.0505,0.7864,0.1411,0.5076,1554,65
RSC-2022-00906,v2.2.0,2022-09-17 04:15:40,46,0.074,0.8123,0.1388,0.554,1005,93
RSC-2022-00907,v2.1.4,2022-12-21 19:53:46,45,0.0471,0.831,0.151,0.5241,937,40
RSC-2022-00908,v2.2.0,2022-04-12 09:33:32,37,0.0737,0.851,0.1382,0.4795,1416,117
RSC-2022-00909,v2.1.4,2022-11-07 20:34:47,53,0.0486,0.809,0.1521,0.5505,841,93
RSC-2022-00910,v2.1.3,2022-02-12 21:01:10,51,0.0322,0.813,0.1189,0.5007,1560,87
RSC-2022-00911,v2.1.3,2022-07-19 10:25:54,51,0.0099,0.8147,0.1272,0.536,919,54
RSC-2022-00912,v2.2.1,2022-10-31 11:08:42,51,0.0216,0.7934,0.1526,0.5556,1153,120
RSC-2022-00913,v2.3.0,2022-04-18 07:21:10,45,0.0436,0.8168,0.1347,0.4865,1206,40
RSC-2022-00914,v2.2.1,2022-09-24 09:20:55,56,0.0233,0.8016,0.1393,0.5338,1535,91
RSC-2022-00915,v2.2.0,2022-05-21 09:57:45,52,0.0227,0.8134,0.1398,0.5524,1491,23
RSC-2022-00916,v2.1.4,2022-04-19 16:21:48,40,0.0298,0.824,0.1577,0.5168,895,130
RSC-2022-00917,v2.2.1,2022-01-21 05:42:30,54,0.0072,0.8145,0.122,0.524,1596,59
RSC-2022-00918,v2.1.3,2022-01-31 16:17:59,36,0.0068,0.8021,0.1481,0.5295,1191,110
RSC-2022-00919,v2.2.1,2022-01-01 18:14:42,56,0.0492,0.7718,0.1341,0.5174,1123,67
RSC-2022-00920,v2.1.3,2022-02-23 11:40:20,55,0.0191,0.8204,0.1621,0.4737,812,84
RSC-2022-00921,v2.2.0,2022-05-21 13:46:40,52,0.0444,0.8052,0.1522,0.4878,1542,127
RSC-2022-00922,v2.3.0,2022-12-21 06:31:25,37,0.0286,0.8059,0.1415,0.5283,1109,85
RSC-2022-00923,v2.2.1,2022-02-19 12:25:31,34,0.0252,0.8007,0.1388,0.5166,1499,93
RSC-2022-00924,v2.3.0,2022-07-29 08:53:29,53,0.0181,0.8062,0.152,0.5041,1040,103
RSC-2022-00925,v2.2.1,2022-04-12 17:46:17,48,0.0338,0.8147,0.1206,0.4954,1198,90
RSC-2022-00926,v2.2.1,2022-10-01 04:55:29,35,0.0633,0.8171,0.1579,0.5469,1024,72
RSC-2022-00927,v2.1.3,2022-12-17 13:59:39,36,0.0309,0.8277,0.1367,0.5235,971,66
RSC-2022-00928,v2.2.0,2022-04-23 03:16:45,47,0.0046,0.8294,0.1352,0.5415,1160,24
RSC-2022-00929,v2.2.0,2022-02-01 21:45:39,48,0.0948,0.8136,0.1339,0.4779,1348,42
RSC-2022-00930,v2.2.1,2022-12-01 01:41:19,46,0.0174,0.811,0.1402,0.5025,1139,91
RSC-2022-00931,v2.1.3,2022-01-23 21:33:43,42,0.0577,0.8128,0.1256,0.4977,1443,89
RSC-2022-00932,v2.1.3,2022-08-06 16:29:47,54,0.0327,0.8114,0.1435,0.5089,1562,88
RSC-2022-00933,v2.1.4,2022-08-05 04:18:04,36,0.0333,0.8423,0.1524,0.5018,931,119
RSC-2022-00934,v2.2.1,2022-02-26 19:24:07,54,0.0149,0.7892,0.1281,0.5073,963,111
RSC-2022-00935,v2.1.4,2022-09-30 18:46:05,50,0.0131,0.8193,0.16,0.5055,1188,20
RSC-2022-00936,v2.2.1,2022-07-26 21:48:33,56,0.053,0.7922,0.1541,0.521,873,101
RSC-2022-00937,v2.2.0,2022-12-17 13:24:42,51,0.0484,0.828,0.1283,0.4966,1396,86
RSC-2022-00938,v2.2.1,2022-10-10 04:23:36,50,0.0318,0.8205,0.1529,0.5116,1164,47
RSC-2022-00939,v2.1.4,2022-05-19 20:26:56,48,0.0288,0.8374,0.1326,0.5081,1256,115
RSC-2022-00940,v2.2.0,2022-07-14 03:55:06,37,0.0391,0.8317,0.1534,0.4819,1243,99
RSC-2022-00941,v2.3.0,2022-04-27 16:13:54,46,0.0171,0.8344,0.1469,0.5061,1121,65
RSC-2022-00942,v2.3.0,2022-09-27 22:59:59,40,0.0483,0.7867,0.1533,0.519,1018,45
RSC-2022-00943,v2.1.3,2022-09-18 03:13:35,40,0.0196,0.8141,0.1432,0.5248,1264,30
RSC-2022-00944,v2.2.0,2022-07-08 21:20:51,51,0.0329,0.8034,0.142,0.5196,1211,102
RSC-2022-00945,v2.1.3,2022-03-09 23:38:28,56,0.0605,0.8246,0.1499,0.5311,818,64
RSC-2022-00946,v2.1.4,2022-07-02 03:48:02,48,0.0553,0.8028,0.1356,0.5221,1124,81
RSC-2022-00947,v2.1.3,2022-04-04 08:30:51,50,0.0701,0.8524,0.1279,0.5419,1215,89
RSC-2022-00948,v2.3.0,2022-03-20 04:20:48,50,0.0098,0.8374,0.1459,0.4976,840,52
RSC-2022-00949,v2.3.0,2022-01-20 06:38:03,56,0.0445,0.8225,0.1479,0.4732,1464,107
RSC-2022-00950,v2.1.3,2022-09-18 04:38:19,52,0.0642,0.8482,0.1236,0.5355,1020,26
RSC-2022-00951,v2.1.3,2022-06-11 02:40:33,36,0.0446,0.8042,0.1512,0.5091,813,85
RSC-2022-00952,v2.2.1,2022-06-08 22:42:55,38,0.0204,0.7969,0.1532,0.5569,1267,118
RSC-2022-00953,v2.2.0,2022-02-01 08:17:58,38,0.0134,0.8231,0.1369,0.5182,1424,99
RSC-2022-00954,v2.1.3,2022-01-06 14:27:49,41,0.0407,0.8166,0.151,0.5348,1373,138
RSC-2022-00955,v2.1.3,2022-04-28 10:30:46,56,0.0476,0.7922,0.1501,0.5135,1017,30
RSC-2022-00956,v2.3.0,2022-04-17 09:45:51,46,0.0197,0.8262,0.1383,0.4968,994,80
RSC-2022-00957,v2.3.0,2022-04-30 04:25:41,43,0.0851,0.8098,0.1537,0.4704,882,87
RSC-2022-00958,v2.1.3,2022-06-25 07:39:24,54,0.0121,0.8058,0.1712,0.5198,1513,136
RSC-2022-00959,v2.2.1,2022-01-21 22:08:12,42,0.0256,0.8114,0.1278,0.5082,964,115
RSC-2022-00960,v2.1.4,2022-03-03 14:01:03,37,0.0279,0.8135,0.1447,0.5525,1473,38
RSC-2022-00961,v2.2.0,2022-05-20 04:10:44,57,0.0439,0.7656,0.1279,0.4733,849,101
RSC-2022-00962,v2.1.4,2022-05-03 18:01:07,49,0.0164,0.7982,0.1549,0.5066,958,110
RSC-2022-00963,v2.2.1,2022-01-25 19:16:30,34,0.0064,0.8136,0.1406,0.522,1442,127
RSC-2022-00964,v2.3.0,2022-10-14 16:01:19,48,0.051,0.8277,0.128,0.5114,1546,38
RSC-2022-00965,v2.2.1,2022-06-30 07:12:20,42,0.0427,0.8194,0.1367,0.4988,1583,109
RSC-2022-00966,v2.1.4,2022-11-17 12:00:34,56,0.0647,0.8198,0.1321,0.5205,1572,59
RSC-2022-00967,v2.2.0,2022-07-24 03:59:04,42,0.0525,0.8069,0.1477,0.4949,1382,25
RSC-2022-00968,v2.2.1,2022-03-07 09:36:32,38,0.08,0.8009,0.1181,0.4904,856,66
RSC-2022-00969,v2.3.0,2022-11-05 02:40:19,44,0.0217,0.7955,0.1479,0.5074,1076,79
RSC-2022-00970,v2.2.0,2022-03-12 14:19:35,56,0.0184,0.794,0.1275,0.5503,1361,115
RSC-2022-00971,v2.1.3,2022-03-29 10:09:16,44,0.0111,0.8185,0.1622,0.5345,923,108
RSC-2022-00972,v2.1.4,2022-04-09 06:36:34,36,0.0108,0.7835,0.1217,0.4657,822,118
RSC-2022-00973,v2.1.3,2022-03-18 11:19:24,52,0.0184,0.7849,0.1529,0.5333,1330,56
RSC-2022-00974,v2.1.4,2022-11-25 20:56:45,39,0.0248,0.8334,0.1517,0.5447,826,39
RSC-2022-00975,v2.3.0,2022-08-30 10:39:31,35,0.0293,0.8515,0.1309,0.5257,1385,104
RSC-2022-00976,v2.3.0,2022-05-23 14:35:15,52,0.0431,0.8008,0.126,0.5052,1227,136
RSC-2022-00977,v2.2.0,2022-08-30 18:11:00,50,0.05,0.8426,0.1602,0.4859,1160,56
RSC-2022-00978,v2.1.3,2022-09-23 12:48:37,54,0.0158,0.8165,0.1503,0.5133,1028,107
RSC-2022-00979,v2.1.4,2022-07-15 19:25:51,54,0.0646,0.7812,0.1367,0.4823,1589,67
RSC-2022-00980,v2.1.3,2022-08-30 18:07:11,39,0.0338,0.8065,0.1541,0.5138,1539,51
RSC-2022-00981,v2.2.1,2022-01-15 17:04:52,36,0.0395,0.7663,0.1543,0.5134,1062,84
RSC-2022-00982,v2.2.0,2022-07-29 12:47:00,44,0.0524,0.8194,0.1252,0.5175,865,74
RSC-2022-00983,v2.2.0,2022-05-18 05:45:56,42,0.0556,0.815,0.1586,0.5474,1596,117
RSC-2022-00984,v2.3.0,2022-10-16 16:46:54,56,0.0255,0.8596,0.1671,0.5246,934,81
RSC-2022-00985,v2.2.1,2022-11-30 02:16:10,49,0.0659,0.8238,0.1448,0.5043,1124,80
RSC-2022-00986,v2.3.0,2022-02-21 19:32:14,44,0.0081,0.7791,0.1413,0.5079,1213,60
RSC-2022-00987,v2.2.1,2022-04-13 16:09:23,42,0.0176,0.8065,0.146,0.5225,1281,126
RSC-2022-00988,v2.1.4,2022-01-16 11:08:22,46,0.047,0.8208,0.1272,0.5165,1259,128
RSC-2022-00989,v2.2.0,2022-09-09 12:15:42,49,0.0217,0.8036,0.1527,0.5206,1216,64
RSC-2022-00990,v2.2.0,2022-02-01 15:54:28,35,0.0095,0.7934,0.1496,0.5095,839,89
RSC-2022-00991,v2.2.1,2022-05-31 08:32:14,50,0.0696,0.7916,0.1513,0.5105,1564,119
RSC-2022-00992,v2.2.0,2022-05-09 03:34:27,53,0.0334,0.8065,0.1628,0.5264,1295,126
RSC-2022-00993,v2.3.0,2022-07-11 00:10:23,55,0.0234,0.8035,0.1542,0.5465,1575,97
RSC-2022-00994,v2.3.0,2022-09-26 05:26:25,54,0.0288,0.8035,0.1472,0.5251,1236,94
RSC-2022-00995,v2.3.0,2022-12-02 20:07:55,56,0.0408,0.8053,0.1467,0.5319,1178,97
RSC-2022-00996,v2.1.3,2022-07-09 08:29:12,38,0.015,0.788,0.1408,0.5211,1444,40
RSC-2022-00997,v2.1.3,2022-10-24 00:24:45,54,0.0036,0.8173,0.1418,0.5184,854,108
RSC-2022-00998,v2.1.4,2022-10-04 19:54:03,51,0.0638,0.8145,0.1598,0.5236,1186,31
RSC-2022-00999,v2.1.3,2022-05-09 14:10:03,45,0.0092,0.8287,0.1408,0.5161,1361,59
RSC-2022-01000,v2.3.0,2022-06-21 11:56:44,51,0.0374,0.7986,0.1517,0.4957,1526,100
RSC-2022-01001,v2.3.0,2022-08-11 05:57:24,53,0.0469,0.8319,0.1441,0.5398,1375,99
RSC-2022-01002,v2.2.0,2022-12-11 13:28:08,56,0.0147,0.8067,0.1417,0.5114,1196,136
RSC-2022-01003,v2.3.0,2022-03-09 17:15:54,39,0.0428,0.8391,0.1158,0.4959,999,82
RSC-2022-01004,v2.1.4,2022-01-18 02:31:08,57,0.0633,0.7963,0.1449,0.5269,1218,65
RSC-2022-01005,v2.3.0,2022-08-29 03:39:10,52,0.0082,0.8061,0.1454,0.5486,1402,49
RSC-2022-01006,v2.1.4,2022-12-31 05:53:57,48,0.0534,0.8317,0.1301,0.5179,989,99
RSC-2022-01007,v2.1.4,2022-06-06 02:59:48,38,0.0516,0.8292,0.1319,0.4883,884,83
RSC-2022-01008,v2.3.0,2022-09-27 07:22:39,36,0.0295,0.8228,0.1476,0.5126,1321,130
RSC-2022-01009,v2.1.4,2022-10-02 16:03:20,53,0.0621,0.8229,0.1504,0.5069,1427,131
RSC-2022-01010,v2.1.4,2022-04-16 20:07:36,36,0.0797,0.7975,0.1567,0.5257,923,86
RSC-2022-01011,v2.2.0,2022-10-25 04:29:49,57,0.0268,0.7848,0.128,0.4896,875,56
RSC-2022-01012,v2.2.0,2022-07-09 19:18:30,52,0.0172,0.818,0.1309,0.5079,1140,68
RSC-2022-01013,v2.1.3,2022-07-16 17:55:08,37,0.0054,0.8134,0.1523,0.5111,1281,129
RSC-2022-01014,v2.1.3,2022-07-12 21:35:29,48,0.0526,0.8136,0.144,0.5215,1037,66
RSC-2022-01015,v2.2.0,2022-08-06 04:14:04,45,0.0646,0.795,0.1412,0.4981,1298,94
RSC-2022-01016,v2.1.4,2022-12-25 03:47:55,36,0.031,0.805,0.1368,0.5143,1231,28
RSC-2022-01017,v2.3.0,2022-09-27 09:11:33,45,0.0171,0.8308,0.1291,0.5073,886,125
RSC-2022-01018,v2.2.1,2022-05-01 18:05:56,40,0.0047,0.8269,0.1548,0.5158,937,50
RSC-2022-01019,v2.2.0,2022-03-30 01:15:21,40,0.0471,0.8535,0.1632,0.4852,1087,106
RSC-2022-01020,v2.2.0,2022-03-10 06:35:57,47,0.0077,0.8092,0.144,0.5487,1075,69
RSC-2022-01021,v2.3.0,2022-12-28 10:11:25,44,0.0097,0.8087,0.1509,0.4941,1508,36
RSC-2022-01022,v2.2.1,2022-08-18 18:01:53,51,0.0081,0.7965,0.1686,0.499,917,100
RSC-2022-01023,v2.2.0,2022-06-29 15:07:06,56,0.013,0.7974,0.137,0.5132,821,102
RSC-2022-01024,v2.3.0,2022-06-08 08:38:26,56,0.0924,0.8051,0.1461,0.5183,1465,129
RSC-2022-01025,v2.3.0,2022-06-16 03:45:34,52,0.0743,0.8297,0.1373,0.531,905,99
RSC-2022-01026,v2.2.0,2022-05-10 03:03:37,40,0.0211,0.8055,0.1528,0.5315,1284,41
RSC-2022-01027,v2.1.3,2022-06-01 03:12:24,51,0.0082,0.7894,0.147,0.4882,1563,65
RSC-2022-01028,v2.1.3,2022-11-28 16:33:00,41,0.0185,0.8057,0.1259,0.4986,1406,104
RSC-2022-01029,v2.2.0,2022-07-18 18:48:58,48,0.0105,0.8118,0.1505,0.4761,1449,79
RSC-2022-01030,v2.1.3,2022-10-28 09:44:24,54,0.0062,0.8062,0.1281,0.5227,1258,99
RSC-2022-01031,v2.1.3,2022-10-17 16:31:57,49,0.0724,0.834,0.1338,0.4903,1225,110
RSC-2022-01032,v2.1.4,2022-06-25 15:21:52,47,0.0432,0.7866,0.1376,0.5226,1595,32
RSC-2022-01033,v2.1.3,2022-01-04 02:58:33,36,0.0361,0.804,0.1548,0.5177,1157,106
RSC-2022-01034,v2.2.1,2022-11-20 03:12:40,44,0.0463,0.7835,0.1395,0.5142,1399,97
RSC-2022-01035,v2.3.0,2022-09-03 21:10:54,35,0.0566,0.7878,0.1201,0.5269,1371,105
RSC-2022-01036,v2.3.0,2022-12-08 06:58:20,52,0.0465,0.7933,0.1654,0.5182,1022,72
RSC-2022-01037,v2.1.4,2022-12-01 13:15:00,41,0.0167,0.801,0.1477,0.5186,1045,26
RSC-2022-01038,v2.1.3,2022-12-19 05:36:34,42,0.0518,0.8291,0.1485,0.4817,1397,87
RSC-2022-01039,v2.3.0,2022-02-22 00:58:49,55,0.0561,0.8208,0.1529,0.5068,1378,91
RSC-2022-01040,v2.2.1,2022-03-22 01:21:52,49,0.0243,0.8353,0.1285,0.5185,1308,68
RSC-2022-01041,v2.1.3,2022-09-10 14:18:51,47,0.0316,0.806,0.1557,0.4964,1471,109
RSC-2022-01042,v2.1.3,2022-07-31 16:28:51,48,0.0191,0.8156,0.1526,0.5294,1391,119
RSC-2022-01043,v2.3.0,2022-11-16 23:16:31,54,0.0293,0.8334,0.1431,0.5409,1214,23
RSC-2022-01044,v2.3.0,2022-06-19 23:24:59,51,0.0144,0.782,0.1339,0.5397,1286,74
RSC-2022-01045,v2.3.0,2022-11-16 00:20:57,42,0.0449,0.7987,0.1427,0.5034,847,91
RSC-2022-01046,v2.3.0,2022-02-22 00:28:25,37,0.0463,0.8008,0.1451,0.4935,1264,37
RSC-2022-01047,v2.2.0,2022-01-16 21:50:52,44,0.0652,0.7914,0.1297,0.5351,1177,60
RSC-2022-01048,v2.2.0,2022-09-03 00:15:06,40,0.0347,0.8139,0.1256,0.5271,871,52
RSC-2022-01049,v2.2.1,2022-02-03 18:27:11,43,0.0412,0.8113,0.1577,0.5388,951,69
RSC-2022-01050,v2.2.0,2022-12-22 05:16:49,50,0.0213,0.8113,0.1203,0.4962,882,108
RSC-2022-01051,v2.2.0,2022-09-25 03:58:39,46,0.0393,0.8468,0.1285,0.521,1368,70
RSC-2022-01052,v2.1.3,2022-09-14 04:25:43,45,0.0074,0.8264,0.1341,0.4889,872,26
RSC-2022-01053,v2.1.3,2022-02-03 20:00:44,49,0.0474,0.81,0.1235,0.5397,1089,134
RSC-2022-01054,v2.3.0,2022-01-08 05:06:08,43,0.0283,0.8329,0.1408,0.5186,1320,58
RSC-2022-01055,v2.3.0,2022-06-21 12:11:20,47,0.0054,0.7948,0.1396,0.5117,1064,60
RSC-2022-01056,v2.2.1,2022-08-16 22:26:45,36,0.0508,0.8109,0.1191,0.5074,1425,139
RSC-2022-01057,v2.2.1,2022-08-02 19:36:44,55,0.0326,0.8193,0.1445,0.5073,1365,127
RSC-2022-01058,v2.3.0,2022-04-24 04:05:35,48,0.0353,0.7949,0.1306,0.5033,1064,87
RSC-2022-01059,v2.2.0,2022-12-31 06:58:31,45,0.024,0.7849,0.1486,0.4953,1015,83
RSC-2022-01060,v2.2.1,2022-09-25 23:32:20,38,0.0549,0.8024,0.1544,0.5043,1176,46
RSC-2022-01061,v2.1.3,2022-04-03 12:04:13,37,0.0492,0.8078,0.1536,0.5361,898,41
RSC-2022-01062,v2.3.0,2022-10-01 05:15:02,49,0.065,0.8342,0.1353,0.534,1210,131
RSC-2022-01063,v2.2.1,2022-12-26 12:34:54,46,0.0847,0.8162,0.1277,0.5223,1010,57
RSC-2022-01064,v2.1.3,2022-05-08 21:04:42,35,0.0857,0.8185,0.1288,0.5017,1286,74
RSC-2022-01065,v2.1.3,2022-01-21 17:42:59,42,0.0357,0.8139,0.1247,0.5345,1202,127
RSC-2022-01066,v2.2.1,2022-11-16 01:34:19,48,0.0331,0.8171,0.138,0.5044,1572,80
RSC-2022-01067,v2.3.0,2022-10-20 02:31:52,53,0.0159,0.8534,0.1443,0.5099,940,46
RSC-2022-01068,v2.3.0,2022-08-24 03:39:34,54,0.0109,0.8349,0.1696,0.5099,975,46
RSC-2022-01069,v2.2.0,2022-03-19 18:17:19,48,0.0362,0.8328,0.172,0.5272,877,116
