graduate_id,cate_match_hat,cate_quality_hat,cate_stab_hat,se_stab
G2018000538,9.8738,0.10576,0.144,0.03262
G2018000539,9.7709,0.08234,0.16195,0.02415
G2018000540,5.8785,0.06421,0.10046,0.0307
G2018000541,10.1551,0.09023,0.13271,0.02441
G2018000542,9.6052,0.10681,0.14695,0.03567
G2018000543,6.8588,0.06502,0.08453,0.03043
G2018000544,9.7234,0.09221,0.15935,0.02637
G2018000545,7.581,0.08503,0.12143,0.02726
G2018000546,5.6155,0.05846,0.08309,0.02677
G2018000547,11.8763,0.13602,0.19858,0.03255
G2018000548,9.6774,0.0999,0.15498,0.02194
G2018000549,5.9345,0.05605,0.09083,0.03594
G2018000550,5.4414,0.06075,0.08321,0.02906
G2018000551,5.4694,0.05944,0.10588,0.0204
G2018000552,5.7132,0.05349,0.09298,0.02954
G2018000553,9.4628,0.11062,0.16296,0.02353
G2018000554,7.9487,0.09543,0.12937,0.03043
G2018000555,9.5011,0.11168,0.13337,0.02909
G2018000556,6.7667,0.04291,0.09427,0.02935
G2018000557,10.6252,0.10748,0.15105,0.03407
G2018000558,5.6217,0.06545,0.09339,0.02681
G2018000559,8.193,0.08363,0.12218,0.01864
G2018000560,5.5977,0.06239,0.08774,0.02484
G2018000561,10.4377,0.10481,0.14503,0.03168
G2018000562,9.5172,0.10134,0.15999,0.03157
G2018000563,5.3078,0.07299,0.09646,0.0194
G2018000564,5.6978,0.06019,0.09002,0.02967
G2018000565,5.9153,0.05559,0.08133,0.03144
G2018000566,5.3617,0.05979,0.08045,0.02561
G2018000567,4.3344,0.05168,0.09654,0.02853
G2018000568,5.3908,0.0769,0.10085,0.01858
G2018000569,5.9259,0.06971,0.09633,0.02532
G2018000570,5.736,0.0712,0.08152,0.02301
G2018000571,12.1145,0.11913,0.17764,0.03219
G2018000572,5.799,0.06322,0.10518,0.02958
G2018000573,4.5744,0.06541,0.11116,0.02245
G2018000574,8.3671,0.07556,0.11226,0.02185
G2018000575,5.6302,0.06753,0.07911,0.03465
G2018000576,9.5611,0.1094,0.16026,0.02164
G2018000577,12.5956,0.13575,0.19864,0.02766
G2018000578,9.9441,0.10588,0.14655,0.02457
G2018000579,5.1921,0.06061,0.08494,0.02403
G2018000580,5.7943,0.05768,0.0885,0.03083
G2018000581,5.8929,0.04854,0.08857,0.02093
G2018000582,10.4616,0.09263,0.14739,0.03362
G2018000583,7.985,0.08147,0.12445,0.0322
G2018000584,5.9641,0.06744,0.07879,0.035
G2018000585,9.3488,0.09761,0.15475,0.0296
G2018000586,5.3562,0.05984,0.08353,0.02322
G2018000587,12.1525,0.13063,0.19305,0.033
G2018000588,8.4757,0.08444,0.12052,0.03219
G2018000589,6.1245,0.04935,0.08865,0.03206
G2018000590,9.9433,0.11457,0.15393,0.02012
G2018000591,5.9334,0.05862,0.0665,0.01803
G2018000592,6.7147,0.06705,0.08695,0.03353
G2018000593,4.7914,0.05897,0.08812,0.03266
G2018000594,6.2661,0.06395,0.09317,0.02756
G2018000595,9.3817,0.10285,0.16064,0.01874
G2018000596,8.3154,0.09964,0.12191,0.03056
G2018000597,12.2695,0.13523,0.19042,0.02458
G2018000598,5.861,0.06174,0.07631,0.03241
G2018000599,9.4048,0.10746,0.13653,0.02033
G2018000600,6.0234,0.06101,0.09324,0.03419
G2018000601,7.7194,0.06811,0.1215,0.02686
G2018000602,10.1141,0.11802,0.11468,0.02406
G2018000603,10.8489,0.13326,0.17832,0.02453
G2018000604,5.6017,0.06063,0.09222,0.02255
G2018000605,10.0562,0.11425,0.14652,0.02387
G2018000606,9.9125,0.10992,0.15459,0.01977
G2018000607,12.4551,0.12789,0.16662,0.02552
G2018000608,6.3345,0.05891,0.08048,0.01861
G2018000609,9.3769,0.10094,0.15024,0.01848
G2018000610,10.0377,0.0967,0.12812,0.02668
G2018000611,4.875,0.05823,0.09069,0.02098
G2018000612,6.3347,0.06499,0.10082,0.02704
G2018000613,9.4459,0.09922,0.13505,0.0295
G2018000614,6.3197,0.05984,0.09409,0.02325
G2018000615,8.279,0.1021,0.12106,0.02112
G2018000616,12.5057,0.14208,0.17885,0.02989
G2018000617,5.1672,0.07491,0.0986,0.01971
G2018000618,6.0991,0.07444,0.06997,0.02443
G2018000619,5.1809,0.05793,0.10188,0.03067
G2018000620,6.7897,0.05762,0.07113,0.03114
G2018000621,9.0247,0.11752,0.162,0.02191
G2018000622,7.2014,0.08301,0.11305,0.024
G2018000623,5.1926,0.04974,0.09441,0.02001
G2018000624,5.5874,0.06195,0.07456,0.02565
G2018000625,5.6442,0.05917,0.08455,0.01847
G2018000626,7.6058,0.06968,0.14093,0.03468
G2018000627,9.1197,0.10726,0.13074,0.03415
G2018000628,4.0992,0.05521,0.0824,0.02736
G2018000629,6.1318,0.07016,0.09325,0.02642
G2018000630,9.2917,0.10095,0.14486,0.02739
G2018000631,11.4477,0.12322,0.19366,0.02501
G2018000632,9.8269,0.08735,0.15312,0.01865
G2018000633,4.951,0.06582,0.06601,0.02075
G2018000634,5.1001,0.04747,0.09716,0.02997
G2018000635,5.5891,0.06523,0.08928,0.02474
G2018000636,9.8059,0.09755,0.13334,0.03408
G2018000637,6.1461,0.0603,0.08283,0.02286
G2018000638,7.9921,0.07746,0.14241,0.02522
G2018000639,7.0405,0.06402,0.07383,0.02226
G2018000640,5.3838,0.04764,0.08811,0.01834
G2018000641,5.9616,0.05916,0.08031,0.0189
G2018000642,5.145,0.05389,0.08873,0.03598
G2018000643,6.0606,0.07178,0.08633,0.03465
G2018000644,6.2952,0.03397,0.09526,0.01887
G2018000645,5.9021,0.06997,0.07776,0.02755
G2018000646,5.7781,0.06747,0.08549,0.02567
G2018000647,5.3144,0.04663,0.07173,0.03371
G2018000648,9.3039,0.09848,0.15191,0.02934
G2018000649,7.5821,0.08104,0.11414,0.03476
G2018000650,5.8311,0.05822,0.07725,0.03412
G2018000651,5.8762,0.06204,0.08328,0.01843
G2018000652,4.6539,0.04418,0.07964,0.02683
G2018000653,5.5452,0.06621,0.08275,0.03215
G2018000654,4.7606,0.05012,0.08477,0.03163
G2018000655,9.7957,0.1109,0.13511,0.02634
G2018000656,5.5908,0.06903,0.09072,0.02685
G2018000657,9.5095,0.10009,0.14929,0.02121
G2018000658,5.6467,0.06205,0.08189,0.01946
G2018000659,8.1151,0.08843,0.1399,0.02464
G2018000660,5.9102,0.06563,0.07443,0.02691
G2018000661,9.1339,0.09829,0.16702,0.0323
G2018000662,7.0871,0.05869,0.10192,0.01866
G2018000663,5.3188,0.08163,0.08458,0.025
G2018000664,6.2717,0.05044,0.08762,0.0231
G2018000665,9.8361,0.10323,0.14509,0.03308
G2018000666,4.8637,0.07659,0.08102,0.02868
G2018000667,5.6274,0.08024,0.08941,0.02897
G2018000668,5.2882,0.05384,0.09035,0.02059
G2018000669,6.1018,0.05757,0.07149,0.03389
G2018000670,10.0869,0.10422,0.16355,0.02246
G2018000671,10.1715,0.08807,0.13028,0.03298
G2018000672,9.6739,0.09706,0.1414,0.02381
G2018000673,5.9823,0.05997,0.06637,0.02485
G2018000674,6.3221,0.06291,0.08787,0.02635
G2018000675,5.6217,0.07043,0.09946,0.02119
G2018000676,5.1615,0.05931,0.09587,0.02345
G2018000677,5.0803,0.06637,0.0821,0.02116
G2018000678,5.7108,0.06448,0.09206,0.02371
G2018000679,9.4511,0.10742,0.13273,0.01945
G2018000680,9.7762,0.11009,0.1534,0.03551
G2018000681,8.8856,0.10714,0.14311,0.02683
G2018000682,11.327,0.12523,0.17402,0.03336
G2018000683,5.4571,0.04932,0.09025,0.02123
G2018000684,9.9501,0.08934,0.1414,0.01968
G2018000685,8.5182,0.09666,0.15077,0.02684
G2018000686,6.6373,0.05415,0.0791,0.02354
G2018000687,8.5876,0.0876,0.13703,0.031
G2018000688,6.3127,0.05131,0.07249,0.03089
G2018000689,5.6939,0.06607,0.08971,0.03359
G2018000690,9.791,0.10977,0.14469,0.02513
G2018000691,12.6813,0.13049,0.18819,0.01848
G2018000692,5.0169,0.05714,0.08538,0.02983
G2018000693,12.1487,0.1339,0.19509,0.02838
G2018000694,5.8491,0.06635,0.08299,0.02199
G2018000695,6.0981,0.07243,0.07865,0.03396
G2018000696,9.5525,0.10948,0.14485,0.02102
G2018000697,5.9704,0.07529,0.08076,0.02431
G2018000698,9.8011,0.11396,0.14356,0.02896
G2018000699,8.2773,0.07346,0.13277,0.0266
G2018000700,5.0977,0.05604,0.06599,0.03518
G2018000701,12.6007,0.14415,0.19437,0.03035
G2018000702,5.6462,0.07995,0.08556,0.02175
G2018000703,10.4596,0.11255,0.14422,0.0273
G2018000704,5.6657,0.05702,0.09527,0.02845
G2018000705,8.2285,0.0921,0.11533,0.02836
G2018000706,5.9623,0.06177,0.0994,0.03042
G2018000707,10.2225,0.09416,0.15837,0.01819
G2018000708,11.0112,0.13628,0.19734,0.02498
G2018000709,6.051,0.05859,0.10079,0.03025
G2018000710,7.9303,0.08195,0.13565,0.0333
G2018000711,7.7521,0.10084,0.13608,0.03434
G2018000712,6.2022,0.07356,0.09234,0.02282
G2018000713,6.2594,0.0634,0.09471,0.01857
G2018000714,5.4375,0.04467,0.08943,0.02698
G2018000715,5.5797,0.06094,0.08118,0.03055
G2018000716,5.4945,0.0588,0.08885,0.02654
G2018000717,10.3325,0.11141,0.15433,0.01917
G2018000718,5.1907,0.04765,0.09714,0.01891
G2018000719,5.4272,0.05801,0.09294,0.01831
G2018000720,5.9652,0.0663,0.09555,0.0224
G2018000721,5.105,0.08174,0.08584,0.03482
G2018000722,6.3673,0.05619,0.07764,0.02303
G2018000723,5.09,0.06151,0.08306,0.03461
G2018000724,5.8939,0.06731,0.08076,0.02382
G2018000725,4.9055,0.05743,0.10426,0.02692
G2018000726,5.4171,0.0583,0.10135,0.02732
G2018000727,4.5894,0.06062,0.08512,0.02856
G2018000728,5.8785,0.06296,0.07371,0.02864
G2018000729,10.0357,0.11414,0.14602,0.03245
G2018000730,5.1031,0.06762,0.08435,0.03503
G2018000731,5.4251,0.06438,0.10282,0.02558
G2018000732,9.4804,0.10614,0.15575,0.03532
G2018000733,5.9177,0.06419,0.07982,0.03268
G2018000734,5.2253,0.05494,0.07859,0.03136
G2018000735,5.8327,0.06869,0.09451,0.03226
G2018000736,5.9146,0.04191,0.09308,0.02108
G2018000737,12.6397,0.12868,0.18505,0.03318
G2018000738,6.4399,0.05988,0.06696,0.03394
G2018000739,6.1458,0.05175,0.0854,0.03038
G2018000740,9.6011,0.11256,0.14852,0.02756
G2018000741,6.2404,0.05431,0.11304,0.01837
G2018000742,6.3138,0.05908,0.09761,0.02156
G2018000743,6.8273,0.06084,0.08843,0.03205
G2018000744,9.4422,0.104,0.14991,0.01862
G2018000745,9.3473,0.09395,0.1439,0.02599
G2018000746,7.9366,0.07616,0.09599,0.01966
G2018000747,9.5271,0.11818,0.15007,0.01862
G2018000748,5.4064,0.05035,0.0955,0.02078
G2018000749,9.3518,0.11081,0.14549,0.02426
G2018000750,5.1387,0.06705,0.08212,0.01966
G2018000751,5.3645,0.04682,0.08226,0.02426
G2018000752,5.6986,0.07477,0.07826,0.02773
G2018000753,5.7121,0.05555,0.09072,0.01922
G2018000754,5.7797,0.07922,0.08853,0.02018
G2018000755,6.0214,0.05175,0.08514,0.02236
G2018000756,5.7922,0.05574,0.08539,0.03398
G2018000757,6.1224,0.06487,0.08362,0.03402
G2018000758,6.0285,0.06566,0.09088,0.02431
G2018000759,5.7335,0.04014,0.06596,0.03343
G2018000760,4.5674,0.06345,0.0866,0.02474
G2018000761,9.2198,0.10466,0.12915,0.03254
G2018000762,7.42,0.08944,0.13203,0.0224
G2018000763,5.3063,0.06799,0.10293,0.03412
G2018000764,5.4303,0.06007,0.07497,0.02426
G2018000765,9.9523,0.11513,0.14296,0.03304
G2018000766,8.1187,0.10314,0.15598,0.02852
G2018000767,5.6357,0.07437,0.08333,0.03198
G2018000768,9.1347,0.12125,0.15537,0.03514
G2018000769,5.2262,0.05668,0.07409,0.01999
G2018000770,9.2125,0.11013,0.16483,0.0288
G2018000771,5.9931,0.05902,0.07898,0.02386
G2018000772,4.952,0.05826,0.08636,0.0322
G2018000773,9.149,0.10679,0.13343,0.02119
G2018000774,5.8517,0.0708,0.10061,0.01941
G2018000775,5.5628,0.0529,0.09033,0.03492
G2018000776,5.9299,0.06431,0.10984,0.02874
G2018000777,5.2746,0.06166,0.09573,0.02169
G2018000778,5.5256,0.06041,0.09034,0.02166
G2018000779,5.3458,0.06554,0.08581,0.03425
G2018000780,9.4966,0.10481,0.12824,0.02995
G2018000781,5.883,0.06116,0.08598,0.02499
G2018000782,9.9212,0.10394,0.15153,0.03421
G2018000783,9.4701,0.10269,0.16172,0.02189
G2018000784,8.3696,0.09255,0.12457,0.02093
G2018000785,5.3865,0.06405,0.07809,0.03309
G2018000786,7.8307,0.08862,0.09692,0.02925
G2018000787,5.989,0.05734,0.07876,0.02497
G2018000788,7.9426,0.08398,0.1332,0.01859
G2018000789,8.3573,0.07827,0.12823,0.0256
G2018000790,7.687,0.08726,0.12138,0.02032
G2018000791,5.734,0.06539,0.06628,0.02018
G2018000792,10.1747,0.10044,0.14615,0.03286
G2018000793,9.5534,0.10382,0.13973,0.03036
G2018000794,5.6924,0.0734,0.10275,0.0345
G2018000795,5.9164,0.04938,0.08839,0.0351
G2018000796,5.4332,0.0744,0.09558,0.02523
G2018000797,5.7206,0.06751,0.09143,0.02727
G2018000798,5.7211,0.06995,0.08303,0.01995
G2018000799,5.5947,0.06589,0.07237,0.03391
G2018000800,9.4631,0.11376,0.13374,0.03439
G2018000801,9.7102,0.09663,0.14844,0.02299
G2018000802,9.4166,0.0968,0.15287,0.02822
G2018000803,5.8532,0.06198,0.10052,0.02815
G2018000804,5.3481,0.06136,0.07964,0.03063
G2018000805,12.1058,0.12087,0.20276,0.02234
G2018000806,6.1229,0.06128,0.09532,0.02455
G2018000807,5.3163,0.06917,0.09221,0.01997
G2018000808,5.7968,0.07677,0.07181,0.02792
G2018000809,6.2224,0.05327,0.08363,0.02301
G2018000810,9.5724,0.11331,0.13648,0.02229
G2018000811,8.6879,0.09354,0.14695,0.02912
G2018000812,5.8997,0.05363,0.08117,0.02243
G2018000813,5.4272,0.05654,0.09659,0.02982
G2018000814,5.9825,0.07757,0.0934,0.0335
G2018000815,7.6762,0.08928,0.11885,0.02066
G2018000816,9.9502,0.10133,0.1558,0.02562
G2018000817,5.609,0.04321,0.09104,0.035
G2018000818,4.9148,0.061,0.08457,0.02491
G2018000819,5.1298,0.05847,0.08321,0.02329
G2018000820,7.8046,0.07636,0.11074,0.03422
G2018000821,4.8605,0.07956,0.08706,0.01844
G2018000822,8.0525,0.07417,0.14756,0.03484
G2018000823,5.7352,0.06039,0.08642,0.0226
G2018000824,6.0417,0.04631,0.1085,0.03486
G2018000825,7.9833,0.09836,0.12358,0.01953
G2018000826,6.3907,0.06477,0.08173,0.02902
G2018000827,11.8083,0.13754,0.17558,0.02244
G2018000828,5.758,0.0766,0.09266,0.03552
G2018000829,10.2141,0.09919,0.14494,0.02213
G2018000830,7.685,0.09637,0.12397,0.01843
G2018000831,8.152,0.09825,0.11669,0.01849
G2018000832,6.1245,0.06221,0.09354,0.0343
G2018000833,6.5272,0.06411,0.07538,0.01896
G2018000834,7.1867,0.07559,0.11979,0.02578
G2018000835,5.1692,0.06729,0.08474,0.02973
G2018000836,6.2219,0.076,0.09832,0.03132
G2018000837,5.6936,0.04754,0.08213,0.02579
G2018000838,5.32,0.06731,0.08387,0.01923
G2018000839,11.9094,0.12155,0.19955,0.03297
G2018000840,4.9548,0.04426,0.06329,0.0227
G2018000841,6.0358,0.06443,0.0763,0.01905
G2018000842,6.6717,0.05977,0.0874,0.03508
G2018000843,6.3506,0.06399,0.0828,0.02676
G2018000844,6.8882,0.06587,0.08371,0.02957
G2018000845,9.5693,0.10283,0.15395,0.02016
G2018000846,5.3288,0.05906,0.09113,0.0338
G2018000847,5.5771,0.0592,0.07738,0.02424
G2018000848,7.854,0.08635,0.11269,0.02058
G2018000849,5.7501,0.06343,0.09772,0.03203
G2018000850,6.0315,0.05698,0.10692,0.02111
G2018000851,9.6785,0.11623,0.13261,0.02061
G2018000852,5.9607,0.06684,0.08,0.03109
G2018000853,5.3329,0.06627,0.08119,0.02892
G2018000854,5.1049,0.0641,0.09201,0.02042
G2018000855,6.1991,0.06701,0.09887,0.03087
G2018000856,6.5084,0.04771,0.07953,0.02565
G2018000857,9.5299,0.10508,0.14294,0.02581
G2018000858,7.8879,0.08829,0.11349,0.03122
G2018000859,9.9052,0.09097,0.17099,0.02235
G2018000860,10.0062,0.11244,0.14548,0.03065
G2018000861,5.1795,0.05865,0.08259,0.02335
G2018000862,7.9831,0.09166,0.11218,0.03549
G2018000863,5.4089,0.06937,0.08382,0.02956
G2018000864,5.1556,0.04772,0.09367,0.01872
G2018000865,8.5937,0.08058,0.1324,0.02547
G2018000866,6.5028,0.05347,0.07506,0.02647
G2018000867,4.7689,0.07737,0.07625,0.02509
G2018000868,12.1532,0.13178,0.18105,0.03268
G2018000869,8.2969,0.06956,0.12276,0.0345
G2018000870,5.2355,0.0535,0.10134,0.02339
G2018000871,9.1481,0.10658,0.12332,0.02472
G2018000872,5.5874,0.05307,0.10554,0.02456
G2018000873,5.6101,0.06473,0.10186,0.03076
G2018000874,6.0731,0.05294,0.10766,0.02141
G2018000875,5.546,0.07012,0.08931,0.02106
G2018000876,8.5091,0.08564,0.13562,0.01824
G2018000877,8.6789,0.07361,0.12489,0.02944
G2018000878,8.1167,0.11445,0.12493,0.0202
G2018000879,8.1113,0.09013,0.12641,0.02317
G2018000880,4.9325,0.05841,0.09881,0.03482
G2018000881,8.9338,0.07976,0.1192,0.0252
G2018000882,6.1154,0.074,0.075,0.02911
G2018000883,6.1356,0.06718,0.08079,0.01871
G2018000884,12.3491,0.13694,0.17875,0.03061
G2018000885,5.6145,0.05602,0.09644,0.03264
G2018000886,8.3305,0.07851,0.12869,0.02061
G2018000887,11.718,0.14079,0.18841,0.0238
G2018000888,9.6337,0.09765,0.12021,0.03364
G2018000889,5.1794,0.05818,0.08198,0.03231
G2018000890,9.8236,0.08729,0.17097,0.03599
G2018000891,11.9775,0.12439,0.18005,0.02521
G2018000892,9.7498,0.0959,0.15268,0.02246
G2018000893,5.2334,0.05982,0.0736,0.03382
G2018000894,9.0808,0.10609,0.14395,0.02709
G2018000895,5.7234,0.0697,0.08526,0.03083
G2018000896,5.5514,0.06922,0.06913,0.03201
G2018000897,5.8885,0.06278,0.0717,0.02675
G2018000898,9.5119,0.11353,0.16012,0.02867
G2018000899,6.2525,0.06812,0.07445,0.01925
G2018000900,9.1609,0.11421,0.13499,0.02018
G2018000901,11.5172,0.12018,0.17113,0.03571
G2018000902,12.2842,0.1183,0.18876,0.02343
G2018000903,12.699,0.11779,0.17748,0.0262
G2018000904,9.9192,0.10553,0.16071,0.02687
G2018000905,6.2326,0.06754,0.08584,0.03149
G2018000906,9.7882,0.1175,0.13742,0.02856
G2018000907,5.2497,0.05911,0.07,0.03114
G2018000908,5.5823,0.071,0.07079,0.03007
G2018000909,5.1734,0.05955,0.09458,0.0258
G2018000910,4.905,0.0621,0.09977,0.0353
G2018000911,8.1271,0.07154,0.0989,0.02624
G2018000912,9.691,0.10217,0.1432,0.02621
G2018000913,5.7709,0.05762,0.07404,0.03501
G2018000914,11.944,0.13814,0.19477,0.02606
G2018000915,8.364,0.09115,0.13929,0.02391
G2018000916,5.3015,0.05393,0.07892,0.02993
G2018000917,9.276,0.10649,0.13825,0.02293
G2018000918,5.1099,0.07395,0.08884,0.02999
G2018000919,6.188,0.05918,0.08501,0.01812
G2018000920,4.4226,0.05809,0.07616,0.02008
G2018000921,4.8938,0.05194,0.07566,0.02311
G2018000922,5.166,0.05131,0.09251,0.02892
G2018000923,7.9102,0.09537,0.12916,0.02264
G2018000924,11.9503,0.13945,0.1855,0.01959
G2018000925,5.5977,0.05818,0.08878,0.02223
G2018000926,4.8491,0.05348,0.09799,0.03224
G2018000927,5.1809,0.05032,0.08549,0.02403
G2018000928,5.7946,0.06284,0.09047,0.02804
G2018000929,8.6182,0.07958,0.13793,0.02397
G2018000930,9.541,0.09253,0.12733,0.02179
G2018000931,9.5398,0.10558,0.13772,0.03407
G2018000932,5.4395,0.04695,0.08566,0.02991
G2018000933,7.3926,0.07463,0.12463,0.02246
G2018000934,11.3814,0.14011,0.18155,0.01914
G2018000935,5.3496,0.06772,0.07716,0.02312
G2018000936,8.9134,0.08027,0.12119,0.02787
G2018000937,9.7631,0.10189,0.14241,0.02493
G2018000938,6.0548,0.07073,0.07558,0.02759
G2018000939,5.8746,0.05612,0.07416,0.02946
G2018000940,9.4198,0.11601,0.13872,0.02436
G2018000941,8.661,0.10668,0.1466,0.0335
G2018000942,4.7196,0.06823,0.08425,0.01823
G2018000943,5.6108,0.06905,0.10217,0.03384
G2018000944,8.7584,0.11188,0.12631,0.02303
G2018000945,9.0078,0.11017,0.12873,0.0191
G2018000946,5.6105,0.05879,0.06162,0.01912
G2018000947,8.2704,0.07922,0.1181,0.03368
G2018000948,6.2039,0.0632,0.09221,0.02113
G2018000949,5.4699,0.0582,0.10931,0.02656
G2018000950,10.7162,0.10132,0.1445,0.02047
G2018000951,6.2383,0.05583,0.08694,0.03544
G2018000952,5.5646,0.06567,0.07785,0.01827
G2018000953,5.9181,0.05764,0.07641,0.02384
G2018000954,6.2688,0.06763,0.09071,0.03436
G2018000955,9.6347,0.11041,0.14722,0.03219
G2018000956,5.9111,0.06858,0.0679,0.02807
G2018000957,10.9949,0.10371,0.15301,0.0352
G2018000958,9.6785,0.10256,0.14019,0.03307
G2018000959,9.2684,0.09896,0.1407,0.03312
G2018000960,7.9727,0.09352,0.11556,0.0321
G2018000961,9.9659,0.11427,0.15565,0.02124
G2018000962,9.9325,0.09796,0.14227,0.0259
G2018000963,10.2592,0.12382,0.14801,0.02922
G2018000964,9.2227,0.11458,0.14612,0.02611
G2018000965,5.169,0.05466,0.09804,0.03363
G2018000966,5.6615,0.0616,0.07264,0.01825
G2018000967,5.0563,0.06559,0.06815,0.02844
G2018000968,9.5537,0.09452,0.14174,0.02448
G2018000969,7.5741,0.07566,0.11971,0.01928
G2018000970,5.4279,0.06332,0.06518,0.03292
G2018000971,5.8136,0.07194,0.07559,0.02223
G2018000972,5.1702,0.08524,0.10166,0.02763
G2018000973,7.0344,0.0857,0.10551,0.02831
G2018000974,5.3204,0.04995,0.11064,0.0312
G2018000975,9.4808,0.11077,0.13372,0.03391
G2018000976,8.1465,0.08554,0.10666,0.03168
G2018000977,5.5458,0.06822,0.08283,0.0272
G2018000978,8.2646,0.09377,0.11195,0.02007
G2018000979,5.1784,0.05998,0.07047,0.03438
G2018000980,6.1935,0.06018,0.10602,0.02252
G2018000981,9.1346,0.10852,0.15924,0.03431
G2018000982,6.1113,0.05929,0.09401,0.02683
G2018000983,10.3961,0.10836,0.15641,0.02697
G2018000984,12.4855,0.13266,0.17901,0.02624
G2018000985,5.3222,0.05627,0.07682,0.02404
G2018000986,12.155,0.14291,0.18033,0.02009
G2018000987,6.6866,0.05518,0.09106,0.02757
G2018000988,9.2594,0.08974,0.14834,0.02532
G2018000989,5.0114,0.0821,0.09428,0.02577
G2018000990,9.6758,0.11505,0.14518,0.02551
G2018000991,7.7219,0.09386,0.11034,0.03528
G2018000992,8.1744,0.09193,0.1287,0.03518
G2018000993,6.2196,0.06872,0.08331,0.03278
G2018000994,5.1145,0.07636,0.09738,0.01849
G2018000995,5.6663,0.05479,0.08593,0.02463
G2018000996,6.3704,0.05347,0.09865,0.02319
G2018000997,10.087,0.09175,0.13846,0.03365
G2018000998,12.0165,0.13087,0.16588,0.03369
G2018000999,9.5907,0.10141,0.15013,0.02671
G2018001000,5.9378,0.0677,0.08804,0.01936
G2018001001,9.5553,0.10188,0.1405,0.03287
G2018001002,6.0065,0.07021,0.08856,0.0331
G2018001003,5.3917,0.06862,0.09305,0.03102
G2018001004,8.033,0.08915,0.14709,0.01891
G2018001005,6.5694,0.05328,0.07554,0.02343
G2018001006,5.1492,0.05669,0.10408,0.03
G2018001007,5.9102,0.06552,0.07394,0.02403
G2018001008,7.9285,0.07316,0.12819,0.03139
G2018001009,4.9687,0.06589,0.0898,0.03278
G2018001010,5.4523,0.0674,0.06207,0.0247
G2018001011,4.5217,0.05552,0.08876,0.03469
G2018001012,4.9823,0.05281,0.08718,0.02394
G2018001013,5.0537,0.0658,0.07332,0.03583
G2018001014,9.4425,0.1111,0.14769,0.02719
G2018001015,7.8136,0.07405,0.12975,0.02992
G2018001016,12.5437,0.13433,0.18329,0.02155
G2018001017,10.2925,0.11532,0.15387,0.02562
G2018001018,5.8941,0.06469,0.0818,0.02992
G2018001019,6.1475,0.07374,0.07328,0.01986
G2018001020,6.0559,0.06885,0.08989,0.02145
G2018001021,9.6164,0.11496,0.15125,0.03304
G2018001022,6.2144,0.06866,0.07897,0.02317
G2018001023,8.4253,0.08836,0.12403,0.02841
G2018001024,5.0479,0.06069,0.08876,0.02057
G2018001025,7.7167,0.10571,0.14123,0.03332
G2018001026,8.1451,0.06561,0.14628,0.0257
G2018001027,9.9456,0.11459,0.14207,0.03434
G2018001028,6.7853,0.07072,0.09346,0.03118
G2018001029,6.8948,0.10049,0.11679,0.02406
G2018001030,10.4015,0.10995,0.14527,0.03178
G2018001031,12.2204,0.14309,0.18794,0.01976
G2018001032,10.0571,0.11707,0.13395,0.01907
G2018001033,6.3345,0.05295,0.08943,0.03249
G2018001034,8.2766,0.08068,0.12753,0.02591
G2018001035,4.9568,0.06326,0.08408,0.01995
G2018001036,9.4898,0.09416,0.16951,0.03189
G2018001037,9.7752,0.09998,0.14516,0.02248
G2018001038,6.1238,0.05236,0.09337,0.0279
G2018001039,8.643,0.09791,0.15372,0.02168
G2018001040,8.9825,0.07427,0.10834,0.03513
G2018001041,6.7279,0.05591,0.07111,0.02045
G2018001042,6.2467,0.05048,0.08417,0.03527
G2018001043,5.8516,0.05294,0.0859,0.03368
G2018001044,5.2176,0.06222,0.07563,0.02643
G2018001045,9.9572,0.10532,0.13012,0.02211
G2018001046,6.5233,0.06095,0.06481,0.02693
G2018001047,9.9761,0.11751,0.1355,0.02849
G2018001048,7.4884,0.07945,0.12079,0.03578
G2018001049,5.9717,0.05362,0.09206,0.03015
G2018001050,5.1682,0.08209,0.07783,0.02513
G2018001051,6.003,0.0466,0.09511,0.02443
G2018001052,10.1298,0.11432,0.14126,0.02443
G2018001053,5.7728,0.06389,0.08456,0.03172
G2018001054,9.5265,0.10602,0.16286,0.03203
G2018001055,9.0879,0.10599,0.15146,0.0189
G2018001056,5.4657,0.06286,0.07363,0.02882
G2018001057,5.4354,0.05869,0.08813,0.02461
G2018001058,5.258,0.07253,0.08312,0.02496
G2018001059,10.2438,0.10902,0.14408,0.02553
G2018001060,5.6025,0.06903,0.09929,0.02497
G2018001061,5.5026,0.05728,0.08522,0.02252
G2018001062,4.9646,0.08215,0.08593,0.02357
G2018001063,7.5,0.0909,0.10374,0.01994
G2018001064,5.4713,0.05843,0.07501,0.03171
G2018001065,5.2555,0.07357,0.09065,0.02709
G2018001066,5.4832,0.06991,0.07555,0.0225
G2018001067,9.8679,0.11862,0.13602,0.02773
G2018001068,4.6407,0.05609,0.07839,0.02537
G2018001069,5.4915,0.04627,0.08308,0.02247
G2018001070,9.4184,0.07807,0.12596,0.0189
G2018001071,6.1982,0.0517,0.08015,0.02974
G2018001072,12.5406,0.14485,0.1918,0.03122
G2018001073,7.8901,0.07939,0.13384,0.03522
G2018001074,5.2039,0.05095,0.08955,0.02862
G2018001075,5.7842,0.05724,0.06906,0.02839
G2018001076,5.8374,0.04956,0.08814,0.02219
