student_id,assignment
S201401593,0
S201401594,1
S201401595,0
S201401596,1
S201401597,0
S201401598,0
S201401599,0
S201401600,0
S201401601,0
S201401602,0
S201401603,0
S201401604,0
S201401605,1
S201401606,0
S201401607,1
S201401608,1
S201401609,0
S201401610,1
S201401611,1
S201401612,0
S201401613,0
S201401614,0
S201401615,0
S201401616,0
S201401617,0
S201401618,1
S201401619,0
S201401620,0
S201401621,1
S201401622,0
S201401623,1
S201401624,0
S201401625,0
S201401626,1
S201401627,0
S201401628,1
S201401629,1
S201401630,1
S201401631,1
S201401632,0
S201401633,0
S201401634,0
S201401635,1
S201401636,1
S201401637,1
S201401638,0
S201401639,0
S201401640,0
S201401641,1
S201401642,0
S201401643,0
S201401644,0
S201401645,0
S201401646,0
S201401647,0
S201401648,0
S201401649,0
S201401650,0
S201401651,0
S201401652,1
S201401653,0
S201401654,0
S201401655,1
S201401656,0
S201401657,1
S201401658,0
S201401659,0
S201401660,0
S201401661,0
S201401662,0
S201401663,0
S201401664,0
S201401665,0
S201401666,0
S201401667,0
S201401668,0
S201401669,0
S201401670,0
S201401671,0
S201401672,0
S201401673,0
S201401674,0
S201401675,1
S201401676,1
S201401677,0
S201401678,0
S201401679,1
S201401680,1
S201401681,1
S201401682,0
S201401683,0
S201401684,0
S201401685,0
S201401686,1
S201401687,1
S201401688,1
S201401689,1
S201401690,0
S201401691,0
S201401692,0
S201401693,0
S201401694,0
S201401695,0
S201401696,1
S201401697,0
S201401698,1
S201401699,1
S201401700,0
S201401701,1
S201401702,0
S201401703,1
S201401704,0
S201401705,1
S201401706,0
S201401707,1
S201401708,0
S201401709,1
S201401710,1
S201401711,0
S201401712,0
S201401713,0
S201401714,0
S201401715,0
S201401716,0
S201401717,0
S201401718,0
S201401719,0
S201401720,0
S201401721,0
S201401722,1
S201401723,0
S201401724,1
S201401725,0
S201401726,1
S201401727,0
S201401728,1
S201401729,1
S201401730,0
S201401731,0
S201401732,0
S201401733,1
S201401734,0
S201401735,1
S201401736,0
S201401737,1
S201401738,1
S201401739,0
S201401740,1
S201401741,1
S201401742,1
S201401743,0
S201401744,0
S201401745,0
S201401746,1
S201401747,0
S201401748,0
S201401749,0
S201401750,0
S201401751,1
S201401752,0
S201401753,1
S201401754,1
S201401755,0
S201401756,1
S201401757,0
S201401758,0
S201401759,0
S201401760,0
S201401761,1
S201401762,0
S201401763,1
S201401764,1
S201401765,0
S201401766,0
S201401767,0
S201401768,0
S201401769,0
S201401770,0
S201401771,1
S201401772,0
S201401773,1
S201401774,0
S201401775,0
S201401776,1
S201401777,1
S201401778,1
S201401779,0
S201401780,0
S201401781,0
S201401782,1
S201401783,0
S201401784,0
S201401785,1
S201401786,0
S201401787,0
S201401788,1
S201401789,0
S201401790,0
S201401791,0
S201401792,0
S201401793,0
S201401794,1
S201401795,0
S201401796,0
S201401797,0
S201401798,0
S201401799,1
S201401800,0
S201401801,1
S201401802,0
S201401803,0
S201401804,0
S201401805,0
S201401806,0
S201401807,1
S201401808,1
S201401809,1
S201401810,0
S201401811,1
S201401812,0
S201401813,1
S201401814,1
S201401815,1
S201401816,1
S201401817,0
S201401818,1
S201401819,0
S201401820,0
S201401821,1
S201401822,0
S201401823,0
S201401824,0
S201401825,0
S201401826,1
S201401827,1
S201401828,0
S201401829,0
S201401830,1
S201401831,0
S201401832,1
S201401833,0
S201401834,0
S201401835,1
S201401836,0
S201401837,0
S201401838,1
S201401839,0
S201401840,0
S201401841,1
S201401842,1
S201401843,0
S201401844,0
S201401845,0
S201401846,0
S201401847,0
S201401848,0
S201401849,0
S201401850,0
S201401851,0
S201401852,0
S201401853,1
S201401854,1
S201401855,1
S201401856,0
S201401857,0
S201401858,0
S201401859,0
S201401860,1
S201401861,0
S201401862,0
S201401863,1
S201401864,0
S201401865,1
S201401866,0
S201401867,0
S201401868,0
S201401869,0
S201401870,0
S201401871,0
S201401872,0
S201401873,1
S201401874,0
S201401875,0
S201401876,0
S201401877,0
S201401878,0
S201401879,0
S201401880,1
S201401881,0
S201401882,1
S201401883,1
S201401884,0
S201401885,0
S201401886,1
S201401887,0
S201401888,1
S201401889,1
S201401890,0
S201401891,0
S201401892,1
S201401893,0
S201401894,0
S201401895,0
S201401896,0
S201401897,0
S201401898,0
S201401899,0
S201401900,0
S201401901,1
S201401902,1
S201401903,0
S201401904,0
S201401905,0
S201401906,0
S201401907,0
S201401908,0
S201401909,0
S201401910,1
S201401911,0
S201401912,0
S201401913,0
S201401914,1
S201401915,1
S201401916,1
S201401917,1
S201401918,1
S201401919,1
S201401920,0
S201401921,0
S201401922,0
S201401923,1
S201401924,0
S201401925,0
S201401926,0
S201401927,1
S201401928,1
S201401929,0
S201401930,1
S201401931,1
S201401932,0
S201401933,1
S201401934,0
S201401935,1
S201401936,1
S201401937,0
S201401938,1
S201401939,0
S201401940,0
S201401941,0
S201401942,0
S201401943,0
S201401944,0
S201401945,1
S201401946,1
S201401947,0
S201401948,0
S201401949,1
S201401950,1
S201401951,0
S201401952,0
S201401953,0
S201401954,0
S201401955,0
S201401956,1
S201401957,1
S201401958,1
S201401959,1
S201401960,0
S201401961,0
S201401962,0
S201401963,0
S201401964,0
S201401965,1
S201401966,1
S201401967,0
S201401968,0
S201401969,0
S201401970,0
S201401971,0
S201401972,1
S201401973,1
S201401974,1
S201401975,1
S201401976,0
S201401977,0
S201401978,0
S201401979,0
S201401980,0
S201401981,1
S201401982,0
S201401983,0
S201401984,0
S201401985,1
S201401986,0
S201401987,0
S201401988,0
S201401989,0
S201401990,0
S201401991,0
S201401992,0
S201401993,1
S201401994,1
S201401995,0
S201401996,0
S201401997,1
S201401998,1
S201401999,0
S201402000,0
S201402001,0
S201402002,0
S201402003,0
S201402004,0
S201402005,1
S201402006,0
S201402007,1
S201402008,0
S201402009,1
S201402010,0
S201402011,0
S201402012,0
S201402013,0
S201402014,0
S201402015,0
S201402016,0
S201402017,0
S201402018,0
S201402019,1
S201402020,0
S201402021,0
S201402022,0
S201402023,0
S201402024,0
S201402025,0
S201402026,0
S201402027,0
S201402028,0
S201402029,1
S201402030,0
S201402031,1
S201402032,0
S201402033,1
S201402034,0
S201402035,0
S201402036,0
S201402037,0
S201402038,1
S201402039,0
S201402040,1
S201402041,1
S201402042,1
S201402043,1
S201402044,0
S201402045,0
S201402046,1
S201402047,0
S201402048,1
S201402049,0
S201402050,0
S201402051,0
S201402052,1
S201402053,0
S201402054,0
S201402055,1
S201402056,0
S201402057,0
S201402058,0
S201402059,1
S201402060,0
S201402061,1
S201402062,0
S201402063,1
S201402064,1
S201402065,0
S201402066,0
S201402067,0
S201402068,0
S201402069,1
S201402070,1
S201402071,1
S201402072,0
S201402073,1
S201402074,0
S201402075,0
S201402076,1
S201402077,0
S201402078,1
S201402079,0
S201402080,0
S201402081,1
S201402082,0
S201402083,1
S201402084,0
S201402085,1
S201402086,0
S201402087,0
S201402088,0
S201402089,1
S201402090,0
S201402091,0
S201402092,0
S201402093,1
S201402094,0
S201402095,0
S201402096,0
S201402097,0
S201402098,0
S201402099,0
S201402100,1
S201402101,0
S201402102,0
S201402103,1
S201402104,1
S201402105,0
S201402106,0
S201402107,0
S201402108,0
S201402109,1
S201402110,0
S201402111,0
S201402112,0
S201402113,0
S201402114,0
S201402115,0
S201402116,0
S201402117,0
S201402118,0
S201402119,0
S201402120,0
S201402121,1
S201402122,0
S201402123,0
S201402124,0
S201402125,1
S201402126,0
S201402127,1
S201402128,1
S201402129,0
S201402130,0
S201402131,0
S201402132,0
S201402133,1
S201402134,0
S201402135,0
S201402136,1
S201402137,1
S201402138,1
S201402139,0
S201402140,1
S201402141,0
S201402142,0
S201402143,1
S201402144,1
S201402145,1
S201402146,0
S201402147,1
S201402148,1
S201402149,0
S201402150,1
S201402151,0
S201402152,0
S201402153,1
S201402154,0
S201402155,1
S201402156,1
S201402157,0
S201402158,0
S201402159,0
S201402160,0
S201402161,1
S201402162,0
S201402163,0
S201402164,1
S201402165,0
S201402166,0
S201402167,0
S201402168,0
S201402169,1
S201402170,1
S201402171,0
S201402172,0
S201402173,1
S201402174,1
S201402175,0
S201402176,0
S201402177,1
S201402178,0
S201402179,0
S201402180,0
S201402181,1
S201402182,1
S201402183,1
S201402184,0
S201402185,1
S201402186,0
S201402187,1
S201402188,1
S201402189,0
S201402190,0
S201402191,0
S201402192,1
S201402193,0
S201402194,0
S201402195,0
S201402196,0
S201402197,0
S201402198,1
S201402199,1
S201402200,0
S201402201,0
S201402202,0
S201402203,1
S201402204,0
S201402205,0
S201402206,1
S201402207,1
S201402208,0
S201402209,0
S201402210,0
S201402211,0
S201402212,1
S201402213,0
S201402214,0
S201402215,0
S201402216,1
S201402217,1
S201402218,1
S201402219,0
S201402220,0
S201402221,0
S201402222,0
S201402223,0
S201402224,0
S201402225,0
S201402226,1
S201402227,0
S201402228,0
S201402229,0
S201402230,1
S201402231,0
S201402232,0
S201402233,0
S201402234,0
S201402235,0
S201402236,1
S201402237,1
S201402238,0
S201402239,0
S201402240,1
S201402241,0
S201402242,0
S201402243,0
S201402244,1
S201402245,1
S201402246,1
S201402247,1
S201402248,0
S201402249,0
S201402250,1
S201402251,1
S201402252,1
S201402253,1
S201402254,1
S201402255,1
S201402256,0
S201402257,0
S201402258,1
S201402259,0
S201402260,0
S201402261,0
S201402262,0
S201402263,0
S201402264,1
S201402265,0
S201402266,0
S201402267,1
S201402268,0
S201402269,0
S201402270,1
S201402271,1
S201402272,0
S201402273,1
S201402274,0
S201402275,0
S201402276,0
S201402277,0
S201402278,0
S201402279,0
S201402280,0
S201402281,0
S201402282,0
S201402283,0
S201402284,1
S201402285,0
S201402286,0
S201402287,0
S201402288,1
S201402289,1
S201402290,1
S201402291,0
S201402292,0
S201402293,0
S201402294,1
S201402295,1
S201402296,1
S201402297,0
S201402298,0
S201402299,0
S201402300,1
S201402301,0
S201402302,0
S201402303,1
S201402304,0
S201402305,0
S201402306,0
S201402307,0
S201402308,0
S201402309,0
S201402310,0
S201402311,0
S201402312,1
S201402313,0
S201402314,1
S201402315,0
S201402316,0
S201402317,0
S201402318,1
S201402319,1
S201402320,1
S201402321,1
S201402322,1
S201402323,0
S201402324,0
S201402325,0
S201402326,0
S201402327,1
S201402328,1
S201402329,1
S201402330,1
S201402331,0
S201402332,0
S201402333,1
S201402334,0
S201402335,0
S201402336,1
S201402337,1
S201402338,0
S201402339,0
S201402340,0
S201402341,0
S201402342,0
S201402343,1
S201402344,0
S201402345,0
S201402346,0
S201402347,0
S201402348,0
S201402349,1
S201402350,0
S201402351,1
S201402352,0
S201402353,0
S201402354,0
S201402355,0
S201402356,0
S201402357,0
S201402358,0
S201402359,0
S201402360,0
S201402361,0
S201402362,0
S201402363,0
S201402364,0
S201402365,0
S201402366,1
S201402367,0
S201402368,0
S201402369,0
S201402370,1
S201402371,0
S201402372,0
S201402373,0
S201402374,1
S201402375,1
S201402376,1
S201402377,0
S201402378,0
S201402379,1
S201402380,0
S201402381,0
S201402382,0
S201402383,0
S201402384,0
S201402385,1
S201402386,0
S201402387,0
S201402388,1
S201402389,1
S201402390,0
S201402391,1
S201402392,0
S201402393,0
S201402394,0
S201402395,0
S201402396,0
S201402397,0
S201402398,0
S201402399,0
S201402400,0
S201402401,1
S201402402,0
S201402403,1
S201402404,0
S201402405,0
S201402406,1
S201402407,0
S201402408,1
S201402409,1
S201402410,1
S201402411,0
S201402412,0
S201402413,0
S201402414,0
S201402415,1
S201402416,1
S201402417,1
S201402418,0
S201402419,0
S201402420,0
S201402421,1
S201402422,0
S201402423,0
S201402424,1
S201402425,0
S201402426,0
S201402427,0
S201402428,0
S201402429,0
S201402430,0
S201402431,0
S201402432,1
S201402433,0
S201402434,0
S201402435,1
S201402436,0
S201402437,0
S201402438,0
S201402439,0
S201402440,0
S201402441,0
S201402442,0
S201402443,1
S201402444,0
S201402445,0
S201402446,0
S201402447,1
S201402448,1
S201402449,0
S201402450,0
S201402451,0
S201402452,0
S201402453,0
S201402454,1
S201402455,1
S201402456,0
S201402457,0
S201402458,0
S201402459,0
S201402460,0
S201402461,0
S201402462,1
S201402463,0
S201402464,0
S201402465,1
S201402466,0
S201402467,1
S201402468,0
S201402469,1
S201402470,1
S201402471,0
S201402472,0
S201402473,0
S201402474,1
S201402475,0
S201402476,1
S201402477,0
S201402478,0
S201402479,0
S201402480,1
S201402481,0
S201402482,1
S201402483,0
S201402484,0
S201402485,1
S201402486,0
S201402487,0
S201402488,0
S201402489,1
S201402490,0
S201402491,0
S201402492,1
S201402493,1
S201402494,1
S201402495,0
S201402496,0
S201402497,0
S201402498,0
S201402499,0
S201402500,0
S201402501,0
S201402502,1
S201402503,0
S201402504,1
S201402505,1
S201402506,1
S201402507,0
S201402508,1
S201402509,0
S201402510,0
S201402511,1
S201402512,1
S201402513,0
S201402514,0
S201402515,0
S201402516,1
S201402517,0
S201402518,0
S201402519,0
S201402520,1
S201402521,0
S201402522,0
S201402523,1
S201402524,0
S201402525,1
S201402526,1
S201402527,1
S201402528,0
S201402529,0
S201402530,0
S201402531,1
S201402532,0
S201402533,0
S201402534,0
S201402535,0
S201402536,0
S201402537,1
S201402538,1
S201402539,0
S201402540,1
S201402541,0
S201402542,1
S201402543,0
S201402544,0
S201402545,0
S201402546,0
S201402547,0
S201402548,0
S201402549,0
S201402550,1
S201402551,0
S201402552,1
S201402553,0
S201402554,1
S201402555,1
S201402556,1
S201402557,1
S201402558,1
S201402559,1
S201402560,1
S201402561,0
S201402562,0
S201402563,0
S201402564,0
S201402565,0
S201402566,0
S201402567,0
S201402568,0
S201402569,1
S201402570,0
S201402571,1
S201402572,0
S201402573,0
S201402574,0
S201402575,0
S201402576,0
S201402577,0
S201402578,0
S201402579,0
S201402580,0
S201402581,1
S201402582,0
S201402583,1
S201402584,0
S201402585,0
S201402586,0
S201402587,1
S201402588,0
S201402589,0
S201402590,0
S201402591,1
S201402592,0
S201402593,1
S201402594,1
S201402595,1
S201402596,0
S201402597,0
S201402598,0
S201402599,0
S201402600,1
S201402601,0
S201402602,0
S201402603,1
S201402604,0
S201402605,1
S201402606,0
S201402607,0
S201402608,0
S201402609,0
S201402610,1
S201402611,0
S201402612,0
S201402613,0
S201402614,1
S201402615,0
S201402616,0
S201402617,0
S201402618,1
S201402619,0
S201402620,0
S201402621,0
S201402622,1
S201402623,0
S201402624,0
S201402625,0
S201402626,0
S201402627,1
S201402628,0
S201402629,0
S201402630,0
S201402631,0
S201402632,1
S201402633,0
S201402634,1
S201402635,1
S201402636,1
S201402637,0
S201402638,0
S201402639,0
S201402640,0
S201402641,0
S201402642,0
S201402643,0
S201402644,0
S201402645,1
S201402646,0
S201402647,0
S201402648,1
S201402649,0
S201402650,0
S201402651,0
S201402652,0
S201402653,0
S201402654,1
S201402655,0
S201402656,0
S201402657,0
S201402658,0
S201402659,0
S201402660,0
S201402661,0
S201402662,0
S201402663,1
S201402664,1
S201402665,1
S201402666,0
S201402667,1
S201402668,1
S201402669,0
S201402670,1
S201402671,0
S201402672,0
S201402673,0
S201402674,0
S201402675,0
S201402676,1
S201402677,0
S201402678,1
S201402679,0
S201402680,1
S201402681,0
S201402682,1
S201402683,0
S201402684,1
S201402685,0
S201402686,0
S201402687,1
S201402688,0
S201402689,0
S201402690,1
S201402691,0
S201402692,0
S201402693,0
S201402694,0
S201402695,1
S201402696,0
S201402697,0
S201402698,0
S201402699,0
S201402700,1
S201402701,0
S201402702,1
S201402703,0
S201402704,1
S201402705,1
S201402706,1
S201402707,1
S201402708,0
S201402709,0
S201402710,0
S201402711,1
S201402712,1
S201402713,0
S201402714,0
S201402715,0
S201402716,1
S201402717,1
S201402718,1
S201402719,1
S201402720,0
S201402721,1
S201402722,1
S201402723,0
S201402724,0
S201402725,0
S201402726,0
S201402727,0
S201402728,0
S201402729,1
S201402730,1
S201402731,0
S201402732,1
S201402733,1
S201402734,1
S201402735,0
S201402736,0
S201402737,0
S201402738,1
S201402739,0
S201402740,0
S201402741,1
S201402742,1
S201402743,0
S201402744,1
S201402745,0
S201402746,1
S201402747,1
S201402748,1
S201402749,1
S201402750,0
S201402751,0
S201402752,0
S201402753,0
S201402754,0
S201402755,0
S201402756,1
S201402757,0
S201402758,0
S201402759,0
S201402760,1
S201402761,0
S201402762,0
S201402763,0
S201402764,1
S201402765,0
S201402766,0
S201402767,0
S201402768,1
S201402769,1
S201402770,0
S201402771,0
S201402772,1
S201402773,1
S201402774,0
S201402775,0
S201402776,0
S201402777,1
S201402778,0
S201402779,0
S201402780,0
S201402781,0
S201402782,1
S201402783,1
S201402784,0
S201402785,0
S201402786,1
S201402787,1
S201402788,0
S201402789,1
S201402790,0
S201402791,0
S201402792,1
S201402793,0
S201402794,0
S201402795,0
S201402796,0
S201402797,0
S201402798,0
S201402799,0
S201402800,0
S201402801,0
S201402802,0
S201402803,0
S201402804,1
S201402805,1
S201402806,0
S201402807,0
S201402808,0
S201402809,1
S201402810,0
S201402811,0
S201402812,0
S201402813,1
S201402814,1
S201402815,0
S201402816,1
S201402817,0
S201402818,1
S201402819,1
S201402820,0
S201402821,0
S201402822,0
S201402823,0
S201402824,1
S201402825,0
S201402826,0
S201402827,1
S201402828,1
S201402829,0
S201402830,1
S201402831,0
S201402832,1
S201402833,1
S201402834,0
S201402835,1
S201402836,0
S201402837,1
S201402838,1
S201402839,0
S201402840,0
S201402841,1
S201402842,0
S201402843,0
S201402844,0
S201402845,1
S201402846,1
S201402847,0
S201402848,1
S201402849,0
S201402850,1
S201402851,1
S201402852,0
S201402853,1
S201402854,1
S201402855,0
S201402856,1
S201402857,0
S201402858,1
S201402859,0
S201402860,0
S201402861,0
S201402862,0
S201402863,0
S201402864,0
S201402865,0
S201402866,0
S201402867,1
S201402868,1
S201402869,1
S201402870,0
S201402871,1
S201402872,0
S201402873,0
S201402874,1
S201402875,0
S201402876,1
S201402877,0
S201402878,0
S201402879,0
S201402880,1
S201402881,1
S201402882,0
S201402883,1
S201402884,0
S201402885,0
S201402886,0
S201402887,1
S201402888,0
S201402889,1
S201402890,0
S201402891,0
S201402892,0
S201402893,1
S201402894,0
S201402895,1
S201402896,0
S201402897,0
S201402898,1
S201402899,1
S201402900,0
S201402901,0
S201402902,1
S201402903,1
S201402904,1
S201402905,1
S201402906,0
S201402907,0
S201402908,1
S201402909,1
S201402910,1
S201402911,1
S201402912,0
S201402913,0
S201402914,1
S201402915,0
S201402916,0
S201402917,0
S201402918,0
S201402919,0
S201402920,0
S201402921,0
S201402922,0
S201402923,1
S201402924,0
S201402925,0
S201402926,1
S201402927,0
S201402928,0
S201402929,0
S201402930,0
S201402931,0
S201402932,0
S201402933,1
S201402934,0
S201402935,1
S201402936,0
S201402937,0
S201402938,0
S201402939,0
S201402940,1
S201402941,0
S201402942,0
S201402943,0
S201402944,0
S201402945,0
S201402946,0
S201402947,1
S201402948,1
S201402949,0
S201402950,0
S201402951,1
S201402952,0
S201402953,0
S201402954,1
S201402955,0
S201402956,0
S201402957,0
S201402958,1
S201402959,1
S201402960,1
S201402961,0
S201402962,0
S201402963,1
S201402964,1
S201402965,0
S201402966,0
S201402967,0
S201402968,1
S201402969,0
S201402970,0
S201402971,0
S201402972,0
S201402973,0
S201402974,0
S201402975,0
S201402976,0
S201402977,0
S201402978,0
S201402979,0
S201402980,0
S201402981,0
S201402982,0
S201402983,0
S201402984,1
S201402985,1
S201402986,0
S201402987,0
S201402988,0
S201402989,1
S201402990,0
S201402991,0
S201402992,0
S201402993,0
S201402994,1
S201402995,0
S201402996,0
S201402997,1
S201402998,0
S201402999,0
S201403000,0
S201403001,1
S201403002,0
S201403003,0
S201403004,0
S201403005,0
S201403006,0
S201403007,1
S201403008,1
S201403009,1
S201403010,0
S201403011,0
S201403012,0
S201403013,1
S201403014,0
S201403015,1
S201403016,1
S201403017,0
S201403018,1
S201403019,1
S201403020,1
S201403021,0
S201403022,1
S201403023,0
S201403024,0
S201403025,0
S201403026,0
S201403027,0
S201403028,1
S201403029,1
S201403030,0
S201403031,0
S201403032,0
S201403033,1
S201403034,0
S201403035,0
S201403036,1
S201403037,0
S201403038,1
S201403039,1
S201403040,1
S201403041,0
S201403042,1
S201403043,0
S201403044,1
S201403045,1
S201403046,0
S201403047,1
S201403048,1
S201403049,0
S201403050,1
S201403051,0
S201403052,0
S201403053,0
S201403054,0
S201403055,0
S201403056,1
S201403057,0
S201403058,1
S201403059,0
S201403060,1
S201403061,0
S201403062,0
S201403063,1
S201403064,0
S201403065,0
S201403066,0
S201403067,0
S201403068,1
S201403069,1
S201403070,0
S201403071,0
S201403072,1
S201403073,0
S201403074,0
S201403075,1
S201403076,0
S201403077,1
S201403078,0
S201403079,0
S201403080,0
S201403081,0
S201403082,0
S201403083,0
S201403084,0
S201403085,0
S201403086,0
S201403087,0
S201403088,0
S201403089,0
S201403090,0
S201403091,1
S201403092,1
S201403093,0
S201403094,0
S201403095,0
S201403096,1
S201403097,1
S201403098,1
S201403099,1
S201403100,0
S201403101,1
S201403102,0
S201500001,0
S201500002,0
S201500003,1
S201500004,1
S201500005,0
S201500006,1
S201500007,1
S201500008,0
S201500009,1
S201500010,1
S201500011,1
S201500012,1
S201500013,0
S201500014,0
S201500015,1
S201500016,1
S201500017,1
S201500018,0
S201500019,1
S201500020,0
S201500021,1
S201500022,0
S201500023,0
S201500024,1
S201500025,0
S201500026,0
S201500027,0
S201500028,0
S201500029,1
S201500030,1
S201500031,0
S201500032,0
S201500033,1
S201500034,0
S201500035,0
S201500036,0
S201500037,0
S201500038,1
S201500039,1
S201500040,1
S201500041,1
S201500042,1
S201500043,0
S201500044,0
S201500045,0
S201500046,0
S201500047,0
S201500048,1
S201500049,1
S201500050,0
S201500051,1
S201500052,0
S201500053,0
S201500054,0
S201500055,0
S201500056,1
S201500057,1
S201500058,0
S201500059,0
S201500060,0
S201500061,0
S201500062,1
S201500063,1
S201500064,1
S201500065,0
S201500066,0
S201500067,0
S201500068,0
S201500069,0
S201500070,0
S201500071,1
S201500072,0
S201500073,0
S201500074,0
S201500075,1
S201500076,0
S201500077,0
S201500078,1
S201500079,1
S201500080,0
S201500081,0
S201500082,1
S201500083,0
S201500084,0
S201500085,0
S201500086,1
S201500087,0
S201500088,0
S201500089,0
S201500090,0
S201500091,0
S201500092,0
S201500093,1
S201500094,1
S201500095,0
S201500096,0
S201500097,0
S201500098,0
S201500099,1
S201500100,0
S201500101,1
S201500102,0
S201500103,1
S201500104,1
S201500105,0
S201500106,0
S201500107,0
S201500108,0
S201500109,0
S201500110,0
S201500111,1
S201500112,1
S201500113,0
S201500114,0
S201500115,0
S201500116,1
S201500117,0
S201500118,0
S201500119,1
S201500120,0
S201500121,1
S201500122,0
S201500123,0
S201500124,0
S201500125,1
S201500126,0
S201500127,0
S201500128,0
S201500129,0
S201500130,0
S201500131,1
S201500132,1
S201500133,1
S201500134,0
S201500135,0
S201500136,0
S201500137,0
S201500138,0
S201500139,0
S201500140,1
S201500141,0
S201500142,0
S201500143,1
S201500144,0
S201500145,0
S201500146,0
S201500147,1
S201500148,0
S201500149,1
S201500150,0
S201500151,1
S201500152,0
S201500153,0
S201500154,0
S201500155,0
S201500156,0
S201500157,1
S201500158,1
S201500159,1
S201500160,0
S201500161,1
S201500162,0
S201500163,1
S201500164,0
S201500165,0
S201500166,1
S201500167,0
S201500168,0
S201500169,0
S201500170,0
S201500171,0
S201500172,0
S201500173,1
S201500174,0
S201500175,0
S201500176,0
S201500177,0
S201500178,1
S201500179,0
S201500180,1
S201500181,0
S201500182,1
S201500183,0
S201500184,0
S201500185,1
S201500186,0
S201500187,0
S201500188,0
S201500189,0
S201500190,0
S201500191,0
S201500192,0
S201500193,0
S201500194,0
S201500195,0
S201500196,0
S201500197,1
S201500198,0
S201500199,0
S201500200,0
S201500201,0
S201500202,0
S201500203,0
S201500204,1
S201500205,0
S201500206,0
S201500207,1
S201500208,0
S201500209,1
S201500210,0
S201500211,0
S201500212,0
S201500213,0
S201500214,0
S201500215,0
S201500216,1
S201500217,0
S201500218,1
S201500219,1
S201500220,0
S201500221,0
S201500222,0
S201500223,0
S201500224,1
S201500225,1
S201500226,0
S201500227,0
S201500228,0
S201500229,0
S201500230,1
S201500231,0
S201500232,0
S201500233,0
S201500234,1
S201500235,0
S201500236,1
S201500237,1
S201500238,0
S201500239,0
S201500240,0
S201500241,0
S201500242,0
S201500243,0
S201500244,1
S201500245,0
S201500246,0
S201500247,0
S201500248,0
S201500249,1
S201500250,1
S201500251,0
S201500252,1
S201500253,1
S201500254,0
S201500255,0
S201500256,1
S201500257,0
S201500258,0
S201500259,1
S201500260,0
S201500261,0
S201500262,0
S201500263,0
S201500264,0
S201500265,0
S201500266,1
S201500267,0
S201500268,1
S201500269,0
S201500270,1
S201500271,1
S201500272,1
S201500273,1
S201500274,1
S201500275,0
S201500276,1
S201500277,1
S201500278,1
S201500279,0
S201500280,1
S201500281,0
S201500282,0
S201500283,1
S201500284,1
S201500285,0
S201500286,0
S201500287,0
S201500288,0
S201500289,0
S201500290,0
S201500291,1
S201500292,0
S201500293,0
S201500294,0
S201500295,1
S201500296,1
S201500297,1
S201500298,0
S201500299,1
S201500300,1
S201500301,1
S201500302,0
S201500303,0
S201500304,0
S201500305,0
S201500306,0
S201500307,1
S201500308,0
S201500309,0
S201500310,1
S201500311,0
S201500312,0
S201500313,0
S201500314,0
S201500315,0
S201500316,0
S201500317,1
S201500318,0
S201500319,0
S201500320,0
S201500321,1
S201500322,0
S201500323,0
S201500324,0
S201500325,0
S201500326,1
S201500327,0
S201500328,1
S201500329,1
S201500330,0
S201500331,0
S201500332,0
S201500333,0
S201500334,0
S201500335,1
S201500336,1
S201500337,1
S201500338,0
S201500339,1
S201500340,1
S201500341,1
S201500342,1
S201500343,1
S201500344,0
S201500345,0
S201500346,0
S201500347,0
S201500348,0
S201500349,0
S201500350,0
S201500351,0
S201500352,0
S201500353,1
S201500354,0
S201500355,0
S201500356,1
S201500357,0
S201500358,1
S201500359,0
S201500360,1
S201500361,1
S201500362,0
S201500363,0
S201500364,0
S201500365,0
S201500366,0
S201500367,1
S201500368,1
S201500369,0
S201500370,1
S201500371,0
S201500372,0
S201500373,0
S201500374,0
S201500375,0
S201500376,0
S201500377,0
S201500378,0
S201500379,1
S201500380,0
S201500381,1
S201500382,1
S201500383,1
S201500384,1
S201500385,0
S201500386,0
S201500387,0
S201500388,0
S201500389,0
S201500390,1
S201500391,0
S201500392,1
S201500393,0
S201500394,0
S201500395,1
S201500396,0
S201500397,0
S201500398,0
S201500399,0
S201500400,0
S201500401,1
S201500402,0
S201500403,1
S201500404,1
S201500405,0
S201500406,1
S201500407,0
S201500408,1
S201500409,1
S201500410,0
S201500411,1
S201500412,1
S201500413,0
S201500414,0
S201500415,0
S201500416,0
S201500417,0
S201500418,0
S201500419,1
S201500420,1
S201500421,0
S201500422,1
S201500423,0
S201500424,0
S201500425,0
S201500426,1
S201500427,1
S201500428,0
S201500429,1
S201500430,1
S201500431,0
S201500432,1
S201500433,1
S201500434,0
S201500435,0
S201500436,1
S201500437,0
S201500438,1
S201500439,1
S201500440,0
S201500441,1
S201500442,0
S201500443,0
S201500444,1
S201500445,1
S201500446,1
S201500447,0
S201500448,1
S201500449,0
S201500450,1
S201500451,0
S201500452,0
S201500453,0
S201500454,1
S201500455,1
S201500456,0
S201500457,0
S201500458,0
S201500459,1
S201500460,0
S201500461,1
S201500462,1
S201500463,0
S201500464,1
S201500465,1
S201500466,0
S201500467,1
S201500468,0
S201500469,1
S201500470,1
S201500471,0
S201500472,0
S201500473,1
S201500474,0
S201500475,0
S201500476,0
S201500477,0
S201500478,0
S201500479,0
S201500480,1
S201500481,0
S201500482,0
S201500483,1
S201500484,1
S201500485,1
S201500486,1
S201500487,0
S201500488,0
