graduate_id,institution_id,cohort_year,field_of_study,cum_gpa,first_gen,rural_origin
G2018002782,U07,2021,SOC,3.421,1,0
G2018002790,U04,2021,EDU,3.444,0,0
G2018002796,U08,2021,STEM,3.571,0,1
G2018002800,U05,2021,HUM,2.894,0,0
G2018002809,U07,2021,SOC,2.675,1,0
G2018002819,U06,2021,BUS,3.191,0,1
G2018002832,U07,2021,SOC,3.223,0,0
G2018002841,U02,2021,HUM,3.056,0,0
G2018002851,U03,2021,EDU,3.351,0,0
G2018002853,U02,2021,BUS,3.384,0,0
G2018002856,U07,2021,STEM,2.994,0,0
G2018002863,U05,2021,BUS,3.273,1,0
G2018002868,U02,2021,STEM,3.019,1,0
G2018002870,U08,2021,BUS,3.583,1,0
G2018002887,U01,2021,BUS,2.86,0,0
G2018002891,U08,2021,STEM,3.06,1,1
G2018002896,U05,2021,SOC,2.788,0,1
G2018002901,U01,2021,BUS,2.717,0,0
G2018002904,U02,2021,EDU,2.627,0,0
G2018002910,U03,2021,STEM,2.936,1,0
G2018002912,U02,2021,SOC,3.197,0,0
G2018002913,U01,2021,SOC,2.995,1,0
G2018002919,U04,2021,BUS,2.63,0,0
G2018002920,U04,2021,STEM,2.888,0,0
G2018002921,U08,2021,STEM,2.965,0,0
G2018002938,U08,2021,EDU,2.749,0,0
G2018002944,U01,2021,SOC,3.68,0,0
G2018002945,U08,2021,HLT,2.895,1,0
G2018002951,U04,2021,SOC,2.957,0,0
G2018002954,U02,2021,STEM,2.858,1,0
G2018002955,U03,2021,EDU,3.322,1,0
G2018002956,U03,2021,HUM,3.052,0,1
G2018002960,U04,2021,BUS,2.768,0,0
G2018002964,U08,2021,HLT,3.237,1,0
G2018002965,U02,2021,BUS,3.3,0,1
G2018002970,U01,2021,BUS,2.922,0,0
G2018002971,U08,2021,BUS,3.5,0,0
G2018002973,U07,2021,STEM,4.0,0,0
G2018002976,U08,2021,STEM,3.53,1,0
G2018002986,U06,2021,STEM,2.675,0,1
G2018002987,U03,2021,BUS,3.37,1,0
G2018002988,U05,2021,STEM,3.591,0,0
G2018002990,U04,2021,STEM,2.606,0,1
G2018002997,U01,2021,STEM,3.909,0,0
G2018003005,U05,2021,BUS,2.838,0,0
G2018003006,U01,2021,BUS,2.768,1,0
G2018003007,U04,2021,BUS,3.653,0,0
G2018003010,U06,2021,BUS,2.12,1,1
G2018003015,U02,2021,STEM,2.858,1,1
G2018003022,U05,2021,BUS,3.136,1,1
G2018003034,U01,2021,BUS,2.754,1,0
G2018003036,U07,2021,HLT,3.169,0,1
G2018003039,U04,2021,SOC,3.131,1,0
G2018003042,U07,2021,SOC,3.145,0,0
G2018003045,U04,2021,HLT,3.015,1,0
G2018003048,U07,2021,HUM,3.572,0,0
G2018003049,U04,2021,SOC,3.045,1,0
G2018003056,U02,2021,HLT,2.472,0,0
G2018003057,U08,2021,HUM,2.554,1,0
G2018003060,U01,2021,BUS,3.492,1,0
G2018003061,U01,2021,STEM,2.957,0,0
G2018003071,U06,2021,BUS,2.606,0,0
G2018003078,U08,2021,STEM,3.139,0,0
G2018003081,U05,2021,HUM,2.511,0,0
G2018003083,U01,2021,EDU,3.361,0,0
G2018003087,U07,2021,EDU,3.731,1,0
G2018003090,U05,2021,BUS,3.714,0,1
G2018003091,U05,2021,SOC,2.839,0,0
G2018003092,U06,2021,HLT,2.982,0,0
G2018003096,U08,2021,BUS,3.194,1,0
G2018003102,U02,2021,BUS,3.238,0,1
G2018003103,U07,2021,BUS,3.707,0,0
G2018003107,U04,2021,HUM,2.6,1,0
G2018003108,U07,2021,BUS,4.0,1,0
G2018003110,U06,2021,SOC,3.139,0,0
G2018003113,U08,2021,STEM,3.681,1,0
G2018003118,U01,2021,STEM,3.046,0,0
G2018003126,U03,2021,STEM,3.333,0,1
G2018003127,U07,2021,SOC,3.538,1,0
G2018003131,U04,2021,HLT,2.94,0,1
G2018003133,U01,2021,HLT,2.759,1,0
G2018003145,U04,2021,BUS,3.018,1,1
G2018003148,U07,2021,STEM,3.722,0,1
G2018003151,U08,2021,BUS,2.742,0,1
G2018003157,U07,2021,STEM,2.756,1,0
G2018003162,U06,2021,STEM,3.6,1,0
G2018003169,U08,2021,EDU,3.19,1,0
G2018003171,U08,2021,BUS,2.955,1,0
G2018003178,U01,2021,HUM,2.95,0,0
G2018003196,U01,2021,BUS,3.069,0,1
G2018003198,U07,2021,SOC,2.729,0,0
G2018003210,U03,2021,STEM,2.564,0,1
G2018003211,U04,2021,BUS,3.281,1,0
G2018003213,U03,2021,BUS,2.664,1,0
G2018003217,U05,2021,HLT,3.126,0,0
G2018003226,U07,2021,SOC,3.051,0,0
G2018003231,U01,2021,HLT,3.586,1,0
G2018003234,U08,2021,SOC,2.987,1,0
G2018003242,U03,2021,SOC,3.01,0,0
G2018003247,U07,2021,SOC,3.671,0,0
G2018003248,U08,2021,HLT,1.776,0,0
G2018003251,U04,2021,STEM,3.479,1,1
G2018003258,U07,2021,STEM,3.389,0,0
G2018003263,U07,2021,STEM,3.326,1,1
G2018003264,U07,2021,SOC,3.482,1,0
G2018003275,U05,2021,BUS,3.217,0,1
G2018003280,U06,2021,HUM,3.485,1,0
G2018003281,U02,2021,EDU,2.424,0,0
G2018003282,U08,2021,STEM,2.806,0,1
G2018003283,U02,2021,EDU,3.468,0,1
G2018003291,U07,2021,EDU,2.56,0,0
G2018003292,U04,2021,SOC,2.076,1,0
G2018003294,U05,2021,STEM,2.656,0,0
G2018003297,U07,2021,HUM,3.016,0,0
G2018003300,U05,2021,EDU,2.905,1,0
G2018003304,U07,2021,SOC,3.647,1,0
G2018003311,U05,2021,STEM,2.936,1,0
G2018003313,U01,2021,STEM,3.507,1,0
G2018003322,U03,2021,BUS,3.288,0,0
G2018003327,U01,2021,BUS,2.816,0,0
G2018003329,U07,2021,STEM,3.195,0,1
G2018003331,U03,2021,STEM,2.97,0,0
G2018003332,U03,2021,STEM,2.287,0,0
G2018003336,U04,2021,BUS,2.823,1,0
G2018003337,U05,2021,STEM,4.0,0,0
G2018003341,U07,2021,BUS,3.203,0,0
G2018003350,U03,2021,SOC,3.259,0,1
G2018003351,U07,2021,STEM,3.825,0,0
G2018003352,U05,2021,BUS,3.057,0,0
G2018003353,U06,2021,HUM,3.329,0,0
G2018003379,U06,2021,STEM,2.989,0,0
G2018003380,U02,2021,SOC,2.83,1,0
G2018003389,U04,2021,HLT,3.172,1,0
G2018003391,U06,2021,STEM,2.879,0,0
G2018003392,U05,2021,HLT,4.0,0,0
G2018003393,U02,2021,SOC,2.014,1,0
G2018003396,U05,2021,STEM,3.029,0,0
G2018003397,U01,2021,HUM,2.796,0,0
G2018003400,U01,2021,EDU,3.421,0,0
G2018003402,U08,2021,HLT,2.721,0,1
G2018003409,U03,2021,STEM,3.169,0,0
G2018003410,U02,2021,BUS,2.51,0,1
G2018003418,U05,2021,BUS,3.797,0,0
G2018003420,U05,2021,BUS,2.919,0,0
G2018003423,U04,2021,STEM,2.975,0,0
G2018003426,U06,2021,HLT,2.11,0,1
G2018003428,U04,2021,SOC,2.571,0,0
G2018003445,U07,2021,SOC,2.929,0,1
G2018003454,U08,2021,STEM,3.342,1,0
G2018003457,U03,2021,STEM,2.779,0,0
G2018003460,U07,2021,SOC,3.151,1,1
G2018003461,U08,2021,SOC,2.412,0,0
G2018003466,U07,2021,BUS,3.43,1,1
G2018003468,U06,2021,SOC,3.353,1,0
G2018003469,U02,2021,STEM,3.443,0,0
G2018003475,U06,2021,BUS,2.569,1,0
G2018003476,U01,2021,HLT,2.717,0,0
G2018003477,U06,2021,SOC,2.943,0,0
G2018003481,U06,2021,STEM,3.631,1,0
G2018003485,U01,2021,EDU,3.246,0,0
G2018003488,U01,2021,BUS,3.055,1,0
G2018003496,U03,2021,HLT,3.085,1,1
G2018003497,U02,2021,SOC,3.183,0,0
G2018003500,U08,2021,SOC,2.996,1,0
G2018003507,U08,2021,STEM,3.535,0,1
G2018003508,U05,2021,BUS,2.922,1,0
G2018003514,U08,2021,HLT,3.342,0,0
G2018003525,U07,2021,SOC,3.591,0,0
G2018003532,U04,2021,HLT,2.512,1,0
G2018003547,U04,2021,HUM,3.236,0,0
G2018003548,U03,2021,HUM,3.509,0,1
G2018003553,U04,2021,HLT,3.807,1,0
G2018003555,U05,2021,STEM,3.484,1,0
G2018003564,U03,2021,HUM,3.751,0,0
G2018003565,U02,2021,STEM,3.031,1,1
G2018003567,U04,2021,BUS,3.177,0,1
G2018003572,U08,2021,BUS,3.222,0,0
G2018003578,U02,2021,HUM,2.78,0,1
G2018003590,U06,2021,BUS,2.646,0,0
G2018003595,U08,2021,HUM,4.0,0,0
G2018003597,U04,2021,HLT,2.42,0,0
G2018003601,U07,2021,SOC,2.566,0,0
G2018003609,U05,2021,BUS,3.229,0,1
G2018003611,U03,2021,HLT,3.21,0,0
G2018003612,U02,2021,SOC,4.0,0,0
G2018003613,U04,2021,STEM,3.166,1,0
G2018003628,U08,2021,STEM,2.822,0,0
G2018003630,U06,2021,EDU,3.233,0,1
G2018003631,U01,2021,SOC,3.885,0,0
G2018003637,U08,2021,SOC,2.583,0,0
G2018003647,U03,2021,STEM,3.302,0,0
G2018003650,U06,2021,SOC,2.472,0,0
G2018003659,U01,2021,STEM,2.788,0,0
G2018003662,U06,2021,STEM,2.676,0,0
G2018003670,U07,2021,SOC,2.886,1,0
G2018003671,U02,2021,SOC,2.868,0,0
G2018003675,U02,2021,HUM,2.971,1,0
G2018003682,U04,2021,SOC,3.292,0,0
G2018003686,U05,2021,EDU,3.476,0,0
G2018003691,U06,2021,SOC,2.676,0,0
G2018003702,U04,2021,HLT,3.202,1,0
G2018003703,U07,2021,STEM,2.837,0,0
G2018003704,U02,2021,STEM,2.864,1,0
G2018003706,U01,2021,EDU,2.76,0,0
G2018003708,U08,2021,HLT,2.798,1,0
G2018003717,U08,2021,STEM,3.242,0,0
G2018003718,U08,2021,HLT,2.327,1,0
G2018003720,U02,2021,SOC,3.307,1,0
G2018003723,U06,2021,STEM,2.726,1,0
G2018003727,U05,2021,STEM,3.077,1,0
G2018003735,U02,2021,EDU,3.346,1,0
G2018003744,U02,2021,STEM,3.55,0,0
G2018003746,U03,2021,STEM,3.755,0,0
G2018003761,U08,2021,HLT,3.291,1,1
G2018003776,U03,2021,STEM,2.592,0,0
G2018003780,U05,2021,STEM,3.15,0,0
G2018003782,U03,2021,HUM,3.157,0,0
G2018003785,U05,2021,STEM,2.654,0,0
G2018003786,U05,2021,SOC,2.735,1,0
G2018003787,U04,2021,STEM,2.487,1,0
G2018003792,U06,2021,EDU,3.292,0,1
G2018003800,U01,2021,BUS,2.983,0,0
G2018003802,U05,2021,HUM,2.521,0,0
G2018003817,U08,2021,SOC,3.369,0,0
G2018003819,U07,2021,SOC,2.842,1,0
G2018003823,U07,2021,STEM,2.891,0,0
G2018003824,U06,2021,HUM,2.693,1,0
G2018003825,U02,2021,BUS,2.846,0,0
G2018003843,U05,2021,STEM,3.415,0,1
G2018003853,U02,2021,EDU,2.428,1,0
G2018003854,U06,2021,HLT,3.588,0,0
G2018003859,U02,2021,BUS,2.609,0,0
G2018003869,U04,2021,HUM,3.521,0,0
G2018003881,U02,2021,HUM,3.096,0,0
G2018003885,U04,2021,HUM,3.438,0,0
G2018003889,U08,2021,EDU,2.836,0,0
G2018003890,U01,2021,BUS,3.051,0,0
G2018003895,U07,2021,HUM,2.632,1,0
G2018003896,U08,2021,HUM,2.886,0,0
G2018003908,U07,2021,SOC,3.531,0,0
G2018003909,U03,2021,HLT,2.524,0,0
G2018003910,U03,2021,STEM,2.213,0,0
G2018003914,U04,2021,BUS,2.666,0,1
G2018003921,U01,2021,BUS,3.885,0,1
G2018003922,U06,2021,BUS,3.301,0,0
G2018003926,U02,2021,STEM,3.527,0,0
G2018003947,U03,2021,SOC,3.447,0,0
G2018003953,U06,2021,SOC,3.662,1,0
G2018003956,U06,2021,HLT,3.266,0,1
G2018003957,U04,2021,BUS,3.646,0,0
G2018003965,U01,2021,STEM,3.218,0,0
G2018003968,U02,2021,BUS,2.945,0,1
G2018003969,U08,2021,STEM,3.017,1,0
G2018003970,U04,2021,EDU,3.561,0,1
G2018003973,U02,2021,SOC,3.125,0,1
G2018003976,U07,2021,SOC,2.944,0,0
G2018003980,U01,2021,STEM,3.448,1,0
G2018003983,U01,2021,EDU,2.574,1,0
G2018003985,U01,2021,STEM,3.011,0,0
G2018003986,U08,2021,EDU,2.91,0,0
G2018003990,U01,2021,STEM,3.422,0,0
G2018003991,U07,2021,BUS,3.193,0,0
G2018003995,U01,2021,SOC,3.328,1,0
G2018004000,U05,2021,SOC,3.446,1,1
G2018004003,U08,2021,STEM,3.594,0,1
G2018004004,U07,2021,STEM,3.07,0,0
G2018004009,U04,2021,SOC,2.718,0,0
G2018004012,U08,2021,EDU,2.678,0,0
G2018004019,U08,2021,EDU,2.77,1,1
G2018004022,U03,2021,BUS,2.607,0,0
G2018004029,U07,2021,HUM,3.377,1,0
G2018004032,U02,2021,HLT,3.153,0,0
G2018004034,U03,2021,STEM,3.202,0,0
G2018004037,U04,2021,STEM,3.527,1,1
G2018004043,U04,2021,SOC,2.965,0,1
G2018004053,U02,2021,BUS,3.494,1,0
G2018004054,U08,2021,HLT,3.084,1,0
G2018004061,U07,2021,STEM,3.287,0,0
G2018004065,U08,2021,HUM,3.394,0,0
G2018004067,U01,2021,SOC,1.925,0,0
G2018004068,U03,2021,EDU,3.394,1,0
G2018004069,U06,2021,HLT,2.744,0,1
G2018004075,U01,2021,HLT,2.449,0,0
G2018004085,U08,2021,SOC,2.566,0,0
G2018004090,U04,2021,STEM,3.478,0,1
G2018004092,U07,2021,HUM,3.526,0,1
G2018004100,U02,2021,STEM,3.055,0,0
G2018004101,U03,2021,STEM,2.92,1,0
G2018004110,U01,2021,SOC,3.544,0,0
G2018004113,U01,2021,SOC,3.583,0,0
G2018004114,U03,2021,BUS,3.387,0,0
G2018004118,U07,2021,EDU,2.866,0,0
G2018004120,U02,2021,SOC,3.161,1,0
G2018004121,U06,2021,HUM,3.226,0,1
G2018004127,U05,2021,SOC,3.109,1,0
G2018004129,U03,2021,SOC,2.998,0,0
G2018004134,U05,2021,EDU,4.0,0,0
G2018004138,U04,2021,HUM,3.062,1,1
G2018004141,U07,2021,STEM,2.683,1,0
G2018004143,U06,2021,SOC,2.185,0,0
G2018004145,U04,2021,BUS,3.079,0,0
G2018004147,U04,2021,HLT,2.879,1,0
G2018004150,U06,2021,HLT,3.629,0,0
G2018004151,U08,2021,HUM,3.033,0,0
G2018004155,U08,2021,SOC,3.41,0,0
G2018004161,U04,2021,EDU,2.701,0,1
G2018004163,U02,2021,SOC,3.474,0,0
G2018004166,U03,2021,STEM,2.226,0,0
G2018004169,U02,2021,STEM,3.214,1,1
G2018004173,U08,2021,HUM,3.256,0,0
G2018004179,U05,2021,EDU,2.504,0,0
G2018004182,U06,2021,EDU,2.726,0,0
G2018004189,U05,2021,BUS,2.889,1,0
G2018004194,U01,2021,HUM,2.466,0,0
G2018004200,U03,2021,HLT,2.752,0,0
G2018004202,U03,2021,HUM,2.658,0,0
G2018004203,U06,2021,SOC,3.028,0,0
G2018004206,U06,2021,BUS,2.9,0,0
G2018004207,U06,2021,EDU,2.542,0,0
G2018004217,U02,2021,SOC,2.693,0,1
G2018004226,U03,2021,BUS,3.543,0,0
G2018004233,U01,2021,EDU,2.853,0,0
G2018004234,U04,2021,HUM,2.703,1,1
G2018004239,U01,2021,STEM,2.408,0,0
G2018004240,U08,2021,HLT,3.305,1,0
G2018004241,U02,2021,STEM,2.988,0,0
G2018004251,U02,2021,SOC,3.981,0,1
G2018004254,U05,2021,BUS,3.042,0,0
G2018004271,U03,2021,BUS,2.596,0,0
G2018004280,U03,2021,SOC,2.668,0,0
G2018004284,U06,2021,STEM,3.118,0,1
G2018004285,U06,2021,STEM,2.837,0,0
G2018004287,U04,2021,BUS,3.177,0,0
G2018004293,U02,2021,STEM,3.243,0,0
G2018004295,U07,2021,STEM,3.351,0,0
G2018004297,U08,2021,BUS,3.205,0,0
G2018004305,U08,2021,HUM,2.205,1,0
G2018004306,U04,2021,HLT,3.068,0,0
G2018004309,U03,2021,HUM,2.64,0,1
G2018004313,U02,2021,SOC,3.079,0,0
G2018004320,U02,2021,HLT,3.763,0,0
G2018004321,U03,2021,STEM,2.882,0,0
G2018004324,U05,2021,HLT,3.224,0,0
G2018004336,U04,2021,HUM,2.741,0,0
G2018004337,U07,2021,HLT,2.891,0,1
G2018004341,U01,2021,SOC,2.966,0,0
G2018004344,U03,2021,SOC,4.0,0,0
G2018004345,U07,2021,HLT,2.85,0,0
G2018004346,U06,2021,BUS,2.783,1,0
G2018004350,U04,2021,STEM,3.405,0,0
G2018004355,U06,2021,HLT,2.771,0,0
G2018004356,U03,2021,STEM,2.665,0,0
G2018004360,U05,2021,HUM,3.649,0,0
G2018004362,U04,2021,HLT,3.853,0,0
G2018004368,U05,2021,STEM,2.806,0,1
G2018004372,U02,2021,BUS,3.018,0,0
G2018004387,U06,2021,STEM,3.389,0,0
G2018004408,U01,2021,STEM,3.059,0,0
G2018004417,U08,2021,HUM,2.34,1,0
G2018004429,U08,2021,BUS,2.876,0,0
G2018004437,U03,2021,BUS,3.441,0,0
G2018004453,U06,2021,STEM,2.765,0,1
G2018004456,U05,2021,SOC,2.831,0,0
G2018004459,U01,2021,SOC,2.97,1,0
G2018004468,U05,2021,BUS,2.867,1,0
G2018004473,U07,2021,STEM,2.732,0,0
G2018004487,U08,2021,HUM,4.0,0,0
G2018004491,U05,2021,STEM,2.953,0,1
G2018004494,U05,2021,SOC,2.612,0,0
G2018004495,U01,2021,SOC,2.503,0,0
G2018004502,U01,2021,BUS,2.93,1,0
G2018004505,U08,2021,HUM,2.808,0,0
G2018004506,U08,2021,EDU,2.576,0,0
G2018004510,U08,2021,SOC,3.124,0,0
G2018004519,U04,2021,STEM,2.861,0,0
G2018004525,U07,2021,SOC,2.742,0,0
G2018004528,U01,2021,HLT,3.152,0,1
G2018004532,U06,2021,STEM,2.704,0,0
G2018004537,U03,2021,SOC,3.072,1,0
G2018004542,U01,2021,BUS,3.791,0,0
G2018004543,U01,2021,STEM,3.166,1,0
G2018004544,U04,2021,STEM,3.393,0,0
G2018004546,U05,2021,HUM,2.88,0,0
G2018004548,U03,2021,HUM,3.05,0,0
G2018004553,U05,2021,SOC,2.774,0,1
G2018004555,U01,2021,SOC,2.178,0,0
G2018004566,U06,2021,SOC,2.893,1,0
G2018004571,U07,2021,HUM,3.336,0,1
G2018004574,U06,2021,BUS,3.481,1,0
G2018004577,U07,2021,STEM,3.38,0,0
G2018004583,U04,2021,HLT,3.554,0,1
G2018004584,U06,2021,STEM,3.533,0,0
G2018004589,U08,2021,STEM,2.849,0,0
G2018004592,U08,2021,BUS,3.428,0,0
G2018004594,U01,2021,STEM,3.117,1,0
G2018004595,U02,2021,BUS,3.465,0,1
G2018004603,U07,2021,HUM,3.363,0,0
G2018004606,U07,2021,HUM,3.954,0,0
G2018004609,U06,2021,STEM,2.938,1,0
G2018004610,U05,2021,SOC,3.508,0,1
G2018004611,U01,2021,SOC,2.472,0,0
G2018004617,U08,2021,SOC,3.648,0,0
G2018004625,U04,2021,SOC,3.313,0,0
G2018004627,U06,2021,SOC,2.977,1,1
G2018004635,U07,2021,EDU,2.688,0,0
G2018004636,U04,2021,STEM,3.348,0,0
G2018004641,U05,2021,STEM,3.627,1,0
G2018004644,U08,2021,HLT,3.637,0,1
G2018004647,U08,2021,STEM,2.897,0,0
G2018004651,U02,2021,STEM,2.896,0,0
G2018004653,U08,2021,HUM,2.43,0,1
G2018004656,U08,2021,SOC,3.205,0,1
G2018004657,U02,2021,HLT,3.291,1,0
G2018004668,U04,2021,SOC,3.143,0,0
G2018004673,U04,2021,BUS,2.829,0,0
G2018004680,U04,2021,BUS,2.575,0,0
G2018004685,U02,2021,SOC,3.304,1,1
G2018004688,U05,2021,SOC,3.096,0,0
G2018004689,U03,2021,BUS,3.974,0,0
G2018004693,U04,2021,HUM,3.636,0,0
G2018004696,U07,2021,STEM,2.903,0,0
G2018004698,U03,2021,BUS,2.984,1,0
G2018004701,U01,2021,EDU,2.987,1,0
G2018004702,U05,2021,STEM,2.746,1,0
G2018004705,U07,2021,BUS,3.244,0,0
G2018004712,U07,2021,HUM,2.706,0,0
G2018004717,U03,2021,STEM,2.855,0,0
G2018004733,U01,2021,HUM,2.817,0,1
G2018004739,U03,2021,HLT,2.705,0,1
G2018004748,U03,2021,HLT,2.678,1,0
G2018004752,U05,2021,SOC,2.847,1,0
G2018004753,U02,2021,BUS,3.449,1,1
G2018004760,U01,2021,HUM,3.076,1,0
G2018004763,U05,2021,STEM,3.646,1,0
G2018004772,U01,2021,SOC,2.979,0,0
G2018004777,U03,2021,EDU,3.147,0,0
G2018004779,U04,2021,EDU,3.682,0,0
G2018004780,U03,2021,HUM,3.551,1,0
G2018004784,U06,2021,HLT,2.724,0,0
G2018004786,U04,2021,HUM,2.957,0,0
G2018004796,U04,2021,BUS,3.79,1,0
G2018004797,U05,2021,SOC,2.314,0,0
G2018004802,U03,2021,STEM,3.191,1,0
G2018004808,U04,2021,BUS,3.189,0,0
G2018004809,U05,2021,SOC,2.917,0,0
G2018004819,U02,2021,BUS,2.998,1,0
G2018004824,U02,2021,BUS,3.157,0,0
G2018004828,U06,2021,EDU,3.236,0,0
G2018004840,U02,2021,EDU,2.908,0,0
G2018004843,U05,2021,SOC,2.861,0,1
G2018004849,U03,2021,BUS,2.431,0,0
G2018004850,U02,2021,HUM,3.504,0,0
G2018004851,U06,2021,STEM,3.38,0,1
G2018004856,U07,2021,BUS,3.133,0,1
G2018004861,U02,2021,BUS,3.578,0,0
G2018004862,U06,2021,BUS,2.893,0,0
G2018004864,U07,2021,HUM,3.335,0,0
G2018004869,U05,2021,STEM,3.283,0,0
G2018004877,U02,2021,SOC,3.554,0,0
G2018004879,U07,2021,STEM,2.29,0,1
G2018004881,U08,2021,BUS,3.043,1,0
G2018004885,U06,2021,HUM,2.395,0,0
G2018004888,U04,2021,HUM,3.954,0,0
G2018004891,U07,2021,BUS,3.586,0,1
G2018004893,U03,2021,BUS,3.109,0,0
G2018004894,U02,2021,STEM,2.896,1,0
G2018004901,U08,2021,HUM,2.985,1,0
G2018004902,U07,2021,HLT,2.65,0,0
G2018004903,U08,2021,SOC,3.069,0,1
G2018004919,U07,2021,STEM,2.853,1,0
G2018004921,U06,2021,STEM,3.818,1,1
G2018004927,U04,2021,SOC,3.622,0,1
G2018004937,U05,2021,EDU,3.343,1,1
G2018004940,U08,2021,SOC,3.487,0,0
G2018004946,U05,2021,SOC,2.178,0,0
G2018004947,U02,2021,SOC,3.121,0,1
G2018004949,U03,2021,STEM,2.999,1,0
G2018004955,U01,2021,BUS,2.803,1,0
G2018004956,U06,2021,BUS,2.953,1,0
G2018004969,U01,2021,HUM,2.859,0,1
G2018004974,U05,2021,SOC,2.839,1,0
G2018004980,U07,2021,BUS,2.94,1,1
G2018004982,U03,2021,SOC,3.688,0,1
G2018004983,U04,2021,BUS,3.546,1,0
G2018004988,U05,2021,HUM,2.607,1,0
G2018004989,U02,2021,HLT,3.07,0,1
G2018004990,U07,2021,HUM,3.144,0,0
G2018004993,U04,2021,BUS,2.958,1,0
G2018004994,U02,2021,STEM,2.97,0,0
G2018004995,U04,2021,EDU,2.599,1,0
G2018005004,U02,2021,STEM,2.929,0,0
G2018005006,U06,2021,HUM,3.11,0,1
G2018005010,U04,2021,HUM,3.303,0,1
G2018005011,U02,2021,STEM,2.767,0,1
G2018005024,U06,2021,BUS,2.827,0,1
G2018005027,U04,2021,HLT,3.259,0,0
G2018005030,U04,2021,BUS,2.992,0,0
G2018005031,U03,2021,BUS,3.492,0,0
G2018005036,U01,2021,STEM,2.781,0,0
G2018005049,U07,2021,SOC,3.131,0,1
G2018005051,U03,2021,STEM,2.797,0,0
G2018005054,U03,2021,STEM,2.911,0,0
G2018005060,U04,2021,STEM,2.442,1,0
G2018005064,U07,2021,SOC,3.738,0,0
G2018005068,U06,2021,SOC,2.919,0,0
G2018005071,U01,2021,STEM,3.238,1,0
G2018005083,U02,2021,STEM,3.093,1,0
G2018005086,U04,2021,EDU,2.314,0,0
G2018005087,U07,2021,SOC,3.186,1,0
G2018005092,U04,2021,STEM,2.126,1,0
G2018005093,U05,2021,HUM,3.766,0,0
G2018005096,U07,2021,STEM,3.289,0,0
G2018005101,U07,2021,SOC,3.594,0,0
G2018005102,U08,2021,STEM,3.398,0,0
G2018005104,U08,2021,STEM,3.4,1,0
G2018005106,U02,2021,BUS,3.032,1,1
G2018005111,U05,2021,SOC,3.244,1,1
G2018005118,U05,2021,HUM,3.076,0,0
G2018005141,U03,2021,SOC,3.249,0,0
G2018005148,U03,2021,BUS,2.725,0,0
G2018005150,U02,2021,HLT,3.336,0,0
G2018005151,U04,2021,STEM,2.993,0,0
G2018005153,U08,2021,SOC,3.07,1,0
G2018005155,U01,2021,STEM,3.177,0,1
G2018005158,U04,2021,HLT,3.919,0,0
G2018005159,U07,2021,BUS,3.22,0,0
G2018005174,U04,2021,SOC,3.566,0,0
G2018005175,U02,2021,SOC,4.0,1,0
G2018005191,U05,2021,EDU,2.401,0,0
G2018005192,U04,2021,BUS,3.47,1,0
G2018005193,U03,2021,STEM,2.668,1,0
G2018005194,U05,2021,SOC,3.195,1,1
G2018005197,U02,2021,BUS,2.712,1,1
G2018005203,U07,2021,BUS,2.428,0,0
G2018005206,U06,2021,STEM,3.147,1,0
G2018005216,U01,2021,STEM,2.799,0,0
G2018005230,U03,2021,SOC,3.591,0,0
G2018005233,U03,2021,STEM,2.703,0,0
G2018005241,U04,2021,SOC,2.95,1,1
G2018005246,U01,2021,STEM,3.586,1,0
G2018005247,U08,2021,HLT,3.092,0,1
G2018005250,U07,2021,STEM,3.204,0,0
G2018005251,U07,2021,STEM,2.924,0,0
G2018005254,U03,2021,EDU,2.949,1,0
G2018005255,U04,2021,SOC,3.179,1,0
G2018005256,U08,2021,SOC,3.321,1,1
G2018005262,U01,2021,SOC,3.493,1,0
G2018005264,U07,2021,SOC,3.609,1,0
G2018005266,U07,2021,SOC,3.022,1,0
G2018005271,U08,2021,EDU,3.643,0,0
G2018005273,U06,2021,SOC,2.96,1,1
G2018005274,U03,2021,STEM,2.703,0,0
G2018005277,U01,2021,SOC,3.194,0,0
G2018005287,U04,2021,SOC,3.232,0,1
G2018005290,U05,2021,BUS,3.642,1,0
G2018005298,U08,2021,HUM,3.039,0,0
G2018005301,U04,2021,EDU,2.985,0,0
G2018005306,U02,2021,BUS,2.801,0,0
G2018005313,U03,2021,SOC,2.986,0,0
G2018005315,U08,2021,BUS,3.903,0,0
G2018005320,U08,2021,SOC,2.529,0,1
G2018005327,U02,2021,SOC,2.624,0,1
G2018005333,U03,2021,SOC,2.841,1,0
G2018005339,U06,2021,BUS,4.0,1,0
G2018005343,U02,2021,STEM,2.68,0,0
G2018005345,U03,2021,STEM,2.983,0,0
G2018005350,U02,2021,STEM,2.693,1,1
G2018005351,U02,2021,HUM,3.148,0,0
G2018005358,U07,2021,STEM,2.529,0,0
G2018005359,U07,2021,STEM,3.446,0,0
G2018005370,U08,2021,STEM,3.051,1,0
G2018005372,U07,2021,HLT,2.521,1,1
G2018005373,U02,2021,STEM,3.155,0,1
G2018005375,U06,2021,BUS,2.786,0,0
G2018005377,U06,2021,STEM,3.104,0,0
G2018005380,U08,2021,BUS,3.444,0,0
G2018005389,U07,2021,STEM,3.42,1,0
G2018005391,U03,2021,STEM,3.22,1,0
G2018005402,U08,2021,STEM,2.265,1,1
G2018005404,U05,2021,HLT,3.461,0,1
G2018005405,U08,2021,BUS,2.859,0,0
