student_id,cohort,term,enrollment_status,credits_enrolled
S201401161,2014,SU2015,part_time,6
S201401167,2014,SU2015,part_time,3
S201401180,2014,SU2015,part_time,3
S201401185,2014,SU2015,part_time,3
S201401190,2014,SU2015,part_time,3
S201401192,2014,SU2015,part_time,3
S201401199,2014,SU2015,part_time,3
S201401205,2014,SU2015,part_time,9
S201401214,2014,SU2015,part_time,6
S201401215,2014,SU2015,part_time,3
S201401220,2014,SU2015,part_time,6
S201401227,2014,SU2015,part_time,3
S201401235,2014,SU2015,part_time,6
S201401240,2014,SU2015,part_time,3
S201401244,2014,SU2015,part_time,6
S201401249,2014,SU2015,part_time,3
S201401251,2014,SU2015,part_time,3
S201401267,2014,SU2015,part_time,6
S201401268,2014,SU2015,part_time,3
S201401269,2014,SU2015,part_time,3
S201401272,2014,SU2015,part_time,6
S201401273,2014,SU2015,part_time,3
S201401274,2014,SU2015,part_time,9
S201401275,2014,SU2015,part_time,9
S201401278,2014,SU2015,part_time,6
S201401282,2014,SU2015,part_time,3
S201401284,2014,SU2015,part_time,6
S201401294,2014,SU2015,part_time,3
S201401295,2014,SU2015,part_time,6
S201401296,2014,SU2015,part_time,3
S201401298,2014,SU2015,part_time,3
S201401301,2014,SU2015,part_time,3
S201401305,2014,SU2015,part_time,6
S201401307,2014,SU2015,part_time,3
S201401309,2014,SU2015,part_time,6
S201401312,2014,SU2015,part_time,9
S201401319,2014,SU2015,part_time,3
S201401323,2014,SU2015,part_time,3
S201401325,2014,SU2015,part_time,3
S201401335,2014,SU2015,part_time,6
S201401339,2014,SU2015,part_time,9
S201401347,2014,SU2015,part_time,6
S201401351,2014,SU2015,part_time,3
S201401353,2014,SU2015,part_time,3
S201401354,2014,SU2015,part_time,3
S201401357,2014,SU2015,part_time,3
S201401364,2014,SU2015,part_time,3
S201401369,2014,SU2015,part_time,6
S201401378,2014,SU2015,part_time,9
S201401384,2014,SU2015,part_time,6
S201401385,2014,SU2015,part_time,9
S201401387,2014,SU2015,part_time,6
S201401398,2014,SU2015,part_time,9
S201401399,2014,SU2015,part_time,6
S201401407,2014,SU2015,part_time,3
S201401410,2014,SU2015,part_time,6
S201401412,2014,SU2015,part_time,9
S201401415,2014,SU2015,part_time,6
S201401417,2014,SU2015,part_time,3
S201401438,2014,SU2015,part_time,3
S201401441,2014,SU2015,part_time,6
S201401442,2014,SU2015,part_time,6
S201401443,2014,SU2015,part_time,3
S201401447,2014,SU2015,part_time,3
S201401450,2014,SU2015,part_time,6
S201401451,2014,SU2015,part_time,6
S201401452,2014,SU2015,part_time,9
S201401466,2014,SU2015,part_time,6
S201401471,2014,SU2015,part_time,3
S201401489,2014,SU2015,part_time,6
S201401491,2014,SU2015,part_time,6
S201401497,2014,SU2015,part_time,6
S201401500,2014,SU2015,part_time,3
S201401502,2014,SU2015,part_time,9
S201401504,2014,SU2015,part_time,3
S201401505,2014,SU2015,part_time,3
S201401518,2014,SU2015,part_time,6
S201401521,2014,SU2015,part_time,3
S201401522,2014,SU2015,part_time,3
S201401529,2014,SU2015,part_time,6
S201401532,2014,SU2015,part_time,6
S201401545,2014,SU2015,part_time,6
S201401554,2014,SU2015,part_time,3
S201401555,2014,SU2015,part_time,6
S201401565,2014,SU2015,part_time,3
S201401567,2014,SU2015,part_time,9
S201401571,2014,SU2015,part_time,6
S201401573,2014,SU2015,part_time,3
S201401575,2014,SU2015,part_time,6
S201401576,2014,SU2015,part_time,6
S201401577,2014,SU2015,part_time,6
S201401578,2014,SU2015,part_time,9
S201401604,2014,SU2015,part_time,9
S201401617,2014,SU2015,part_time,3
S201401638,2014,SU2015,part_time,6
S201401656,2014,SU2015,part_time,6
S201401657,2014,SU2015,part_time,3
S201401660,2014,SU2015,part_time,6
S201401661,2014,SU2015,part_time,3
S201401663,2014,SU2015,part_time,6
S201401675,2014,SU2015,part_time,3
S201401679,2014,SU2015,part_time,6
S201401687,2014,SU2015,part_time,3
S201401695,2014,SU2015,part_time,6
S201401699,2014,SU2015,part_time,6
S201401719,2014,SU2015,part_time,6
S201401721,2014,SU2015,part_time,3
S201401722,2014,SU2015,part_time,6
S201401728,2014,SU2015,part_time,9
S201401734,2014,SU2015,part_time,6
S201401736,2014,SU2015,part_time,3
S201401738,2014,SU2015,part_time,3
S201401751,2014,SU2015,part_time,6
S201401758,2014,SU2015,part_time,6
S201401759,2014,SU2015,part_time,3
S201401761,2014,SU2015,part_time,6
S201401776,2014,SU2015,part_time,6
S201401780,2014,SU2015,part_time,6
S201401784,2014,SU2015,part_time,6
S201401786,2014,SU2015,part_time,3
S201401787,2014,SU2015,part_time,3
S201401788,2014,SU2015,part_time,6
S201401795,2014,SU2015,part_time,9
S201401802,2014,SU2015,part_time,3
S201401803,2014,SU2015,part_time,6
S201401812,2014,SU2015,part_time,3
S201401827,2014,SU2015,part_time,6
S201401831,2014,SU2015,part_time,3
S201401846,2014,SU2015,part_time,3
S201401850,2014,SU2015,part_time,3
S201401851,2014,SU2015,part_time,6
S201401860,2014,SU2015,part_time,6
S201401861,2014,SU2015,part_time,9
S201401864,2014,SU2015,part_time,6
S201401867,2014,SU2015,part_time,6
S201401875,2014,SU2015,part_time,3
S201401877,2014,SU2015,part_time,6
S201401881,2014,SU2015,part_time,9
S201401882,2014,SU2015,part_time,6
S201401884,2014,SU2015,part_time,6
S201401888,2014,SU2015,part_time,3
S201401893,2014,SU2015,part_time,3
S201401895,2014,SU2015,part_time,3
S201401900,2014,SU2015,part_time,9
S201401902,2014,SU2015,part_time,9
S201401905,2014,SU2015,part_time,6
S201401913,2014,SU2015,part_time,6
S201401922,2014,SU2015,part_time,3
S201401930,2014,SU2015,part_time,3
S201401933,2014,SU2015,part_time,3
S201401935,2014,SU2015,part_time,3
S201401937,2014,SU2015,part_time,9
S201401940,2014,SU2015,part_time,9
S201401945,2014,SU2015,part_time,3
S201401951,2014,SU2015,part_time,3
S201401973,2014,SU2015,part_time,6
S201401974,2014,SU2015,part_time,6
S201401981,2014,SU2015,part_time,3
S201401983,2014,SU2015,part_time,6
S201401985,2014,SU2015,part_time,3
S201401988,2014,SU2015,part_time,3
S201401996,2014,SU2015,part_time,6
S201402002,2014,SU2015,part_time,9
S201402006,2014,SU2015,part_time,3
S201402015,2014,SU2015,part_time,3
S201402021,2014,SU2015,part_time,3
S201402029,2014,SU2015,part_time,6
S201402032,2014,SU2015,part_time,9
S201402038,2014,SU2015,part_time,3
S201402040,2014,SU2015,part_time,3
S201402042,2014,SU2015,part_time,3
S201402046,2014,SU2015,part_time,3
S201402048,2014,SU2015,part_time,3
S201402066,2014,SU2015,part_time,3
S201402069,2014,SU2015,part_time,3
S201402070,2014,SU2015,part_time,9
S201402071,2014,SU2015,part_time,3
S201402074,2014,SU2015,part_time,6
S201402084,2014,SU2015,part_time,9
S201402086,2014,SU2015,part_time,3
S201402089,2014,SU2015,part_time,3
S201402094,2014,SU2015,part_time,3
S201402100,2014,SU2015,part_time,3
S201402119,2014,SU2015,part_time,3
S201402126,2014,SU2015,part_time,9
S201402132,2014,SU2015,part_time,6
S201402136,2014,SU2015,part_time,3
S201402138,2014,SU2015,part_time,3
S201402148,2014,SU2015,part_time,3
S201402153,2014,SU2015,part_time,6
S201402156,2014,SU2015,part_time,6
S201402165,2014,SU2015,part_time,3
S201402171,2014,SU2015,part_time,3
S201402177,2014,SU2015,part_time,3
S201402180,2014,SU2015,part_time,9
S201402182,2014,SU2015,part_time,6
S201402204,2014,SU2015,part_time,9
S201402205,2014,SU2015,part_time,9
S201402209,2014,SU2015,part_time,6
S201402214,2014,SU2015,part_time,3
S201402230,2014,SU2015,part_time,6
S201402233,2014,SU2015,part_time,9
S201402238,2014,SU2015,part_time,3
S201402239,2014,SU2015,part_time,3
S201402247,2014,SU2015,part_time,3
S201402255,2014,SU2015,part_time,6
S201402256,2014,SU2015,part_time,6
S201402258,2014,SU2015,part_time,3
S201402259,2014,SU2015,part_time,9
S201402266,2014,SU2015,part_time,9
S201402269,2014,SU2015,part_time,3
S201402271,2014,SU2015,part_time,3
S201402277,2014,SU2015,part_time,6
S201402279,2014,SU2015,part_time,9
S201402284,2014,SU2015,part_time,3
S201402286,2014,SU2015,part_time,6
S201402287,2014,SU2015,part_time,3
S201402288,2014,SU2015,part_time,3
S201402292,2014,SU2015,part_time,6
S201402329,2014,SU2015,part_time,3
S201402330,2014,SU2015,part_time,6
S201402340,2014,SU2015,part_time,6
S201402343,2014,SU2015,part_time,9
S201402348,2014,SU2015,part_time,3
S201402349,2014,SU2015,part_time,6
S201402361,2014,SU2015,part_time,3
S201402375,2014,SU2015,part_time,3
S201402379,2014,SU2015,part_time,3
S201402392,2014,SU2015,part_time,3
S201402400,2014,SU2015,part_time,6
S201402402,2014,SU2015,part_time,3
S201402406,2014,SU2015,part_time,3
S201402408,2014,SU2015,part_time,3
S201402414,2014,SU2015,part_time,3
S201402422,2014,SU2015,part_time,6
S201402424,2014,SU2015,part_time,3
S201402427,2014,SU2015,part_time,3
S201402436,2014,SU2015,part_time,9
S201402439,2014,SU2015,part_time,3
S201402445,2014,SU2015,part_time,9
S201402446,2014,SU2015,part_time,9
S201402447,2014,SU2015,part_time,9
S201402451,2014,SU2015,part_time,6
S201402461,2014,SU2015,part_time,9
S201402470,2014,SU2015,part_time,6
S201402475,2014,SU2015,part_time,3
S201402478,2014,SU2015,part_time,6
S201402486,2014,SU2015,part_time,3
S201402500,2014,SU2015,part_time,3
S201402502,2014,SU2015,part_time,6
S201402532,2014,SU2015,part_time,9
S201402536,2014,SU2015,part_time,9
S201402537,2014,SU2015,part_time,3
S201402538,2014,SU2015,part_time,3
S201402545,2014,SU2015,part_time,3
S201402548,2014,SU2015,part_time,3
S201402552,2014,SU2015,part_time,6
S201402562,2014,SU2015,part_time,6
S201402576,2014,SU2015,part_time,3
S201402578,2014,SU2015,part_time,3
S201402584,2014,SU2015,part_time,3
S201402585,2014,SU2015,part_time,3
S201402593,2014,SU2015,part_time,3
S201402606,2014,SU2015,part_time,3
S201402608,2014,SU2015,part_time,3
S201402617,2014,SU2015,part_time,3
S201402620,2014,SU2015,part_time,6
S201402628,2014,SU2015,part_time,3
S201402635,2014,SU2015,part_time,3
S201402639,2014,SU2015,part_time,3
S201402640,2014,SU2015,part_time,9
S201402652,2014,SU2015,part_time,3
S201402653,2014,SU2015,part_time,9
S201402673,2014,SU2015,part_time,6
S201402676,2014,SU2015,part_time,6
S201402679,2014,SU2015,part_time,3
S201402683,2014,SU2015,part_time,9
S201402687,2014,SU2015,part_time,6
S201402690,2014,SU2015,part_time,6
S201402692,2014,SU2015,part_time,6
S201402693,2014,SU2015,part_time,6
S201402704,2014,SU2015,part_time,3
S201402709,2014,SU2015,part_time,3
S201402719,2014,SU2015,part_time,3
S201402724,2014,SU2015,part_time,6
S201402732,2014,SU2015,part_time,6
S201402744,2014,SU2015,part_time,3
S201402751,2014,SU2015,part_time,3
S201402756,2014,SU2015,part_time,3
S201402761,2014,SU2015,part_time,6
S201402762,2014,SU2015,part_time,3
S201402768,2014,SU2015,part_time,9
S201402774,2014,SU2015,part_time,6
S201402778,2014,SU2015,part_time,9
S201402782,2014,SU2015,part_time,3
S201402785,2014,SU2015,part_time,3
S201402791,2014,SU2015,part_time,3
S201402794,2014,SU2015,part_time,6
S201402800,2014,SU2015,part_time,6
S201402803,2014,SU2015,part_time,3
S201402805,2014,SU2015,part_time,9
S201402806,2014,SU2015,part_time,3
S201402812,2014,SU2015,part_time,6
S201402828,2014,SU2015,part_time,3
S201402829,2014,SU2015,part_time,6
S201402833,2014,SU2015,part_time,9
S201402835,2014,SU2015,part_time,6
S201402836,2014,SU2015,part_time,3
S201402844,2014,SU2015,part_time,6
S201402846,2014,SU2015,part_time,3
S201402851,2014,SU2015,part_time,6
S201402852,2014,SU2015,part_time,3
S201402857,2014,SU2015,part_time,9
S201402860,2014,SU2015,part_time,3
S201402861,2014,SU2015,part_time,3
S201402864,2014,SU2015,part_time,9
S201402868,2014,SU2015,part_time,9
S201402877,2014,SU2015,part_time,6
S201402879,2014,SU2015,part_time,6
S201402882,2014,SU2015,part_time,6
S201402889,2014,SU2015,part_time,6
S201402893,2014,SU2015,part_time,3
S201402907,2014,SU2015,part_time,3
S201402908,2014,SU2015,part_time,6
S201402916,2014,SU2015,part_time,6
S201402921,2014,SU2015,part_time,3
S201402926,2014,SU2015,part_time,6
S201402929,2014,SU2015,part_time,6
S201402930,2014,SU2015,part_time,3
S201402932,2014,SU2015,part_time,3
S201402933,2014,SU2015,part_time,3
S201402934,2014,SU2015,part_time,6
S201402941,2014,SU2015,part_time,6
S201402945,2014,SU2015,part_time,6
S201402949,2014,SU2015,part_time,3
S201402965,2014,SU2015,part_time,3
S201402976,2014,SU2015,part_time,3
S201402983,2014,SU2015,part_time,3
S201402985,2014,SU2015,part_time,9
S201402986,2014,SU2015,part_time,9
S201402996,2014,SU2015,part_time,3
S201402997,2014,SU2015,part_time,6
S201402999,2014,SU2015,part_time,6
S201403003,2014,SU2015,part_time,3
S201403005,2014,SU2015,part_time,9
S201403006,2014,SU2015,part_time,6
S201403010,2014,SU2015,part_time,3
S201403012,2014,SU2015,part_time,9
S201403024,2014,SU2015,part_time,3
S201403030,2014,SU2015,part_time,3
S201403031,2014,SU2015,part_time,6
S201403039,2014,SU2015,part_time,3
S201403041,2014,SU2015,part_time,6
S201403046,2014,SU2015,part_time,3
S201403047,2014,SU2015,part_time,3
S201403059,2014,SU2015,part_time,3
S201403064,2014,SU2015,part_time,9
S201403067,2014,SU2015,part_time,3
S201403068,2014,SU2015,part_time,6
S201403074,2014,SU2015,part_time,3
S201403076,2014,SU2015,part_time,3
S201403077,2014,SU2015,part_time,3
S201403079,2014,SU2015,part_time,6
S201403096,2014,SU2015,part_time,6
S201500002,2015,SU2016,part_time,6
S201500004,2015,SU2016,part_time,6
S201500005,2015,SU2016,part_time,9
S201500011,2015,SU2016,part_time,6
S201500012,2015,SU2016,part_time,6
S201500013,2015,SU2016,part_time,3
S201500017,2015,SU2016,part_time,6
S201500023,2015,SU2016,part_time,3
S201500031,2015,SU2016,part_time,6
S201500042,2015,SU2016,part_time,3
S201500051,2015,SU2016,part_time,3
S201500055,2015,SU2016,part_time,9
S201500056,2015,SU2016,part_time,9
S201500059,2015,SU2016,part_time,6
S201500060,2015,SU2016,part_time,3
S201500065,2015,SU2016,part_time,9
S201500068,2015,SU2016,part_time,9
S201500078,2015,SU2016,part_time,3
S201500080,2015,SU2016,part_time,6
S201500083,2015,SU2016,part_time,3
S201500086,2015,SU2016,part_time,3
S201500089,2015,SU2016,part_time,6
S201500090,2015,SU2016,part_time,9
S201500093,2015,SU2016,part_time,3
S201500103,2015,SU2016,part_time,6
S201500108,2015,SU2016,part_time,3
S201500110,2015,SU2016,part_time,3
S201500113,2015,SU2016,part_time,3
S201500120,2015,SU2016,part_time,6
S201500125,2015,SU2016,part_time,3
S201500145,2015,SU2016,part_time,9
S201500150,2015,SU2016,part_time,6
S201500158,2015,SU2016,part_time,6
S201500161,2015,SU2016,part_time,6
S201500163,2015,SU2016,part_time,3
S201500165,2015,SU2016,part_time,3
S201500173,2015,SU2016,part_time,3
S201500175,2015,SU2016,part_time,6
S201500182,2015,SU2016,part_time,3
S201500185,2015,SU2016,part_time,6
S201500196,2015,SU2016,part_time,9
S201500210,2015,SU2016,part_time,3
S201500214,2015,SU2016,part_time,6
S201500221,2015,SU2016,part_time,6
S201500224,2015,SU2016,part_time,3
S201500243,2015,SU2016,part_time,3
S201500244,2015,SU2016,part_time,3
S201500245,2015,SU2016,part_time,3
S201500246,2015,SU2016,part_time,3
S201500248,2015,SU2016,part_time,6
S201500252,2015,SU2016,part_time,6
S201500254,2015,SU2016,part_time,6
S201500261,2015,SU2016,part_time,3
S201500271,2015,SU2016,part_time,9
S201500275,2015,SU2016,part_time,9
S201500278,2015,SU2016,part_time,6
S201500281,2015,SU2016,part_time,9
S201500290,2015,SU2016,part_time,3
S201500292,2015,SU2016,part_time,3
S201500299,2015,SU2016,part_time,6
S201500301,2015,SU2016,part_time,3
S201500312,2015,SU2016,part_time,6
S201500321,2015,SU2016,part_time,6
S201500326,2015,SU2016,part_time,6
S201500331,2015,SU2016,part_time,3
S201500333,2015,SU2016,part_time,6
S201500336,2015,SU2016,part_time,3
S201500338,2015,SU2016,part_time,6
S201500343,2015,SU2016,part_time,9
S201500346,2015,SU2016,part_time,6
S201500351,2015,SU2016,part_time,9
S201500356,2015,SU2016,part_time,3
S201500358,2015,SU2016,part_time,6
S201500362,2015,SU2016,part_time,6
S201500368,2015,SU2016,part_time,6
S201500369,2015,SU2016,part_time,3
S201500371,2015,SU2016,part_time,3
S201500372,2015,SU2016,part_time,9
S201500373,2015,SU2016,part_time,6
S201500380,2015,SU2016,part_time,6
S201500381,2015,SU2016,part_time,3
S201500384,2015,SU2016,part_time,3
S201500386,2015,SU2016,part_time,6
S201500393,2015,SU2016,part_time,3
S201500396,2015,SU2016,part_time,9
S201500400,2015,SU2016,part_time,3
S201500403,2015,SU2016,part_time,6
S201500405,2015,SU2016,part_time,6
S201500407,2015,SU2016,part_time,6
S201500412,2015,SU2016,part_time,3
S201500418,2015,SU2016,part_time,3
S201500419,2015,SU2016,part_time,6
S201500426,2015,SU2016,part_time,3
S201500434,2015,SU2016,part_time,9
S201500436,2015,SU2016,part_time,3
S201500442,2015,SU2016,part_time,6
S201500448,2015,SU2016,part_time,3
S201500457,2015,SU2016,part_time,6
S201500462,2015,SU2016,part_time,9
S201500463,2015,SU2016,part_time,9
S201500466,2015,SU2016,part_time,6
S201500479,2015,SU2016,part_time,3
S201500488,2015,SU2016,part_time,3
S201500490,2015,SU2016,part_time,6
S201500505,2015,SU2016,part_time,6
S201500507,2015,SU2016,part_time,6
S201500509,2015,SU2016,part_time,6
S201500525,2015,SU2016,part_time,3
S201500527,2015,SU2016,part_time,3
S201500537,2015,SU2016,part_time,3
S201500553,2015,SU2016,part_time,3
S201500556,2015,SU2016,part_time,6
S201500565,2015,SU2016,part_time,6
S201500566,2015,SU2016,part_time,9
S201500569,2015,SU2016,part_time,6
S201500577,2015,SU2016,part_time,3
S201500578,2015,SU2016,part_time,3
S201500579,2015,SU2016,part_time,6
S201500580,2015,SU2016,part_time,6
S201500584,2015,SU2016,part_time,6
S201500589,2015,SU2016,part_time,3
S201500605,2015,SU2016,part_time,9
S201500606,2015,SU2016,part_time,3
S201500608,2015,SU2016,part_time,3
S201500619,2015,SU2016,part_time,3
S201500623,2015,SU2016,part_time,3
S201500624,2015,SU2016,part_time,3
S201500637,2015,SU2016,part_time,9
S201500648,2015,SU2016,part_time,3
S201500658,2015,SU2016,part_time,6
S201500660,2015,SU2016,part_time,6
S201500668,2015,SU2016,part_time,6
S201500677,2015,SU2016,part_time,3
S201500686,2015,SU2016,part_time,3
S201500687,2015,SU2016,part_time,3
S201500690,2015,SU2016,part_time,3
S201500711,2015,SU2016,part_time,6
S201500723,2015,SU2016,part_time,6
S201500727,2015,SU2016,part_time,6
S201500729,2015,SU2016,part_time,6
S201500732,2015,SU2016,part_time,9
S201500748,2015,SU2016,part_time,3
S201500767,2015,SU2016,part_time,9
S201500768,2015,SU2016,part_time,3
S201500770,2015,SU2016,part_time,3
S201500777,2015,SU2016,part_time,6
S201500781,2015,SU2016,part_time,6
S201500785,2015,SU2016,part_time,6
S201500787,2015,SU2016,part_time,3
S201500800,2015,SU2016,part_time,3
S201500802,2015,SU2016,part_time,3
S201500803,2015,SU2016,part_time,3
S201500805,2015,SU2016,part_time,3
S201500818,2015,SU2016,part_time,6
S201500824,2015,SU2016,part_time,3
S201500826,2015,SU2016,part_time,3
S201500829,2015,SU2016,part_time,3
S201500831,2015,SU2016,part_time,9
S201500832,2015,SU2016,part_time,6
S201500844,2015,SU2016,part_time,6
S201500845,2015,SU2016,part_time,6
S201500848,2015,SU2016,part_time,9
S201500851,2015,SU2016,part_time,6
S201500852,2015,SU2016,part_time,3
S201500860,2015,SU2016,part_time,3
S201500864,2015,SU2016,part_time,9
S201500867,2015,SU2016,part_time,3
S201500869,2015,SU2016,part_time,3
S201500870,2015,SU2016,part_time,6
S201500883,2015,SU2016,part_time,6
S201500884,2015,SU2016,part_time,3
S201500885,2015,SU2016,part_time,3
S201500891,2015,SU2016,part_time,9
S201500894,2015,SU2016,part_time,6
S201500899,2015,SU2016,part_time,3
S201500903,2015,SU2016,part_time,6
S201500904,2015,SU2016,part_time,6
S201500914,2015,SU2016,part_time,6
S201500925,2015,SU2016,part_time,6
S201500929,2015,SU2016,part_time,9
S201500935,2015,SU2016,part_time,9
S201500942,2015,SU2016,part_time,9
S201500943,2015,SU2016,part_time,3
S201500945,2015,SU2016,part_time,3
S201500948,2015,SU2016,part_time,3
S201500953,2015,SU2016,part_time,3
S201500958,2015,SU2016,part_time,6
S201500965,2015,SU2016,part_time,3
S201500968,2015,SU2016,part_time,3
S201500974,2015,SU2016,part_time,3
S201500976,2015,SU2016,part_time,9
S201500989,2015,SU2016,part_time,6
S201500993,2015,SU2016,part_time,6
S201500998,2015,SU2016,part_time,3
S201501010,2015,SU2016,part_time,3
S201501016,2015,SU2016,part_time,9
S201501017,2015,SU2016,part_time,6
S201501021,2015,SU2016,part_time,6
S201501025,2015,SU2016,part_time,3
S201501033,2015,SU2016,part_time,3
S201501034,2015,SU2016,part_time,6
S201501035,2015,SU2016,part_time,3
S201501041,2015,SU2016,part_time,3
S201501044,2015,SU2016,part_time,6
S201501046,2015,SU2016,part_time,3
S201501048,2015,SU2016,part_time,6
S201501058,2015,SU2016,part_time,3
S201501066,2015,SU2016,part_time,3
S201501070,2015,SU2016,part_time,3
S201501076,2015,SU2016,part_time,6
S201501081,2015,SU2016,part_time,6
S201501086,2015,SU2016,part_time,3
S201501092,2015,SU2016,part_time,3
S201501094,2015,SU2016,part_time,6
S201501095,2015,SU2016,part_time,3
S201501096,2015,SU2016,part_time,6
S201501097,2015,SU2016,part_time,3
S201501101,2015,SU2016,part_time,6
S201501109,2015,SU2016,part_time,3
S201501110,2015,SU2016,part_time,3
S201501118,2015,SU2016,part_time,6
S201501124,2015,SU2016,part_time,3
S201501125,2015,SU2016,part_time,6
S201501137,2015,SU2016,part_time,3
S201501138,2015,SU2016,part_time,6
S201501139,2015,SU2016,part_time,6
S201501147,2015,SU2016,part_time,3
S201501179,2015,SU2016,part_time,6
S201501180,2015,SU2016,part_time,3
S201501196,2015,SU2016,part_time,9
S201501202,2015,SU2016,part_time,9
S201501206,2015,SU2016,part_time,6
S201501207,2015,SU2016,part_time,6
S201501214,2015,SU2016,part_time,6
S201501216,2015,SU2016,part_time,3
S201501218,2015,SU2016,part_time,6
S201501228,2015,SU2016,part_time,3
S201501234,2015,SU2016,part_time,9
S201501236,2015,SU2016,part_time,3
S201501251,2015,SU2016,part_time,6
S201501259,2015,SU2016,part_time,3
S201501264,2015,SU2016,part_time,6
S201501270,2015,SU2016,part_time,3
S201501276,2015,SU2016,part_time,6
S201501283,2015,SU2016,part_time,6
S201501284,2015,SU2016,part_time,9
S201501287,2015,SU2016,part_time,6
S201501301,2015,SU2016,part_time,3
S201501305,2015,SU2016,part_time,6
S201501307,2015,SU2016,part_time,6
S201501316,2015,SU2016,part_time,3
S201501324,2015,SU2016,part_time,3
S201501332,2015,SU2016,part_time,3
S201501336,2015,SU2016,part_time,6
S201501339,2015,SU2016,part_time,6
S201501340,2015,SU2016,part_time,6
S201501341,2015,SU2016,part_time,9
S201501359,2015,SU2016,part_time,6
S201501381,2015,SU2016,part_time,3
S201501387,2015,SU2016,part_time,6
S201501395,2015,SU2016,part_time,3
S201501407,2015,SU2016,part_time,3
S201501415,2015,SU2016,part_time,3
S201501421,2015,SU2016,part_time,6
S201501426,2015,SU2016,part_time,6
S201501431,2015,SU2016,part_time,9
S201501437,2015,SU2016,part_time,6
S201501443,2015,SU2016,part_time,3
S201501445,2015,SU2016,part_time,6
S201501446,2015,SU2016,part_time,3
S201501454,2015,SU2016,part_time,6
S201501458,2015,SU2016,part_time,3
S201501468,2015,SU2016,part_time,3
S201501469,2015,SU2016,part_time,3
S201501482,2015,SU2016,part_time,9
S201501499,2015,SU2016,part_time,3
S201501500,2015,SU2016,part_time,6
S201501501,2015,SU2016,part_time,3
S201501505,2015,SU2016,part_time,6
S201501519,2015,SU2016,part_time,6
S201501522,2015,SU2016,part_time,6
S201501526,2015,SU2016,part_time,3
S201501536,2015,SU2016,part_time,6
S201501537,2015,SU2016,part_time,3
S201501541,2015,SU2016,part_time,9
S201501546,2015,SU2016,part_time,3
S201501547,2015,SU2016,part_time,3
S201501552,2015,SU2016,part_time,9
S201501559,2015,SU2016,part_time,6
S201501565,2015,SU2016,part_time,3
S201501566,2015,SU2016,part_time,6
S201501567,2015,SU2016,part_time,9
S201501579,2015,SU2016,part_time,3
S201501583,2015,SU2016,part_time,6
S201501589,2015,SU2016,part_time,3
S201501602,2015,SU2016,part_time,3
S201501603,2015,SU2016,part_time,6
S201501612,2015,SU2016,part_time,3
S201501620,2015,SU2016,part_time,3
S201501621,2015,SU2016,part_time,9
S201501625,2015,SU2016,part_time,9
S201501642,2015,SU2016,part_time,3
S201501644,2015,SU2016,part_time,6
S201501651,2015,SU2016,part_time,6
S201501655,2015,SU2016,part_time,6
S201501660,2015,SU2016,part_time,6
S201501663,2015,SU2016,part_time,6
S201501666,2015,SU2016,part_time,3
S201501667,2015,SU2016,part_time,3
S201501668,2015,SU2016,part_time,9
S201501670,2015,SU2016,part_time,3
S201501671,2015,SU2016,part_time,6
S201501672,2015,SU2016,part_time,6
S201501684,2015,SU2016,part_time,6
S201501694,2015,SU2016,part_time,3
S201501697,2015,SU2016,part_time,9
S201501700,2015,SU2016,part_time,6
S201501709,2015,SU2016,part_time,3
S201501713,2015,SU2016,part_time,3
S201501717,2015,SU2016,part_time,6
S201501741,2015,SU2016,part_time,6
S201501748,2015,SU2016,part_time,6
S201501763,2015,SU2016,part_time,6
S201501769,2015,SU2016,part_time,3
S201501772,2015,SU2016,part_time,3
S201501776,2015,SU2016,part_time,6
S201501782,2015,SU2016,part_time,6
S201501803,2015,SU2016,part_time,3
S201501805,2015,SU2016,part_time,3
S201501818,2015,SU2016,part_time,3
S201501827,2015,SU2016,part_time,9
S201501835,2015,SU2016,part_time,6
S201501843,2015,SU2016,part_time,9
S201501873,2015,SU2016,part_time,3
S201501874,2015,SU2016,part_time,3
S201501879,2015,SU2016,part_time,3
S201501889,2015,SU2016,part_time,3
S201501895,2015,SU2016,part_time,6
S201501896,2015,SU2016,part_time,3
S201501901,2015,SU2016,part_time,3
S201501919,2015,SU2016,part_time,9
S201501922,2015,SU2016,part_time,3
S201501923,2015,SU2016,part_time,6
S201501926,2015,SU2016,part_time,6
S201501927,2015,SU2016,part_time,6
S201501933,2015,SU2016,part_time,6
S201501941,2015,SU2016,part_time,9
S201501959,2015,SU2016,part_time,3
S201501961,2015,SU2016,part_time,6
S201501964,2015,SU2016,part_time,6
S201501965,2015,SU2016,part_time,3
S201501971,2015,SU2016,part_time,3
S201501972,2015,SU2016,part_time,6
S201501980,2015,SU2016,part_time,3
S201501982,2015,SU2016,part_time,6
S201502001,2015,SU2016,part_time,3
S201502003,2015,SU2016,part_time,6
S201502011,2015,SU2016,part_time,3
S201502013,2015,SU2016,part_time,3
S201502020,2015,SU2016,part_time,6
S201502030,2015,SU2016,part_time,3
S201502033,2015,SU2016,part_time,3
S201502034,2015,SU2016,part_time,6
S201502035,2015,SU2016,part_time,6
S201502037,2015,SU2016,part_time,9
S201502043,2015,SU2016,part_time,3
S201502046,2015,SU2016,part_time,3
S201502050,2015,SU2016,part_time,3
S201502073,2015,SU2016,part_time,9
S201502082,2015,SU2016,part_time,6
S201502085,2015,SU2016,part_time,6
