student_id,cohort,term,credits_attempted,credits_earned,term_gpa,cum_gpa
S201400945,2014,FA2015,15,18,3.72,3.82
S201400945,2014,SP2016,16,16,3.43,3.62
S201400946,2014,FA2015,15,15,2.72,2.76
S201400946,2014,SP2016,15,13,3.1,2.94
S201400947,2014,FA2015,13,16,2.69,2.4
S201400947,2014,SP2016,13,15,2.77,2.6
S201400948,2014,FA2015,15,16,3.75,3.54
S201400948,2014,SP2016,13,15,3.55,3.74
S201400949,2014,FA2015,12,16,3.59,3.74
S201400949,2014,SP2016,16,18,4,3.59
S201400951,2014,FA2015,18,13,3.39,3.16
S201400951,2014,SP2016,16,16,3.68,3.51
S201400956,2014,FA2015,16,15,3.82,3.96
S201400956,2014,SP2016,16,15,3.74,4
S201400957,2014,FA2015,16,15,3.48,3.59
S201400957,2014,SP2016,15,15,3.36,3.6
S201400958,2014,FA2015,16,15,3.41,3.41
S201400958,2014,SP2016,13,16,3.56,3.7
S201400959,2014,FA2015,16,16,3.82,3.76
S201400959,2014,SP2016,15,15,4,3.81
S201400960,2014,FA2015,15,12,3.18,3.45
S201400960,2014,SP2016,16,15,3.31,3.2
S201400961,2014,FA2015,18,15,3.65,3.8
S201400961,2014,SP2016,16,12,3.8,3.58
S201400965,2014,FA2015,15,13,2.55,3.3
S201400965,2014,SP2016,16,15,3.2,3.24
S201400966,2014,FA2015,15,16,3.12,3.34
S201400966,2014,SP2016,12,16,3.45,3.3
S201400967,2014,FA2015,15,12,4,4
S201400967,2014,SP2016,16,15,4,3.95
S201400969,2014,FA2015,15,16,4,3.57
S201400969,2014,SP2016,16,16,2.99,3.31
S201400973,2014,FA2015,18,18,3.18,3.51
S201400973,2014,SP2016,16,15,3.04,3.08
S201400974,2014,FA2015,15,13,3.69,3.03
S201400974,2014,SP2016,16,15,3.46,3.02
S201400975,2014,FA2015,15,12,3.48,3.22
S201400975,2014,SP2016,15,16,3.48,3.25
S201400977,2014,FA2015,15,16,3.66,3.47
S201400977,2014,SP2016,16,18,3.06,3.44
S201400979,2014,FA2015,16,13,4,3.51
S201400979,2014,SP2016,15,16,3.62,3.79
S201400980,2014,FA2015,15,16,3.62,3.38
S201400980,2014,SP2016,16,15,3.6,3.4
S201400981,2014,FA2015,15,15,3.42,3.42
S201400981,2014,SP2016,15,16,3.39,3.35
S201400983,2014,FA2015,15,16,3.63,3.33
S201400983,2014,SP2016,15,15,4,3.57
S201400984,2014,FA2015,18,15,4,3.75
S201400984,2014,SP2016,16,15,4,3.55
S201400985,2014,FA2015,16,16,3.21,3.52
S201400985,2014,SP2016,15,15,3.65,3.39
S201400986,2014,FA2015,12,16,3.42,3.48
S201400986,2014,SP2016,15,13,3.69,3.47
S201400987,2014,FA2015,16,16,3.27,3.25
S201400987,2014,SP2016,16,13,3.68,3.27
S201400988,2014,FA2015,16,15,3.17,2.93
S201400988,2014,SP2016,15,16,3.05,3.2
S201400990,2014,FA2015,13,15,3.95,3.71
S201400990,2014,SP2016,15,15,3.72,3.53
S201400991,2014,FA2015,15,15,3.38,3.46
S201400991,2014,SP2016,16,16,3.26,3.49
S201400992,2014,FA2015,15,16,3.68,3.35
S201400992,2014,SP2016,16,15,3.4,3.08
S201400995,2014,FA2015,15,16,3.34,2.86
S201400995,2014,SP2016,16,16,2.64,2.83
S201400997,2014,FA2015,12,15,3.91,4
S201400997,2014,SP2016,12,12,3.89,4
S201400998,2014,FA2015,16,13,3.11,2.91
S201400998,2014,SP2016,16,15,3.19,3.05
S201400999,2014,FA2015,15,12,4,4
S201400999,2014,SP2016,16,15,3.6,3.88
S201401000,2014,FA2015,16,15,3.44,3.5
S201401000,2014,SP2016,15,13,3.72,3.42
S201401001,2014,FA2015,15,13,2.35,2.58
S201401001,2014,SP2016,15,13,2.87,2.43
S201401002,2014,FA2015,15,16,4,3.95
S201401002,2014,SP2016,16,18,3.78,3.96
S201401003,2014,FA2015,16,15,3.59,3.7
S201401003,2014,SP2016,18,15,3.36,3.6
S201401004,2014,FA2015,13,16,3.05,3.1
S201401004,2014,SP2016,18,18,3.38,3.19
S201401006,2014,FA2015,16,18,3.19,2.95
S201401006,2014,SP2016,13,15,3.05,2.69
S201401008,2014,FA2015,16,13,2.93,3.22
S201401008,2014,SP2016,16,16,2.88,2.79
S201401010,2014,FA2015,13,15,3.7,3.8
S201401010,2014,SP2016,16,15,3.56,3.6
S201401014,2014,FA2015,15,15,3.46,3.38
S201401014,2014,SP2016,16,16,3.39,3.53
S201401017,2014,FA2015,15,15,3.28,3.4
S201401017,2014,SP2016,15,16,3.13,3.01
S201401018,2014,FA2015,16,15,4,4
S201401018,2014,SP2016,16,16,3.44,3.91
S201401020,2014,FA2015,15,16,2.58,3.09
S201401020,2014,SP2016,16,15,3.0,3.15
S201401022,2014,FA2015,12,13,2.86,2.93
S201401022,2014,SP2016,16,13,3.13,3.06
S201401023,2014,FA2015,15,16,3.74,3.61
S201401023,2014,SP2016,16,16,3.6,3.51
S201401024,2014,FA2015,16,15,3.61,3.08
S201401024,2014,SP2016,16,15,2.81,3.08
S201401026,2014,FA2015,16,16,3.72,4
S201401026,2014,SP2016,15,15,4,4
S201401027,2014,FA2015,15,16,3.87,3.77
S201401027,2014,SP2016,15,16,3.5,3.78
S201401028,2014,FA2015,15,13,3.04,3.39
S201401028,2014,SP2016,16,16,3.1,3.01
S201401029,2014,FA2015,16,16,3.82,3.8
S201401029,2014,SP2016,16,15,2.89,3.67
S201401030,2014,FA2015,15,16,3.74,3.94
S201401030,2014,SP2016,15,15,3.88,4
S201401031,2014,FA2015,18,18,3.07,2.9
S201401031,2014,SP2016,13,15,3.36,2.97
S201401035,2014,FA2015,16,12,2.91,3.16
S201401035,2014,SP2016,16,16,2.72,2.88
S201401036,2014,FA2015,18,15,2.91,3.03
S201401036,2014,SP2016,15,15,3.5,2.65
S201401038,2014,FA2015,15,16,3.0,2.93
S201401038,2014,SP2016,15,16,2.68,2.91
S201401039,2014,FA2015,15,18,3.61,3.59
S201401039,2014,SP2016,12,16,3.5,3.71
S201401042,2014,FA2015,15,16,3.61,3.56
S201401042,2014,SP2016,18,13,3.29,3.63
S201401043,2014,FA2015,18,16,3.52,3.73
S201401043,2014,SP2016,13,16,3.72,3.44
S201401044,2014,FA2015,16,15,3.27,3.11
S201401044,2014,SP2016,18,18,3.15,3.35
S201401045,2014,FA2015,15,16,3.85,3.54
S201401045,2014,SP2016,15,15,3.65,3.54
S201401048,2014,FA2015,15,13,3.87,3.75
S201401048,2014,SP2016,12,13,3.36,3.81
S201401049,2014,FA2015,16,16,2.68,2.78
S201401049,2014,SP2016,16,16,2.5,2.36
S201401050,2014,FA2015,16,16,3.44,3.38
S201401050,2014,SP2016,18,16,3.79,3.67
S201401052,2014,FA2015,13,16,3.42,3.17
S201401052,2014,SP2016,15,13,3.21,3.19
S201401053,2014,FA2015,18,15,3.33,3.66
S201401053,2014,SP2016,16,15,3.31,3.16
S201401054,2014,FA2015,16,13,3.01,2.95
S201401054,2014,SP2016,15,16,3.2,3.13
S201401055,2014,FA2015,16,18,3.07,2.95
S201401055,2014,SP2016,12,15,3.39,3.18
S201401056,2014,FA2015,18,16,3.91,4
S201401056,2014,SP2016,18,16,3.62,3.88
S201401058,2014,FA2015,16,15,2.7,2.86
S201401058,2014,SP2016,16,18,2.57,2.78
S201401059,2014,FA2015,16,12,2.91,2.58
S201401059,2014,SP2016,12,15,1.54,2.5
S201401062,2014,FA2015,18,16,3.11,2.71
S201401062,2014,SP2016,16,15,2.99,3.07
S201401064,2014,FA2015,16,15,2.44,2.68
S201401064,2014,SP2016,16,16,3.23,3.06
S201401065,2014,FA2015,12,16,2.83,2.94
S201401065,2014,SP2016,18,13,3.17,2.9
S201401071,2014,FA2015,15,15,3.99,3.48
S201401071,2014,SP2016,18,15,4,4
S201401072,2014,FA2015,15,16,4,3.99
S201401072,2014,SP2016,16,12,4,4
S201401073,2014,FA2015,16,15,3.06,3.07
S201401073,2014,SP2016,15,16,3.24,3.31
S201401074,2014,FA2015,15,16,3.62,3.55
S201401074,2014,SP2016,16,15,3.55,3.72
S201401075,2014,FA2015,18,16,3.34,3.05
S201401075,2014,SP2016,16,15,2.79,3.2
S201401077,2014,FA2015,15,15,3.94,3.69
S201401077,2014,SP2016,13,16,4,3.54
S201401082,2014,FA2015,16,18,2.95,3.1
S201401082,2014,SP2016,15,15,2.97,3.16
S201401086,2014,FA2015,13,15,2.67,3.04
S201401086,2014,SP2016,15,16,2.64,2.5
S201401089,2014,FA2015,13,15,4,4
S201401089,2014,SP2016,15,15,4,3.97
S201401093,2014,FA2015,18,13,2.93,2.92
S201401093,2014,SP2016,16,13,3.11,2.74
S201401094,2014,FA2015,16,12,3.73,3.68
S201401094,2014,SP2016,15,12,3.65,3.67
S201401095,2014,FA2015,15,13,3.48,2.69
S201401095,2014,SP2016,15,13,3.36,2.75
S201401098,2014,FA2015,16,15,3.65,3.13
S201401098,2014,SP2016,16,16,2.98,3.51
S201401100,2014,FA2015,15,16,3.89,3.78
S201401100,2014,SP2016,13,13,4,3.92
S201401102,2014,FA2015,18,18,3.37,3.28
S201401102,2014,SP2016,12,15,3.05,3.01
S201401104,2014,FA2015,16,13,3.47,3.45
S201401104,2014,SP2016,15,15,3.33,3.52
S201401108,2014,FA2015,15,15,3.68,3.47
S201401108,2014,SP2016,16,16,4,3.39
S201401109,2014,FA2015,15,16,3.24,3.18
S201401109,2014,SP2016,13,15,2.77,3.11
S201401110,2014,FA2015,15,15,3.52,3.56
S201401110,2014,SP2016,16,13,3.65,3.59
S201401115,2014,FA2015,15,15,3.07,3.24
S201401115,2014,SP2016,13,15,3.24,3.29
S201401116,2014,FA2015,15,16,3.31,3.38
S201401116,2014,SP2016,13,16,3.67,3.39
S201401117,2014,FA2015,16,15,4,3.18
S201401117,2014,SP2016,15,15,3.26,3.55
S201401118,2014,FA2015,15,16,2.89,2.85
S201401118,2014,SP2016,16,15,2.54,2.53
S201401119,2014,FA2015,15,15,3.3,3.45
S201401119,2014,SP2016,16,15,3.44,3.51
S201401120,2014,FA2015,13,15,3.52,3.68
S201401120,2014,SP2016,15,15,3.7,3.77
S201401121,2014,FA2015,15,16,3.1,3.81
S201401121,2014,SP2016,15,16,4,3.58
S201401122,2014,FA2015,15,18,3.36,3.63
S201401122,2014,SP2016,13,12,3.54,3.52
S201401123,2014,FA2015,16,13,3.75,3.74
S201401123,2014,SP2016,18,15,3.62,3.51
S201401125,2014,FA2015,13,18,3.99,3.96
S201401125,2014,SP2016,18,12,4,4
S201401127,2014,FA2015,18,13,4,4
S201401127,2014,SP2016,13,15,4,4
S201401128,2014,FA2015,16,15,3.77,3.59
S201401128,2014,SP2016,18,16,3.18,3.49
S201401130,2014,FA2015,16,15,3.54,3.74
S201401130,2014,SP2016,15,18,4,3.57
S201401132,2014,FA2015,16,13,3.58,3.73
S201401132,2014,SP2016,18,15,3.83,3.51
S201401133,2014,FA2015,16,13,3.67,3.41
S201401133,2014,SP2016,15,13,4,3.9
S201401134,2014,FA2015,15,16,3.37,3.07
S201401134,2014,SP2016,18,12,2.88,3.27
S201401135,2014,FA2015,15,18,3.51,3.2
S201401135,2014,SP2016,16,16,3.17,3.41
S201401136,2014,FA2015,16,12,3.05,3.14
S201401136,2014,SP2016,16,16,3.14,3.28
S201401138,2014,FA2015,16,15,3.52,3.31
S201401138,2014,SP2016,13,13,3.51,3.35
S201401139,2014,FA2015,16,15,3.23,2.73
S201401139,2014,SP2016,16,16,3.32,2.93
S201401140,2014,FA2015,16,13,3.8,3.82
S201401140,2014,SP2016,18,13,3.97,3.74
S201401141,2014,FA2015,15,16,3.67,3.42
S201401141,2014,SP2016,13,15,3.59,3.41
S201401142,2014,FA2015,15,16,3.11,3.22
S201401142,2014,SP2016,15,13,3.23,3.16
S201401143,2014,FA2015,18,12,3.47,3.32
S201401143,2014,SP2016,16,15,3.6,3.42
S201401145,2014,FA2015,15,15,4,3.68
S201401145,2014,SP2016,18,12,3.07,3.59
S201401147,2014,FA2015,15,16,2.94,3.54
S201401147,2014,SP2016,15,16,3.2,3.42
S201401148,2014,FA2015,15,16,3.41,2.95
S201401148,2014,SP2016,16,18,2.8,3.07
S201401150,2014,FA2015,15,13,4,3.97
S201401150,2014,SP2016,16,16,3.84,3.87
S201401151,2014,FA2015,15,15,2.97,3.24
S201401151,2014,SP2016,16,16,3.35,3.31
S201401152,2014,FA2015,15,12,3.65,3.72
S201401152,2014,SP2016,16,18,3.19,3.74
S201401153,2014,FA2015,16,12,4,3.89
S201401153,2014,SP2016,16,18,3.98,3.91
S201401154,2014,FA2015,18,18,3.88,3.82
S201401154,2014,SP2016,16,13,3.72,3.78
S201401155,2014,FA2015,16,16,3.23,2.92
S201401155,2014,SP2016,13,16,2.67,2.86
S201401156,2014,FA2015,13,12,4,4
S201401156,2014,SP2016,15,16,4,3.89
S201401157,2014,FA2015,15,16,3.64,3.37
S201401157,2014,SP2016,16,16,2.96,3.4
S201401159,2014,FA2015,13,16,4,3.67
S201401159,2014,SP2016,18,18,3.79,3.31
S201401162,2014,FA2015,15,15,3.42,3.77
S201401162,2014,SP2016,15,15,3.45,3.53
S201401165,2014,FA2015,16,16,3.43,3.57
S201401165,2014,SP2016,16,16,3.8,3.48
S201401169,2014,FA2015,16,16,3.72,3.68
S201401169,2014,SP2016,18,15,3.54,3.54
S201401170,2014,FA2015,13,18,3.03,3.57
S201401170,2014,SP2016,15,16,3.42,3.33
S201401173,2014,FA2015,18,15,4,3.82
S201401173,2014,SP2016,16,16,3.51,3.82
S201401174,2014,FA2015,16,15,4,3.71
S201401174,2014,SP2016,16,13,4,3.8
S201401176,2014,FA2015,13,13,3.73,3.65
S201401176,2014,SP2016,16,18,3.97,3.46
S201401177,2014,FA2015,16,16,3.82,3.42
S201401177,2014,SP2016,18,16,3.76,3.5
S201401178,2014,FA2015,16,15,3.23,3.33
S201401178,2014,SP2016,16,16,2.89,3.07
S201401179,2014,FA2015,15,16,2.97,3.33
S201401179,2014,SP2016,15,15,3.26,2.96
S201401181,2014,FA2015,16,12,3.33,3.33
S201401181,2014,SP2016,16,15,3.53,3.01
S201401183,2014,FA2015,15,13,4,4
S201401183,2014,SP2016,16,16,3.91,4
S201401184,2014,FA2015,12,16,3.29,2.89
S201401184,2014,SP2016,15,13,2.95,3.02
S201401186,2014,FA2015,18,16,2.45,2.66
S201401186,2014,SP2016,15,16,2.92,2.95
S201401187,2014,FA2015,16,16,3.56,3.46
S201401187,2014,SP2016,16,16,4,3.6
S201401190,2014,FA2015,18,15,3.8,3.94
S201401190,2014,SP2016,18,16,3.98,3.8
S201401191,2014,FA2015,16,13,3.39,3.46
S201401191,2014,SP2016,15,15,3.55,3.56
S201401193,2014,FA2015,16,16,2.96,3.5
S201401193,2014,SP2016,15,16,3.21,3.61
S201401194,2014,FA2015,18,15,3.32,3.31
S201401194,2014,SP2016,16,15,2.87,3.49
S201401202,2014,FA2015,15,15,4,3.82
S201401202,2014,SP2016,16,12,3.38,3.9
S201401203,2014,FA2015,16,16,3.65,3.42
S201401203,2014,SP2016,13,16,3.89,3.47
S201401204,2014,FA2015,15,15,3.99,4
S201401204,2014,SP2016,13,18,3.91,4
S201401206,2014,FA2015,16,13,3.4,3.7
S201401206,2014,SP2016,18,16,3.35,3.75
S201401209,2014,FA2015,16,16,3.06,2.91
S201401209,2014,SP2016,15,13,2.86,3.01
S201401210,2014,FA2015,16,16,3.57,3.28
S201401210,2014,SP2016,16,15,3.03,3.55
S201401214,2014,FA2015,12,13,3.47,3.18
S201401214,2014,SP2016,15,15,3.73,3.83
S201401216,2014,FA2015,15,15,3.39,3.4
S201401216,2014,SP2016,13,16,2.98,3.36
S201401217,2014,FA2015,15,13,4,4
S201401217,2014,SP2016,15,15,3.43,3.76
S201401220,2014,FA2015,16,13,3.85,3.93
S201401220,2014,SP2016,16,16,4,3.91
S201401221,2014,FA2015,18,18,3.11,3.14
S201401221,2014,SP2016,16,16,3.36,3.46
S201401223,2014,FA2015,18,16,3.15,2.46
S201401223,2014,SP2016,16,16,2.39,2.65
S201401226,2014,FA2015,16,15,3.89,4
S201401226,2014,SP2016,18,15,4,4
S201401227,2014,FA2015,15,18,3.33,3.26
S201401227,2014,SP2016,15,13,3.13,3.32
S201401228,2014,FA2015,16,18,3.63,3.72
S201401228,2014,SP2016,15,16,3.42,3.7
S201401229,2014,FA2015,15,15,3.09,3.09
S201401229,2014,SP2016,16,16,3.49,3.03
S201401230,2014,FA2015,18,12,3.95,3.75
S201401230,2014,SP2016,16,13,4,3.73
S201401232,2014,FA2015,15,15,3.82,3.72
S201401232,2014,SP2016,16,16,3.52,3.94
S201401233,2014,FA2015,15,15,3.75,3.39
S201401233,2014,SP2016,15,15,3.72,3.59
S201401234,2014,FA2015,18,16,3.16,3.11
S201401234,2014,SP2016,16,18,3.13,3.25
S201401235,2014,FA2015,15,15,4,3.65
S201401235,2014,SP2016,16,15,3.58,3.79
S201401236,2014,FA2015,15,13,3.39,3.16
S201401236,2014,SP2016,13,15,3.36,3.15
S201401237,2014,FA2015,16,16,3.85,3.73
S201401237,2014,SP2016,15,16,3.67,3.72
S201401239,2014,FA2015,13,15,2.63,2.84
S201401239,2014,SP2016,12,16,2.89,2.9
S201401240,2014,FA2015,12,15,3.45,3.27
S201401240,2014,SP2016,16,15,3.95,3.11
S201401241,2014,FA2015,13,18,3.51,3.1
S201401241,2014,SP2016,16,12,3.33,3.26
S201401242,2014,FA2015,16,16,3.81,3.68
S201401242,2014,SP2016,16,15,4,3.74
S201401248,2014,FA2015,13,15,3.11,3.75
S201401248,2014,SP2016,12,13,4,3.71
S201401249,2014,FA2015,16,16,3.01,3.03
S201401249,2014,SP2016,12,16,3.17,3.09
S201401250,2014,FA2015,13,12,2.82,3.57
S201401250,2014,SP2016,13,13,3.31,3.51
S201401252,2014,FA2015,15,16,3.22,2.94
S201401252,2014,SP2016,16,15,3.1,2.76
S201401253,2014,FA2015,16,15,3.21,3.28
S201401253,2014,SP2016,15,12,2.86,3.23
S201401256,2014,FA2015,13,13,3.2,3.33
S201401256,2014,SP2016,16,13,3.4,3.37
S201401258,2014,FA2015,16,15,3.61,3.43
S201401258,2014,SP2016,15,18,3.15,3.25
S201401259,2014,FA2015,13,15,2.98,3.54
S201401259,2014,SP2016,16,15,3.66,3.17
S201401260,2014,FA2015,18,15,3.25,3.42
S201401260,2014,SP2016,16,16,3.54,3.26
S201401261,2014,FA2015,16,13,3.7,3.75
S201401261,2014,SP2016,16,13,3.29,3.56
S201401262,2014,FA2015,13,15,4,3.95
S201401262,2014,SP2016,15,15,4,4
S201401263,2014,FA2015,13,12,4,3.87
S201401263,2014,SP2016,15,16,3.87,3.92
S201401266,2014,FA2015,15,15,3.04,3.15
S201401266,2014,SP2016,15,15,3.19,3.09
S201401268,2014,FA2015,15,16,3.05,2.66
S201401268,2014,SP2016,15,15,2.64,2.67
S201401269,2014,FA2015,18,15,3.45,3.52
S201401269,2014,SP2016,15,16,3.83,3.56
S201401270,2014,FA2015,16,16,3.64,3.7
S201401270,2014,SP2016,15,15,3.92,3.65
S201401271,2014,FA2015,16,12,3.68,4
S201401271,2014,SP2016,15,16,4,3.99
S201401272,2014,FA2015,15,13,3.53,3.67
S201401272,2014,SP2016,13,16,4,4
S201401273,2014,FA2015,18,15,2.3,2.25
S201401273,2014,SP2016,15,18,2.58,2.26
S201401274,2014,FA2015,16,16,3.33,3.48
S201401274,2014,SP2016,18,15,3.45,3.4
S201401276,2014,FA2015,15,16,2.66,2.69
S201401276,2014,SP2016,15,16,2.78,2.83
S201401279,2014,FA2015,16,15,3.81,3.8
S201401279,2014,SP2016,16,12,3.9,3.46
S201401281,2014,FA2015,16,15,3.62,3.68
S201401281,2014,SP2016,16,15,3.67,3.45
S201401282,2014,FA2015,16,16,3.44,3.64
S201401282,2014,SP2016,13,15,3.99,3.76
S201401284,2014,FA2015,13,13,2.8,3.15
S201401284,2014,SP2016,16,15,3.25,2.97
S201401289,2014,FA2015,12,12,2.79,3.0
S201401289,2014,SP2016,15,16,2.72,2.78
S201401290,2014,FA2015,16,12,3.96,3.71
S201401290,2014,SP2016,15,15,4,3.81
S201401292,2014,FA2015,16,13,3.85,3.85
S201401292,2014,SP2016,16,13,3.97,3.84
S201401293,2014,FA2015,15,16,3.68,3.21
S201401293,2014,SP2016,18,15,2.8,3.19
S201401294,2014,FA2015,15,16,3.6,3.73
S201401294,2014,SP2016,16,16,3.71,3.42
S201401295,2014,FA2015,12,16,3.82,3.96
S201401295,2014,SP2016,16,15,4,3.73
S201401296,2014,FA2015,15,16,3.61,3.44
S201401296,2014,SP2016,16,16,3.49,3.24
S201401297,2014,FA2015,16,16,2.8,2.97
S201401297,2014,SP2016,13,15,2.97,3.21
S201401298,2014,FA2015,12,16,3.84,3.65
S201401298,2014,SP2016,16,12,3.85,3.57
S201401300,2014,FA2015,16,15,2.67,2.69
S201401300,2014,SP2016,15,18,2.67,2.85
S201401301,2014,FA2015,15,15,3.92,3.75
S201401301,2014,SP2016,16,15,3.11,3.54
S201401302,2014,FA2015,16,16,3.19,3.41
S201401302,2014,SP2016,13,16,3.44,3.2
S201401304,2014,FA2015,15,15,3.56,3.5
S201401304,2014,SP2016,18,16,3.3,3.15
S201401306,2014,FA2015,18,15,3.93,3.81
S201401306,2014,SP2016,13,13,3.5,3.62
S201401308,2014,FA2015,18,15,3.54,3.54
S201401308,2014,SP2016,16,16,3.99,3.36
S201401309,2014,FA2015,16,12,3.11,3.04
S201401309,2014,SP2016,18,15,2.18,2.44
S201401311,2014,FA2015,15,13,3.06,3.34
S201401311,2014,SP2016,15,15,3.43,2.84
S201401316,2014,FA2015,16,16,3.4,2.98
S201401316,2014,SP2016,16,18,3.35,3.08
S201401317,2014,FA2015,12,15,3.11,3.21
S201401317,2014,SP2016,15,12,3.33,3.33
S201401318,2014,FA2015,13,13,3.49,3.46
S201401318,2014,SP2016,15,15,3.77,3.38
S201401320,2014,FA2015,16,16,3.44,3.56
S201401320,2014,SP2016,15,12,3.44,3.44
S201401321,2014,FA2015,15,13,3.01,2.93
S201401321,2014,SP2016,12,13,3.05,3.08
S201401322,2014,FA2015,16,16,3.66,3.38
S201401322,2014,SP2016,16,13,3.32,3.39
S201401323,2014,FA2015,13,16,3.97,4
S201401323,2014,SP2016,18,15,3.89,3.88
S201401324,2014,FA2015,15,13,3.4,3.35
S201401324,2014,SP2016,16,16,3.48,3.48
S201401327,2014,FA2015,16,16,3.41,3.47
S201401327,2014,SP2016,16,16,3.63,3.25
S201401328,2014,FA2015,15,15,4,4
S201401328,2014,SP2016,15,18,4,4
S201401329,2014,FA2015,16,15,3.31,3.35
S201401329,2014,SP2016,16,16,3.48,3.33
S201401333,2014,FA2015,15,18,3.82,3.29
S201401333,2014,SP2016,16,16,3.5,3.46
S201401334,2014,FA2015,13,16,2.74,2.3
S201401334,2014,SP2016,16,15,2.76,2.35
S201401336,2014,FA2015,15,16,3.55,3.75
S201401336,2014,SP2016,15,16,3.52,3.46
S201401341,2014,FA2015,18,16,3.53,3.59
S201401341,2014,SP2016,16,15,3.35,3.52
S201401343,2014,FA2015,18,16,2.96,3.15
S201401343,2014,SP2016,18,13,3.25,2.92
S201401344,2014,FA2015,18,16,3.08,3.29
S201401344,2014,SP2016,16,15,3.46,3.2
S201401345,2014,FA2015,12,16,3.53,3.09
S201401345,2014,SP2016,16,15,3.33,3.16
S201401346,2014,FA2015,16,16,2.74,2.81
S201401346,2014,SP2016,16,13,3.41,2.72
S201401347,2014,FA2015,16,15,3.71,3.32
S201401347,2014,SP2016,16,15,3.15,3.5
S201401349,2014,FA2015,16,13,3.5,3.38
S201401349,2014,SP2016,16,15,3.88,3.33
S201401350,2014,FA2015,18,16,3.73,3.35
S201401350,2014,SP2016,12,15,2.88,3.32
S201401353,2014,FA2015,16,15,3.51,3.63
S201401353,2014,SP2016,16,13,3.27,3.46
S201401354,2014,FA2015,16,16,3.24,3.45
S201401354,2014,SP2016,18,16,3.02,3.44
S201401356,2014,FA2015,16,15,2.48,2.79
S201401356,2014,SP2016,18,15,2.9,2.61
S201401358,2014,FA2015,15,15,4,3.94
S201401358,2014,SP2016,13,15,4,3.83
S201401359,2014,FA2015,16,15,3.82,3.91
S201401359,2014,SP2016,18,18,4,3.97
S201401361,2014,FA2015,12,16,3.35,3.13
S201401361,2014,SP2016,16,15,3.39,3.23
S201401362,2014,FA2015,12,16,2.99,3.26
S201401362,2014,SP2016,15,15,3.98,3.4
S201401363,2014,FA2015,13,16,3.47,3.12
S201401363,2014,SP2016,15,15,3.07,3.18
S201401366,2014,FA2015,13,15,3.63,3.16
S201401366,2014,SP2016,18,13,3.14,3.4
S201401367,2014,FA2015,15,15,3.15,3.23
S201401367,2014,SP2016,18,16,3.15,2.88
S201401369,2014,FA2015,16,16,3.22,3.12
S201401369,2014,SP2016,16,16,3.36,3.29
S201401370,2014,FA2015,16,16,3.39,3.21
S201401370,2014,SP2016,16,15,3.47,3.65
S201401371,2014,FA2015,16,18,3.75,3.52
S201401371,2014,SP2016,12,15,4,3.7
S201401372,2014,FA2015,13,15,4,3.82
S201401372,2014,SP2016,13,15,3.71,4
S201401374,2014,FA2015,16,16,3.52,3.75
S201401374,2014,SP2016,15,16,4,3.88
S201401376,2014,FA2015,15,15,3.31,3.42
S201401376,2014,SP2016,12,16,4.0,3.6
S201401378,2014,FA2015,12,15,3.35,3.43
S201401378,2014,SP2016,13,18,3.15,3.4
S201401380,2014,FA2015,18,15,4,3.87
S201401380,2014,SP2016,15,13,4,3.85
S201401381,2014,FA2015,18,12,3.09,3.29
S201401381,2014,SP2016,16,15,3.23,3.51
S201401382,2014,FA2015,16,13,2.27,2.6
S201401382,2014,SP2016,15,16,1.89,2.39
S201401383,2014,FA2015,15,13,3.81,3.31
S201401383,2014,SP2016,16,18,3.57,3.26
S201401384,2014,FA2015,18,16,3.93,3.44
S201401384,2014,SP2016,18,13,4,3.66
S201401386,2014,FA2015,16,16,3.75,3.4
S201401386,2014,SP2016,15,15,3.68,3.71
S201401387,2014,FA2015,16,13,3.04,3.36
S201401387,2014,SP2016,16,15,3.39,3.48
S201401389,2014,FA2015,15,18,3.39,3.39
S201401389,2014,SP2016,16,15,3.85,3.35
S201401390,2014,FA2015,16,16,3.64,3.74
S201401390,2014,SP2016,15,15,4,4
S201401391,2014,FA2015,13,18,3.21,2.97
S201401391,2014,SP2016,18,16,3.48,3.05
S201401392,2014,FA2015,15,16,3.5,3.18
S201401392,2014,SP2016,13,15,3.55,3.2
S201401393,2014,FA2015,18,16,3.95,3.29
S201401393,2014,SP2016,18,16,3.3,3.08
S201401394,2014,FA2015,15,13,4,4.0
S201401394,2014,SP2016,16,16,4,3.91
S201401398,2014,FA2015,15,16,3.09,2.97
S201401398,2014,SP2016,16,16,3.16,2.96
S201401399,2014,FA2015,15,16,3.09,3.07
S201401399,2014,SP2016,18,15,3.05,2.58
S201401400,2014,FA2015,15,18,3.19,2.68
S201401400,2014,SP2016,15,15,2.82,2.75
S201401401,2014,FA2015,18,15,2.99,3.03
S201401401,2014,SP2016,16,15,3.12,3.38
S201401402,2014,FA2015,15,16,2.59,2.96
S201401402,2014,SP2016,18,13,2.77,2.93
S201401405,2014,FA2015,16,16,3.75,3.54
S201401405,2014,SP2016,16,15,4,3.93
S201401407,2014,FA2015,16,16,3.57,3.48
S201401407,2014,SP2016,16,15,3.26,3.57
S201401408,2014,FA2015,15,15,3.84,4
S201401408,2014,SP2016,16,15,3.96,3.84
S201401410,2014,FA2015,15,16,4,4
S201401410,2014,SP2016,15,15,3.76,4
S201401412,2014,FA2015,18,15,3.83,4
S201401412,2014,SP2016,13,15,4,4
S201401413,2014,FA2015,16,15,3.43,2.97
