student_id,cohort,parental_education_max,household_income_bracket,primary_language_home,first_in_family_college,internet_at_home,expected_major_change
S201401708,2014,some_college,prefer_not,English,0,1,1
S201401709,2014,BA,100-150k,English,0,1,1
S201401710,2014,BA,30-50k,English,0,1,1
S201401711,2014,BA,15-30k,English,0,1,0
S201401712,2014,HS,75-100k,English,0,1,1
S201401713,2014,HS,75-100k,English,0,1,0
S201401714,2014,HS,75-100k,English,0,1,0
S201401715,2014,less_than_HS,75-100k,Chinese,1,1,0
S201401716,2014,HS,30-50k,English,0,1,0
S201401717,2014,HS,100-150k,English,0,1,0
S201401718,2014,MA,<15k,English,0,1,1
S201401719,2014,BA,15-30k,English,0,1,0
S201401720,2014,MA,>150k,English,0,1,0
S201401721,2014,some_college,50-75k,English,0,1,0
S201401722,2014,some_college,30-50k,English,1,1,0
S201401723,2014,MA,15-30k,English,0,1,1
S201401724,2014,BA,15-30k,English,0,1,0
S201401725,2014,less_than_HS,<15k,Spanish,0,1,1
S201401726,2014,MA,30-50k,English,0,1,1
S201401727,2014,BA,15-30k,English,0,1,1
S201401728,2014,BA,15-30k,Spanish,0,1,1
S201401729,2014,some_college,75-100k,Spanish,1,1,0
S201401730,2014,some_college,30-50k,English,1,1,0
S201401731,2014,some_college,50-75k,English,1,1,1
S201401732,2014,BA,15-30k,Spanish,0,1,0
S201401733,2014,HS,50-75k,English,1,1,1
S201401734,2014,some_college,<15k,English,1,1,1
S201401735,2014,HS,30-50k,English,0,1,0
S201401736,2014,some_college,30-50k,English,0,1,0
S201401737,2014,HS,30-50k,Spanish,1,1,0
S201401738,2014,HS,30-50k,English,1,1,0
S201401739,2014,HS,50-75k,English,0,1,1
S201401740,2014,some_college,50-75k,Chinese,1,1,1
S201401741,2014,some_college,75-100k,Spanish,1,1,0
S201401742,2014,some_college,100-150k,English,1,0,0
S201401743,2014,MA,50-75k,English,0,1,0
S201401744,2014,some_college,30-50k,Spanish,1,1,0
S201401745,2014,some_college,15-30k,English,1,1,0
S201401746,2014,HS,>150k,English,1,1,0
S201401747,2014,HS,15-30k,English,1,1,1
S201401748,2014,HS,>150k,English,1,1,0
S201401749,2014,MA,50-75k,English,0,1,0
S201401750,2014,some_college,50-75k,English,0,1,1
S201401751,2014,some_college,50-75k,English,0,1,0
S201401752,2014,BA,50-75k,English,0,1,1
S201401753,2014,HS,100-150k,English,1,1,1
S201401754,2014,BA,100-150k,English,0,1,0
S201401755,2014,some_college,30-50k,English,0,1,1
S201401756,2014,HS,<15k,English,1,1,0
S201401757,2014,some_college,100-150k,Spanish,0,1,0
S201401758,2014,HS,50-75k,English,0,1,1
S201401759,2014,HS,50-75k,English,0,1,0
S201401760,2014,BA,15-30k,English,0,1,0
S201401761,2014,HS,<15k,English,1,1,1
S201401762,2014,HS,50-75k,English,0,1,0
S201401763,2014,some_college,75-100k,English,0,1,0
S201401764,2014,some_college,prefer_not,Spanish,0,1,0
S201401765,2014,some_college,prefer_not,English,0,1,0
S201401766,2014,HS,>150k,English,0,1,1
S201401767,2014,some_college,30-50k,English,1,1,0
S201401768,2014,less_than_HS,50-75k,English,1,1,0
S201401769,2014,some_college,30-50k,English,0,1,0
S201401770,2014,some_college,30-50k,English,0,1,1
S201401771,2014,some_college,100-150k,English,1,1,1
S201401772,2014,HS,50-75k,Other,0,1,0
S201401773,2014,BA,50-75k,English,0,1,0
S201401774,2014,BA,30-50k,English,0,1,1
S201401775,2014,BA,50-75k,English,0,1,0
S201401776,2014,BA,50-75k,English,0,1,0
S201401777,2014,BA,<15k,English,0,1,1
S201401778,2014,BA,50-75k,English,0,1,0
S201401779,2014,MA,100-150k,English,0,1,0
S201401780,2014,some_college,>150k,English,0,1,0
S201401781,2014,HS,prefer_not,Spanish,1,1,1
S201401782,2014,some_college,50-75k,English,1,1,1
S201401783,2014,some_college,30-50k,English,0,1,0
S201401784,2014,HS,30-50k,English,0,1,0
S201401785,2014,some_college,75-100k,English,0,1,1
S201401786,2014,HS,30-50k,English,0,0,1
S201401787,2014,MA,100-150k,English,0,1,0
S201401788,2014,some_college,100-150k,English,1,1,0
S201401789,2014,HS,30-50k,English,0,1,0
S201401790,2014,BA,30-50k,English,0,1,0
S201401791,2014,HS,50-75k,Spanish,0,1,1
S201401792,2014,some_college,>150k,English,0,1,0
S201401793,2014,less_than_HS,30-50k,English,1,1,0
S201401794,2014,less_than_HS,50-75k,English,1,1,0
S201401795,2014,some_college,<15k,Spanish,0,1,0
S201401796,2014,some_college,100-150k,Other,0,1,1
S201401797,2014,BA,15-30k,English,0,1,0
S201401798,2014,MA,75-100k,English,0,1,1
S201401799,2014,HS,100-150k,English,1,1,0
S201401800,2014,BA,30-50k,English,0,1,0
S201401801,2014,HS,50-75k,Spanish,1,1,0
S201401802,2014,HS,100-150k,Spanish,1,1,0
S201401803,2014,HS,50-75k,Spanish,0,1,0
S201401804,2014,BA,15-30k,English,0,1,1
S201401805,2014,BA,30-50k,English,0,1,1
S201401806,2014,HS,prefer_not,English,0,1,1
S201401807,2014,HS,30-50k,English,0,1,0
S201401808,2014,BA,15-30k,English,0,1,1
S201401809,2014,HS,30-50k,English,1,1,0
S201401810,2014,some_college,30-50k,Spanish,0,1,0
S201401811,2014,HS,50-75k,English,1,1,0
S201401812,2014,HS,30-50k,English,0,1,0
S201401813,2014,HS,15-30k,English,1,1,0
S201401814,2014,some_college,100-150k,English,1,1,0
S201401815,2014,some_college,15-30k,Other,1,1,1
S201401816,2014,HS,50-75k,English,1,1,0
S201401817,2014,MA,30-50k,English,0,1,1
S201401818,2014,some_college,100-150k,English,0,1,0
S201401819,2014,HS,30-50k,English,1,1,1
S201401820,2014,some_college,100-150k,Spanish,1,0,1
S201401821,2014,MA,75-100k,English,0,1,0
S201401822,2014,less_than_HS,75-100k,English,0,1,0
S201401823,2014,some_college,>150k,English,0,1,1
S201401824,2014,HS,<15k,English,0,1,1
S201401825,2014,HS,100-150k,Spanish,0,1,0
S201401826,2014,less_than_HS,50-75k,English,0,1,0
S201401827,2014,HS,50-75k,English,1,1,0
S201401828,2014,some_college,50-75k,English,0,1,0
S201401829,2014,some_college,50-75k,English,0,1,1
S201401830,2014,some_college,15-30k,English,1,1,1
S201401831,2014,some_college,30-50k,English,0,1,0
S201401832,2014,HS,50-75k,English,0,1,0
S201401833,2014,HS,100-150k,Spanish,0,1,1
S201401834,2014,less_than_HS,15-30k,Chinese,0,1,0
S201401835,2014,BA,<15k,English,0,1,1
S201401836,2014,HS,100-150k,English,1,1,1
S201401837,2014,MA,100-150k,English,0,1,0
S201401838,2014,some_college,50-75k,English,1,1,0
S201401839,2014,HS,30-50k,English,1,1,0
S201401840,2014,MA,75-100k,English,0,1,0
S201401841,2014,some_college,100-150k,Spanish,1,1,1
S201401842,2014,some_college,<15k,English,0,1,0
S201401843,2014,BA,50-75k,English,0,1,1
S201401844,2014,HS,75-100k,English,0,1,0
S201401845,2014,HS,<15k,English,0,0,1
S201401846,2014,MA,75-100k,English,0,1,0
S201401847,2014,BA,>150k,English,0,1,0
S201401848,2014,BA,>150k,English,0,1,0
S201401849,2014,BA,15-30k,English,0,1,1
S201401850,2014,some_college,50-75k,English,0,1,0
S201401851,2014,HS,75-100k,English,0,1,1
S201401852,2014,MA,100-150k,English,0,1,1
S201401853,2014,less_than_HS,30-50k,English,1,1,1
S201401854,2014,MA,50-75k,English,0,1,1
S201401855,2014,HS,15-30k,Spanish,1,1,0
S201401856,2014,less_than_HS,30-50k,English,1,1,1
S201401857,2014,HS,15-30k,English,0,0,0
S201401858,2014,BA,100-150k,English,0,0,1
S201401859,2014,some_college,50-75k,English,0,1,1
S201401860,2014,some_college,>150k,English,1,1,0
S201401861,2014,HS,50-75k,English,0,1,0
S201401862,2014,some_college,15-30k,Chinese,0,1,1
S201401863,2014,HS,100-150k,English,1,1,0
S201401864,2014,some_college,30-50k,English,0,1,0
S201401865,2014,MA,75-100k,English,0,1,0
S201401866,2014,BA,>150k,English,0,1,0
S201401867,2014,BA,75-100k,English,0,1,0
S201401868,2014,BA,100-150k,English,0,1,1
S201401869,2014,HS,30-50k,Spanish,0,0,1
S201401870,2014,some_college,>150k,English,0,1,0
S201401871,2014,BA,75-100k,English,0,1,0
S201401872,2014,BA,50-75k,Spanish,0,1,0
S201401873,2014,HS,50-75k,English,1,1,0
S201401874,2014,some_college,<15k,English,0,1,1
S201401875,2014,HS,75-100k,English,0,1,1
S201401876,2014,HS,50-75k,English,1,1,0
S201401877,2014,some_college,30-50k,English,0,1,0
S201401878,2014,some_college,>150k,English,0,1,0
S201401879,2014,some_college,50-75k,English,0,1,0
S201401880,2014,HS,50-75k,English,1,1,0
S201401881,2014,some_college,15-30k,English,0,1,0
S201401882,2014,HS,75-100k,Spanish,1,1,0
S201401883,2014,some_college,30-50k,English,1,1,0
S201401884,2014,HS,75-100k,English,1,1,0
S201401885,2014,some_college,30-50k,English,0,1,0
S201401886,2014,some_college,30-50k,English,1,1,1
S201401887,2014,some_college,30-50k,English,0,1,1
S201401888,2014,HS,75-100k,English,0,1,0
S201401889,2014,HS,30-50k,Spanish,1,1,0
S201401890,2014,MA,<15k,English,0,1,0
S201401891,2014,some_college,30-50k,Chinese,1,1,0
S201401892,2014,BA,15-30k,Spanish,0,1,1
S201401893,2014,MA,30-50k,English,0,1,1
S201401894,2014,BA,>150k,English,0,1,0
S201401895,2014,BA,<15k,English,0,1,0
S201401896,2014,HS,50-75k,English,1,1,0
S201401897,2014,BA,<15k,Spanish,0,1,0
S201401898,2014,BA,>150k,Spanish,0,1,0
S201401899,2014,HS,30-50k,English,0,1,0
S201401900,2014,BA,15-30k,Spanish,0,1,0
S201401901,2014,HS,<15k,English,1,1,1
S201401902,2014,some_college,15-30k,English,1,1,1
S201401903,2014,some_college,15-30k,English,0,1,0
S201401904,2014,HS,15-30k,English,1,1,0
S201401905,2014,HS,15-30k,English,1,1,0
S201401906,2014,MA,100-150k,English,0,1,1
S201401907,2014,some_college,50-75k,English,0,1,1
S201401908,2014,BA,30-50k,English,0,1,0
S201401909,2014,some_college,<15k,English,0,1,1
S201401910,2014,BA,50-75k,English,0,1,0
S201401911,2014,HS,15-30k,English,0,1,0
S201401912,2014,HS,100-150k,Chinese,0,0,0
S201401913,2014,BA,<15k,English,0,1,0
S201401914,2014,HS,15-30k,English,1,1,0
S201401915,2014,HS,75-100k,English,1,0,0
S201401916,2014,HS,<15k,English,1,1,0
S201401917,2014,HS,>150k,English,1,1,0
S201401918,2014,HS,75-100k,English,1,1,0
S201401919,2014,HS,30-50k,English,1,1,0
S201401920,2014,less_than_HS,30-50k,English,0,1,0
S201401921,2014,MA,100-150k,Spanish,0,1,0
S201401922,2014,BA,50-75k,English,0,1,0
S201401923,2014,HS,100-150k,English,1,1,0
S201401924,2014,some_college,30-50k,English,1,1,1
S201401925,2014,some_college,50-75k,Other,1,1,0
S201401926,2014,HS,<15k,English,0,1,1
S201401927,2014,BA,100-150k,Chinese,0,1,0
S201401928,2014,some_college,75-100k,Spanish,0,0,1
S201401929,2014,some_college,75-100k,Spanish,0,1,0
S201401930,2014,BA,<15k,Other,0,1,0
S201401931,2014,HS,50-75k,English,0,1,1
S201401932,2014,HS,75-100k,English,1,1,1
S201401933,2014,HS,30-50k,English,1,1,0
S201401934,2014,some_college,30-50k,English,0,1,0
S201401935,2014,some_college,>150k,English,1,1,0
S201401936,2014,some_college,75-100k,English,0,1,1
S201401937,2014,some_college,75-100k,English,0,1,1
S201401938,2014,HS,<15k,English,1,1,0
S201401939,2014,some_college,100-150k,English,0,1,0
S201401940,2014,HS,50-75k,English,1,1,0
S201401941,2014,less_than_HS,15-30k,English,0,1,0
S201401942,2014,some_college,50-75k,Spanish,1,1,1
S201401943,2014,HS,50-75k,English,1,1,1
S201401944,2014,some_college,15-30k,Spanish,0,1,0
S201401945,2014,some_college,30-50k,English,0,1,0
S201401946,2014,HS,30-50k,English,1,1,0
S201401947,2014,BA,50-75k,English,0,1,0
S201401948,2014,HS,30-50k,English,0,1,1
S201401949,2014,HS,>150k,Other,1,1,1
S201401950,2014,some_college,15-30k,English,1,1,0
S201401951,2014,BA,75-100k,English,0,1,0
S201401952,2014,some_college,30-50k,English,0,1,1
S201401953,2014,some_college,50-75k,English,0,1,0
S201401954,2014,MA,50-75k,English,0,1,0
S201401955,2014,MA,30-50k,English,0,1,0
S201401956,2014,HS,15-30k,English,1,1,1
S201401957,2014,less_than_HS,15-30k,English,0,1,1
S201401958,2014,less_than_HS,50-75k,English,1,1,1
S201401959,2014,some_college,prefer_not,English,1,1,0
S201401960,2014,PhD,75-100k,Spanish,0,1,0
S201401961,2014,BA,30-50k,English,0,1,1
S201401962,2014,BA,30-50k,Chinese,0,1,1
S201401963,2014,some_college,50-75k,English,0,1,1
S201401964,2014,some_college,100-150k,English,0,1,0
S201401965,2014,HS,15-30k,Spanish,1,1,0
S201401966,2014,HS,<15k,English,0,1,0
S201401967,2014,MA,<15k,English,0,1,0
S201401968,2014,MA,75-100k,Spanish,0,1,0
S201401969,2014,BA,<15k,English,0,1,0
S201401970,2014,some_college,100-150k,English,1,1,0
S201401971,2014,some_college,15-30k,English,0,1,1
S201401972,2014,some_college,50-75k,English,1,1,1
S201401973,2014,HS,75-100k,English,1,1,0
S201401974,2014,some_college,50-75k,English,1,1,0
S201401975,2014,HS,50-75k,English,1,1,0
S201401976,2014,some_college,50-75k,English,0,1,1
S201401977,2014,HS,<15k,Spanish,0,1,1
S201401978,2014,some_college,prefer_not,Spanish,1,1,0
S201401979,2014,HS,30-50k,English,0,1,0
S201401980,2014,less_than_HS,30-50k,Spanish,1,1,1
S201401981,2014,BA,75-100k,Spanish,0,1,0
S201401982,2014,less_than_HS,15-30k,English,0,1,1
S201401983,2014,some_college,<15k,English,1,1,1
S201401984,2014,less_than_HS,75-100k,English,1,1,1
S201401985,2014,HS,50-75k,English,1,1,0
S201401986,2014,BA,<15k,English,0,1,1
S201401987,2014,HS,50-75k,English,0,1,0
S201401988,2014,BA,75-100k,English,0,1,1
S201401989,2014,HS,100-150k,English,1,1,1
S201401990,2014,HS,30-50k,English,1,1,0
S201401991,2014,some_college,<15k,Chinese,0,1,0
S201401992,2014,HS,15-30k,English,0,1,0
S201401993,2014,some_college,15-30k,English,0,1,1
S201401994,2014,HS,30-50k,English,1,1,1
S201401995,2014,BA,<15k,English,0,1,0
S201401996,2014,HS,75-100k,English,1,1,0
S201401997,2014,HS,>150k,English,1,1,0
S201401998,2014,BA,75-100k,English,0,1,0
S201401999,2014,MA,50-75k,English,0,1,1
S201402000,2014,some_college,50-75k,English,0,1,0
S201402001,2014,some_college,100-150k,English,1,1,1
S201402002,2014,HS,15-30k,English,0,1,0
S201402003,2014,some_college,75-100k,Spanish,0,1,0
S201402004,2014,HS,50-75k,Spanish,0,1,0
S201402005,2014,PhD,50-75k,English,0,1,0
S201402006,2014,BA,30-50k,English,0,1,0
S201402007,2014,HS,30-50k,English,1,1,1
S201402008,2014,some_college,<15k,English,0,1,1
S201402009,2014,HS,100-150k,English,1,1,1
S201402010,2014,HS,15-30k,English,0,1,1
S201402011,2014,MA,50-75k,English,0,1,1
S201402012,2014,less_than_HS,50-75k,English,0,1,0
S201402013,2014,BA,15-30k,English,0,1,0
S201402014,2014,BA,15-30k,English,0,1,1
S201402015,2014,less_than_HS,15-30k,Spanish,0,1,0
S201402016,2014,HS,<15k,English,0,1,0
S201402017,2014,BA,50-75k,English,0,1,1
S201402018,2014,HS,30-50k,English,0,1,1
S201402019,2014,less_than_HS,75-100k,English,1,1,0
S201402020,2014,HS,30-50k,Spanish,1,1,0
S201402021,2014,BA,50-75k,English,0,1,0
S201402022,2014,HS,prefer_not,Spanish,0,1,0
S201402023,2014,HS,30-50k,English,1,1,1
S201402024,2014,some_college,100-150k,English,0,1,0
S201402025,2014,some_college,30-50k,Spanish,0,1,0
S201402026,2014,MA,30-50k,English,0,1,0
S201402027,2014,some_college,15-30k,Chinese,0,1,1
S201402028,2014,BA,15-30k,Chinese,0,1,1
S201402029,2014,HS,15-30k,English,1,1,0
S201402030,2014,some_college,50-75k,English,0,1,0
S201402031,2014,HS,30-50k,English,1,1,1
S201402032,2014,MA,50-75k,English,0,1,1
S201402033,2014,some_college,75-100k,English,1,0,0
S201402034,2014,BA,>150k,English,0,1,1
S201402035,2014,HS,50-75k,Other,0,1,0
S201402036,2014,MA,100-150k,Spanish,0,1,1
S201402037,2014,HS,50-75k,Spanish,0,1,1
S201402038,2014,less_than_HS,75-100k,English,1,1,0
S201402039,2014,HS,<15k,Chinese,0,1,1
S201402040,2014,some_college,100-150k,Spanish,1,0,0
S201402041,2014,MA,15-30k,English,0,1,0
S201402042,2014,HS,100-150k,English,0,0,1
S201402043,2014,MA,15-30k,English,0,1,1
S201402044,2014,MA,50-75k,English,0,1,0
S201402045,2014,MA,30-50k,English,0,1,0
S201402046,2014,some_college,30-50k,English,0,1,0
S201402047,2014,some_college,15-30k,Spanish,1,1,0
S201402048,2014,HS,75-100k,English,1,1,1
S201402049,2014,HS,100-150k,English,0,1,1
S201402050,2014,some_college,75-100k,English,0,1,1
S201402051,2014,HS,30-50k,English,0,1,0
S201402052,2014,HS,15-30k,English,1,1,0
S201402053,2014,HS,30-50k,Spanish,1,1,0
S201402054,2014,some_college,30-50k,Chinese,0,1,0
S201402055,2014,HS,<15k,Other,1,1,1
S201402056,2014,some_college,15-30k,English,0,1,1
S201402057,2014,MA,15-30k,English,0,1,1
S201402058,2014,some_college,>150k,Spanish,1,1,0
S201402059,2014,less_than_HS,30-50k,English,0,1,1
S201402060,2014,HS,50-75k,English,1,1,0
S201402061,2014,less_than_HS,100-150k,Spanish,1,1,1
S201402062,2014,some_college,>150k,English,0,1,0
S201402063,2014,HS,50-75k,Spanish,1,1,1
S201402064,2014,less_than_HS,50-75k,English,0,1,1
S201402065,2014,BA,<15k,English,0,1,0
S201402066,2014,some_college,100-150k,Spanish,0,1,1
S201402067,2014,HS,50-75k,English,0,1,1
S201402068,2014,MA,50-75k,English,0,1,0
S201402069,2014,less_than_HS,75-100k,English,1,1,1
S201402070,2014,HS,50-75k,Other,1,1,1
S201402071,2014,HS,50-75k,English,1,1,1
S201402072,2014,BA,100-150k,English,0,1,1
S201402073,2014,HS,50-75k,English,1,1,1
S201402074,2014,HS,75-100k,English,1,1,1
S201402075,2014,HS,100-150k,Chinese,0,1,0
S201402076,2014,BA,50-75k,English,0,1,0
S201402077,2014,MA,30-50k,English,0,1,0
S201402078,2014,HS,<15k,English,1,1,0
S201402079,2014,HS,30-50k,Spanish,0,0,0
S201402080,2014,BA,30-50k,English,0,1,0
S201402081,2014,some_college,100-150k,English,1,1,0
S201402082,2014,BA,>150k,Spanish,0,1,0
S201402083,2014,HS,50-75k,Other,0,0,0
S201402084,2014,HS,75-100k,English,0,1,0
S201402085,2014,some_college,50-75k,English,0,1,0
S201402086,2014,PhD,<15k,English,0,1,1
S201402087,2014,some_college,100-150k,English,1,1,1
S201402088,2014,BA,30-50k,English,0,1,0
S201402089,2014,HS,30-50k,Spanish,1,1,1
S201402090,2014,HS,50-75k,English,1,1,1
S201402091,2014,HS,100-150k,English,1,1,0
S201402092,2014,BA,30-50k,English,0,0,0
S201402093,2014,HS,50-75k,English,1,1,0
S201402094,2014,BA,15-30k,English,0,1,0
S201402095,2014,HS,15-30k,English,0,1,0
S201402096,2014,some_college,30-50k,English,1,1,0
S201402097,2014,some_college,30-50k,English,0,1,0
S201402098,2014,some_college,75-100k,English,0,1,0
S201402099,2014,BA,75-100k,Spanish,0,1,0
S201402100,2014,some_college,50-75k,English,1,1,0
S201402101,2014,BA,30-50k,English,0,1,0
S201402102,2014,BA,30-50k,English,0,1,1
S201402103,2014,BA,30-50k,English,0,1,0
S201402104,2014,HS,75-100k,Spanish,1,1,0
S201402105,2014,less_than_HS,15-30k,English,0,1,1
S201402106,2014,HS,50-75k,English,0,1,0
S201402107,2014,some_college,30-50k,English,0,1,0
S201402108,2014,some_college,15-30k,English,0,1,1
S201402109,2014,HS,<15k,Other,1,1,0
S201402110,2014,BA,30-50k,English,0,1,0
S201402111,2014,BA,prefer_not,Spanish,0,1,0
S201402112,2014,HS,15-30k,English,0,1,0
S201402113,2014,PhD,prefer_not,English,0,1,0
S201402114,2014,some_college,30-50k,English,0,1,0
S201402115,2014,HS,50-75k,English,0,1,1
S201402116,2014,MA,30-50k,English,0,1,1
S201402117,2014,HS,75-100k,English,0,1,1
S201402118,2014,some_college,30-50k,Spanish,1,1,0
S201402119,2014,HS,30-50k,English,1,1,0
S201402120,2014,HS,75-100k,English,0,1,0
S201402121,2014,HS,30-50k,Spanish,1,1,0
S201402122,2014,some_college,75-100k,English,0,1,0
S201402123,2014,BA,75-100k,English,0,1,0
S201402124,2014,HS,>150k,English,0,1,0
S201402125,2014,HS,>150k,English,1,1,1
S201402126,2014,HS,30-50k,English,1,1,1
S201402127,2014,HS,15-30k,English,1,1,0
S201402128,2014,HS,>150k,English,1,1,0
S201402129,2014,less_than_HS,100-150k,English,0,1,1
S201402130,2014,some_college,100-150k,English,1,1,1
S201402131,2014,some_college,prefer_not,English,0,1,0
S201402132,2014,some_college,15-30k,English,1,1,0
S201402133,2014,HS,<15k,English,1,0,0
S201402134,2014,BA,<15k,Spanish,0,1,1
S201402135,2014,some_college,100-150k,English,0,1,0
S201402136,2014,HS,75-100k,Spanish,1,1,1
S201402137,2014,some_college,50-75k,English,1,1,1
S201402138,2014,some_college,15-30k,English,0,1,0
S201402139,2014,HS,50-75k,Chinese,0,1,1
S201402140,2014,BA,50-75k,English,0,1,0
S201402141,2014,HS,75-100k,Spanish,1,1,0
S201402142,2014,HS,15-30k,English,0,1,0
S201402143,2014,PhD,50-75k,English,0,1,0
S201402144,2014,some_college,prefer_not,Spanish,0,1,0
S201402145,2014,some_college,30-50k,English,0,1,0
S201402146,2014,HS,15-30k,English,0,1,0
S201402147,2014,HS,>150k,English,1,1,0
S201402148,2014,HS,30-50k,English,1,1,0
S201402149,2014,MA,>150k,Spanish,0,1,1
S201402150,2014,HS,15-30k,English,1,1,1
S201402151,2014,some_college,15-30k,English,0,1,0
S201402152,2014,some_college,50-75k,English,0,1,0
S201402153,2014,HS,30-50k,English,1,1,0
S201402154,2014,some_college,<15k,English,0,1,0
S201402155,2014,HS,<15k,English,1,1,1
S201402156,2014,HS,30-50k,English,1,1,0
S201402157,2014,MA,75-100k,English,0,1,0
S201402158,2014,PhD,30-50k,Spanish,0,1,0
S201402159,2014,less_than_HS,75-100k,English,0,1,0
S201402160,2014,some_college,30-50k,English,0,1,0
S201402161,2014,MA,75-100k,English,0,1,0
S201402162,2014,BA,50-75k,English,0,1,0
S201402163,2014,PhD,50-75k,English,0,1,0
S201402164,2014,HS,50-75k,English,1,1,0
S201402165,2014,MA,30-50k,English,0,1,1
S201402166,2014,some_college,15-30k,English,0,1,0
S201402167,2014,MA,15-30k,English,0,1,1
S201402168,2014,less_than_HS,<15k,English,0,1,1
S201402169,2014,less_than_HS,75-100k,English,1,1,0
S201402170,2014,some_college,>150k,English,1,1,0
S201402171,2014,some_college,30-50k,Other,0,1,0
S201402172,2014,some_college,75-100k,English,0,1,0
S201402173,2014,less_than_HS,75-100k,English,1,1,1
S201402174,2014,HS,<15k,English,0,0,0
S201402175,2014,MA,15-30k,English,0,1,1
S201402176,2014,HS,30-50k,English,0,1,0
S201402177,2014,HS,75-100k,English,1,1,1
S201402178,2014,HS,100-150k,English,0,1,1
S201402179,2014,HS,30-50k,English,1,1,1
S201402180,2014,some_college,15-30k,Chinese,0,1,1
S201402181,2014,some_college,75-100k,English,1,1,0
S201402182,2014,HS,>150k,English,1,0,0
S201402183,2014,some_college,<15k,English,1,1,0
S201402184,2014,less_than_HS,<15k,Chinese,1,1,0
S201402185,2014,less_than_HS,<15k,English,1,1,0
S201402186,2014,some_college,15-30k,English,0,1,0
S201402187,2014,some_college,prefer_not,English,1,1,1
S201402188,2014,HS,15-30k,English,1,1,1
S201402189,2014,some_college,>150k,English,0,1,1
S201402190,2014,HS,75-100k,Other,0,1,0
S201402191,2014,MA,30-50k,Spanish,0,1,0
S201402192,2014,some_college,50-75k,English,1,1,0
S201402193,2014,HS,15-30k,English,1,1,1
S201402194,2014,some_college,>150k,English,0,1,1
S201402195,2014,some_college,50-75k,English,0,1,0
S201402196,2014,BA,75-100k,English,0,1,0
S201402197,2014,some_college,75-100k,English,0,1,1
S201402198,2014,BA,15-30k,Other,0,1,0
S201402199,2014,less_than_HS,15-30k,English,1,1,0
S201402200,2014,BA,50-75k,English,0,1,1
S201402201,2014,some_college,50-75k,English,1,1,1
S201402202,2014,HS,>150k,English,0,1,0
S201402203,2014,HS,<15k,English,1,1,0
S201402204,2014,BA,50-75k,English,0,1,1
S201402205,2014,HS,15-30k,English,1,1,1
S201402206,2014,HS,<15k,English,0,1,1
S201402207,2014,HS,30-50k,Chinese,1,1,0
S201402208,2014,some_college,30-50k,English,1,1,0
S201402209,2014,HS,100-150k,English,1,1,1
S201402210,2014,less_than_HS,75-100k,English,0,1,0
S201402211,2014,HS,prefer_not,English,0,1,1
S201402212,2014,BA,30-50k,Spanish,0,1,0
S201402213,2014,less_than_HS,15-30k,English,1,1,0
S201402214,2014,some_college,75-100k,English,1,1,1
S201402215,2014,some_college,100-150k,English,0,1,0
S201402216,2014,HS,30-50k,English,1,1,0
S201402217,2014,some_college,75-100k,English,1,1,0
S201402218,2014,some_college,50-75k,English,0,1,0
S201402219,2014,less_than_HS,<15k,Other,0,1,1
S201402220,2014,less_than_HS,30-50k,Spanish,1,1,0
S201402221,2014,MA,15-30k,English,0,1,0
S201402222,2014,PhD,30-50k,English,0,1,0
S201402223,2014,some_college,100-150k,Spanish,0,1,0
S201402224,2014,HS,100-150k,English,1,1,0
S201402225,2014,MA,prefer_not,Spanish,0,1,1
S201402226,2014,HS,100-150k,English,1,1,1
S201402227,2014,some_college,75-100k,English,0,1,0
S201402228,2014,BA,prefer_not,Chinese,0,1,0
S201402229,2014,some_college,30-50k,English,1,0,1
S201402230,2014,BA,75-100k,English,0,1,1
S201402231,2014,less_than_HS,75-100k,Chinese,0,1,0
S201402232,2014,HS,<15k,English,0,1,0
S201402233,2014,HS,50-75k,English,0,1,1
S201402234,2014,BA,50-75k,English,0,1,0
S201402235,2014,PhD,100-150k,English,0,1,1
S201402236,2014,HS,<15k,Chinese,1,1,0
S201402237,2014,some_college,75-100k,Other,0,1,0
S201402238,2014,MA,<15k,Other,0,1,1
S201402239,2014,BA,15-30k,English,0,1,0
S201402240,2014,some_college,<15k,English,0,1,0
S201402241,2014,BA,15-30k,English,0,1,0
S201402242,2014,some_college,30-50k,Spanish,0,1,0
S201402243,2014,some_college,30-50k,English,1,1,1
S201402244,2014,some_college,50-75k,English,1,1,0
S201402245,2014,HS,>150k,English,1,1,0
S201402246,2014,HS,prefer_not,English,1,1,0
S201402247,2014,HS,15-30k,English,1,1,0
S201402248,2014,some_college,30-50k,English,0,1,0
S201402249,2014,BA,75-100k,English,0,1,0
S201402250,2014,HS,30-50k,English,1,1,0
S201402251,2014,HS,15-30k,English,0,1,1
S201402252,2014,HS,75-100k,English,1,1,1
S201402253,2014,HS,15-30k,Other,1,0,0
S201402254,2014,BA,30-50k,English,0,1,0
S201402255,2014,less_than_HS,30-50k,English,1,1,0
S201402256,2014,HS,30-50k,English,0,1,0
S201402257,2014,HS,30-50k,English,0,1,1
S201402258,2014,less_than_HS,100-150k,English,1,1,0
S201402259,2014,HS,30-50k,English,1,1,1
S201402260,2014,BA,50-75k,Chinese,0,1,0
S201402261,2014,less_than_HS,50-75k,Other,0,0,0
S201402262,2014,BA,15-30k,English,0,1,0
S201402263,2014,HS,75-100k,English,1,1,0
