student_id,cohort,degree_level,major_primary,major_secondary,conferral_date,final_cum_gpa,honors
S201302468,2013,BS,Finance,Minor: Math,2017-05-12,3.28,
S201302473,2013,BS,Management,,2017-05-15,3.25,cum laude
S201302475,2013,BS,Nursing,,2017-05-18,3.73,magna cum laude
S201302478,2013,BS,Management,,2018-05-13,4.0,
S201302479,2013,BS,Chemistry,,2017-05-15,3.6,
S201302480,2013,BS,Art History,Minor: History,2017-05-23,3.76,magna cum laude
S201302487,2013,BS,Sociology,,2018-05-14,3.63,
S201302488,2013,BS,Computer Science,,2017-05-13,4.0,magna cum laude
S201302490,2013,BS,Education,,2017-05-23,3.16,
S201302491,2013,BS,Electrical Engineering,Minor: Spanish,2017-05-19,3.59,summa cum laude
S201302493,2013,BS,Mechanical Engineering,Minor: Math,2018-05-20,3.15,
S201302498,2013,BS,General Studies,,2018-05-22,4.0,
S201302499,2013,BS,Pre-Med,Minor: Spanish,2019-05-14,3.63,
S201302503,2013,BS,Finance,Minor: Music,2017-05-16,4.0,
S201302508,2013,BS,Management,,2017-05-16,3.27,
S201302509,2013,BA,Spanish,Minor: Music,2018-05-12,2.96,
S201302512,2013,BA,Philosophy,Minor: Math,2019-05-21,3.79,
S201302513,2013,BS,Chemistry,,2017-05-14,3.03,
S201302516,2013,BS,Mechanical Engineering,,2017-05-22,3.72,
S201302517,2013,BS,Management,,2017-05-21,3.65,
S201302522,2013,BA,Economics-Bus,Minor: Stats,2017-05-22,3.9,cum laude
S201302524,2013,BS,Marketing,,2018-05-19,3.01,
S201302538,2013,BS,Statistics,Minor: History,2018-05-13,2.29,
S201302540,2013,BS,Physics,,2017-05-20,3.73,
S201302542,2013,BA,Economics,Minor: History,2018-05-21,3.11,
S201302546,2013,BS,Civil Engineering,,2019-05-18,3.51,cum laude
S201302548,2013,BS,Management,,2017-05-23,3.68,
S201302552,2013,BS,Economics-Bus,,2018-05-13,3.82,
S201302562,2013,BS,Mechanical Engineering,,2017-05-15,3.51,summa cum laude
S201302570,2013,BS,Public Health,,2018-05-17,2.94,cum laude
S201302573,2013,BS,Economics-Bus,Minor: Music,2017-05-21,4.0,
S201302581,2013,BS,Statistics,,2018-05-21,3.3,cum laude
S201302582,2013,BS,Marketing,,2017-05-20,3.83,
S201302586,2013,BS,Electrical Engineering,,2017-05-14,2.9,
S201302594,2013,BS,Computer Science,,2017-05-18,3.18,summa cum laude
S201302597,2013,BA,Political Science,Minor: Math,2018-05-20,3.0,summa cum laude
S201302599,2013,BS,Kinesiology,,2017-05-12,3.69,
S201302601,2013,BS,Civil Engineering,,2018-05-21,3.56,
S201302607,2013,BS,Education,,2017-05-20,3.24,
S201302608,2013,BS,Accounting,Minor: Music,2017-05-16,4.0,
S201302610,2013,BS,Mechanical Engineering,,2018-05-20,3.77,cum laude
S201302611,2013,BS,Pre-Med,Minor: History,2018-05-15,3.54,
S201302613,2013,BS,Public Health,Minor: Math,2018-05-12,3.29,cum laude
S201302615,2013,BS,Education,,2019-05-12,2.92,
S201302618,2013,BA,Sociology,,2017-05-18,3.79,
S201302627,2013,BS,History,,2017-05-16,3.68,
S201302628,2013,BA,Spanish,,2017-05-14,3.96,
S201302630,2013,BS,Kinesiology,,2018-05-15,2.95,cum laude
S201302631,2013,BS,Marketing,,2017-05-23,3.6,
S201302638,2013,BS,Biomedical Engineering,,2018-05-20,3.72,summa cum laude
S201302641,2013,BA,Philosophy,,2019-05-17,3.65,
S201302645,2013,BS,General Studies,,2018-05-21,3.75,
S201302646,2013,BS,Biomedical Engineering,Minor: Music,2018-05-22,3.55,cum laude
S201302647,2013,BS,Nursing,Minor: Spanish,2017-05-23,2.65,cum laude
S201302649,2013,BS,Economics-Bus,Minor: Spanish,2018-05-23,3.91,
S201302650,2013,BS,Public Health,,2019-05-12,3.79,summa cum laude
S201302653,2013,BA,Kinesiology,,2019-05-15,3.82,
S201302656,2013,BS,Physics,,2018-05-19,3.36,
S201302660,2013,BS,Finance,Minor: Music,2017-05-18,4.0,
S201302661,2013,BS,Communications,Minor: Spanish,2018-05-13,3.71,
S201302663,2013,BS,Physics,Minor: Music,2017-05-19,3.27,
S201302665,2013,BA,Sociology,,2017-05-23,3.62,
S201302666,2013,BS,Kinesiology,,2019-05-13,3.42,magna cum laude
S201302668,2013,BS,Pre-Med,Minor: Music,2017-05-22,3.23,
S201302671,2013,BA,Art History,Minor: Stats,2018-05-19,3.95,
S201302676,2013,BS,Pre-Med,,2018-05-23,3.88,
S201302678,2013,BS,General Studies,Minor: Spanish,2017-05-22,2.6,
S201302680,2013,BS,Chemistry,,2017-05-15,3.01,
S201302690,2013,BS,Mechanical Engineering,,2017-05-17,3.18,
S201302695,2013,BS,Mathematics,,2018-05-21,3.61,
S201302697,2013,BS,Sociology,,2018-05-23,3.77,
S201302700,2013,BS,Economics-Bus,Minor: Spanish,2017-05-21,2.92,magna cum laude
S201302706,2013,BS,Nursing,,2017-05-20,3.58,
S201302709,2013,BS,Statistics,Minor: History,2018-05-14,3.95,
S201302712,2013,BA,Sociology,Minor: Stats,2018-05-12,4.0,
S201302713,2013,BS,Economics-Bus,,2017-05-14,2.96,
S201302714,2013,BA,Philosophy,Minor: Spanish,2017-05-12,2.68,
S201302715,2013,BS,Undeclared,Minor: History,2017-05-15,4.0,
S201302718,2013,BS,Biomedical Engineering,,2017-05-18,3.37,
S201302723,2013,BS,Pre-Med,Minor: Music,2017-05-13,2.97,
S201302725,2013,BS,Kinesiology,Minor: Music,2019-05-16,3.3,magna cum laude
S201302726,2013,BS,Nursing,,2017-05-19,4.0,
S201302727,2013,BS,Statistics,,2017-05-12,3.86,
S201302733,2013,BS,Marketing,Minor: Spanish,2017-05-18,3.16,
S201302734,2013,BS,Statistics,,2018-05-17,3.03,
S201302737,2013,BS,Civil Engineering,,2019-05-18,2.67,
S201302739,2013,BS,Biology,Minor: Stats,2017-05-18,3.58,
S201302740,2013,BA,Political Science,,2018-05-16,3.79,
S201302746,2013,BS,Marketing,Minor: Spanish,2018-05-14,3.47,
S201302747,2013,BS,Economics-Bus,,2017-05-15,3.63,
S201302748,2013,BS,Economics-Bus,,2018-05-16,3.98,summa cum laude
S201302750,2013,BS,Computer Science,,2018-05-23,3.68,
S201302752,2013,BS,Kinesiology,,2019-05-12,3.93,
S201302755,2013,BS,Pre-Med,,2017-05-13,3.82,
S201302768,2013,BS,Electrical Engineering,,2017-05-17,3.54,
S201302772,2013,BS,Biology,,2018-05-15,4.0,
S201302774,2013,BS,Civil Engineering,,2017-05-18,3.91,cum laude
S201302778,2013,BS,Marketing,,2018-05-18,3.14,
S201302783,2013,BA,Economics,,2017-05-20,2.85,
S201302788,2013,BA,History,,2019-05-20,3.42,
S201302794,2013,BS,Physics,,2017-05-19,3.83,
S201302795,2013,BS,Economics-Bus,Minor: Stats,2018-05-21,4.0,cum laude
S201302799,2013,BS,Economics-Bus,,2017-05-13,3.45,
S201302800,2013,BS,Education,Minor: Music,2017-05-22,4.0,
S201302802,2013,BS,Undeclared,,2018-05-14,3.75,
S201302806,2013,BS,Computer Science,,2018-05-13,3.42,magna cum laude
S201302808,2013,BS,Kinesiology,,2017-05-22,4.0,
S201302811,2013,BS,Statistics,Minor: Spanish,2018-05-23,4.0,cum laude
S201302813,2013,BS,History,Minor: History,2019-05-22,3.31,
S201302814,2013,BS,Marketing,Minor: Stats,2017-05-18,4.0,cum laude
S201302815,2013,BS,Biology,,2019-05-13,3.07,
S201302816,2013,BS,Education,Minor: Music,2017-05-17,3.82,
S201302818,2013,BS,Communications,,2017-05-21,3.66,
S201302822,2013,BS,Kinesiology,Minor: Music,2017-05-20,3.68,
S201302823,2013,BS,Communications,Minor: Math,2019-05-15,3.51,cum laude
S201302827,2013,BS,Education,,2018-05-23,3.6,
S201302829,2013,BS,Management,Minor: Music,2018-05-15,3.05,
S201302834,2013,BS,Economics,Minor: Stats,2018-05-16,3.86,
S201302837,2013,BS,Communications,Minor: Spanish,2017-05-19,2.95,
S201302838,2013,BS,Accounting,Minor: Stats,2019-05-22,3.34,
S201302843,2013,BS,Mechanical Engineering,Minor: History,2017-05-21,3.03,
S201302845,2013,BA,Biomedical Engineering,Minor: Math,2018-05-12,2.75,cum laude
S201302846,2013,BA,Sociology,Minor: Math,2017-05-22,4.0,
S201302847,2013,BS,Sociology,Minor: History,2017-05-23,3.71,
S201302848,2013,BA,Art History,Minor: Music,2018-05-19,3.12,
S201302851,2013,BA,Sociology,,2017-05-20,3.6,
S201302855,2013,BS,Computer Science,Minor: Math,2017-05-18,2.7,
S201302873,2013,BS,Biology,Minor: Spanish,2018-05-20,3.14,
S201302881,2013,BS,Accounting,Minor: Stats,2017-05-19,3.42,
S201302886,2013,BS,Public Health,,2018-05-19,3.67,
S201302888,2013,BS,Biomedical Engineering,,2017-05-14,4.0,
S201302889,2013,BA,Sociology,,2018-05-17,4.0,magna cum laude
S201302891,2013,BA,Sociology,,2018-05-17,3.36,magna cum laude
S201302898,2013,BA,History,,2018-05-18,3.22,
S201302906,2013,BS,Mechanical Engineering,,2017-05-23,3.91,cum laude
S201302907,2013,BS,Mechanical Engineering,Minor: Spanish,2017-05-21,4.0,
S201302908,2013,BS,Public Health,,2017-05-16,3.08,
S201302909,2013,BA,Economics,,2018-05-18,4.0,
S201302914,2013,BS,Pre-Med,,2017-05-23,2.94,
S201302915,2013,BA,Psychology,,2017-05-13,3.33,
S201302916,2013,BS,Nursing,,2018-05-20,3.72,
S201302917,2013,BA,Anthropology,,2018-05-17,3.63,summa cum laude
S201302919,2013,BS,Kinesiology,,2017-05-19,3.96,
S201302927,2013,BS,Physics,,2018-05-22,2.66,
S201302929,2013,BA,Psychology,Minor: Spanish,2017-05-20,3.12,cum laude
S201302936,2013,BS,Biology,,2018-05-22,4.0,
S201302938,2013,BA,Economics,,2018-05-16,4.0,
S201302939,2013,BS,Accounting,,2017-05-14,3.32,
S201302944,2013,BS,Finance,Minor: Spanish,2018-05-22,3.96,
S201302948,2013,BS,Public Health,Minor: Music,2018-05-23,3.51,cum laude
S201400002,2014,BS,Chemistry,,2018-05-20,2.81,
S201400004,2014,BS,Spanish,Minor: Math,2019-05-12,2.55,cum laude
S201400006,2014,BA,Anthropology,Minor: Music,2018-05-21,3.0,
S201400008,2014,BS,General Studies,Minor: History,2019-05-21,3.48,
S201400009,2014,BS,Electrical Engineering,Minor: Stats,2018-05-15,3.46,
S201400013,2014,BA,Anthropology,Minor: Music,2019-05-14,3.88,
S201400020,2014,BS,Psychology,Minor: History,2019-05-13,3.45,
S201400037,2014,BS,Computer Science,,2019-05-14,3.82,
S201400039,2014,BS,Computer Science,,2020-05-18,3.4,
S201400048,2014,BS,Education,,2018-05-13,2.93,
S201400058,2014,BA,Anthropology,,2018-05-12,3.97,magna cum laude
S201400060,2014,BS,Pre-Med,,2018-05-19,2.88,cum laude
S201400061,2014,BS,Anthropology,,2019-05-13,4.0,
S201400062,2014,BA,Psychology,Minor: Stats,2018-05-22,3.86,magna cum laude
S201400065,2014,BS,Finance,Minor: Stats,2020-05-20,3.49,
S201400072,2014,BS,Economics-Bus,,2018-05-14,2.98,
S201400073,2014,BS,General Studies,Minor: Stats,2020-05-17,3.59,
S201400077,2014,BS,Finance,,2018-05-20,3.06,
S201400078,2014,BS,Biology,,2019-05-21,3.48,
S201400082,2014,BA,Computer Science,Minor: Math,2018-05-19,3.98,
S201400083,2014,BS,Public Health,Minor: Music,2019-05-16,3.22,
S201400090,2014,BS,Marketing,,2018-05-19,3.1,
S201400093,2014,BS,Civil Engineering,,2019-05-23,3.64,
S201400094,2014,BA,Anthropology,Minor: Math,2018-05-18,3.3,
S201400098,2014,BS,Physics,Minor: History,2019-05-21,3.21,
S201400105,2014,BA,Psychology,,2020-05-13,3.44,cum laude
S201400106,2014,BS,Mathematics,Minor: Math,2018-05-16,3.03,
S201400108,2014,BS,Biology,Minor: Stats,2019-05-15,3.38,
S201400113,2014,BS,Pre-Med,Minor: Spanish,2018-05-13,3.75,
S201400129,2014,BS,Biology,Minor: Math,2019-05-23,3.4,cum laude
S201400132,2014,BS,Nursing,Minor: Spanish,2019-05-18,3.32,
S201400135,2014,BA,Art History,,2019-05-18,3.78,
S201400140,2014,BS,Public Health,Minor: History,2018-05-22,3.29,
S201400142,2014,BS,Anthropology,,2020-05-23,3.93,
S201400147,2014,BS,Marketing,,2019-05-23,3.41,
S201400150,2014,BS,Computer Science,,2018-05-16,4.0,
S201400154,2014,BS,Public Health,Minor: Math,2019-05-18,3.09,cum laude
S201400156,2014,BA,History,,2018-05-22,3.53,
S201400159,2014,BS,Accounting,,2018-05-21,3.48,
S201400165,2014,BS,Economics-Bus,,2018-05-16,4.0,
S201400166,2014,BS,Communications,Minor: Math,2018-05-16,3.1,
S201400173,2014,BS,Biomedical Engineering,,2019-05-12,3.53,
S201400175,2014,BS,Economics-Bus,Minor: History,2019-05-12,2.91,magna cum laude
S201400177,2014,BA,Education,,2019-05-23,3.55,
S201400181,2014,BS,Chemistry,,2018-05-12,3.44,
S201400183,2014,BS,Spanish,,2018-05-18,3.35,
S201400185,2014,BS,Education,Minor: Math,2018-05-13,3.84,magna cum laude
S201400187,2014,BS,General Studies,,2018-05-17,4.0,
S201400190,2014,BS,Anthropology,,2018-05-19,3.44,
S201400191,2014,BA,Mathematics,Minor: Music,2018-05-17,4.0,
S201400193,2014,BS,Management,,2018-05-18,3.18,
S201400196,2014,BA,Physics,,2019-05-14,3.2,
S201400197,2014,BS,Biology,Minor: History,2019-05-18,3.83,cum laude
S201400198,2014,BS,Electrical Engineering,,2018-05-13,3.71,
S201400200,2014,BS,Management,,2019-05-19,3.68,
S201400203,2014,BA,Economics,Minor: Music,2018-05-14,3.67,
S201400206,2014,BS,Biomedical Engineering,,2018-05-12,3.29,
S201400207,2014,BS,Management,,2018-05-12,2.97,
S201400212,2014,BS,Public Health,Minor: Math,2019-05-13,3.29,
S201400216,2014,BS,Public Health,Minor: Math,2018-05-21,2.97,
S201400221,2014,BA,History,,2018-05-17,3.03,
S201400222,2014,BS,General Studies,,2019-05-21,3.61,
S201400227,2014,BA,Psychology,,2018-05-23,3.13,
S201400236,2014,BS,Education,,2019-05-16,3.16,summa cum laude
S201400237,2014,BA,Sociology,Minor: History,2020-05-21,3.04,
S201400247,2014,BS,Civil Engineering,,2019-05-23,3.6,
S201400248,2014,BA,Political Science,Minor: Music,2018-05-17,3.66,
S201400254,2014,BS,Civil Engineering,Minor: Spanish,2018-05-22,2.6,
S201400258,2014,BA,Anthropology,Minor: Music,2018-05-23,3.52,cum laude
S201400259,2014,BA,History,Minor: Stats,2019-05-23,2.81,
S201400265,2014,BS,Kinesiology,Minor: History,2018-05-18,3.2,cum laude
S201400266,2014,BA,Psychology,Minor: Stats,2020-05-12,4.0,cum laude
S201400268,2014,BS,Sociology,,2019-05-17,4.0,cum laude
S201400270,2014,BS,Chemistry,,2018-05-13,3.17,cum laude
S201400275,2014,BS,Mechanical Engineering,,2018-05-17,4.0,magna cum laude
S201400277,2014,BS,Management,,2019-05-19,3.45,cum laude
S201400278,2014,BS,Mechanical Engineering,Minor: Spanish,2020-05-16,3.75,
S201400283,2014,BS,English,,2018-05-13,3.5,
S201400287,2014,BS,Physics,,2019-05-23,3.47,
S201400290,2014,BS,Biomedical Engineering,Minor: Spanish,2018-05-12,3.99,
S201400293,2014,BS,Accounting,,2018-05-14,3.97,
S201400298,2014,BS,Communications,Minor: Stats,2018-05-12,3.21,
S201400303,2014,BS,Management,Minor: Math,2019-05-22,4.0,
S201400304,2014,BS,Physics,,2019-05-14,2.5,
S201400305,2014,BS,Physics,Minor: Spanish,2019-05-13,2.91,
S201400319,2014,BS,Chemistry,Minor: Stats,2018-05-19,2.77,
S201400320,2014,BS,Mathematics,,2018-05-19,3.36,magna cum laude
S201400324,2014,BS,Mechanical Engineering,,2018-05-23,3.75,cum laude
S201400326,2014,BS,Public Health,Minor: Music,2019-05-14,3.31,
S201400328,2014,BA,Art History,,2019-05-12,3.76,
S201400331,2014,BS,Management,,2019-05-16,3.87,
S201400335,2014,BS,Marketing,Minor: Music,2019-05-19,3.29,
S201400338,2014,BA,Computer Science,,2018-05-15,3.9,
S201400339,2014,BS,Statistics,Minor: Stats,2019-05-21,3.92,
S201400344,2014,BS,Mathematics,,2019-05-21,3.86,
S201400345,2014,BS,Computer Science,,2018-05-19,4.0,
S201400346,2014,BS,Public Health,Minor: Spanish,2018-05-16,3.06,
S201400352,2014,BS,Biology,,2018-05-20,3.76,cum laude
S201400353,2014,BS,Electrical Engineering,,2018-05-13,3.37,cum laude
S201400354,2014,BS,Economics-Bus,,2019-05-16,3.74,summa cum laude
S201400355,2014,BS,Nursing,,2018-05-18,3.61,
S201400357,2014,BA,Art History,Minor: History,2019-05-14,3.53,
S201400359,2014,BS,Undeclared,,2020-05-14,2.75,
S201400361,2014,BA,Sociology,,2018-05-22,3.21,magna cum laude
S201400362,2014,BS,Accounting,,2019-05-19,4.0,magna cum laude
S201400366,2014,BS,Mechanical Engineering,,2019-05-17,3.66,
S201400369,2014,BS,Statistics,Minor: Stats,2018-05-13,3.81,cum laude
S201400375,2014,BS,Finance,,2019-05-16,3.44,cum laude
S201400386,2014,BS,Undeclared,Minor: Music,2018-05-20,3.62,cum laude
S201400391,2014,BS,Undeclared,Minor: Music,2018-05-13,2.97,
S201400410,2014,BS,Education,,2018-05-18,3.49,
S201400411,2014,BS,Mathematics,,2019-05-17,3.37,
S201400412,2014,BS,Education,,2019-05-19,3.61,summa cum laude
S201400414,2014,BS,Pre-Med,,2019-05-17,3.67,magna cum laude
S201400419,2014,BA,Philosophy,Minor: Spanish,2020-05-12,3.57,magna cum laude
S201400420,2014,BS,Economics-Bus,Minor: History,2019-05-21,4.0,cum laude
S201400430,2014,BA,Anthropology,Minor: Stats,2019-05-14,4.0,magna cum laude
S201400431,2014,BS,Accounting,,2018-05-15,3.04,cum laude
S201400433,2014,BS,Communications,,2019-05-22,3.77,
S201400435,2014,BS,Electrical Engineering,Minor: History,2020-05-17,3.22,
S201400439,2014,BS,Finance,,2019-05-12,2.98,cum laude
S201400440,2014,BS,Kinesiology,Minor: History,2019-05-14,3.1,magna cum laude
S201400446,2014,BA,Psychology,,2019-05-15,3.24,
S201400447,2014,BS,Pre-Med,,2018-05-16,3.48,cum laude
S201400454,2014,BS,Biology,,2018-05-14,4.0,cum laude
S201400458,2014,BS,Mathematics,,2019-05-12,3.9,cum laude
S201400459,2014,BS,General Studies,Minor: Stats,2018-05-12,3.23,summa cum laude
S201400460,2014,BS,Management,,2018-05-19,3.36,
S201400462,2014,BA,Art History,,2019-05-20,3.49,
S201400464,2014,BS,Pre-Med,Minor: Music,2019-05-12,3.85,
S201400466,2014,BA,Economics-Bus,Minor: Stats,2018-05-16,2.89,cum laude
S201400470,2014,BS,Management,,2018-05-16,3.76,
S201400471,2014,BS,Finance,Minor: Stats,2019-05-17,3.31,
S201400474,2014,BS,Mathematics,,2019-05-16,3.77,
S201400479,2014,BA,Anthropology,,2020-05-20,4.0,
S201400480,2014,BS,Pre-Med,,2019-05-18,3.21,
S201400482,2014,BS,Management,,2018-05-12,4.0,cum laude
S201400483,2014,BS,Chemistry,,2019-05-15,3.52,
S201400485,2014,BS,General Studies,Minor: Music,2018-05-14,3.02,magna cum laude
S201400490,2014,BS,Chemistry,Minor: Math,2018-05-12,3.72,
S201400493,2014,BS,Accounting,,2018-05-21,3.74,
S201400495,2014,BS,General Studies,Minor: Music,2018-05-17,4.0,
S201400496,2014,BS,Electrical Engineering,,2019-05-17,2.93,
S201400498,2014,BS,Nursing,,2020-05-17,2.66,
S201400504,2014,BS,Political Science,,2019-05-20,3.91,cum laude
S201400506,2014,BS,Public Health,Minor: Music,2018-05-17,3.75,
S201400509,2014,BS,Economics-Bus,,2019-05-21,3.6,
S201400518,2014,BS,General Studies,,2018-05-21,2.95,
S201400519,2014,BS,Art History,,2018-05-22,3.22,
S201400521,2014,BS,Biomedical Engineering,,2018-05-21,3.34,
S201400524,2014,BA,Economics,Minor: Stats,2018-05-16,3.43,
S201400525,2014,BS,Mathematics,Minor: Stats,2019-05-16,3.54,
S201400526,2014,BS,Undeclared,,2019-05-19,3.4,
S201400529,2014,BS,Marketing,Minor: Math,2018-05-17,3.23,
S201400530,2014,BS,Biomedical Engineering,,2018-05-12,3.47,
S201400531,2014,BS,Finance,Minor: Music,2019-05-21,3.09,cum laude
S201400532,2014,BS,Accounting,,2018-05-18,3.37,
S201400533,2014,BS,Education,Minor: Music,2018-05-15,3.17,
S201400537,2014,BS,Mathematics,,2019-05-20,3.72,
S201400541,2014,BS,Finance,,2020-05-16,2.4,
S201400543,2014,BS,Sociology,,2019-05-14,4.0,
S201400548,2014,BS,History,Minor: History,2018-05-13,3.8,
S201400549,2014,BS,Management,Minor: Music,2018-05-12,4.0,
S201400550,2014,BS,Marketing,,2018-05-21,4.0,cum laude
S201400551,2014,BS,Communications,,2019-05-20,4.0,
S201400552,2014,BA,Undeclared,,2018-05-15,3.51,
S201400562,2014,BA,Political Science,,2019-05-18,4.0,
S201400564,2014,BS,Biology,,2018-05-20,3.54,cum laude
S201400568,2014,BA,Sociology,Minor: Stats,2018-05-18,4.0,
S201400569,2014,BS,Statistics,Minor: History,2019-05-12,3.75,
S201400573,2014,BS,Biology,Minor: Math,2018-05-16,3.05,cum laude
S201400576,2014,BA,Sociology,Minor: Math,2019-05-15,4.0,
S201400579,2014,BA,Psychology,Minor: Spanish,2020-05-12,3.54,
S201400583,2014,BS,Management,,2019-05-13,3.82,cum laude
S201400584,2014,BS,Statistics,,2018-05-20,3.1,
S201400585,2014,BS,Biomedical Engineering,,2019-05-14,4.0,
S201400588,2014,BS,Public Health,,2018-05-12,3.78,cum laude
S201400594,2014,BS,Undeclared,,2018-05-19,3.58,
S201400609,2014,BA,Anthropology,,2018-05-22,3.68,
S201400617,2014,BA,Psychology,,2019-05-21,3.99,magna cum laude
S201400618,2014,BS,Electrical Engineering,,2019-05-17,3.96,
S201400622,2014,BS,Nursing,,2019-05-17,3.79,
S201400623,2014,BA,Philosophy,,2018-05-19,3.37,
S201400630,2014,BS,Communications,Minor: Math,2018-05-15,4.0,
S201400632,2014,BA,Spanish,Minor: Stats,2019-05-22,4.0,
S201400633,2014,BS,General Studies,,2019-05-22,3.61,cum laude
S201400634,2014,BS,Kinesiology,Minor: Music,2019-05-18,3.92,
S201400637,2014,BA,Anthropology,,2019-05-13,3.43,
S201400639,2014,BS,Communications,,2018-05-16,3.33,
S201400648,2014,BS,Electrical Engineering,,2020-05-22,4.0,
S201400650,2014,BS,Management,Minor: Music,2018-05-18,4.0,
S201400651,2014,BS,Management,,2020-05-21,3.2,
S201400652,2014,BS,Computer Science,Minor: Music,2019-05-22,3.36,
S201400655,2014,BS,Management,,2019-05-12,3.81,magna cum laude
S201400658,2014,BS,Accounting,,2019-05-19,3.81,cum laude
S201400659,2014,BS,Kinesiology,Minor: Stats,2018-05-17,3.46,
S201400660,2014,BS,Pre-Med,Minor: Spanish,2018-05-16,3.81,
S201400661,2014,BS,Biomedical Engineering,Minor: History,2019-05-15,3.72,
S201400662,2014,BS,Undeclared,,2018-05-17,3.72,
S201400668,2014,BS,Chemistry,,2018-05-14,3.26,
S201400670,2014,BS,Pre-Med,Minor: History,2018-05-17,2.84,
S201400672,2014,BS,Communications,Minor: Math,2019-05-13,3.71,summa cum laude
S201400673,2014,BA,Psychology,,2019-05-14,3.67,cum laude
S201400675,2014,BS,Mechanical Engineering,,2020-05-21,3.85,cum laude
S201400678,2014,BA,Anthropology,,2018-05-16,3.84,
S201400685,2014,BS,Computer Science,,2019-05-22,2.85,
S201400690,2014,BS,Physics,Minor: Music,2019-05-19,3.54,
S201400693,2014,BS,Marketing,,2018-05-17,3.35,
S201400694,2014,BS,Mathematics,,2018-05-15,2.72,
S201400696,2014,BS,Public Health,,2018-05-21,3.7,magna cum laude
S201400701,2014,BS,Biology,,2019-05-23,3.23,
S201400703,2014,BA,Economics,,2018-05-15,4.0,
S201400704,2014,BS,Undeclared,Minor: Spanish,2018-05-21,3.51,
S201400707,2014,BS,Physics,,2019-05-15,4.0,
S201400708,2014,BA,Sociology,,2019-05-20,4.0,
S201400711,2014,BA,Political Science,,2019-05-21,3.97,summa cum laude
S201400717,2014,BS,Statistics,,2019-05-20,4.0,
S201400726,2014,BA,English,,2018-05-18,4.0,
S201400727,2014,BS,Pre-Med,,2019-05-16,3.42,cum laude
S201400728,2014,BS,Pre-Med,,2019-05-17,3.48,
S201400729,2014,BS,Undeclared,,2018-05-18,4.0,cum laude
S201400730,2014,BA,English,Minor: History,2018-05-23,3.44,
S201400739,2014,BS,General Studies,,2018-05-20,4.0,magna cum laude
S201400743,2014,BA,Physics,,2018-05-14,2.56,
S201400761,2014,BS,Mathematics,,2020-05-14,3.27,
S201400767,2014,BS,Statistics,,2020-05-22,3.33,
S201400771,2014,BS,Marketing,,2019-05-15,3.55,cum laude
S201400777,2014,BS,Mechanical Engineering,,2018-05-22,3.11,
S201400780,2014,BA,Sociology,,2019-05-18,2.32,magna cum laude
S201400782,2014,BS,Statistics,,2019-05-19,4.0,
S201400787,2014,BS,Chemistry,Minor: Math,2018-05-14,3.18,cum laude
S201400788,2014,BS,Finance,Minor: Stats,2018-05-15,4.0,
S201400790,2014,BS,Art History,Minor: Stats,2018-05-17,3.84,
S201400798,2014,BS,Marketing,Minor: Stats,2018-05-23,3.95,
S201400801,2014,BS,Anthropology,Minor: Math,2018-05-15,3.43,
S201400802,2014,BS,Biomedical Engineering,,2018-05-23,3.75,
S201400806,2014,BA,Philosophy,Minor: Stats,2018-05-17,3.84,
S201400807,2014,BA,Anthropology,,2018-05-19,3.56,summa cum laude
S201400808,2014,BA,Sociology,,2019-05-15,3.08,
S201400809,2014,BS,Physics,,2018-05-17,3.59,
S201400811,2014,BS,Communications,Minor: Stats,2018-05-12,2.6,
S201400816,2014,BS,Spanish,Minor: Spanish,2019-05-16,3.91,magna cum laude
S201400818,2014,BS,Biomedical Engineering,Minor: Stats,2019-05-12,4.0,
S201400819,2014,BA,Civil Engineering,,2018-05-20,3.79,magna cum laude
S201400822,2014,BS,Finance,,2018-05-15,3.97,
S201400825,2014,BS,Economics-Bus,Minor: Math,2018-05-19,3.04,
S201400826,2014,BS,Economics-Bus,,2018-05-13,3.81,
S201400827,2014,BA,English,,2020-05-23,3.82,
S201400829,2014,BS,Computer Science,,2019-05-18,4.0,
S201400835,2014,BA,Economics,Minor: Spanish,2018-05-12,4.0,
S201400838,2014,BS,Physics,,2019-05-23,4.0,cum laude
S201400847,2014,BS,Computer Science,Minor: Music,2020-05-12,3.51,
S201400851,2014,BA,Psychology,,2020-05-20,3.84,cum laude
S201400852,2014,BS,Management,,2019-05-14,4.0,
S201400854,2014,BS,Management,,2018-05-17,3.75,
S201400858,2014,BA,Political Science,Minor: Math,2018-05-15,3.68,
S201400861,2014,BA,Art History,,2019-05-21,3.27,
S201400862,2014,BA,Psychology,,2019-05-23,3.31,
S201400863,2014,BS,Mechanical Engineering,,2019-05-19,3.75,
S201400868,2014,BS,Marketing,,2018-05-12,4.0,
S201400871,2014,BA,English,Minor: Math,2019-05-15,4.0,
S201400873,2014,BA,Spanish,,2020-05-15,3.97,
S201400874,2014,BS,Communications,,2018-05-22,3.38,
S201400876,2014,BS,Mechanical Engineering,Minor: History,2018-05-19,3.75,
S201400879,2014,BS,Biology,Minor: Stats,2018-05-15,3.46,magna cum laude
S201400881,2014,BS,Biology,,2019-05-19,3.24,
S201400885,2014,BS,Electrical Engineering,,2019-05-23,3.04,
S201400886,2014,BS,General Studies,,2019-05-17,3.48,
S201400889,2014,BA,History,Minor: Math,2019-05-12,3.86,
