graduate_id,institution_id,cohort_year,field_of_study,cum_gpa,first_gen,rural_origin
G2018002760,U08,2020,HLT,3.1,1,0
G2018002761,U08,2020,SOC,3.498,0,0
G2018002765,U07,2020,STEM,3.042,0,1
G2018002778,U01,2020,STEM,2.472,1,1
G2018002786,U04,2020,HUM,2.879,0,0
G2018002787,U02,2020,STEM,2.49,0,0
G2018002804,U08,2020,BUS,2.983,1,0
G2018002807,U08,2020,BUS,3.808,1,0
G2018002808,U04,2020,HLT,2.723,1,0
G2018002811,U02,2020,HLT,3.384,0,0
G2018002821,U05,2020,BUS,2.981,1,1
G2018002822,U05,2020,SOC,3.303,1,0
G2018002824,U01,2020,HUM,2.595,0,1
G2018002826,U06,2020,HUM,2.353,1,0
G2018002827,U06,2020,SOC,3.862,0,0
G2018002830,U06,2020,HLT,3.519,0,1
G2018002831,U03,2020,HUM,2.69,0,0
G2018002833,U08,2020,STEM,2.363,0,0
G2018002837,U03,2020,HLT,2.776,0,0
G2018002838,U06,2020,BUS,3.246,0,0
G2018002840,U04,2020,STEM,2.916,0,0
G2018002844,U05,2020,STEM,3.101,0,0
G2018002848,U07,2020,EDU,3.42,1,1
G2018002849,U08,2020,BUS,2.376,0,0
G2018002850,U03,2020,BUS,2.92,1,0
G2018002854,U06,2020,HUM,2.982,0,0
G2018002855,U03,2020,HUM,2.559,1,1
G2018002859,U07,2020,STEM,3.128,1,0
G2018002862,U08,2020,BUS,2.761,1,1
G2018002880,U01,2020,STEM,2.961,0,1
G2018002895,U05,2020,STEM,2.674,1,1
G2018002899,U04,2020,BUS,2.238,0,0
G2018002905,U06,2020,HUM,2.811,1,0
G2018002906,U05,2020,BUS,3.068,1,0
G2018002911,U06,2020,HUM,3.212,0,1
G2018002916,U06,2020,SOC,2.435,0,1
G2018002923,U04,2020,BUS,3.302,0,0
G2018002927,U05,2020,SOC,3.267,1,0
G2018002930,U03,2020,STEM,3.376,0,0
G2018002939,U04,2020,SOC,3.138,0,0
G2018002942,U05,2020,STEM,3.492,0,0
G2018002953,U01,2020,SOC,3.173,1,1
G2018002963,U02,2020,STEM,3.534,0,0
G2018002968,U08,2020,HLT,2.924,0,0
G2018002969,U08,2020,BUS,3.464,0,0
G2018002977,U03,2020,STEM,3.209,0,0
G2018002978,U06,2020,STEM,3.357,0,0
G2018002980,U06,2020,STEM,3.363,0,1
G2018002982,U03,2020,STEM,2.898,1,0
G2018003004,U08,2020,SOC,2.54,0,0
G2018003008,U07,2020,BUS,2.906,0,0
G2018003011,U04,2020,HUM,2.462,0,0
G2018003012,U01,2020,BUS,3.152,0,1
G2018003014,U01,2020,HUM,2.969,0,0
G2018003020,U06,2020,HLT,4.0,1,0
G2018003040,U01,2020,STEM,2.633,0,0
G2018003043,U04,2020,HUM,2.652,1,0
G2018003047,U03,2020,EDU,3.229,1,0
G2018003051,U03,2020,BUS,3.179,0,0
G2018003052,U06,2020,STEM,3.49,0,0
G2018003064,U03,2020,STEM,2.901,1,0
G2018003065,U08,2020,SOC,3.167,1,0
G2018003066,U02,2020,STEM,3.174,0,1
G2018003067,U07,2020,HLT,3.516,1,1
G2018003069,U08,2020,SOC,2.935,1,0
G2018003073,U08,2020,HUM,3.11,0,1
G2018003074,U05,2020,HLT,3.061,0,0
G2018003077,U01,2020,BUS,3.3,0,0
G2018003080,U08,2020,HLT,3.297,0,0
G2018003098,U03,2020,BUS,2.988,1,1
G2018003099,U07,2020,EDU,2.662,1,0
G2018003101,U02,2020,BUS,2.336,0,0
G2018003105,U04,2020,HLT,2.763,0,0
G2018003117,U05,2020,HLT,2.574,0,0
G2018003119,U07,2020,HLT,3.044,0,0
G2018003120,U05,2020,STEM,3.598,0,0
G2018003122,U06,2020,HUM,3.576,0,0
G2018003124,U01,2020,STEM,3.363,0,1
G2018003128,U03,2020,HLT,3.963,0,0
G2018003136,U02,2020,HUM,2.113,0,0
G2018003137,U06,2020,BUS,3.286,0,0
G2018003146,U07,2020,EDU,2.077,0,0
G2018003158,U07,2020,HLT,2.867,0,0
G2018003161,U01,2020,SOC,3.626,0,0
G2018003165,U07,2020,STEM,2.499,0,0
G2018003177,U05,2020,BUS,2.582,0,1
G2018003179,U07,2020,STEM,3.385,0,1
G2018003189,U02,2020,BUS,3.447,1,0
G2018003195,U05,2020,BUS,2.918,0,1
G2018003199,U04,2020,STEM,3.024,1,0
G2018003203,U03,2020,BUS,3.378,1,0
G2018003204,U07,2020,HLT,3.327,0,1
G2018003205,U02,2020,HUM,3.491,0,0
G2018003206,U02,2020,HLT,3.036,0,0
G2018003216,U03,2020,HUM,3.123,0,0
G2018003221,U05,2020,STEM,2.812,0,0
G2018003228,U02,2020,HLT,3.081,1,0
G2018003233,U06,2020,STEM,3.107,1,0
G2018003241,U01,2020,SOC,3.109,0,0
G2018003253,U01,2020,SOC,2.891,0,0
G2018003260,U04,2020,BUS,3.041,0,0
G2018003265,U08,2020,STEM,2.864,1,1
G2018003266,U04,2020,BUS,3.642,0,0
G2018003267,U05,2020,EDU,2.778,0,0
G2018003268,U05,2020,BUS,2.756,1,1
G2018003274,U06,2020,BUS,3.132,0,0
G2018003279,U03,2020,STEM,3.444,0,0
G2018003285,U05,2020,SOC,2.996,1,0
G2018003287,U06,2020,STEM,2.843,1,0
G2018003289,U08,2020,BUS,3.183,1,0
G2018003290,U05,2020,HLT,3.793,1,0
G2018003293,U02,2020,SOC,3.457,0,0
G2018003318,U02,2020,SOC,3.499,1,1
G2018003321,U03,2020,HLT,3.127,0,0
G2018003326,U01,2020,HLT,3.475,0,1
G2018003335,U05,2020,HUM,1.725,0,1
G2018003345,U03,2020,HUM,2.819,1,0
G2018003346,U01,2020,HLT,2.512,1,0
G2018003349,U05,2020,SOC,3.662,1,0
G2018003361,U02,2020,HUM,2.656,0,0
G2018003362,U08,2020,STEM,2.93,0,0
G2018003363,U08,2020,STEM,2.526,0,0
G2018003365,U08,2020,BUS,3.057,1,1
G2018003372,U04,2020,SOC,2.716,0,0
G2018003373,U04,2020,STEM,2.127,0,0
G2018003374,U05,2020,STEM,3.74,1,0
G2018003386,U07,2020,STEM,3.319,1,0
G2018003387,U08,2020,BUS,3.579,0,0
G2018003395,U05,2020,STEM,2.646,1,0
G2018003399,U02,2020,BUS,3.959,0,0
G2018003401,U04,2020,STEM,3.253,0,0
G2018003404,U01,2020,BUS,3.272,0,0
G2018003412,U04,2020,BUS,2.857,0,0
G2018003422,U08,2020,SOC,2.319,0,1
G2018003430,U06,2020,HLT,2.989,0,0
G2018003433,U04,2020,HLT,2.996,1,0
G2018003434,U05,2020,HUM,3.332,0,0
G2018003439,U06,2020,SOC,3.382,1,0
G2018003441,U05,2020,STEM,2.681,0,1
G2018003449,U03,2020,HUM,2.3,1,1
G2018003455,U04,2020,STEM,2.371,0,0
G2018003458,U05,2020,STEM,2.146,1,0
G2018003464,U08,2020,SOC,3.04,0,0
G2018003465,U07,2020,STEM,3.309,0,0
G2018003467,U06,2020,STEM,3.663,0,0
G2018003478,U06,2020,SOC,3.231,1,1
G2018003489,U06,2020,SOC,2.729,0,0
G2018003490,U04,2020,STEM,3.297,0,0
G2018003492,U03,2020,STEM,3.76,0,0
G2018003498,U02,2020,HLT,2.927,0,0
G2018003510,U01,2020,STEM,1.932,0,1
G2018003520,U03,2020,HUM,2.725,0,0
G2018003522,U08,2020,HUM,2.688,0,0
G2018003527,U07,2020,BUS,3.075,1,0
G2018003531,U04,2020,STEM,3.168,0,0
G2018003533,U02,2020,SOC,2.803,0,0
G2018003537,U08,2020,STEM,3.301,0,0
G2018003540,U08,2020,STEM,3.308,0,0
G2018003541,U06,2020,EDU,2.704,1,1
G2018003543,U03,2020,BUS,3.102,0,0
G2018003544,U04,2020,SOC,3.671,0,0
G2018003552,U05,2020,STEM,2.745,0,0
G2018003557,U03,2020,SOC,3.045,0,0
G2018003558,U01,2020,BUS,3.187,0,0
G2018003560,U06,2020,EDU,3.0,0,0
G2018003562,U08,2020,SOC,3.95,0,0
G2018003568,U01,2020,STEM,2.986,0,0
G2018003574,U04,2020,SOC,3.056,0,0
G2018003588,U08,2020,BUS,2.611,1,0
G2018003599,U06,2020,BUS,3.609,1,0
G2018003602,U08,2020,SOC,3.021,0,0
G2018003603,U08,2020,HUM,3.086,0,0
G2018003604,U04,2020,HLT,2.777,0,1
G2018003605,U04,2020,SOC,3.303,0,0
G2018003615,U03,2020,SOC,2.945,0,0
G2018003616,U08,2020,SOC,3.435,0,0
G2018003618,U07,2020,STEM,3.572,1,0
G2018003619,U02,2020,STEM,2.642,1,0
G2018003621,U03,2020,BUS,3.249,0,0
G2018003623,U08,2020,HLT,3.078,0,0
G2018003625,U03,2020,SOC,2.751,1,1
G2018003626,U01,2020,SOC,3.132,0,0
G2018003633,U01,2020,HLT,3.044,0,0
G2018003634,U06,2020,SOC,3.612,0,1
G2018003635,U01,2020,STEM,2.94,1,1
G2018003638,U04,2020,BUS,2.766,0,0
G2018003640,U01,2020,HLT,3.826,0,0
G2018003643,U03,2020,BUS,3.57,0,0
G2018003645,U05,2020,STEM,3.03,1,0
G2018003649,U08,2020,BUS,3.347,1,1
G2018003654,U02,2020,STEM,3.282,0,0
G2018003656,U08,2020,BUS,2.708,0,0
G2018003657,U02,2020,SOC,3.305,0,0
G2018003658,U02,2020,SOC,3.894,0,0
G2018003660,U08,2020,SOC,3.779,0,0
G2018003663,U01,2020,EDU,3.101,0,0
G2018003664,U06,2020,STEM,2.591,1,0
G2018003666,U04,2020,BUS,2.85,0,0
G2018003678,U04,2020,EDU,2.847,1,0
G2018003685,U03,2020,SOC,3.363,0,0
G2018003689,U04,2020,HUM,3.672,0,0
G2018003695,U08,2020,HUM,3.193,0,0
G2018003701,U01,2020,BUS,2.718,1,0
G2018003707,U06,2020,SOC,2.61,0,0
G2018003709,U08,2020,HLT,3.083,0,0
G2018003713,U06,2020,BUS,3.761,0,0
G2018003714,U02,2020,SOC,3.302,0,0
G2018003719,U06,2020,STEM,3.214,0,0
G2018003729,U07,2020,BUS,3.413,0,0
G2018003732,U02,2020,BUS,3.224,0,1
G2018003733,U06,2020,BUS,2.853,1,0
G2018003736,U03,2020,SOC,4.0,0,0
G2018003737,U05,2020,STEM,3.117,0,0
G2018003738,U08,2020,STEM,2.928,0,0
G2018003741,U06,2020,STEM,2.934,0,0
G2018003743,U05,2020,BUS,3.459,0,1
G2018003745,U08,2020,EDU,3.138,1,0
G2018003751,U04,2020,STEM,2.903,0,0
G2018003754,U05,2020,SOC,2.765,0,0
G2018003762,U02,2020,BUS,3.147,0,0
G2018003765,U05,2020,SOC,2.694,0,0
G2018003777,U07,2020,BUS,2.673,1,0
G2018003779,U01,2020,STEM,3.515,0,0
G2018003783,U06,2020,HLT,3.185,0,0
G2018003784,U04,2020,STEM,2.675,1,0
G2018003788,U07,2020,BUS,2.765,1,0
G2018003789,U08,2020,SOC,2.775,0,0
G2018003796,U07,2020,HLT,3.236,0,0
G2018003803,U07,2020,SOC,3.458,0,0
G2018003804,U01,2020,HUM,3.091,1,0
G2018003806,U03,2020,EDU,3.134,0,0
G2018003811,U03,2020,STEM,3.136,0,0
G2018003816,U07,2020,EDU,2.253,1,0
G2018003820,U07,2020,HUM,2.911,0,0
G2018003821,U08,2020,BUS,3.026,0,0
G2018003822,U02,2020,STEM,4.0,1,0
G2018003829,U07,2020,STEM,3.059,0,0
G2018003832,U04,2020,BUS,3.156,0,0
G2018003842,U04,2020,STEM,3.257,0,0
G2018003844,U02,2020,STEM,2.497,0,0
G2018003849,U07,2020,STEM,3.197,1,0
G2018003857,U06,2020,BUS,2.69,0,0
G2018003861,U06,2020,EDU,3.455,0,0
G2018003863,U06,2020,STEM,2.869,0,1
G2018003867,U04,2020,BUS,2.405,0,0
G2018003871,U07,2020,STEM,3.712,0,0
G2018003872,U04,2020,BUS,2.979,0,1
G2018003873,U04,2020,EDU,3.083,0,1
G2018003878,U04,2020,BUS,3.235,0,1
G2018003879,U08,2020,BUS,2.742,0,0
G2018003884,U08,2020,HUM,2.954,1,0
G2018003888,U08,2020,BUS,3.378,0,0
G2018003891,U02,2020,SOC,3.26,0,0
G2018003907,U07,2020,BUS,2.759,0,0
G2018003911,U04,2020,BUS,3.229,0,1
G2018003913,U06,2020,BUS,2.937,0,0
G2018003916,U01,2020,STEM,3.246,0,1
G2018003917,U04,2020,EDU,3.342,0,0
G2018003918,U02,2020,BUS,2.18,1,0
G2018003924,U06,2020,EDU,2.838,0,0
G2018003927,U04,2020,STEM,3.06,0,0
G2018003928,U06,2020,BUS,2.502,0,0
G2018003930,U01,2020,SOC,2.805,0,0
G2018003931,U04,2020,STEM,2.783,0,0
G2018003932,U03,2020,STEM,2.821,0,0
G2018003942,U05,2020,EDU,3.908,1,0
G2018003944,U02,2020,BUS,3.087,0,0
G2018003950,U08,2020,BUS,3.531,0,0
G2018003958,U06,2020,STEM,3.93,1,1
G2018003960,U05,2020,SOC,3.524,0,0
G2018003964,U05,2020,STEM,3.964,0,0
G2018003972,U05,2020,SOC,2.93,1,1
G2018003974,U04,2020,STEM,2.966,1,1
G2018003978,U04,2020,STEM,3.501,0,0
G2018003984,U02,2020,STEM,2.475,1,0
G2018003987,U08,2020,SOC,2.89,1,0
G2018003988,U05,2020,BUS,3.439,0,0
G2018003996,U06,2020,STEM,3.306,0,1
G2018003998,U01,2020,SOC,2.82,0,0
G2018004006,U01,2020,SOC,3.116,0,0
G2018004010,U03,2020,EDU,3.186,1,0
G2018004014,U01,2020,STEM,2.78,0,0
G2018004020,U05,2020,STEM,3.231,0,0
G2018004025,U05,2020,SOC,2.808,0,0
G2018004027,U03,2020,STEM,4.0,0,0
G2018004035,U08,2020,HLT,3.297,0,0
G2018004036,U02,2020,HUM,3.265,0,0
G2018004044,U02,2020,STEM,3.208,0,0
G2018004049,U08,2020,HLT,3.105,1,0
G2018004055,U04,2020,HLT,3.626,0,1
G2018004059,U04,2020,STEM,3.201,1,0
G2018004066,U03,2020,BUS,2.916,0,0
G2018004073,U02,2020,BUS,3.187,1,0
G2018004074,U08,2020,SOC,3.346,0,1
G2018004077,U05,2020,BUS,2.925,1,0
G2018004078,U02,2020,BUS,2.519,0,1
G2018004079,U03,2020,HLT,2.672,0,0
G2018004088,U08,2020,STEM,2.862,0,0
G2018004089,U01,2020,STEM,3.015,0,1
G2018004095,U02,2020,SOC,2.798,0,0
G2018004097,U07,2020,STEM,3.417,0,0
G2018004112,U07,2020,SOC,3.954,0,0
G2018004119,U06,2020,SOC,2.933,0,0
G2018004130,U02,2020,STEM,2.777,0,1
G2018004137,U06,2020,EDU,2.643,0,0
G2018004142,U07,2020,SOC,2.625,0,1
G2018004144,U05,2020,HUM,2.81,0,0
G2018004146,U02,2020,BUS,2.569,0,0
G2018004148,U06,2020,BUS,2.595,1,1
G2018004156,U04,2020,SOC,2.539,0,1
G2018004164,U02,2020,SOC,2.925,1,0
G2018004165,U08,2020,BUS,3.265,0,0
G2018004168,U06,2020,SOC,3.834,1,0
G2018004171,U08,2020,BUS,3.062,0,0
G2018004176,U04,2020,BUS,3.072,0,0
G2018004186,U05,2020,STEM,2.623,0,0
G2018004191,U06,2020,HLT,2.856,0,0
G2018004192,U01,2020,BUS,2.743,1,0
G2018004195,U02,2020,BUS,3.115,0,0
G2018004196,U03,2020,BUS,2.795,0,0
G2018004197,U07,2020,BUS,2.613,0,1
G2018004198,U06,2020,EDU,3.702,1,0
G2018004201,U01,2020,HUM,3.506,1,1
G2018004205,U05,2020,STEM,3.106,0,0
G2018004210,U03,2020,BUS,2.636,0,0
G2018004212,U03,2020,HUM,3.215,0,0
G2018004218,U04,2020,STEM,2.446,1,0
G2018004221,U02,2020,HLT,2.313,1,1
G2018004222,U02,2020,SOC,3.787,0,1
G2018004225,U05,2020,BUS,3.232,0,0
G2018004228,U01,2020,STEM,3.111,1,0
G2018004231,U07,2020,EDU,2.505,1,0
G2018004235,U05,2020,STEM,2.662,1,1
G2018004236,U01,2020,HLT,3.354,1,1
G2018004245,U08,2020,EDU,2.885,0,0
G2018004265,U08,2020,STEM,2.637,0,0
G2018004267,U06,2020,STEM,3.116,0,1
G2018004272,U06,2020,HLT,2.707,0,0
G2018004273,U08,2020,EDU,3.266,0,0
G2018004274,U05,2020,BUS,2.95,0,0
G2018004279,U05,2020,SOC,2.74,0,0
G2018004281,U03,2020,BUS,2.927,1,0
G2018004282,U05,2020,BUS,3.187,0,0
G2018004283,U07,2020,HLT,2.712,1,0
G2018004289,U05,2020,BUS,3.36,0,0
G2018004291,U07,2020,HUM,3.134,0,0
G2018004296,U07,2020,HUM,2.559,1,0
G2018004302,U03,2020,EDU,3.504,0,0
G2018004307,U07,2020,EDU,3.244,1,1
G2018004308,U07,2020,HLT,3.246,0,0
G2018004314,U03,2020,STEM,2.485,0,0
G2018004317,U03,2020,BUS,3.274,0,0
G2018004319,U04,2020,HUM,3.353,1,0
G2018004326,U07,2020,STEM,2.359,0,0
G2018004328,U04,2020,BUS,3.748,0,0
G2018004343,U06,2020,STEM,2.234,1,0
G2018004351,U01,2020,STEM,2.821,1,0
G2018004352,U07,2020,HUM,3.769,0,0
G2018004353,U05,2020,STEM,2.272,0,1
G2018004358,U02,2020,STEM,3.042,0,0
G2018004365,U08,2020,HUM,2.923,0,0
G2018004370,U01,2020,BUS,3.497,0,0
G2018004371,U06,2020,STEM,2.334,0,0
G2018004381,U04,2020,STEM,3.398,0,0
G2018004388,U05,2020,SOC,3.446,0,0
G2018004394,U08,2020,SOC,2.53,0,0
G2018004399,U02,2020,HUM,4.0,0,0
G2018004413,U03,2020,EDU,3.173,1,0
G2018004416,U05,2020,EDU,3.08,0,1
G2018004419,U02,2020,BUS,2.867,0,1
G2018004426,U07,2020,BUS,3.51,0,0
G2018004430,U05,2020,STEM,2.446,0,0
G2018004436,U06,2020,BUS,2.942,1,0
G2018004438,U02,2020,STEM,2.705,0,1
G2018004440,U06,2020,STEM,3.225,1,0
G2018004441,U04,2020,HLT,2.941,1,1
G2018004443,U05,2020,BUS,3.37,0,1
G2018004446,U02,2020,STEM,3.22,0,0
G2018004448,U06,2020,HUM,1.6,0,0
G2018004454,U02,2020,BUS,3.064,0,0
G2018004457,U08,2020,SOC,1.899,1,0
G2018004463,U02,2020,STEM,3.824,1,0
G2018004476,U08,2020,BUS,2.98,0,0
G2018004478,U03,2020,STEM,4.0,1,0
G2018004483,U04,2020,STEM,2.311,1,0
G2018004499,U06,2020,STEM,2.819,0,0
G2018004501,U02,2020,EDU,2.804,0,1
G2018004514,U01,2020,BUS,2.901,0,0
G2018004516,U05,2020,STEM,2.61,0,0
G2018004524,U03,2020,EDU,3.031,1,1
G2018004526,U08,2020,BUS,2.354,0,0
G2018004536,U01,2020,HLT,2.292,1,1
G2018004538,U03,2020,BUS,3.146,0,1
G2018004545,U05,2020,STEM,2.906,0,0
G2018004549,U03,2020,STEM,3.099,0,0
G2018004550,U04,2020,SOC,3.317,1,1
G2018004558,U01,2020,SOC,3.74,0,0
G2018004567,U05,2020,STEM,3.266,0,1
G2018004570,U04,2020,STEM,3.4,0,0
G2018004579,U04,2020,BUS,2.864,0,0
G2018004580,U03,2020,STEM,2.667,0,1
G2018004582,U05,2020,HLT,2.555,1,0
G2018004591,U02,2020,STEM,3.135,0,1
G2018004596,U08,2020,HUM,2.951,1,0
G2018004597,U07,2020,STEM,3.779,1,0
G2018004598,U01,2020,STEM,3.473,0,0
G2018004605,U07,2020,BUS,3.751,1,0
G2018004608,U08,2020,SOC,3.571,0,0
G2018004614,U03,2020,BUS,3.258,0,0
G2018004620,U05,2020,HLT,2.905,0,0
G2018004624,U03,2020,STEM,2.608,0,0
G2018004626,U07,2020,BUS,3.015,0,0
G2018004630,U04,2020,HUM,2.942,0,1
G2018004637,U08,2020,HLT,3.306,0,0
G2018004638,U03,2020,STEM,2.489,0,0
G2018004639,U05,2020,STEM,2.934,0,0
G2018004642,U03,2020,BUS,2.702,0,0
G2018004648,U01,2020,BUS,3.082,0,0
G2018004649,U06,2020,SOC,2.911,0,0
G2018004654,U02,2020,BUS,3.032,0,0
G2018004660,U06,2020,STEM,2.927,0,0
G2018004663,U07,2020,HUM,3.084,0,0
G2018004675,U08,2020,STEM,3.964,1,0
G2018004682,U05,2020,STEM,2.607,0,0
G2018004683,U08,2020,STEM,3.719,0,1
G2018004687,U03,2020,HLT,3.212,1,0
G2018004692,U02,2020,BUS,2.951,0,0
G2018004697,U01,2020,EDU,2.868,0,0
G2018004700,U08,2020,EDU,3.3,0,0
G2018004703,U07,2020,STEM,2.641,1,0
G2018004707,U04,2020,STEM,2.847,0,1
G2018004709,U02,2020,STEM,3.467,1,1
G2018004720,U05,2020,HUM,2.93,1,0
G2018004722,U02,2020,HUM,3.184,0,0
G2018004724,U03,2020,STEM,3.097,0,0
G2018004731,U04,2020,HLT,2.907,0,1
G2018004734,U07,2020,HUM,3.012,0,0
G2018004736,U04,2020,BUS,2.934,0,1
G2018004737,U01,2020,HLT,3.357,0,0
G2018004740,U01,2020,BUS,3.522,0,0
G2018004754,U05,2020,HLT,3.457,1,1
G2018004766,U08,2020,EDU,3.508,1,1
G2018004768,U06,2020,STEM,2.208,0,1
G2018004773,U03,2020,BUS,3.257,1,1
G2018004791,U02,2020,SOC,2.454,1,0
G2018004793,U08,2020,STEM,3.369,0,0
G2018004794,U02,2020,HUM,3.34,0,1
G2018004799,U05,2020,STEM,3.304,0,0
G2018004800,U08,2020,STEM,3.534,1,0
G2018004804,U06,2020,BUS,3.326,1,0
G2018004805,U05,2020,EDU,2.929,0,0
G2018004810,U07,2020,SOC,3.599,0,0
G2018004816,U07,2020,BUS,3.277,0,0
G2018004817,U08,2020,STEM,3.802,0,0
G2018004820,U08,2020,STEM,3.136,0,0
G2018004823,U04,2020,HLT,3.343,0,0
G2018004826,U07,2020,BUS,2.726,0,1
G2018004831,U07,2020,BUS,2.13,0,0
G2018004835,U08,2020,SOC,3.285,1,1
G2018004838,U06,2020,BUS,3.094,1,0
G2018004839,U06,2020,BUS,2.568,1,0
G2018004841,U01,2020,STEM,3.138,0,0
G2018004842,U02,2020,SOC,2.955,0,0
G2018004852,U08,2020,BUS,3.768,0,1
G2018004853,U05,2020,STEM,2.683,1,0
G2018004857,U07,2020,STEM,3.21,0,0
G2018004868,U04,2020,HUM,2.848,0,1
G2018004870,U02,2020,STEM,3.602,1,1
G2018004876,U03,2020,STEM,2.385,1,0
G2018004880,U07,2020,HUM,2.601,0,1
G2018004882,U05,2020,HLT,2.724,1,0
G2018004886,U04,2020,HUM,3.224,0,0
G2018004895,U07,2020,SOC,3.321,0,1
G2018004897,U08,2020,BUS,3.63,0,0
G2018004899,U05,2020,STEM,2.765,1,0
G2018004914,U07,2020,STEM,3.15,0,0
G2018004925,U05,2020,STEM,3.371,0,0
G2018004943,U04,2020,BUS,3.131,0,0
G2018004954,U07,2020,STEM,3.042,1,1
G2018004958,U05,2020,HUM,3.035,0,0
G2018004960,U04,2020,SOC,3.193,0,0
G2018004962,U02,2020,HUM,3.36,1,0
G2018004978,U03,2020,BUS,2.569,0,1
G2018004985,U08,2020,STEM,3.309,0,0
G2018004992,U03,2020,STEM,2.862,1,0
G2018005001,U08,2020,STEM,3.33,1,0
G2018005007,U06,2020,HLT,1.95,0,0
G2018005009,U07,2020,HLT,3.281,0,0
G2018005012,U04,2020,BUS,2.922,0,0
G2018005013,U04,2020,BUS,3.356,0,1
G2018005022,U08,2020,HUM,2.791,0,1
G2018005029,U03,2020,SOC,3.589,0,0
G2018005034,U06,2020,HUM,4.0,1,0
G2018005037,U02,2020,STEM,3.788,0,0
G2018005039,U04,2020,STEM,2.924,0,0
G2018005041,U04,2020,BUS,3.717,0,0
G2018005050,U04,2020,HLT,2.781,0,0
G2018005052,U05,2020,SOC,3.243,1,1
G2018005065,U06,2020,STEM,2.832,0,0
G2018005074,U08,2020,STEM,3.787,1,0
G2018005077,U07,2020,STEM,3.59,1,0
G2018005080,U05,2020,HUM,3.598,0,0
G2018005090,U06,2020,SOC,2.354,0,1
G2018005091,U08,2020,SOC,2.921,0,0
G2018005099,U08,2020,HLT,3.419,0,0
G2018005100,U03,2020,SOC,2.787,1,0
G2018005107,U02,2020,SOC,3.594,0,0
G2018005108,U08,2020,STEM,3.454,0,1
G2018005109,U08,2020,BUS,3.591,0,0
G2018005115,U08,2020,SOC,3.118,1,0
G2018005116,U07,2020,STEM,3.19,0,0
G2018005130,U02,2020,HUM,3.07,0,0
G2018005132,U07,2020,SOC,2.915,0,0
G2018005143,U03,2020,BUS,3.374,0,0
G2018005146,U04,2020,STEM,2.899,0,0
G2018005149,U01,2020,EDU,2.809,0,0
G2018005156,U08,2020,STEM,2.949,0,1
G2018005160,U06,2020,HUM,2.894,0,0
G2018005161,U02,2020,SOC,3.618,0,0
G2018005167,U01,2020,SOC,3.333,0,0
G2018005173,U08,2020,BUS,3.031,0,1
G2018005177,U07,2020,BUS,2.742,0,0
G2018005180,U03,2020,EDU,2.761,0,0
G2018005183,U02,2020,STEM,2.635,0,0
G2018005186,U08,2020,SOC,3.251,1,0
G2018005188,U04,2020,STEM,3.096,0,0
G2018005189,U07,2020,STEM,3.332,0,0
G2018005201,U04,2020,HLT,2.85,1,0
G2018005207,U07,2020,HLT,3.277,0,0
G2018005208,U04,2020,SOC,3.646,0,0
G2018005214,U05,2020,EDU,3.166,0,0
G2018005217,U07,2020,BUS,3.173,0,0
G2018005220,U07,2020,HUM,3.38,0,0
G2018005228,U02,2020,STEM,2.975,0,0
G2018005229,U02,2020,SOC,3.286,0,0
G2018005231,U06,2020,STEM,3.13,0,0
G2018005234,U08,2020,HLT,2.884,0,0
G2018005240,U03,2020,STEM,2.587,0,0
G2018005242,U05,2020,STEM,2.652,0,0
G2018005244,U03,2020,STEM,3.255,1,0
G2018005257,U07,2020,STEM,3.49,1,0
G2018005258,U03,2020,STEM,3.226,0,1
G2018005261,U02,2020,HUM,3.764,0,1
G2018005268,U08,2020,STEM,2.894,1,1
G2018005272,U05,2020,BUS,2.828,0,1
G2018005275,U06,2020,BUS,2.577,0,0
G2018005285,U03,2020,STEM,3.539,0,0
G2018005293,U08,2020,SOC,2.928,0,0
G2018005294,U04,2020,HUM,2.209,0,0
G2018005296,U02,2020,HLT,3.184,0,0
G2018005304,U07,2020,EDU,2.804,1,0
G2018005305,U01,2020,STEM,3.239,0,0
G2018005308,U06,2020,HLT,2.767,0,0
G2018005317,U05,2020,SOC,2.907,0,1
G2018005318,U03,2020,STEM,3.091,0,0
G2018005321,U06,2020,STEM,2.943,0,0
G2018005324,U04,2020,BUS,3.722,1,1
G2018005332,U06,2020,EDU,2.996,1,0
G2018005341,U06,2020,HUM,3.058,0,0
G2018005344,U06,2020,BUS,2.619,0,0
G2018005346,U08,2020,SOC,3.098,1,0
G2018005352,U02,2020,SOC,2.852,0,1
G2018005362,U01,2020,BUS,2.381,0,0
G2018005369,U08,2020,STEM,2.449,0,0
G2018005376,U03,2020,STEM,2.892,0,0
G2018005383,U08,2020,HLT,3.889,1,0
G2018005384,U07,2020,STEM,3.502,0,0
G2018005393,U08,2020,EDU,3.37,0,0
G2018005408,U08,2020,HUM,2.9,0,1
G2018005411,U08,2020,STEM,3.523,1,0
G2018005426,U05,2020,HLT,3.583,0,0
G2018005432,U07,2020,HLT,3.176,1,0
G2018005437,U04,2020,HLT,2.946,0,0
G2018005447,U04,2020,BUS,3.113,0,0
G2018005449,U06,2020,HUM,2.796,0,0
G2018005451,U03,2020,HLT,3.374,1,0
G2018005454,U01,2020,HLT,2.953,0,1
G2018005462,U05,2020,STEM,3.244,0,1
G2018005463,U06,2020,SOC,3.116,0,1
G2018005465,U02,2020,HLT,3.77,0,1
G2018005468,U01,2020,HLT,2.98,1,1
