student_id,cohort,aid_received,annual_aid_amount,disbursement_fall,disbursement_spring
S201800634,2018,1,7210,2018-08-15,2019-01-17
S201800635,2018,0,0,,
S201800636,2018,1,3643,2018-08-17,2019-01-10
S201800637,2018,1,3636,2018-08-25,2019-01-17
S201800638,2018,0,0,,
S201800639,2018,0,0,,
S201800640,2018,1,5467,2018-08-23,2019-01-12
S201800641,2018,0,0,,
S201800642,2018,1,6287,2018-08-17,2019-01-15
S201800643,2018,1,5386,2018-08-26,2019-01-08
S201800644,2018,0,0,,
S201800645,2018,1,3999,2018-08-27,2019-01-08
S201800646,2018,0,0,,
S201800647,2018,1,5228,2018-08-22,2019-01-13
S201800648,2018,1,5342,2018-08-23,2019-01-09
S201800649,2018,1,5314,2018-08-16,2019-01-15
S201800650,2018,0,0,,
S201800651,2018,1,3965,2018-08-27,2019-01-13
S201800652,2018,1,3841,2018-08-27,2019-01-09
S201800653,2018,0,0,,
S201800654,2018,1,5564,2018-08-17,2019-01-12
S201800655,2018,1,5495,2018-08-26,2019-01-10
S201800656,2018,0,0,,
S201800657,2018,1,6322,2018-08-24,2019-01-08
S201800658,2018,0,0,,
S201800659,2018,0,0,,
S201800660,2018,1,7617,2018-08-20,2019-01-11
S201800661,2018,1,5508,2018-08-26,2019-01-12
S201800662,2018,1,5962,2018-08-21,2019-01-08
S201800663,2018,1,7157,2018-08-26,2019-01-17
S201800664,2018,1,5465,2018-08-16,2019-01-08
S201800665,2018,1,3675,2018-08-23,2019-01-10
S201800666,2018,1,5046,2018-08-23,2019-01-10
S201800667,2018,1,5735,2018-08-17,2019-01-13
S201800668,2018,0,0,,
S201800669,2018,1,5785,2018-08-20,2019-01-11
S201800670,2018,1,8443,2018-08-22,2019-01-08
S201800671,2018,0,0,,
S201800672,2018,1,6194,2018-08-27,2019-01-17
S201800673,2018,1,4409,2018-08-19,2019-01-10
S201800674,2018,1,6407,2018-08-15,2019-01-14
S201800675,2018,1,8475,2018-08-19,2019-01-14
S201800676,2018,0,0,,
S201800677,2018,1,5831,2018-08-21,2019-01-11
S201800678,2018,1,3829,2018-08-24,2019-01-09
S201800679,2018,1,6074,2018-08-27,2019-01-10
S201800680,2018,1,5655,2018-08-15,2019-01-11
S201800681,2018,1,6894,2018-08-17,2019-01-16
S201800682,2018,1,5070,2018-08-18,2019-01-10
S201800683,2018,1,4644,2018-08-17,2019-01-13
S201800684,2018,1,3404,2018-08-17,2019-01-09
S201800685,2018,1,4749,2018-08-24,2019-01-15
S201800686,2018,1,3748,2018-08-26,2019-01-13
S201800687,2018,1,4356,2018-08-23,2019-01-08
S201800688,2018,1,6661,2018-08-21,2019-01-17
S201800689,2018,0,0,,
S201800690,2018,1,2972,2018-08-21,2019-01-09
S201800691,2018,0,0,,
S201800692,2018,0,0,,
S201800693,2018,1,4793,2018-08-24,2019-01-17
S201800694,2018,1,5527,2018-08-21,2019-01-17
S201800695,2018,0,0,,
S201800696,2018,1,2863,2018-08-24,2019-01-12
S201800697,2018,0,0,,
S201800698,2018,1,4862,2018-08-22,2019-01-08
S201800699,2018,1,5851,2018-08-18,2019-01-14
S201800700,2018,0,0,,
S201800701,2018,0,0,,
S201800702,2018,1,3603,2018-08-15,2019-01-10
S201800703,2018,0,0,,
S201800704,2018,0,0,,
S201800705,2018,1,5248,2018-08-24,2019-01-12
S201800706,2018,0,0,,
S201800707,2018,1,6200,2018-08-27,2019-01-13
S201800708,2018,1,6532,2018-08-15,2019-01-08
S201800709,2018,1,4916,2018-08-26,2019-01-17
S201800710,2018,0,0,,
S201800711,2018,1,6415,2018-08-17,2019-01-09
S201800712,2018,1,5315,2018-08-21,2019-01-08
S201800713,2018,1,5625,2018-08-16,2019-01-14
S201800714,2018,0,0,,
S201800715,2018,0,0,,
S201800716,2018,1,6643,2018-08-22,2019-01-09
S201800717,2018,0,0,,
S201800718,2018,1,5180,2018-08-25,2019-01-12
S201800719,2018,0,0,,
S201800720,2018,1,4084,2018-08-18,2019-01-13
S201800721,2018,0,0,,
S201800722,2018,1,5286,2018-08-15,2019-01-08
S201800723,2018,1,2804,2018-08-15,2019-01-11
S201800724,2018,1,5915,2018-08-27,2019-01-12
S201800725,2018,0,0,,
S201800726,2018,1,2469,2018-08-22,2019-01-15
S201800727,2018,0,0,,
S201800728,2018,1,4751,2018-08-23,2019-01-09
S201800729,2018,0,0,,
S201800730,2018,0,0,,
S201800731,2018,1,4376,2018-08-27,2019-01-13
S201800732,2018,0,0,,
S201800733,2018,1,5237,2018-08-17,2019-01-12
S201800734,2018,0,0,,
S201800735,2018,0,0,,
S201800736,2018,1,5657,2018-08-22,2019-01-14
S201800737,2018,1,4975,2018-08-17,2019-01-14
S201800738,2018,0,0,,
S201800739,2018,0,0,,
S201800740,2018,1,5879,2018-08-18,2019-01-12
S201800741,2018,0,0,,
S201800742,2018,1,3734,2018-08-18,2019-01-12
S201800743,2018,0,0,,
S201800744,2018,0,0,,
S201800745,2018,1,6928,2018-08-17,2019-01-14
S201800746,2018,1,7134,2018-08-22,2019-01-09
S201800747,2018,1,5815,2018-08-18,2019-01-13
S201800748,2018,1,6851,2018-08-23,2019-01-10
S201800749,2018,0,0,,
S201800750,2018,1,8156,2018-08-22,2019-01-09
S201800751,2018,1,5004,2018-08-17,2019-01-08
S201800752,2018,1,4040,2018-08-15,2019-01-13
S201800753,2018,0,0,,
S201800754,2018,1,5405,2018-08-16,2019-01-17
S201800755,2018,0,0,,
S201800756,2018,1,5878,2018-08-17,2019-01-12
S201800757,2018,1,4117,2018-08-27,2019-01-13
S201800758,2018,1,10149,2018-08-23,2019-01-08
S201800759,2018,1,6190,2018-08-15,2019-01-08
S201800760,2018,1,5651,2018-08-22,2019-01-13
S201800761,2018,0,0,,
S201800762,2018,1,7217,2018-08-15,2019-01-08
S201800763,2018,1,8133,2018-08-17,2019-01-12
S201800764,2018,0,0,,
S201800765,2018,1,4927,2018-08-17,2019-01-15
S201800766,2018,0,0,,
S201800767,2018,0,0,,
S201800768,2018,0,0,,
S201800769,2018,0,0,,
S201800770,2018,0,0,,
S201800771,2018,0,0,,
S201800772,2018,1,6451,2018-08-25,2019-01-11
S201800773,2018,0,0,,
S201800774,2018,0,0,,
S201800775,2018,0,0,,
S201800776,2018,1,2969,2018-08-21,2019-01-08
S201800777,2018,1,5571,2018-08-22,2019-01-12
S201800778,2018,1,4096,2018-08-15,2019-01-12
S201800779,2018,1,4645,2018-08-20,2019-01-09
S201800780,2018,1,4895,2018-08-16,2019-01-15
S201800781,2018,1,2674,2018-08-21,2019-01-15
S201800782,2018,0,0,,
S201800783,2018,1,7284,2018-08-27,2019-01-15
S201800784,2018,0,0,,
S201800785,2018,0,0,,
S201800786,2018,0,0,,
S201800787,2018,1,6792,2018-08-15,2019-01-15
S201800788,2018,1,7682,2018-08-26,2019-01-08
S201800789,2018,0,0,,
S201800790,2018,1,6311,2018-08-20,2019-01-17
S201800791,2018,1,3057,2018-08-21,2019-01-14
S201800792,2018,1,4544,2018-08-20,2019-01-14
S201800793,2018,0,0,,
S201800794,2018,0,0,,
S201800795,2018,0,0,,
S201800796,2018,0,0,,
S201800797,2018,1,7986,2018-08-18,2019-01-13
S201800798,2018,0,0,,
S201800799,2018,0,0,,
S201800800,2018,0,0,,
S201800801,2018,1,5759,2018-08-26,2019-01-12
S201800802,2018,0,0,,
S201800803,2018,0,0,,
S201800804,2018,0,0,,
S201800805,2018,1,4974,2018-08-16,2019-01-11
S201800806,2018,0,0,,
S201800807,2018,1,7458,2018-08-22,2019-01-14
S201800808,2018,1,7375,2018-08-27,2019-01-10
S201800809,2018,0,0,,
S201800810,2018,0,0,,
S201800811,2018,1,6836,2018-08-19,2019-01-17
S201800812,2018,1,5621,2018-08-16,2019-01-16
S201800813,2018,0,0,,
S201800814,2018,1,1897,2018-08-25,2019-01-12
S201800815,2018,1,7907,2018-08-22,2019-01-09
S201800816,2018,0,0,,
S201800817,2018,1,4508,2018-08-27,2019-01-15
S201800818,2018,1,3273,2018-08-16,2019-01-16
S201800819,2018,1,6864,2018-08-25,2019-01-12
S201800820,2018,0,0,,
S201800821,2018,0,0,,
S201800822,2018,1,7168,2018-08-22,2019-01-13
S201800823,2018,0,0,,
S201800824,2018,1,6731,2018-08-17,2019-01-14
S201800825,2018,0,0,,
S201800826,2018,0,0,,
S201800827,2018,1,6200,2018-08-23,2019-01-12
S201800828,2018,1,6875,2018-08-17,2019-01-10
S201800829,2018,1,4964,2018-08-26,2019-01-10
S201800830,2018,1,3852,2018-08-18,2019-01-13
S201800831,2018,1,7093,2018-08-26,2019-01-13
S201800832,2018,1,4210,2018-08-16,2019-01-17
S201800833,2018,1,4492,2018-08-24,2019-01-10
S201800834,2018,1,7456,2018-08-25,2019-01-15
S201800835,2018,1,7167,2018-08-23,2019-01-08
S201800836,2018,0,0,,
S201800837,2018,1,4364,2018-08-21,2019-01-16
S201800838,2018,0,0,,
S201800839,2018,0,0,,
S201800840,2018,0,0,,
S201800841,2018,1,2887,2018-08-19,2019-01-13
S201800842,2018,0,0,,
S201800843,2018,1,4791,2018-08-15,2019-01-09
S201800844,2018,0,0,,
S201800845,2018,1,4926,2018-08-24,2019-01-16
S201800846,2018,0,0,,
S201800847,2018,0,0,,
S201800848,2018,1,5277,2018-08-21,2019-01-08
S201800849,2018,1,6514,2018-08-17,2019-01-15
S201800850,2018,1,6072,2018-08-17,2019-01-13
S201800851,2018,1,5031,2018-08-17,2019-01-15
S201800852,2018,1,5222,2018-08-23,2019-01-10
S201800853,2018,1,7713,2018-08-17,2019-01-13
S201800854,2018,0,0,,
S201800855,2018,1,8048,2018-08-17,2019-01-11
S201800856,2018,1,5605,2018-08-25,2019-01-09
S201800857,2018,1,7281,2018-08-16,2019-01-14
S201800858,2018,0,0,,
S201800859,2018,1,6357,2018-08-22,2019-01-13
S201800860,2018,0,0,,
S201800861,2018,1,7541,2018-08-15,2019-01-12
S201800862,2018,1,6450,2018-08-25,2019-01-12
S201800863,2018,0,0,,
S201800864,2018,0,0,,
S201800865,2018,1,6265,2018-08-17,2019-01-08
S201800866,2018,0,0,,
S201800867,2018,0,0,,
S201800868,2018,1,3983,2018-08-27,2019-01-10
S201800869,2018,1,7612,2018-08-20,2019-01-12
S201800870,2018,1,3183,2018-08-16,2019-01-12
S201800871,2018,1,7266,2018-08-16,2019-01-13
S201800872,2018,1,5721,2018-08-17,2019-01-15
S201800873,2018,0,0,,
S201800874,2018,0,0,,
S201800875,2018,1,5207,2018-08-19,2019-01-09
S201800876,2018,0,0,,
S201800877,2018,1,5296,2018-08-27,2019-01-14
S201800878,2018,1,3538,2018-08-19,2019-01-08
S201800879,2018,0,0,,
S201800880,2018,0,0,,
S201800881,2018,1,6992,2018-08-18,2019-01-13
S201800882,2018,1,4069,2018-08-22,2019-01-15
S201800883,2018,1,7299,2018-08-19,2019-01-13
S201800884,2018,1,5538,2018-08-21,2019-01-15
S201800885,2018,1,5010,2018-08-21,2019-01-12
S201800886,2018,1,6260,2018-08-21,2019-01-12
S201800887,2018,1,3999,2018-08-15,2019-01-09
S201800888,2018,1,5132,2018-08-18,2019-01-08
S201800889,2018,1,5145,2018-08-24,2019-01-09
S201800890,2018,1,6000,2018-08-23,2019-01-15
S201800891,2018,1,7064,2018-08-17,2019-01-13
S201800892,2018,1,7049,2018-08-26,2019-01-09
S201800893,2018,1,4131,2018-08-22,2019-01-08
S201800894,2018,1,3560,2018-08-15,2019-01-15
S201800895,2018,0,0,,
S201800896,2018,0,0,,
S201800897,2018,1,8953,2018-08-27,2019-01-14
S201800898,2018,1,5990,2018-08-27,2019-01-12
S201800899,2018,1,6379,2018-08-18,2019-01-16
S201800900,2018,1,5572,2018-08-18,2019-01-10
S201800901,2018,1,5211,2018-08-26,2019-01-12
S201800902,2018,1,7440,2018-08-18,2019-01-15
S201800903,2018,1,7492,2018-08-21,2019-01-16
S201800904,2018,0,0,,
S201800905,2018,1,7187,2018-08-23,2019-01-15
S201800906,2018,0,0,,
S201800907,2018,0,0,,
S201800908,2018,1,4382,2018-08-23,2019-01-16
S201800909,2018,0,0,,
S201800910,2018,1,5924,2018-08-23,2019-01-15
S201800911,2018,1,3226,2018-08-20,2019-01-11
S201800912,2018,1,5141,2018-08-18,2019-01-12
S201800913,2018,1,6295,2018-08-27,2019-01-14
S201800914,2018,1,4772,2018-08-21,2019-01-13
S201800915,2018,0,0,,
S201800916,2018,1,5864,2018-08-20,2019-01-13
S201800917,2018,1,4096,2018-08-22,2019-01-15
S201800918,2018,1,6367,2018-08-24,2019-01-17
S201800919,2018,1,3735,2018-08-24,2019-01-14
S201800920,2018,1,3895,2018-08-21,2019-01-12
S201800921,2018,0,0,,
S201800922,2018,1,4266,2018-08-20,2019-01-09
S201800923,2018,0,0,,
S201800924,2018,1,3991,2018-08-18,2019-01-15
S201800925,2018,1,5401,2018-08-19,2019-01-10
S201800926,2018,0,0,,
S201800927,2018,1,5037,2018-08-18,2019-01-10
S201800928,2018,1,3452,2018-08-19,2019-01-11
S201800929,2018,0,0,,
S201800930,2018,0,0,,
S201800931,2018,1,5143,2018-08-16,2019-01-11
S201800932,2018,1,4754,2018-08-22,2019-01-14
S201800933,2018,0,0,,
S201800934,2018,1,6495,2018-08-24,2019-01-16
S201800935,2018,1,6517,2018-08-24,2019-01-13
S201800936,2018,0,0,,
S201800937,2018,1,6706,2018-08-21,2019-01-13
S201800938,2018,0,0,,
S201800939,2018,0,0,,
S201800940,2018,1,6792,2018-08-23,2019-01-14
S201800941,2018,1,6804,2018-08-25,2019-01-08
S201800942,2018,0,0,,
S201800943,2018,0,0,,
S201800944,2018,1,6765,2018-08-15,2019-01-17
S201800945,2018,1,7196,2018-08-21,2019-01-10
S201800946,2018,1,7197,2018-08-17,2019-01-13
S201800947,2018,0,0,,
S201800948,2018,1,9287,2018-08-23,2019-01-09
S201800949,2018,0,0,,
S201800950,2018,1,5132,2018-08-26,2019-01-15
S201800951,2018,1,4985,2018-08-15,2019-01-17
S201800952,2018,1,7134,2018-08-17,2019-01-10
S201800953,2018,1,6647,2018-08-15,2019-01-12
S201800954,2018,1,8444,2018-08-22,2019-01-12
S201800955,2018,1,5446,2018-08-16,2019-01-14
S201800956,2018,1,8744,2018-08-26,2019-01-10
S201800957,2018,1,7100,2018-08-21,2019-01-11
S201800958,2018,0,0,,
S201800959,2018,1,4754,2018-08-22,2019-01-10
S201800960,2018,0,0,,
S201800961,2018,0,0,,
S201800962,2018,1,5059,2018-08-16,2019-01-15
S201800963,2018,1,5436,2018-08-21,2019-01-16
S201800964,2018,1,5950,2018-08-19,2019-01-13
S201800965,2018,0,0,,
S201800966,2018,1,4793,2018-08-20,2019-01-16
S201800967,2018,0,0,,
S201800968,2018,0,0,,
S201800969,2018,1,5349,2018-08-22,2019-01-17
S201800970,2018,0,0,,
S201800971,2018,1,4449,2018-08-26,2019-01-10
S201800972,2018,1,6310,2018-08-15,2019-01-10
S201800973,2018,0,0,,
S201800974,2018,0,0,,
S201800975,2018,0,0,,
S201800976,2018,0,0,,
S201800977,2018,1,4099,2018-08-15,2019-01-09
S201800978,2018,0,0,,
S201800979,2018,0,0,,
S201800980,2018,0,0,,
S201800981,2018,1,8094,2018-08-15,2019-01-15
S201800982,2018,0,0,,
S201800983,2018,1,7516,2018-08-20,2019-01-15
S201800984,2018,1,4249,2018-08-24,2019-01-17
S201800985,2018,1,4261,2018-08-16,2019-01-13
S201800986,2018,1,7179,2018-08-17,2019-01-17
S201800987,2018,1,5297,2018-08-23,2019-01-10
S201800988,2018,0,0,,
S201800989,2018,1,5551,2018-08-23,2019-01-08
S201800990,2018,1,5123,2018-08-20,2019-01-12
S201800991,2018,1,6934,2018-08-25,2019-01-13
S201800992,2018,1,5203,2018-08-26,2019-01-16
S201800993,2018,1,7512,2018-08-19,2019-01-13
S201800994,2018,0,0,,
S201800995,2018,1,5079,2018-08-20,2019-01-08
S201800996,2018,1,6180,2018-08-22,2019-01-10
S201800997,2018,0,0,,
S201800998,2018,1,7756,2018-08-24,2019-01-12
S201800999,2018,0,0,,
S201801000,2018,1,4860,2018-08-16,2019-01-14
S201801001,2018,0,0,,
S201801002,2018,0,0,,
S201801003,2018,0,0,,
S201801004,2018,0,0,,
S201801005,2018,1,8290,2018-08-25,2019-01-11
S201801006,2018,1,8151,2018-08-25,2019-01-14
S201801007,2018,1,7671,2018-08-25,2019-01-14
S201801008,2018,0,0,,
S201801009,2018,0,0,,
S201801010,2018,1,6599,2018-08-18,2019-01-08
S201801011,2018,0,0,,
S201801012,2018,0,0,,
S201801013,2018,1,4235,2018-08-18,2019-01-17
S201801014,2018,0,0,,
S201801015,2018,1,4721,2018-08-27,2019-01-16
S201801016,2018,0,0,,
S201801017,2018,1,4727,2018-08-16,2019-01-09
S201801018,2018,1,6166,2018-08-23,2019-01-12
S201801019,2018,1,4204,2018-08-27,2019-01-15
S201801020,2018,0,0,,
S201801021,2018,1,7002,2018-08-23,2019-01-15
S201801022,2018,1,3824,2018-08-17,2019-01-16
S201801023,2018,1,6770,2018-08-26,2019-01-11
S201801024,2018,1,4628,2018-08-23,2019-01-13
S201801025,2018,0,0,,
S201801026,2018,1,7266,2018-08-17,2019-01-09
S201801027,2018,1,7398,2018-08-27,2019-01-12
S201801028,2018,1,5893,2018-08-20,2019-01-09
S201801029,2018,1,4098,2018-08-26,2019-01-09
S201801030,2018,0,0,,
S201801031,2018,1,7426,2018-08-19,2019-01-10
S201801032,2018,1,7982,2018-08-23,2019-01-11
S201801033,2018,0,0,,
S201801034,2018,1,5816,2018-08-27,2019-01-15
S201801035,2018,0,0,,
S201801036,2018,1,7122,2018-08-22,2019-01-11
S201801037,2018,0,0,,
S201801038,2018,1,5217,2018-08-15,2019-01-15
S201801039,2018,0,0,,
S201801040,2018,1,7881,2018-08-21,2019-01-08
S201801041,2018,1,6284,2018-08-26,2019-01-10
S201801042,2018,1,5236,2018-08-23,2019-01-12
S201801043,2018,1,4636,2018-08-19,2019-01-09
S201801044,2018,0,0,,
S201801045,2018,1,5696,2018-08-26,2019-01-17
S201801046,2018,1,6194,2018-08-26,2019-01-09
S201801047,2018,1,6853,2018-08-16,2019-01-17
S201801048,2018,0,0,,
S201801049,2018,1,5120,2018-08-26,2019-01-09
S201801050,2018,1,7262,2018-08-26,2019-01-13
S201801051,2018,1,4924,2018-08-15,2019-01-12
S201801052,2018,1,5455,2018-08-25,2019-01-16
S201801053,2018,0,0,,
S201801054,2018,1,6696,2018-08-21,2019-01-10
S201801055,2018,0,0,,
S201801056,2018,1,7683,2018-08-18,2019-01-12
S201801057,2018,1,5295,2018-08-27,2019-01-17
S201801058,2018,1,5363,2018-08-17,2019-01-12
S201801059,2018,1,7984,2018-08-23,2019-01-08
S201801060,2018,0,0,,
S201801061,2018,1,4922,2018-08-22,2019-01-16
S201801062,2018,1,6022,2018-08-15,2019-01-15
S201801063,2018,0,0,,
S201801064,2018,0,0,,
S201801065,2018,1,3869,2018-08-15,2019-01-15
S201801066,2018,0,0,,
S201801067,2018,1,4889,2018-08-21,2019-01-08
S201801068,2018,0,0,,
S201801069,2018,0,0,,
S201801070,2018,0,0,,
S201801071,2018,1,2440,2018-08-15,2019-01-15
S201801072,2018,1,6041,2018-08-27,2019-01-12
S201801073,2018,0,0,,
S201801074,2018,1,4651,2018-08-23,2019-01-13
S201801075,2018,1,4995,2018-08-17,2019-01-17
S201801076,2018,1,5392,2018-08-18,2019-01-10
S201801077,2018,1,8156,2018-08-17,2019-01-11
S201801078,2018,1,6068,2018-08-21,2019-01-17
S201801079,2018,0,0,,
S201801080,2018,1,6017,2018-08-23,2019-01-10
S201801081,2018,0,0,,
S201801082,2018,0,0,,
S201801083,2018,1,4187,2018-08-25,2019-01-14
S201801084,2018,1,8397,2018-08-20,2019-01-14
S201801085,2018,1,2776,2018-08-23,2019-01-08
S201801086,2018,1,6152,2018-08-19,2019-01-16
S201801087,2018,1,5807,2018-08-16,2019-01-14
S201801088,2018,1,5652,2018-08-23,2019-01-15
S201801089,2018,1,7659,2018-08-18,2019-01-08
S201801090,2018,1,6375,2018-08-20,2019-01-09
S201801091,2018,1,6119,2018-08-22,2019-01-17
S201801092,2018,1,5073,2018-08-16,2019-01-17
S201801093,2018,1,5586,2018-08-15,2019-01-08
S201801094,2018,0,0,,
S201801095,2018,1,4342,2018-08-23,2019-01-13
S201801096,2018,1,4894,2018-08-20,2019-01-08
S201801097,2018,0,0,,
S201801098,2018,0,0,,
S201801099,2018,1,6784,2018-08-18,2019-01-13
S201801100,2018,1,4247,2018-08-26,2019-01-09
S201801101,2018,0,0,,
S201801102,2018,0,0,,
S201801103,2018,0,0,,
S201801104,2018,0,0,,
S201801105,2018,1,6284,2018-08-23,2019-01-16
S201801106,2018,1,6149,2018-08-19,2019-01-12
S201801107,2018,0,0,,
S201801108,2018,0,0,,
S201801109,2018,1,5181,2018-08-27,2019-01-16
S201801110,2018,1,2471,2018-08-22,2019-01-09
S201801111,2018,1,5840,2018-08-27,2019-01-13
S201801112,2018,1,4495,2018-08-18,2019-01-15
S201801113,2018,1,7873,2018-08-15,2019-01-14
S201801114,2018,1,4725,2018-08-19,2019-01-09
S201801115,2018,1,6727,2018-08-18,2019-01-12
S201801116,2018,1,4228,2018-08-24,2019-01-12
S201801117,2018,1,6192,2018-08-20,2019-01-14
S201801118,2018,1,5516,2018-08-27,2019-01-09
S201801119,2018,1,4137,2018-08-15,2019-01-13
S201801120,2018,1,7448,2018-08-21,2019-01-09
S201801121,2018,1,6669,2018-08-25,2019-01-09
S201801122,2018,1,4071,2018-08-19,2019-01-14
S201801123,2018,0,0,,
S201801124,2018,1,5152,2018-08-16,2019-01-15
S201801125,2018,1,5721,2018-08-18,2019-01-09
S201801126,2018,1,4738,2018-08-24,2019-01-08
S201801127,2018,1,8331,2018-08-23,2019-01-12
S201801128,2018,1,6870,2018-08-18,2019-01-12
S201801129,2018,1,6296,2018-08-16,2019-01-11
S201801130,2018,1,6236,2018-08-24,2019-01-10
S201801131,2018,0,0,,
S201801132,2018,1,7283,2018-08-26,2019-01-13
S201801133,2018,0,0,,
S201801134,2018,0,0,,
S201801135,2018,0,0,,
S201801136,2018,1,5395,2018-08-25,2019-01-09
S201801137,2018,1,4922,2018-08-27,2019-01-17
S201801138,2018,1,6022,2018-08-17,2019-01-12
S201801139,2018,1,4302,2018-08-23,2019-01-10
S201801140,2018,0,0,,
S201801141,2018,1,4728,2018-08-24,2019-01-17
S201801142,2018,1,7582,2018-08-16,2019-01-16
S201801143,2018,1,6589,2018-08-19,2019-01-10
S201801144,2018,1,8090,2018-08-22,2019-01-08
S201801145,2018,1,5016,2018-08-16,2019-01-11
S201801146,2018,1,5502,2018-08-25,2019-01-15
S201801147,2018,1,6643,2018-08-22,2019-01-12
S201801148,2018,0,0,,
S201801149,2018,1,6176,2018-08-24,2019-01-11
S201801150,2018,1,6268,2018-08-19,2019-01-15
S201801151,2018,1,3545,2018-08-16,2019-01-09
S201801152,2018,1,6701,2018-08-22,2019-01-09
S201801153,2018,1,7150,2018-08-21,2019-01-16
S201801154,2018,0,0,,
S201801155,2018,1,4078,2018-08-16,2019-01-08
S201801156,2018,1,5071,2018-08-24,2019-01-10
S201801157,2018,1,3826,2018-08-22,2019-01-11
S201801158,2018,0,0,,
S201801159,2018,1,1500,2018-08-20,2019-01-12
S201801160,2018,1,5545,2018-08-24,2019-01-14
S201801161,2018,1,4251,2018-08-26,2019-01-13
S201801162,2018,0,0,,
S201801163,2018,0,0,,
S201801164,2018,1,5901,2018-08-19,2019-01-17
S201801165,2018,1,6068,2018-08-18,2019-01-16
S201801166,2018,1,8087,2018-08-20,2019-01-08
S201801167,2018,0,0,,
S201801168,2018,0,0,,
S201801169,2018,1,5877,2018-08-22,2019-01-13
S201801170,2018,1,5456,2018-08-17,2019-01-09
S201801171,2018,0,0,,
S201801172,2018,1,7834,2018-08-24,2019-01-12
S201801173,2018,1,6157,2018-08-27,2019-01-09
S201801174,2018,1,5367,2018-08-19,2019-01-12
S201801175,2018,0,0,,
S201801176,2018,1,6628,2018-08-17,2019-01-15
S201801177,2018,1,4499,2018-08-16,2019-01-10
S201801178,2018,1,4926,2018-08-27,2019-01-12
S201801179,2018,1,5724,2018-08-24,2019-01-09
S201801180,2018,1,5079,2018-08-22,2019-01-12
S201801181,2018,1,4332,2018-08-19,2019-01-17
S201801182,2018,1,7942,2018-08-20,2019-01-12
S201801183,2018,1,7085,2018-08-16,2019-01-17
S201801184,2018,1,4582,2018-08-27,2019-01-08
S201801185,2018,0,0,,
S201801186,2018,1,6715,2018-08-18,2019-01-13
S201801187,2018,1,5814,2018-08-27,2019-01-08
S201801188,2018,1,2720,2018-08-20,2019-01-15
S201801189,2018,0,0,,
S201801190,2018,0,0,,
S201801191,2018,0,0,,
S201801192,2018,1,8252,2018-08-17,2019-01-09
S201801193,2018,1,6128,2018-08-22,2019-01-17
S201801194,2018,1,4076,2018-08-24,2019-01-10
S201801195,2018,1,7335,2018-08-18,2019-01-09
S201801196,2018,0,0,,
S201801197,2018,0,0,,
S201801198,2018,0,0,,
S201801199,2018,1,4947,2018-08-19,2019-01-13
S201801200,2018,0,0,,
S201801201,2018,0,0,,
S201801202,2018,0,0,,
S201801203,2018,0,0,,
S201801204,2018,1,7095,2018-08-18,2019-01-14
S201801205,2018,1,7066,2018-08-19,2019-01-10
S201801206,2018,1,7302,2018-08-27,2019-01-09
S201801207,2018,1,6756,2018-08-22,2019-01-15
S201801208,2018,1,5401,2018-08-19,2019-01-09
S201801209,2018,1,7105,2018-08-21,2019-01-11
S201801210,2018,0,0,,
S201801211,2018,1,8514,2018-08-16,2019-01-12
S201801212,2018,1,6534,2018-08-24,2019-01-08
S201801213,2018,0,0,,
S201801214,2018,0,0,,
S201801215,2018,1,6787,2018-08-15,2019-01-11
S201801216,2018,1,8020,2018-08-18,2019-01-11
S201801217,2018,1,6238,2018-08-18,2019-01-12
S201801218,2018,0,0,,
S201801219,2018,0,0,,
S201801220,2018,1,4324,2018-08-16,2019-01-12
S201801221,2018,1,8737,2018-08-18,2019-01-13
S201801222,2018,0,0,,
S201801223,2018,0,0,,
S201801224,2018,1,6515,2018-08-19,2019-01-13
S201801225,2018,0,0,,
S201801226,2018,1,3765,2018-08-19,2019-01-17
S201801227,2018,1,9094,2018-08-23,2019-01-08
S201801228,2018,0,0,,
S201801229,2018,1,4950,2018-08-16,2019-01-11
S201801230,2018,1,2896,2018-08-21,2019-01-08
S201801231,2018,0,0,,
S201801232,2018,1,5436,2018-08-24,2019-01-11
S201801233,2018,1,4989,2018-08-25,2019-01-16
S201801234,2018,1,5158,2018-08-21,2019-01-08
S201801235,2018,1,6740,2018-08-19,2019-01-13
S201801236,2018,1,7588,2018-08-19,2019-01-10
S201801237,2018,1,3319,2018-08-26,2019-01-10
S201801238,2018,0,0,,
S201801239,2018,0,0,,
S201801240,2018,0,0,,
S201801241,2018,0,0,,
S201801242,2018,1,4656,2018-08-24,2019-01-13
S201801243,2018,1,5901,2018-08-26,2019-01-14
S201801244,2018,1,6686,2018-08-25,2019-01-09
S201801245,2018,1,7303,2018-08-25,2019-01-09
S201801246,2018,0,0,,
S201801247,2018,0,0,,
S201801248,2018,1,5194,2018-08-27,2019-01-08
S201801249,2018,0,0,,
S201801250,2018,1,3192,2018-08-15,2019-01-15
S201801251,2018,0,0,,
S201801252,2018,1,5421,2018-08-27,2019-01-16
S201801253,2018,1,5799,2018-08-20,2019-01-17
S201801254,2018,1,7738,2018-08-27,2019-01-14
S201801255,2018,0,0,,
S201801256,2018,1,6004,2018-08-15,2019-01-13
S201801257,2018,0,0,,
S201801258,2018,1,4977,2018-08-26,2019-01-16
S201801259,2018,1,4827,2018-08-19,2019-01-08
