graduate_id,institution_id,cohort_year,field_of_study,cum_gpa,first_gen,rural_origin
G2018002998,U04,2022,HUM,2.64,0,0
G2018002999,U07,2022,STEM,2.613,0,0
G2018003001,U02,2022,HLT,2.235,1,0
G2018003027,U05,2022,SOC,3.32,0,0
G2018003031,U02,2022,STEM,3.354,1,1
G2018003032,U01,2022,EDU,3.724,0,0
G2018003044,U04,2022,STEM,3.843,1,0
G2018003054,U02,2022,SOC,2.793,0,0
G2018003075,U07,2022,HUM,3.295,1,1
G2018003076,U02,2022,HLT,2.474,0,0
G2018003097,U08,2022,STEM,3.086,0,0
G2018003100,U05,2022,STEM,3.36,0,1
G2018003115,U05,2022,HUM,2.776,0,0
G2018003121,U07,2022,SOC,2.639,0,0
G2018003123,U02,2022,STEM,2.838,1,0
G2018003135,U05,2022,HLT,2.437,0,0
G2018003139,U08,2022,BUS,2.695,0,0
G2018003141,U03,2022,STEM,2.592,0,1
G2018003143,U08,2022,HLT,3.087,0,0
G2018003150,U08,2022,BUS,2.554,1,0
G2018003152,U04,2022,SOC,3.26,0,0
G2018003153,U05,2022,BUS,3.689,1,0
G2018003160,U03,2022,SOC,3.217,1,0
G2018003172,U04,2022,BUS,3.571,0,0
G2018003176,U08,2022,BUS,2.774,0,0
G2018003180,U03,2022,STEM,3.288,0,0
G2018003181,U02,2022,STEM,2.81,1,1
G2018003183,U06,2022,HUM,3.468,0,0
G2018003186,U02,2022,STEM,2.536,0,0
G2018003191,U06,2022,BUS,3.661,1,0
G2018003192,U02,2022,BUS,2.433,1,0
G2018003194,U01,2022,STEM,2.948,0,0
G2018003200,U04,2022,BUS,3.052,0,0
G2018003207,U02,2022,STEM,2.235,0,0
G2018003224,U01,2022,STEM,3.168,0,0
G2018003227,U02,2022,HUM,3.602,0,0
G2018003232,U03,2022,STEM,3.002,0,0
G2018003236,U03,2022,HLT,3.588,0,1
G2018003237,U08,2022,BUS,3.22,1,0
G2018003238,U03,2022,SOC,3.109,1,1
G2018003240,U07,2022,STEM,2.815,0,0
G2018003245,U05,2022,BUS,3.341,1,0
G2018003246,U04,2022,BUS,3.77,1,0
G2018003249,U08,2022,STEM,3.17,1,0
G2018003250,U04,2022,HUM,3.969,0,0
G2018003254,U05,2022,STEM,3.729,1,0
G2018003255,U08,2022,HUM,3.066,1,0
G2018003257,U03,2022,STEM,3.056,1,0
G2018003272,U07,2022,SOC,2.49,0,1
G2018003286,U05,2022,STEM,3.111,0,1
G2018003295,U05,2022,SOC,3.253,0,1
G2018003296,U06,2022,HUM,3.154,0,0
G2018003301,U02,2022,STEM,3.461,0,0
G2018003303,U06,2022,SOC,2.838,0,0
G2018003306,U06,2022,STEM,2.724,0,0
G2018003314,U01,2022,SOC,3.335,0,0
G2018003319,U08,2022,BUS,3.307,1,0
G2018003323,U05,2022,BUS,2.7,1,0
G2018003333,U06,2022,HUM,3.258,0,1
G2018003334,U02,2022,HLT,3.053,0,0
G2018003347,U04,2022,STEM,3.234,0,1
G2018003354,U02,2022,SOC,1.966,1,0
G2018003355,U07,2022,BUS,3.369,0,0
G2018003356,U05,2022,HLT,3.044,0,0
G2018003369,U06,2022,EDU,3.034,1,0
G2018003371,U03,2022,STEM,3.607,0,0
G2018003376,U04,2022,EDU,2.689,0,0
G2018003377,U05,2022,SOC,3.75,0,0
G2018003378,U07,2022,HUM,3.036,1,0
G2018003381,U04,2022,BUS,3.282,1,0
G2018003394,U06,2022,STEM,2.796,0,0
G2018003398,U08,2022,HUM,2.426,1,0
G2018003405,U06,2022,SOC,2.109,0,1
G2018003406,U04,2022,STEM,3.388,0,0
G2018003427,U04,2022,SOC,2.871,1,0
G2018003431,U02,2022,EDU,2.672,1,0
G2018003432,U04,2022,HUM,3.068,0,1
G2018003435,U03,2022,STEM,3.017,0,0
G2018003436,U03,2022,STEM,3.089,0,1
G2018003440,U07,2022,BUS,3.523,0,1
G2018003442,U07,2022,BUS,2.594,0,0
G2018003463,U05,2022,HLT,2.76,1,0
G2018003472,U05,2022,HLT,3.434,0,0
G2018003474,U02,2022,STEM,2.997,0,0
G2018003482,U03,2022,STEM,3.762,0,0
G2018003501,U05,2022,STEM,3.451,1,0
G2018003502,U01,2022,HLT,2.743,0,0
G2018003505,U06,2022,HLT,3.409,0,0
G2018003513,U08,2022,HUM,3.559,0,0
G2018003515,U07,2022,SOC,3.338,0,0
G2018003518,U08,2022,STEM,2.614,0,0
G2018003535,U05,2022,BUS,2.76,1,0
G2018003545,U01,2022,STEM,3.134,0,1
G2018003551,U02,2022,HLT,2.514,0,0
G2018003554,U05,2022,SOC,3.525,1,0
G2018003556,U08,2022,STEM,2.459,0,0
G2018003559,U01,2022,STEM,2.128,0,0
G2018003563,U05,2022,SOC,2.681,0,1
G2018003571,U03,2022,STEM,3.509,1,0
G2018003573,U06,2022,SOC,3.712,0,1
G2018003589,U07,2022,HUM,3.338,0,1
G2018003614,U05,2022,STEM,3.718,0,0
G2018003620,U07,2022,BUS,2.696,0,0
G2018003627,U07,2022,EDU,3.242,0,0
G2018003636,U05,2022,STEM,3.335,1,0
G2018003642,U01,2022,HUM,3.228,1,0
G2018003648,U06,2022,EDU,3.528,0,1
G2018003665,U06,2022,HUM,3.186,1,0
G2018003668,U07,2022,STEM,2.518,0,0
G2018003673,U08,2022,EDU,3.186,0,0
G2018003674,U05,2022,STEM,3.328,0,0
G2018003680,U05,2022,HUM,3.015,0,1
G2018003684,U01,2022,HLT,3.565,0,0
G2018003687,U02,2022,HLT,2.966,1,0
G2018003711,U02,2022,BUS,2.743,0,1
G2018003728,U02,2022,STEM,3.157,1,0
G2018003740,U01,2022,EDU,3.831,0,0
G2018003742,U06,2022,SOC,3.006,0,0
G2018003747,U03,2022,SOC,3.134,1,0
G2018003748,U02,2022,STEM,2.605,0,0
G2018003749,U04,2022,SOC,2.851,0,0
G2018003753,U06,2022,BUS,2.552,0,0
G2018003758,U08,2022,HLT,2.593,0,0
G2018003763,U07,2022,STEM,3.08,1,1
G2018003766,U04,2022,BUS,2.609,0,0
G2018003768,U03,2022,STEM,2.832,0,0
G2018003770,U06,2022,STEM,3.058,1,0
G2018003772,U04,2022,SOC,2.899,1,1
G2018003774,U03,2022,STEM,2.491,0,1
G2018003778,U02,2022,BUS,3.633,0,1
G2018003794,U02,2022,HUM,3.127,1,0
G2018003795,U07,2022,EDU,4.0,1,0
G2018003798,U01,2022,HUM,2.743,0,0
G2018003809,U03,2022,BUS,3.252,0,0
G2018003813,U05,2022,BUS,2.704,1,0
G2018003830,U05,2022,HLT,3.264,1,0
G2018003833,U01,2022,STEM,2.466,0,0
G2018003835,U04,2022,STEM,2.805,0,0
G2018003840,U04,2022,SOC,3.342,1,0
G2018003846,U01,2022,BUS,3.197,0,0
G2018003847,U01,2022,SOC,3.108,0,1
G2018003848,U06,2022,BUS,3.128,0,1
G2018003852,U03,2022,STEM,2.759,1,0
G2018003858,U06,2022,BUS,2.921,1,0
G2018003864,U01,2022,STEM,2.914,0,1
G2018003866,U07,2022,HUM,3.373,0,0
G2018003874,U07,2022,HLT,3.311,0,0
G2018003875,U02,2022,SOC,3.298,1,0
G2018003876,U08,2022,HLT,2.661,0,0
G2018003877,U02,2022,SOC,3.662,1,0
G2018003882,U06,2022,HUM,2.718,1,1
G2018003883,U07,2022,HUM,2.936,0,1
G2018003887,U06,2022,EDU,3.164,0,0
G2018003893,U06,2022,SOC,2.536,1,0
G2018003899,U06,2022,HLT,2.786,1,0
G2018003903,U04,2022,SOC,3.421,0,0
G2018003915,U07,2022,SOC,3.084,0,0
G2018003929,U04,2022,EDU,3.75,0,0
G2018003935,U06,2022,BUS,3.282,0,0
G2018003937,U02,2022,HLT,3.328,0,0
G2018003939,U03,2022,SOC,3.681,1,1
G2018003946,U06,2022,STEM,3.363,0,0
G2018003948,U06,2022,HLT,2.59,0,0
G2018003951,U05,2022,SOC,3.139,0,0
G2018003966,U08,2022,BUS,3.557,1,0
G2018003982,U07,2022,BUS,2.552,1,0
G2018003989,U07,2022,SOC,2.679,1,0
G2018003997,U05,2022,SOC,2.86,0,1
G2018004011,U03,2022,HUM,4.0,1,0
G2018004013,U08,2022,STEM,3.847,1,0
G2018004015,U05,2022,HLT,2.835,1,0
G2018004018,U06,2022,HLT,2.702,0,0
G2018004023,U07,2022,SOC,3.467,0,0
G2018004026,U03,2022,BUS,2.628,0,0
G2018004030,U01,2022,STEM,2.853,1,0
G2018004050,U01,2022,STEM,3.347,0,0
G2018004052,U02,2022,BUS,3.57,1,0
G2018004062,U02,2022,STEM,2.715,1,0
G2018004082,U06,2022,BUS,2.753,0,0
G2018004086,U04,2022,EDU,2.936,0,0
G2018004091,U08,2022,STEM,2.618,1,0
G2018004093,U02,2022,HLT,2.996,0,0
G2018004094,U04,2022,SOC,2.873,0,1
G2018004099,U06,2022,STEM,2.998,0,0
G2018004103,U04,2022,EDU,3.819,0,1
G2018004106,U04,2022,EDU,1.925,0,1
G2018004111,U05,2022,SOC,3.05,0,0
G2018004123,U04,2022,STEM,3.196,1,0
G2018004124,U06,2022,BUS,2.991,0,0
G2018004125,U05,2022,STEM,2.985,0,1
G2018004128,U05,2022,STEM,3.146,0,0
G2018004149,U06,2022,HLT,2.572,1,0
G2018004160,U03,2022,HUM,2.498,0,0
G2018004174,U01,2022,EDU,2.96,0,0
G2018004177,U04,2022,HLT,3.003,0,0
G2018004178,U03,2022,STEM,3.474,1,1
G2018004190,U05,2022,STEM,3.177,0,0
G2018004193,U05,2022,STEM,2.909,1,0
G2018004209,U01,2022,BUS,3.859,0,1
G2018004211,U06,2022,STEM,2.32,0,0
G2018004213,U03,2022,EDU,3.162,1,0
G2018004214,U01,2022,SOC,3.044,0,0
G2018004220,U07,2022,STEM,2.639,0,0
G2018004224,U08,2022,SOC,3.141,1,0
G2018004227,U05,2022,HLT,3.053,1,0
G2018004238,U04,2022,BUS,2.542,0,0
G2018004243,U04,2022,HUM,2.838,0,0
G2018004244,U08,2022,BUS,3.299,0,0
G2018004246,U02,2022,STEM,2.248,0,0
G2018004249,U02,2022,HLT,3.235,1,0
G2018004255,U04,2022,SOC,2.37,0,0
G2018004257,U04,2022,BUS,3.051,0,1
G2018004258,U03,2022,EDU,3.52,0,0
G2018004263,U01,2022,BUS,3.188,0,0
G2018004266,U01,2022,BUS,3.305,0,1
G2018004277,U01,2022,SOC,3.126,1,1
G2018004278,U05,2022,STEM,3.291,1,0
G2018004301,U04,2022,STEM,2.923,1,0
G2018004304,U07,2022,STEM,3.461,0,0
G2018004311,U02,2022,STEM,3.439,1,1
G2018004312,U03,2022,HLT,3.443,0,0
G2018004322,U01,2022,HLT,2.655,1,1
G2018004323,U01,2022,BUS,2.794,1,0
G2018004327,U03,2022,STEM,3.408,0,0
G2018004329,U08,2022,SOC,3.33,1,1
G2018004331,U01,2022,STEM,2.763,0,0
G2018004334,U01,2022,HLT,3.205,0,0
G2018004347,U01,2022,STEM,2.608,0,1
G2018004357,U05,2022,BUS,2.59,0,0
G2018004359,U08,2022,HUM,2.749,1,0
G2018004361,U06,2022,HLT,2.596,1,0
G2018004367,U05,2022,STEM,3.185,1,0
G2018004373,U03,2022,STEM,3.244,0,0
G2018004374,U07,2022,STEM,2.714,0,0
G2018004375,U08,2022,HUM,3.268,0,0
G2018004376,U04,2022,EDU,4.0,1,0
G2018004378,U04,2022,STEM,3.057,0,0
G2018004384,U08,2022,SOC,2.873,0,0
G2018004386,U08,2022,EDU,2.729,0,0
G2018004390,U07,2022,BUS,2.589,0,0
G2018004396,U08,2022,BUS,2.4,0,0
G2018004398,U07,2022,SOC,3.391,0,0
G2018004400,U04,2022,STEM,3.307,0,0
G2018004403,U01,2022,SOC,3.739,0,0
G2018004404,U01,2022,HLT,2.985,1,0
G2018004405,U07,2022,STEM,2.857,0,0
G2018004406,U01,2022,EDU,3.663,0,0
G2018004409,U01,2022,BUS,2.602,1,0
G2018004410,U06,2022,EDU,2.712,1,1
G2018004420,U08,2022,HLT,3.612,0,0
G2018004422,U07,2022,STEM,3.268,0,0
G2018004423,U03,2022,STEM,2.796,0,0
G2018004427,U08,2022,BUS,2.89,1,0
G2018004431,U02,2022,SOC,3.786,1,1
G2018004434,U06,2022,EDU,2.777,0,0
G2018004439,U04,2022,STEM,2.579,1,0
G2018004442,U08,2022,STEM,3.106,0,1
G2018004449,U04,2022,SOC,3.399,1,0
G2018004458,U02,2022,BUS,3.276,1,0
G2018004461,U04,2022,SOC,3.322,0,0
G2018004467,U06,2022,HUM,2.404,1,1
G2018004469,U08,2022,HLT,3.253,0,1
G2018004472,U06,2022,STEM,2.45,0,0
G2018004474,U01,2022,SOC,3.323,1,0
G2018004475,U08,2022,SOC,3.492,0,0
G2018004480,U05,2022,SOC,3.072,1,0
G2018004482,U02,2022,BUS,3.064,1,1
G2018004486,U06,2022,SOC,3.508,1,1
G2018004490,U08,2022,BUS,3.517,0,0
G2018004500,U06,2022,STEM,3.844,0,0
G2018004509,U04,2022,BUS,3.905,0,0
G2018004515,U05,2022,BUS,3.103,0,0
G2018004518,U05,2022,HUM,2.474,1,0
G2018004521,U06,2022,BUS,3.701,0,1
G2018004522,U05,2022,STEM,3.305,0,1
G2018004529,U05,2022,BUS,2.601,1,0
G2018004533,U05,2022,STEM,2.898,1,0
G2018004547,U05,2022,STEM,2.557,1,0
G2018004551,U01,2022,HUM,2.46,0,0
G2018004556,U06,2022,STEM,3.158,0,0
G2018004561,U01,2022,STEM,3.841,1,0
G2018004563,U03,2022,STEM,3.22,1,0
G2018004573,U08,2022,SOC,2.678,0,1
G2018004576,U03,2022,STEM,3.412,0,0
G2018004581,U01,2022,STEM,2.826,1,0
G2018004588,U08,2022,EDU,2.979,0,0
G2018004593,U08,2022,SOC,4.0,1,0
G2018004600,U03,2022,SOC,2.827,1,0
G2018004612,U08,2022,STEM,3.153,0,0
G2018004621,U06,2022,STEM,2.587,0,0
G2018004623,U04,2022,BUS,2.878,1,0
G2018004640,U07,2022,STEM,3.019,0,0
G2018004643,U01,2022,BUS,3.199,1,1
G2018004650,U07,2022,STEM,2.482,0,0
G2018004655,U06,2022,STEM,3.643,0,1
G2018004665,U08,2022,BUS,2.125,0,1
G2018004666,U05,2022,STEM,3.204,1,0
G2018004679,U07,2022,STEM,3.533,0,0
G2018004690,U08,2022,EDU,3.657,0,0
G2018004691,U03,2022,BUS,2.891,1,0
G2018004710,U01,2022,BUS,2.966,1,0
G2018004711,U05,2022,BUS,2.569,0,0
G2018004713,U06,2022,HLT,3.218,1,0
G2018004719,U01,2022,STEM,3.904,1,0
G2018004725,U05,2022,STEM,2.992,0,0
G2018004728,U03,2022,HUM,3.02,0,0
G2018004732,U05,2022,SOC,3.243,0,0
G2018004735,U05,2022,HUM,2.77,0,1
G2018004744,U06,2022,SOC,3.497,0,0
G2018004747,U08,2022,BUS,2.654,0,0
G2018004749,U01,2022,HLT,3.453,0,0
G2018004769,U01,2022,STEM,3.021,0,0
G2018004775,U02,2022,BUS,2.223,0,0
G2018004778,U06,2022,SOC,3.673,0,1
G2018004788,U05,2022,STEM,3.509,0,0
G2018004798,U07,2022,STEM,3.265,0,1
G2018004801,U03,2022,STEM,3.152,0,1
G2018004806,U02,2022,SOC,2.84,0,0
G2018004807,U05,2022,STEM,4.0,0,0
G2018004813,U04,2022,EDU,3.977,1,0
G2018004814,U03,2022,STEM,3.21,0,0
G2018004827,U05,2022,HLT,2.49,1,0
G2018004833,U03,2022,STEM,3.715,0,1
G2018004837,U03,2022,STEM,2.352,1,0
G2018004844,U02,2022,STEM,3.563,1,0
G2018004845,U03,2022,STEM,3.194,0,1
G2018004847,U04,2022,SOC,3.474,0,0
G2018004855,U04,2022,HUM,3.194,0,0
G2018004865,U04,2022,HLT,3.005,0,0
G2018004867,U07,2022,SOC,3.297,1,0
G2018004872,U07,2022,BUS,3.177,1,0
G2018004878,U05,2022,BUS,3.148,1,0
G2018004884,U06,2022,HLT,3.315,1,0
G2018004892,U08,2022,STEM,2.329,0,0
G2018004898,U04,2022,HUM,2.779,1,0
G2018004904,U08,2022,HLT,2.788,1,0
G2018004905,U02,2022,SOC,3.49,0,0
G2018004909,U03,2022,HLT,2.523,0,1
G2018004910,U07,2022,STEM,2.883,0,0
G2018004912,U02,2022,BUS,3.177,0,0
G2018004923,U03,2022,STEM,3.576,1,1
G2018004930,U07,2022,HUM,3.285,1,0
G2018004932,U04,2022,SOC,3.602,0,1
G2018004933,U06,2022,SOC,3.857,0,1
G2018004938,U03,2022,HLT,3.085,0,0
G2018004945,U07,2022,BUS,3.595,1,0
G2018004950,U03,2022,STEM,2.95,0,0
G2018004951,U06,2022,HUM,2.82,0,0
G2018004952,U05,2022,SOC,3.067,0,1
G2018004963,U01,2022,BUS,2.371,1,0
G2018004964,U08,2022,STEM,2.965,0,0
G2018004965,U05,2022,BUS,2.624,0,0
G2018004970,U08,2022,SOC,2.86,1,1
G2018004971,U02,2022,SOC,2.513,0,0
G2018004975,U08,2022,HLT,2.686,0,0
G2018004977,U06,2022,BUS,3.273,0,0
G2018004981,U06,2022,HLT,2.718,1,0
G2018004991,U03,2022,SOC,3.004,1,0
G2018005000,U02,2022,BUS,2.885,0,0
G2018005002,U06,2022,STEM,3.222,0,0
G2018005005,U08,2022,HUM,2.946,0,0
G2018005015,U01,2022,STEM,2.907,0,0
G2018005017,U04,2022,HUM,2.917,1,0
G2018005019,U05,2022,HUM,2.843,0,0
G2018005020,U05,2022,STEM,3.572,0,0
G2018005023,U06,2022,BUS,2.972,0,0
G2018005026,U07,2022,HUM,2.93,1,0
G2018005028,U06,2022,EDU,3.036,1,0
G2018005033,U02,2022,HLT,2.782,0,0
G2018005035,U02,2022,STEM,2.625,1,0
G2018005042,U06,2022,HUM,2.703,0,0
G2018005055,U08,2022,SOC,3.294,0,1
G2018005056,U06,2022,EDU,4.0,0,0
G2018005059,U01,2022,HUM,2.215,0,0
G2018005061,U01,2022,HUM,4.0,0,0
G2018005062,U07,2022,SOC,3.959,0,0
G2018005063,U04,2022,STEM,3.059,0,1
G2018005070,U08,2022,HLT,3.697,1,1
G2018005072,U05,2022,BUS,3.37,1,0
G2018005073,U01,2022,BUS,3.19,0,0
G2018005075,U02,2022,EDU,3.833,0,0
G2018005085,U05,2022,SOC,3.701,0,1
G2018005089,U03,2022,BUS,2.836,1,0
G2018005094,U05,2022,STEM,3.228,0,0
G2018005097,U08,2022,HUM,3.17,0,1
G2018005098,U03,2022,STEM,3.305,0,1
G2018005103,U03,2022,STEM,2.923,0,1
G2018005127,U08,2022,BUS,3.539,1,0
G2018005129,U01,2022,EDU,2.756,0,0
G2018005140,U06,2022,STEM,3.183,0,1
G2018005157,U03,2022,HLT,3.661,0,0
G2018005162,U06,2022,HUM,3.823,0,1
G2018005172,U06,2022,SOC,3.363,0,0
G2018005178,U04,2022,SOC,3.561,0,0
G2018005182,U04,2022,EDU,2.914,0,0
G2018005187,U06,2022,BUS,3.101,1,0
G2018005190,U04,2022,STEM,2.945,0,0
G2018005199,U02,2022,SOC,4.0,1,1
G2018005200,U05,2022,BUS,2.614,0,0
G2018005202,U07,2022,BUS,2.565,0,0
G2018005218,U08,2022,HUM,3.702,0,1
G2018005219,U08,2022,STEM,3.255,0,0
G2018005221,U02,2022,HLT,2.958,0,0
G2018005224,U01,2022,STEM,3.157,0,0
G2018005226,U07,2022,STEM,3.267,0,1
G2018005227,U02,2022,HUM,2.008,0,0
G2018005235,U05,2022,STEM,3.082,0,1
G2018005236,U04,2022,SOC,2.595,0,1
G2018005237,U02,2022,HUM,3.709,0,0
G2018005238,U04,2022,SOC,3.138,1,0
G2018005260,U06,2022,BUS,3.809,1,0
G2018005263,U06,2022,EDU,3.553,0,0
G2018005265,U06,2022,BUS,3.141,1,0
G2018005279,U02,2022,EDU,2.425,0,0
G2018005280,U07,2022,STEM,2.124,0,0
G2018005284,U07,2022,HUM,2.964,1,1
G2018005288,U01,2022,STEM,2.574,1,0
G2018005291,U07,2022,SOC,2.704,0,0
G2018005302,U01,2022,STEM,2.401,0,0
G2018005311,U05,2022,STEM,3.134,0,0
G2018005316,U05,2022,BUS,3.31,0,0
G2018005323,U04,2022,HLT,2.77,1,0
G2018005326,U08,2022,BUS,3.196,0,0
G2018005328,U02,2022,HLT,2.585,0,1
G2018005331,U05,2022,BUS,3.355,0,0
G2018005336,U03,2022,HLT,3.1,0,1
G2018005347,U06,2022,BUS,3.257,0,1
G2018005355,U01,2022,HUM,2.406,0,0
G2018005356,U01,2022,STEM,3.422,0,0
G2018005360,U08,2022,HLT,3.655,0,0
G2018005363,U08,2022,SOC,2.779,0,0
G2018005364,U05,2022,BUS,2.515,0,0
G2018005366,U05,2022,SOC,3.212,1,0
G2018005367,U08,2022,EDU,2.231,0,0
G2018005368,U04,2022,HLT,3.398,0,0
G2018005379,U03,2022,HLT,3.037,0,0
G2018005385,U06,2022,SOC,3.476,0,1
G2018005394,U01,2022,STEM,2.393,0,0
G2018005398,U08,2022,HLT,2.714,0,1
G2018005400,U04,2022,STEM,3.833,0,1
G2018005403,U04,2022,HLT,2.765,0,0
G2018005407,U04,2022,SOC,2.839,0,0
G2018005409,U01,2022,BUS,3.223,0,0
G2018005412,U01,2022,BUS,3.014,1,0
G2018005414,U06,2022,STEM,2.721,1,0
G2018005419,U07,2022,STEM,3.115,0,1
G2018005422,U03,2022,SOC,3.085,1,0
G2018005423,U03,2022,BUS,2.719,0,0
G2018005434,U01,2022,SOC,3.028,0,0
G2018005438,U03,2022,STEM,3.033,1,0
G2018005442,U04,2022,BUS,3.269,0,0
G2018005443,U07,2022,SOC,3.501,1,0
G2018005446,U08,2022,BUS,3.193,1,1
G2018005458,U07,2022,HLT,2.857,0,0
G2018005459,U04,2022,HLT,3.26,0,1
G2018005472,U08,2022,SOC,3.019,1,0
G2018005477,U06,2022,SOC,3.556,0,0
G2018005480,U01,2022,HUM,2.97,0,0
G2018005491,U01,2022,STEM,3.163,0,1
G2018005500,U08,2022,STEM,3.307,0,1
G2018005502,U03,2022,STEM,3.737,0,0
G2018005519,U01,2022,BUS,3.244,1,1
G2018005524,U05,2022,SOC,2.858,0,0
G2018005526,U04,2022,STEM,2.588,0,0
G2018005529,U05,2022,STEM,2.589,1,1
G2018005533,U05,2022,SOC,2.793,0,0
G2018005548,U02,2022,SOC,2.888,0,0
G2018005559,U06,2022,STEM,3.952,0,0
G2018005561,U03,2022,BUS,3.338,0,0
G2018005568,U01,2022,BUS,2.461,0,0
G2018005572,U01,2022,HLT,2.932,0,1
G2018005575,U06,2022,STEM,3.373,1,0
G2018005578,U04,2022,SOC,3.14,0,0
G2018005584,U03,2022,SOC,2.882,0,1
G2018005588,U06,2022,EDU,3.21,0,0
G2018005590,U03,2022,BUS,3.068,0,1
G2018005596,U03,2022,STEM,4.0,0,0
G2018005598,U06,2022,STEM,3.154,1,0
G2018005604,U06,2022,STEM,2.914,1,0
G2018005605,U08,2022,STEM,2.818,0,0
G2018005609,U02,2022,BUS,3.072,0,0
G2018005612,U08,2022,SOC,3.606,0,0
G2018005614,U07,2022,STEM,2.884,1,0
G2018005618,U06,2022,BUS,2.645,0,0
G2018005619,U05,2022,BUS,2.448,0,0
G2018005628,U04,2022,BUS,2.558,1,0
G2018005643,U04,2022,BUS,2.859,0,0
G2018005652,U06,2022,EDU,2.98,1,0
G2018005655,U07,2022,HLT,3.611,1,0
G2018005660,U04,2022,EDU,3.223,1,0
G2018005661,U08,2022,SOC,2.166,0,0
G2018005665,U04,2022,SOC,3.414,0,0
G2018005668,U01,2022,HLT,2.933,1,0
G2018005669,U05,2022,EDU,3.054,0,0
G2018005671,U02,2022,SOC,2.683,0,0
G2018005679,U02,2022,STEM,2.56,0,0
G2018005689,U02,2022,STEM,3.025,0,1
G2018005691,U04,2022,BUS,2.898,1,0
G2018005697,U05,2022,HUM,3.115,0,1
G2018005699,U08,2022,SOC,2.772,0,0
G2018005709,U03,2022,STEM,2.852,0,0
G2018005710,U06,2022,HUM,3.33,0,0
G2018005717,U01,2022,HLT,2.758,0,0
G2018005718,U04,2022,HLT,2.454,0,0
G2018005721,U03,2022,STEM,4.0,0,0
G2018005726,U03,2022,STEM,3.049,0,1
G2018005728,U08,2022,HLT,3.03,0,0
G2018005732,U07,2022,STEM,3.081,0,0
G2018005733,U04,2022,HUM,3.069,0,0
G2018005736,U07,2022,HUM,3.219,1,0
G2018005738,U08,2022,SOC,1.6,0,1
G2018005748,U05,2022,SOC,3.703,0,0
G2018005749,U02,2022,BUS,3.777,0,0
G2018005761,U06,2022,BUS,2.51,0,0
G2018005770,U07,2022,HLT,3.456,1,0
G2018005779,U03,2022,STEM,3.508,0,0
G2018005784,U02,2022,SOC,2.815,1,0
G2018005788,U03,2022,STEM,3.189,1,0
G2018005792,U07,2022,BUS,2.477,0,1
G2018005793,U02,2022,STEM,2.806,0,0
G2018005798,U06,2022,BUS,3.084,0,0
G2018005808,U06,2022,STEM,2.619,0,0
G2018005814,U08,2022,STEM,3.135,0,0
G2018005822,U01,2022,HLT,3.427,1,0
G2018005824,U01,2022,BUS,2.611,1,0
G2018005829,U07,2022,STEM,2.431,1,0
G2018005841,U05,2022,STEM,3.094,1,0
G2018005845,U02,2022,EDU,3.387,1,0
G2018005849,U04,2022,STEM,2.37,1,0
G2018005850,U07,2022,HUM,3.717,0,0
G2018005851,U03,2022,SOC,3.614,1,0
G2018005856,U02,2022,BUS,3.445,0,0
G2018005858,U05,2022,BUS,2.986,1,1
G2018005860,U05,2022,BUS,2.538,1,1
G2018005862,U01,2022,SOC,3.193,0,0
G2018005865,U07,2022,BUS,2.631,0,1
G2018005868,U07,2022,STEM,2.511,0,1
G2018005870,U01,2022,BUS,3.194,0,0
G2018005873,U08,2022,STEM,2.884,1,0
G2018005876,U04,2022,STEM,2.643,1,0
G2018005877,U03,2022,BUS,2.523,1,0
G2018005878,U05,2022,SOC,3.661,1,0
G2018005880,U07,2022,SOC,2.248,0,1
G2018005881,U07,2022,BUS,2.353,0,0
G2018005886,U04,2022,HUM,2.671,1,1
G2018005889,U07,2022,SOC,3.415,1,1
G2018005892,U05,2022,SOC,2.711,0,1
G2018005902,U08,2022,BUS,2.842,0,0
G2018005905,U08,2022,HLT,3.439,1,0
G2018005910,U06,2022,SOC,2.491,0,1
G2018005911,U05,2022,BUS,2.741,1,0
G2018005918,U02,2022,STEM,2.789,0,0
G2018005922,U06,2022,SOC,2.799,1,0
G2018005924,U08,2022,SOC,2.472,1,0
G2018005937,U03,2022,BUS,3.272,0,0
G2018005939,U05,2022,STEM,3.271,0,0
G2018005947,U04,2022,HLT,3.503,0,0
G2018005953,U04,2022,HLT,2.337,0,0
G2018005957,U06,2022,BUS,3.246,1,0
G2018005959,U02,2022,HUM,3.213,1,0
G2018005961,U07,2022,STEM,3.631,1,0
G2018005970,U05,2022,BUS,2.901,0,0
G2018005974,U03,2022,HLT,2.686,0,1
G2018005978,U02,2022,STEM,3.67,1,1
G2018005979,U08,2022,BUS,2.72,1,0
G2018005980,U01,2022,STEM,3.191,0,0
G2018005981,U08,2022,STEM,2.103,0,0
G2018005985,U07,2022,STEM,4.0,1,0
G2018005988,U05,2022,HUM,2.521,0,0
G2018005991,U04,2022,HLT,2.705,1,0
G2018005992,U01,2022,BUS,4.0,1,0
G2018005999,U05,2022,STEM,2.135,1,0
G2018006000,U08,2022,SOC,2.515,0,1
G2018006001,U04,2022,STEM,2.718,0,1
G2018006002,U04,2022,STEM,2.651,0,0
G2018006016,U03,2022,STEM,2.096,0,0
G2018006020,U03,2022,BUS,2.647,1,1
G2018006029,U05,2022,STEM,4.0,0,0
G2018006032,U01,2022,SOC,3.305,0,1
G2018006042,U08,2022,SOC,3.384,1,0
G2018006044,U08,2022,BUS,3.091,1,0
