graduate_id,institution_id,cohort_year,field_of_study,age_at_grad,female,cum_gpa,first_gen,rural_origin,low_income_q,internship_months,high_demand_field,risk_score,eligible_z,enrolled_d,y_match_6m,y_quality_6m,y_stability_12m
G2018000265,U05,2019,EDU,24.9,0,3.172,1,0,0,2,0,29.16,0,1,67.41,1,1
G2018000266,U02,2021,HUM,22.8,0,2.49,0,0,0,0,0,17.003,0,0,53.18,0,0
G2018000267,U03,2020,HUM,22.1,1,3.079,0,1,0,0,0,24.998,0,0,59.71,1,1
G2018000268,U03,2020,STEM,23.7,1,2.886,0,0,0,3,0,21.133,0,0,61.87,1,1
G2018000269,U04,2022,STEM,23.7,0,2.941,0,0,0,2,1,20.904,0,0,79.44,1,1
G2018000270,U08,2022,BUS,26.2,1,3.171,1,0,0,2,0,4.947,0,0,53.03,0,0
G2018000271,U06,2020,SOC,24.8,0,2.815,0,1,0,2,0,15.425,0,0,54.6,1,1
G2018000272,U06,2019,SOC,23.2,1,3.528,1,1,1,1,0,50.197,0,1,59.1,1,1
G2018000273,U07,2018,SOC,26.2,0,2.569,0,0,0,3,0,36.377,0,1,77.62,0,1
G2018000274,U02,2021,STEM,29.1,1,3.416,0,0,0,2,1,46.381,0,0,58.0,1,0
G2018000275,U01,2022,SOC,23.1,0,3.039,0,0,0,1,0,31.552,0,0,71.05,1,1
G2018000276,U04,2021,SOC,25.3,0,3.518,0,0,0,5,0,43.587,0,0,65.88,1,1
G2018000277,U04,2018,STEM,24.3,0,3.288,0,1,0,3,1,15.214,0,0,70.18,1,1
G2018000278,U05,2020,HUM,24.6,1,3.101,0,0,1,2,0,7.474,0,0,67.49,1,1
G2018000279,U03,2022,BUS,25.7,0,3.785,1,1,1,3,0,23.94,0,0,77.8,1,1
G2018000280,U04,2021,HUM,26.2,0,2.873,0,0,0,2,0,50.76,0,0,58.97,1,1
G2018000281,U03,2022,EDU,26.7,0,2.74,0,0,0,0,0,61.375,0,0,67.37,1,1
G2018000282,U07,2018,BUS,22.3,1,2.918,0,0,0,2,0,17.754,0,0,52.89,0,1
G2018000283,U04,2018,BUS,29.2,0,3.38,0,0,1,1,0,23.392,0,0,50.31,1,1
G2018000284,U06,2019,SOC,24.4,0,3.123,0,0,0,4,0,14.616,0,0,60.18,1,0
G2018000285,U07,2018,HLT,23.0,1,3.29,0,1,0,2,1,18.555,0,0,66.88,0,1
G2018000286,U01,2022,HLT,24.9,0,3.235,1,0,0,2,0,8.006,0,0,59.27,1,0
G2018000287,U02,2019,SOC,23.9,0,3.155,0,1,1,1,0,16.358,0,0,58.33,1,0
G2018000288,U04,2021,BUS,22.7,1,3.452,1,0,0,1,0,28.603,0,0,81.77,1,1
G2018000289,U02,2020,SOC,25.5,1,3.495,0,0,0,7,0,38.964,0,0,71.4,0,1
G2018000290,U02,2022,BUS,23.6,0,2.734,1,0,0,0,0,19.251,0,0,47.66,1,1
G2018000291,U02,2018,BUS,24.3,0,2.864,0,0,0,2,0,21.605,0,0,56.34,1,1
G2018000292,U01,2022,BUS,24.4,0,3.116,0,0,0,3,0,9.576,0,1,74.22,1,1
G2018000293,U01,2020,SOC,21.9,0,3.918,0,0,0,4,0,0.134,0,1,84.02,1,1
G2018000294,U03,2021,HUM,25.8,1,2.716,1,0,0,5,0,52.237,0,0,72.17,1,1
G2018000295,U08,2020,SOC,26.6,0,2.924,0,0,1,2,0,5.096,0,0,58.1,1,1
G2018000296,U04,2020,HUM,23.8,1,3.546,0,0,0,2,0,36.759,0,0,73.33,1,1
G2018000297,U03,2018,SOC,21.5,0,3.201,0,0,0,1,0,14.432,0,0,71.76,1,1
G2018000298,U04,2020,SOC,23.3,1,2.732,0,0,1,4,0,53.185,0,1,75.97,1,1
G2018000299,U05,2020,HUM,24.3,1,3.568,1,0,0,1,0,19.216,0,0,58.67,1,1
G2018000300,U03,2021,HLT,24.9,0,3.837,0,0,1,0,1,6.876,0,0,68.24,1,1
G2018000301,U05,2019,EDU,23.0,1,2.326,0,0,1,5,0,66.576,0,1,71.42,1,1
G2018000302,U08,2019,STEM,24.8,0,2.579,0,0,1,1,1,38.929,0,0,55.93,0,0
G2018000303,U03,2019,HLT,24.6,1,2.96,0,0,1,1,1,22.218,0,0,56.26,1,1
G2018000304,U02,2018,BUS,24.6,1,3.271,1,0,1,1,0,15.276,0,1,73.29,1,1
G2018000305,U02,2021,BUS,22.0,1,2.849,0,0,1,3,0,6.061,0,0,65.59,0,1
G2018000306,U07,2022,STEM,23.1,1,3.188,1,0,0,1,0,42.634,0,0,55.89,1,1
G2018000307,U07,2020,SOC,26.3,1,3.209,1,0,0,2,0,19.633,0,1,61.53,1,1
G2018000308,U06,2022,STEM,23.2,0,2.745,0,0,1,4,1,22.12,0,1,77.0,1,1
G2018000309,U06,2018,HUM,26.5,1,2.595,0,1,0,1,0,33.35,0,1,63.56,0,1
G2018000310,U03,2019,SOC,24.0,1,2.656,1,1,0,1,0,28.339,0,0,73.87,1,1
G2018000311,U05,2019,SOC,22.9,1,3.018,0,1,0,3,0,52.542,0,0,61.2,0,1
G2018000312,U07,2018,STEM,25.0,0,3.253,0,0,0,3,1,27.38,0,1,72.4,1,1
G2018000313,U05,2019,BUS,23.9,1,2.518,1,0,0,2,0,46.25,0,0,52.52,1,1
G2018000314,U04,2019,BUS,24.5,0,2.743,1,0,0,2,0,45.418,0,0,62.39,1,0
G2018000315,U06,2022,BUS,26.3,0,2.618,0,0,0,4,0,16.993,0,1,61.04,0,1
G2018000316,U08,2022,SOC,24.9,0,2.711,0,0,0,1,0,30.576,0,0,58.58,0,0
G2018000317,U04,2020,SOC,25.4,0,3.64,0,0,0,4,0,46.052,0,0,67.83,1,1
G2018000318,U07,2022,STEM,24.8,1,2.714,0,0,0,2,0,1.893,0,0,62.06,0,1
G2018000319,U02,2019,STEM,25.3,0,3.24,0,0,0,2,1,37.144,0,0,68.84,0,1
G2018000320,U06,2020,HUM,24.6,1,3.655,1,0,1,1,0,14.86,0,0,66.56,1,1
G2018000321,U05,2021,EDU,22.8,0,3.402,1,0,1,3,0,14.132,0,0,44.71,1,0
G2018000322,U01,2019,BUS,26.1,1,3.321,1,0,0,3,0,35.147,0,0,61.57,0,0
G2018000323,U01,2018,EDU,22.0,1,2.715,0,0,0,1,0,15.558,0,0,59.96,1,1
G2018000324,U05,2021,STEM,23.9,0,3.036,0,0,0,1,0,17.174,0,1,73.97,1,1
G2018000325,U05,2021,HLT,24.5,1,3.576,0,0,0,0,0,14.373,0,0,70.81,0,1
G2018000326,U01,2022,BUS,27.7,1,3.084,0,0,0,3,0,11.992,0,0,63.03,1,0
G2018000327,U01,2020,STEM,21.2,1,2.981,0,0,0,3,1,42.686,0,0,54.03,1,1
G2018000328,U05,2021,EDU,25.0,1,2.983,1,0,0,1,0,4.83,0,0,54.97,1,1
G2018000329,U04,2018,HLT,25.7,1,2.297,1,0,1,5,1,21.35,0,1,78.04,1,1
G2018000330,U04,2018,STEM,21.0,1,3.683,1,0,0,6,1,48.516,0,0,73.79,1,1
G2018000331,U06,2021,HLT,25.6,1,3.795,1,0,1,1,0,21.774,0,0,64.35,1,1
G2018000332,U03,2022,SOC,24.5,1,3.301,0,0,0,3,0,35.052,0,1,73.83,1,1
G2018000333,U08,2022,SOC,23.1,0,3.673,0,0,0,3,0,37.264,0,0,75.35,0,1
G2018000334,U06,2019,HUM,22.6,0,4.0,0,0,1,1,0,13.473,0,0,63.46,1,0
G2018000335,U07,2018,BUS,26.2,1,3.632,0,0,1,4,0,14.025,0,0,78.1,1,1
G2018000336,U01,2018,BUS,24.8,1,3.203,0,1,0,1,0,54.831,0,0,62.12,1,1
G2018000337,U08,2022,BUS,22.7,1,2.584,0,0,0,3,0,16.274,0,0,67.04,0,0
G2018000338,U05,2018,SOC,26.1,1,4.0,1,0,0,4,0,38.367,0,0,68.65,1,0
G2018000339,U01,2022,HLT,27.5,1,3.227,0,0,0,3,0,17.041,0,0,80.61,1,1
G2018000340,U01,2022,EDU,24.3,0,3.117,0,0,1,4,0,24.813,0,1,71.63,1,1
G2018000341,U06,2022,HLT,25.1,1,3.432,0,0,1,3,0,23.943,0,0,68.06,1,1
G2018000342,U04,2021,BUS,22.1,1,3.025,1,0,1,2,0,32.192,0,1,78.66,1,1
G2018000343,U06,2021,STEM,23.6,0,2.951,0,1,0,2,0,9.024,0,0,67.3,1,1
G2018000344,U01,2019,STEM,25.0,0,3.501,0,0,0,4,0,35.666,0,0,67.55,1,0
G2018000345,U08,2018,SOC,22.8,1,2.882,1,1,1,5,0,24.613,0,0,48.31,1,0
G2018000346,U03,2018,SOC,28.8,0,3.741,1,0,1,2,0,30.427,0,1,66.88,1,1
G2018000347,U07,2019,STEM,24.8,0,2.957,0,1,0,3,0,34.212,0,0,62.82,0,1
G2018000348,U06,2021,HUM,23.4,0,3.346,1,0,0,0,0,12.581,0,0,51.25,0,1
G2018000349,U07,2020,STEM,25.1,1,3.972,0,0,0,5,1,26.177,0,0,98.15,0,1
G2018000350,U05,2018,BUS,27.4,0,3.582,1,0,1,2,0,19.648,0,0,69.29,1,1
G2018000351,U04,2021,HLT,26.5,1,3.269,0,0,0,1,1,21.46,0,0,52.31,1,0
G2018000352,U08,2018,SOC,23.6,0,3.397,1,0,0,4,0,33.035,0,0,62.58,0,0
G2018000353,U05,2020,HLT,22.7,1,3.285,0,0,1,1,0,44.061,0,1,82.26,0,1
G2018000354,U05,2018,HLT,24.0,1,2.093,0,0,0,2,1,22.886,0,0,50.2,1,0
G2018000355,U03,2020,SOC,22.1,1,3.813,1,0,0,3,0,21.419,0,1,76.96,1,0
G2018000356,U03,2022,EDU,23.1,1,2.751,0,0,0,4,0,3.427,0,0,55.17,1,1
G2018000357,U07,2020,STEM,21.4,0,3.257,0,1,0,1,1,20.744,0,0,65.12,1,1
G2018000358,U01,2018,BUS,25.7,0,3.413,1,1,1,6,0,28.028,0,0,72.42,1,0
G2018000359,U06,2021,SOC,28.1,1,2.178,0,1,1,1,0,34.239,0,0,56.99,1,0
G2018000360,U04,2022,STEM,23.1,1,2.637,1,0,1,3,1,11.676,0,1,73.08,1,1
G2018000361,U02,2018,SOC,28.1,1,2.648,0,0,0,3,0,16.388,0,0,57.3,1,0
G2018000362,U07,2020,STEM,23.7,0,2.834,0,0,1,3,1,26.8,0,0,51.85,1,0
G2018000363,U02,2019,BUS,23.1,0,2.815,1,1,0,3,0,12.569,0,0,51.76,1,1
G2018000364,U02,2018,SOC,23.7,0,3.089,0,0,0,2,0,62.897,0,1,56.57,1,1
G2018000365,U07,2020,STEM,24.0,1,2.968,1,1,0,4,1,17.354,0,1,69.88,1,1
G2018000366,U07,2021,STEM,24.8,0,2.968,1,1,1,2,1,43.715,0,0,64.66,0,1
G2018000367,U01,2022,BUS,25.6,0,3.496,0,0,0,5,0,23.211,0,0,75.66,1,1
G2018000368,U04,2021,HLT,25.0,1,2.95,1,1,1,2,1,33.34,0,0,66.73,0,0
G2018000369,U01,2019,HLT,25.5,1,2.921,1,1,0,1,0,40.508,0,0,59.1,0,0
G2018000370,U03,2020,STEM,23.8,1,2.952,0,0,1,2,1,25.513,0,0,61.64,1,1
G2018000371,U03,2022,BUS,24.7,1,3.642,0,0,0,1,0,55.169,0,0,56.32,1,1
G2018000372,U08,2018,SOC,26.3,1,3.337,0,0,1,2,0,34.5,0,0,58.78,1,0
G2018000373,U06,2022,SOC,21.7,1,3.179,0,0,1,3,0,47.969,0,1,80.06,1,1
G2018000374,U06,2020,BUS,26.0,0,2.575,0,0,1,3,0,20.763,0,0,74.91,0,1
G2018000375,U05,2020,STEM,24.2,1,2.374,0,1,1,1,1,53.344,0,0,63.96,1,1
G2018000376,U04,2019,SOC,26.7,1,3.277,1,1,1,1,0,29.609,0,0,62.74,1,1
G2018000377,U07,2018,BUS,22.8,0,2.952,1,1,1,0,0,76.783,1,1,56.97,1,1
G2018000378,U02,2020,BUS,23.9,1,2.716,1,0,0,5,0,23.476,0,0,69.01,1,1
G2018000379,U03,2021,HUM,27.1,0,2.757,0,0,0,1,0,42.085,0,0,53.89,1,0
G2018000380,U05,2022,EDU,23.2,0,1.936,0,0,0,1,0,12.151,0,0,52.2,1,1
G2018000381,U04,2018,BUS,26.0,1,2.966,0,0,1,6,0,11.449,0,1,77.43,1,1
G2018000382,U04,2019,HUM,24.7,0,3.365,1,0,0,5,0,13.72,0,0,67.14,1,1
G2018000383,U02,2018,EDU,30.9,1,3.46,0,0,0,7,0,18.04,0,0,72.78,1,1
G2018000384,U06,2018,HLT,26.3,1,3.118,1,0,0,2,1,31.156,0,0,69.75,1,0
G2018000385,U01,2022,EDU,26.8,1,2.299,0,1,0,5,0,31.542,0,1,77.56,1,1
G2018000386,U05,2020,SOC,24.3,0,3.201,0,1,1,1,0,15.572,0,0,53.01,1,1
G2018000387,U06,2020,EDU,26.6,1,2.774,0,0,1,1,0,29.746,0,1,52.08,1,0
G2018000388,U02,2019,STEM,23.7,1,2.834,0,0,0,1,1,51.498,0,0,59.76,1,1
G2018000389,U06,2021,HUM,25.7,1,3.712,0,0,0,2,0,55.681,0,1,64.95,1,0
G2018000390,U01,2020,SOC,25.0,0,2.76,0,0,0,3,0,61.101,0,1,51.87,1,0
G2018000391,U04,2022,SOC,26.6,1,2.994,0,0,1,2,0,39.948,0,0,63.04,1,0
G2018000392,U02,2021,SOC,22.4,1,3.187,0,0,1,1,0,18.669,0,0,52.1,1,0
G2018000393,U08,2018,STEM,25.3,0,2.849,0,0,0,2,1,56.741,0,0,54.52,1,1
G2018000394,U06,2018,HUM,21.9,0,2.539,1,1,0,3,0,68.087,0,1,70.11,1,1
G2018000395,U03,2022,SOC,23.6,0,3.078,1,0,0,1,0,26.359,0,0,52.92,1,1
G2018000396,U08,2022,STEM,27.6,0,2.931,1,0,0,3,0,74.588,0,0,69.58,1,1
G2018000397,U06,2018,BUS,25.0,0,2.771,0,0,1,2,0,8.483,0,0,68.08,0,1
G2018000398,U08,2018,HUM,23.8,1,3.043,0,0,0,2,0,49.151,0,1,82.74,1,1
G2018000399,U06,2019,HUM,25.6,0,3.63,0,0,1,0,0,15.17,0,1,56.1,1,1
G2018000400,U02,2019,STEM,22.6,1,2.785,0,0,1,2,1,19.991,0,0,59.73,1,1
G2018000401,U07,2021,STEM,26.7,1,2.648,0,0,0,2,0,39.944,0,1,57.12,0,1
G2018000402,U08,2022,SOC,24.7,0,2.078,0,1,0,1,0,12.839,0,1,47.09,0,1
G2018000403,U01,2021,BUS,26.2,0,3.042,1,0,0,3,0,70.392,0,0,61.41,1,1
G2018000404,U06,2018,HUM,23.8,0,3.022,0,1,0,4,0,10.137,0,0,61.31,1,1
G2018000405,U06,2018,STEM,24.3,1,2.855,1,1,1,4,1,26.111,0,0,65.0,0,0
G2018000406,U06,2022,HLT,22.4,0,2.776,1,0,0,1,0,15.435,0,0,49.5,1,1
G2018000407,U06,2018,STEM,22.2,1,3.07,0,0,0,2,0,53.293,0,0,73.16,1,1
G2018000408,U02,2019,BUS,28.6,1,2.959,0,0,0,5,0,25.009,0,0,79.18,0,1
G2018000409,U03,2021,HUM,23.1,0,3.653,0,1,1,2,0,7.523,0,0,58.75,0,0
G2018000410,U03,2019,BUS,21.0,0,3.003,1,1,1,4,0,59.905,0,0,59.0,1,1
G2018000411,U04,2020,SOC,27.4,1,3.025,0,0,0,3,0,29.575,0,0,62.31,0,0
G2018000412,U03,2022,STEM,21.9,0,3.986,0,1,0,1,0,28.388,0,0,78.18,0,1
G2018000413,U07,2020,SOC,22.3,1,2.56,1,0,0,3,0,34.097,0,1,73.85,1,1
G2018000414,U03,2021,HUM,23.4,0,3.817,0,0,1,2,0,53.435,0,0,69.04,1,1
G2018000415,U08,2020,STEM,26.5,0,3.972,0,0,1,2,0,19.187,0,1,83.64,1,1
G2018000416,U06,2020,HUM,21.0,1,2.786,0,0,0,5,0,57.997,0,0,60.35,1,0
G2018000417,U06,2019,BUS,27.0,1,2.757,0,0,0,1,0,42.033,0,0,58.25,0,0
G2018000418,U08,2021,SOC,24.7,0,3.469,0,0,1,1,0,38.175,0,0,56.72,0,0
G2018000419,U07,2019,SOC,26.1,1,3.014,0,0,0,2,0,9.017,0,1,69.12,0,1
G2018000420,U04,2020,BUS,24.9,0,3.11,0,0,1,2,0,19.486,0,0,66.6,1,0
G2018000421,U07,2021,STEM,25.2,1,3.203,1,1,0,4,0,18.719,0,0,64.86,0,1
G2018000422,U03,2020,STEM,23.9,1,3.008,0,1,0,0,1,40.516,0,0,74.55,0,1
G2018000423,U07,2022,STEM,26.3,0,2.92,1,0,0,1,1,19.046,0,1,74.84,0,0
G2018000424,U01,2021,STEM,22.3,1,2.048,0,0,1,3,0,25.183,0,0,44.42,1,1
G2018000425,U08,2019,HUM,25.6,1,3.28,0,0,0,1,0,49.988,0,0,64.09,0,1
G2018000426,U05,2018,HLT,26.5,1,1.767,0,0,0,2,1,6.231,0,0,46.93,1,1
G2018000427,U02,2020,HUM,25.4,1,2.984,0,0,1,0,0,27.436,0,0,48.2,1,1
G2018000428,U03,2019,STEM,22.0,1,4.0,1,0,0,2,1,67.489,0,0,79.12,1,1
G2018000429,U01,2019,SOC,25.4,1,2.585,0,0,1,1,0,52.597,0,0,71.12,1,0
G2018000430,U05,2021,STEM,24.6,1,2.955,1,0,0,5,1,35.471,0,0,71.48,1,0
G2018000431,U01,2018,EDU,24.6,1,3.294,1,1,0,2,0,30.634,0,1,69.2,1,1
G2018000432,U03,2018,STEM,28.3,0,2.824,0,0,1,6,1,54.57,0,0,70.54,1,1
G2018000433,U02,2018,BUS,21.7,0,3.097,0,0,0,3,0,16.622,0,0,62.48,1,1
G2018000434,U08,2018,EDU,22.7,0,2.448,0,1,0,0,0,18.812,0,0,65.13,0,0
G2018000435,U04,2022,STEM,25.9,0,3.278,0,0,0,3,0,11.403,0,1,76.4,1,1
G2018000436,U01,2022,BUS,22.3,0,3.285,0,0,0,0,0,52.049,0,0,55.82,0,0
G2018000437,U04,2022,HUM,22.6,1,3.316,0,1,0,2,0,39.929,0,0,64.91,1,0
G2018000438,U06,2021,STEM,25.5,0,2.562,0,0,0,1,0,42.742,0,1,59.21,1,1
G2018000439,U06,2021,SOC,24.1,1,3.091,1,0,0,1,0,12.706,0,1,66.61,1,1
G2018000440,U03,2019,SOC,23.3,1,3.119,0,0,0,1,0,30.436,0,0,63.73,0,0
G2018000441,U04,2022,STEM,23.0,0,2.984,1,1,0,3,0,39.95,0,1,66.8,0,0
G2018000442,U08,2018,EDU,26.3,1,3.18,1,1,1,6,0,14.101,0,0,66.87,1,1
G2018000443,U07,2021,BUS,25.8,1,3.073,0,0,0,4,0,9.36,0,0,66.97,1,1
G2018000444,U06,2022,BUS,26.1,1,2.949,0,0,0,2,0,53.512,0,1,66.97,1,1
G2018000445,U08,2021,STEM,21.9,1,3.104,0,0,0,2,1,48.838,0,0,61.68,1,1
G2018000446,U06,2022,SOC,27.3,1,3.443,0,1,0,2,0,12.441,0,0,50.92,1,1
G2018000447,U02,2018,STEM,23.2,1,2.684,1,0,0,4,1,19.909,0,1,89.87,1,1
G2018000448,U03,2019,STEM,25.4,1,2.893,1,0,0,4,1,50.406,0,1,93.79,1,1
G2018000449,U02,2020,STEM,25.5,0,2.803,1,0,1,4,1,54.975,0,0,57.23,1,1
G2018000450,U07,2021,STEM,23.6,0,3.329,0,0,0,4,0,33.506,0,0,63.91,1,1
G2018000451,U03,2022,SOC,24.3,0,2.403,0,0,0,4,0,26.565,0,0,57.44,0,0
G2018000452,U06,2022,STEM,23.5,0,2.926,1,0,0,0,0,33.169,0,0,64.2,1,1
G2018000453,U04,2018,BUS,22.8,1,3.774,0,0,1,2,0,7.31,0,0,68.78,1,0
G2018000454,U03,2020,EDU,24.0,1,4.0,1,0,1,2,0,57.727,0,0,75.63,1,0
G2018000455,U03,2018,SOC,25.9,0,3.045,0,0,1,1,0,36.846,0,0,66.55,0,1
G2018000456,U03,2020,SOC,25.0,0,3.868,1,0,1,1,0,30.839,0,0,72.99,1,1
G2018000457,U08,2020,HUM,24.9,0,2.951,0,0,1,4,0,16.641,0,0,62.3,1,1
G2018000458,U03,2018,EDU,25.7,0,3.1,0,0,1,5,0,12.135,0,1,74.26,1,1
G2018000459,U03,2022,STEM,25.9,0,3.76,0,0,0,4,0,30.593,0,0,58.56,1,0
G2018000460,U07,2020,STEM,25.2,1,2.403,0,1,0,3,0,28.051,0,1,74.56,1,1
G2018000461,U04,2018,SOC,25.0,0,2.942,1,0,0,5,0,40.698,0,1,76.49,1,1
G2018000462,U07,2020,BUS,25.7,1,3.128,0,0,0,3,0,28.889,0,1,67.13,1,1
G2018000463,U05,2021,STEM,27.4,0,2.844,0,1,0,3,1,39.417,0,0,49.57,1,1
G2018000464,U03,2020,BUS,25.3,1,2.988,0,0,0,1,0,25.597,0,0,66.26,1,1
G2018000465,U03,2020,BUS,26.9,1,3.094,0,0,1,0,0,35.799,0,0,50.33,1,0
G2018000466,U02,2019,HUM,24.9,1,2.875,0,0,1,5,0,11.832,0,0,65.32,1,1
G2018000467,U07,2018,STEM,23.8,1,2.787,0,0,1,1,0,8.942,0,0,57.32,1,1
G2018000468,U03,2020,STEM,21.9,1,3.679,1,0,0,2,1,21.036,0,0,78.58,0,1
G2018000469,U04,2019,BUS,26.2,1,2.834,1,0,0,1,0,37.279,0,0,62.37,1,1
G2018000470,U08,2020,STEM,24.6,0,2.498,1,0,1,1,1,21.524,0,0,66.84,0,0
G2018000471,U03,2019,HLT,24.6,0,2.888,1,0,0,4,0,53.886,0,0,60.68,0,1
G2018000472,U07,2022,STEM,22.9,1,3.226,0,0,1,1,1,12.472,0,1,81.23,1,1
G2018000473,U04,2021,BUS,26.0,0,2.632,0,0,0,4,0,12.697,0,1,60.64,1,0
G2018000474,U08,2021,SOC,22.1,0,2.983,0,0,0,2,0,16.229,0,0,62.07,0,0
G2018000475,U03,2019,SOC,24.6,0,3.444,0,0,0,1,0,55.292,0,0,59.18,1,0
G2018000476,U05,2019,BUS,21.0,1,2.584,0,0,0,0,0,18.141,0,0,40.28,0,0
G2018000477,U03,2019,HLT,23.5,0,3.235,0,1,0,1,0,24.244,0,0,69.46,1,0
G2018000478,U05,2022,BUS,28.3,0,2.871,0,0,0,2,0,37.981,0,0,70.17,0,0
G2018000479,U02,2020,STEM,26.6,0,3.759,0,0,1,1,1,12.89,0,0,65.65,1,1
G2018000480,U06,2020,STEM,26.9,1,3.116,0,0,1,5,1,17.535,0,1,77.12,1,1
G2018000481,U04,2018,SOC,24.3,1,2.845,0,0,1,1,0,20.559,0,0,62.81,0,1
G2018000482,U01,2020,STEM,23.6,0,3.169,0,0,0,2,1,27.375,0,0,55.04,1,1
G2018000483,U04,2020,STEM,25.6,1,2.289,0,1,0,2,1,8.402,0,1,78.06,0,1
G2018000484,U04,2020,SOC,22.4,0,2.441,1,0,1,1,0,52.454,0,0,56.53,1,1
G2018000485,U01,2021,HLT,25.5,1,3.382,0,0,0,2,0,49.248,0,0,77.84,0,1
G2018000486,U03,2021,STEM,26.1,0,2.318,0,0,1,2,1,27.279,0,0,63.75,1,1
G2018000487,U08,2019,SOC,25.6,1,3.163,1,0,0,3,0,41.486,0,0,60.4,1,1
G2018000488,U06,2018,BUS,26.9,1,2.802,0,1,1,2,0,26.094,0,1,62.92,1,1
G2018000489,U06,2022,HLT,26.3,1,2.841,0,0,0,2,1,41.111,0,0,63.97,1,0
G2018000490,U06,2018,STEM,30.1,0,2.896,0,0,1,4,0,21.11,0,1,81.89,1,1
G2018000491,U04,2018,BUS,25.2,1,3.063,0,1,0,3,0,24.677,0,0,71.63,1,1
G2018000492,U07,2020,BUS,25.2,0,3.839,1,1,0,2,0,63.82,0,1,91.02,1,1
G2018000493,U01,2018,STEM,23.7,1,2.917,1,0,0,1,1,29.22,0,0,61.24,1,1
G2018000494,U01,2021,HUM,22.5,1,3.157,0,0,0,2,0,25.47,0,0,48.83,0,1
G2018000495,U06,2021,BUS,26.6,1,3.272,0,1,0,1,0,39.816,0,0,43.96,1,0
G2018000496,U01,2021,BUS,28.4,1,2.83,0,0,1,2,0,35.97,0,0,52.54,1,1
G2018000497,U03,2018,SOC,21.8,1,3.053,0,0,1,3,0,43.683,0,1,70.96,1,1
G2018000498,U04,2020,STEM,24.0,1,2.676,0,0,1,5,1,2.307,0,0,70.02,0,1
G2018000499,U04,2019,EDU,23.9,0,2.95,0,0,0,1,0,38.32,0,0,53.81,1,1
G2018000500,U01,2020,SOC,22.8,0,3.772,0,0,1,0,0,55.831,0,1,75.77,1,1
G2018000501,U02,2020,EDU,25.2,1,2.268,1,0,0,0,0,34.547,0,0,53.28,1,0
G2018000502,U01,2021,STEM,25.9,1,2.937,0,0,0,4,1,38.171,0,0,57.1,1,1
G2018000503,U05,2020,BUS,21.3,0,3.035,0,0,0,1,0,14.373,0,0,62.64,1,1
G2018000504,U05,2019,HUM,25.2,1,2.8,0,0,1,3,0,28.824,0,0,48.12,1,0
G2018000505,U03,2019,HLT,21.9,0,3.092,0,0,0,1,0,14.507,0,0,67.43,1,0
G2018000506,U01,2022,BUS,23.7,0,2.895,0,1,1,1,0,57.788,0,1,74.09,1,1
G2018000507,U07,2020,EDU,24.9,1,2.486,0,0,0,5,0,3.98,0,0,70.42,1,1
G2018000508,U03,2018,STEM,23.7,0,2.768,1,0,0,2,1,37.942,0,1,76.8,1,0
G2018000509,U04,2021,BUS,21.0,1,3.15,0,1,1,3,0,30.029,0,0,67.48,0,1
G2018000510,U06,2020,SOC,27.4,0,3.191,0,0,0,3,0,38.454,0,0,61.42,0,0
G2018000511,U03,2021,STEM,27.0,0,3.128,1,0,0,1,1,43.801,0,0,64.51,0,1
G2018000512,U03,2021,HLT,25.4,1,3.654,1,0,1,3,0,26.496,0,0,63.42,1,0
G2018000513,U04,2021,STEM,27.9,1,3.722,0,0,0,4,1,25.027,0,0,85.19,1,1
G2018000514,U04,2018,STEM,23.0,0,2.727,0,1,1,0,1,12.845,0,0,74.26,1,1
G2018000515,U01,2018,EDU,25.2,1,3.506,1,1,0,3,0,26.538,0,1,72.23,1,1
G2018000516,U06,2021,BUS,25.3,1,3.309,0,0,0,1,0,13.7,0,0,51.73,1,1
G2018000517,U01,2019,HLT,24.9,0,3.347,0,0,1,2,0,17.385,0,1,66.93,0,1
G2018000518,U05,2021,STEM,24.3,1,2.516,0,1,0,2,0,14.56,0,0,59.36,0,0
G2018000519,U06,2022,EDU,25.6,0,2.915,0,0,0,2,0,61.911,0,0,67.53,1,1
G2018000520,U07,2019,HUM,24.7,1,3.416,0,0,1,1,0,10.552,0,0,64.12,0,0
G2018000521,U01,2021,SOC,24.4,0,2.507,0,0,0,4,0,36.615,0,0,66.01,0,1
G2018000522,U03,2020,STEM,25.1,0,2.876,0,0,0,1,1,4.099,0,0,61.33,1,1
G2018000523,U05,2022,STEM,27.8,0,2.349,0,1,1,4,0,44.038,0,0,62.35,1,0
G2018000524,U04,2021,SOC,22.0,0,3.717,1,1,0,2,0,55.82,0,0,69.16,0,0
G2018000525,U03,2019,STEM,26.5,0,3.069,1,0,0,1,1,35.617,0,1,76.54,1,1
G2018000526,U08,2018,SOC,24.2,1,3.151,0,0,0,2,0,55.582,0,0,60.79,1,1
G2018000527,U02,2020,STEM,26.6,0,2.722,0,0,1,3,1,18.098,0,0,52.77,1,1
G2018000528,U01,2020,SOC,24.0,0,2.641,0,1,1,3,0,54.813,0,1,67.26,0,1
G2018000529,U08,2022,SOC,24.5,0,2.987,0,0,0,2,0,33.771,0,1,63.35,1,1
G2018000530,U08,2019,HUM,25.4,0,3.549,0,1,0,1,0,50.365,0,0,50.11,1,1
G2018000531,U05,2018,SOC,22.5,0,2.656,0,0,1,0,0,25.558,0,0,49.78,0,0
